レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5,確率1,確率2,確率3,確率4,確率5
202609230302,2026-09-23,03,2R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し,0.053898,0.039795,0.035514,0.029066,0.025394
202609230303,2026-09-23,03,3R,daily,2-1-3,2-1-4,2-3-1,2-3-4,2-1-5,差し,差し,差し,まくり,差し,0.072165,0.048135,0.045504,0.038613,0.033996
202609230304,2026-09-23,03,4R,daily,3-1-2,3-1-5,3-1-4,3-2-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.067044,0.046685,0.045562,0.039084,0.037458
202609230305,2026-09-23,03,5R,daily,4-1-5,4-1-2,4-1-3,2-1-3,4-5-1,まくり差し,まくり,差し,差し,まくり,0.032285,0.028060,0.021164,0.020449,0.020353
202609230306,2026-09-23,03,6R,daily,5-1-2,2-1-5,2-1-3,5-1-3,5-2-1,まくり差し,差し,差し,まくり差し,まくり差し,0.027840,0.022068,0.016913,0.016166,0.012650
202609230307,2026-09-23,03,7R,daily,2-1-4,2-1-3,5-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し,0.027665,0.027174,0.023103,0.021106,0.018984
202609230308,2026-09-23,03,8R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し,0.028601,0.022818,0.016634,0.015552,0.010555
202609230309,2026-09-23,03,9R,daily,3-1-4,4-1-3,3-1-2,4-1-2,4-1-5,まくり差し,差し,まくり差し,まくり,まくり差し,0.019889,0.015201,0.014854,0.014656,0.012242
202609230310,2026-09-23,03,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し,0.049993,0.028018,0.019709,0.018844,0.015506
202609230311,2026-09-23,03,11R,daily,2-1-3,2-1-4,3-1-4,4-1-2,4-1-3,差し,差し,まくり差し,まくり,差し,0.028260,0.026260,0.025743,0.024855,0.024528
202609230312,2026-09-23,03,12R,daily,3-1-2,2-1-3,3-2-1,3-1-4,2-3-1,まくり差し,差し,まくり,まくり差し,差し,0.058163,0.031539,0.027920,0.027707,0.021940
202609230601,2026-09-23,06,1R,daily,5-1-2,5-1-3,3-1-2,3-1-5,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.027327,0.025648,0.023765,0.023425,0.021654
202609230602,2026-09-23,06,2R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し,0.033284,0.031403,0.027218,0.025985,0.021311
202609230603,2026-09-23,06,3R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し,0.042015,0.033216,0.028401,0.025648,0.022046
202609230604,2026-09-23,06,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.024677,0.021370,0.016284,0.012661,0.010482
202609230605,2026-09-23,06,5R,daily,5-1-3,5-1-4,5-1-2,3-1-5,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.030527,0.030488,0.025069,0.020630,0.018334
202609230606,2026-09-23,06,6R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-4,差し,差し,差し,差し,まくり差し,0.030709,0.027532,0.020794,0.016160,0.015798
202609230607,2026-09-23,06,7R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.018716,0.018369,0.015310,0.014177,0.013419
202609230608,2026-09-23,06,8R,daily,4-1-2,4-1-5,4-1-3,2-1-4,3-1-4,まくり,まくり差し,差し,差し,まくり差し,0.030825,0.024300,0.023556,0.019007,0.014469
202609230609,2026-09-23,06,9R,daily,3-1-4,3-1-5,3-1-2,3-1-6,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.034052,0.028909,0.026723,0.014679,0.011397
202609230610,2026-09-23,06,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し,0.027157,0.023074,0.021311,0.020889,0.015490
202609230611,2026-09-23,06,11R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.030206,0.028560,0.023954,0.016063,0.012695
202609230612,2026-09-23,06,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し,0.020257,0.019620,0.016063,0.015645,0.012864
202609230801,2026-09-23,08,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり,0.015293,0.011764,0.010744,0.010555,0.008683
202609230802,2026-09-23,08,2R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.029124,0.022090,0.019894,0.017190,0.014613
202609230803,2026-09-23,08,3R,daily,4-1-2,4-1-5,4-1-3,4-2-1,2-1-4,まくり,まくり差し,差し,まくり,差し,0.047458,0.033596,0.030608,0.027939,0.025702
202609230804,2026-09-23,08,4R,daily,3-1-4,3-1-2,3-1-5,4-1-2,2-1-4,まくり差し,まくり差し,まくり差し,まくり,差し,0.032182,0.026165,0.023182,0.019299,0.018534
202609230805,2026-09-23,08,5R,daily,3-1-4,3-1-5,3-1-2,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.023168,0.019462,0.019440,0.011746,0.010657
202609230806,2026-09-23,08,6R,daily,2-1-5,5-1-2,2-1-4,2-1-3,5-1-4,差し,まくり差し,差し,差し,まくり差し,0.018480,0.017889,0.016759,0.015674,0.011231
202609230807,2026-09-23,08,7R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-3-1,差し,差し,差し,まくり,差し,0.044561,0.040268,0.029460,0.022677,0.021489
202609230808,2026-09-23,08,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.062738,0.054282,0.035488,0.027313,0.021339
202609230809,2026-09-23,08,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.039158,0.038335,0.036238,0.022698,0.020706
202609230810,2026-09-23,08,10R,daily,4-1-5,4-1-2,5-1-2,5-1-4,4-1-3,まくり差し,まくり,まくり差し,まくり差し,差し,0.017148,0.016353,0.014132,0.012302,0.011040
202609230811,2026-09-23,08,11R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.035934,0.028680,0.024775,0.015543,0.014282
202609230812,2026-09-23,08,12R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し,0.029992,0.024354,0.019694,0.018637,0.014334
202609230901,2026-09-23,09,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり,0.017612,0.014248,0.011790,0.010779,0.009594
202609230901,2026-09-23,09,1R,realtime,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し,0.018433,0.014195,0.013300,0.011213,0.010651
202609230902,2026-09-23,09,2R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.033155,0.026541,0.021983,0.020287,0.017689
202609230903,2026-09-23,09,3R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり,0.041026,0.037776,0.024717,0.022602,0.021609
202609230904,2026-09-23,09,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し,0.080245,0.070796,0.039414,0.028822,0.025100
202609230905,2026-09-23,09,5R,daily,2-1-4,2-1-3,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し,0.022475,0.021069,0.013740,0.010898,0.007737
202609230906,2026-09-23,09,6R,daily,3-1-4,3-1-5,3-1-2,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.038344,0.029633,0.028927,0.016693,0.015558
202609230907,2026-09-23,09,7R,daily,2-1-3,4-1-2,3-1-2,3-1-4,4-1-3,差し,まくり,まくり差し,まくり差し,差し,0.031262,0.029774,0.029110,0.027126,0.025908
202609230908,2026-09-23,09,8R,daily,5-1-2,5-1-3,5-1-4,3-1-5,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.038856,0.029766,0.024532,0.023667,0.018613
202609230909,2026-09-23,09,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し,0.057507,0.049593,0.029743,0.021975,0.019272
202609230910,2026-09-23,09,10R,daily,4-1-2,4-1-5,2-1-4,4-1-3,2-1-3,まくり,まくり差し,差し,差し,差し,0.034885,0.031189,0.029753,0.023192,0.022409
202609230911,2026-09-23,09,11R,daily,4-1-5,4-1-2,5-1-2,4-1-3,2-1-4,まくり差し,まくり,まくり差し,差し,差し,0.019605,0.018751,0.014988,0.013096,0.012656
202609230912,2026-09-23,09,12R,daily,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり差し,差し,差し,0.014899,0.013602,0.011756,0.010291,0.009764
202609231001,2026-09-23,10,1R,daily,2-1-3,2-1-5,5-1-2,2-1-4,5-1-3,差し,差し,まくり差し,差し,まくり差し,0.023394,0.019291,0.018582,0.015073,0.014833
202609231001,2026-09-23,10,1R,realtime,2-1-5,5-1-2,2-1-3,5-1-3,5-2-1,差し,まくり差し,差し,まくり差し,まくり差し,0.030749,0.029789,0.023504,0.015371,0.014256
202609231002,2026-09-23,10,2R,daily,2-1-3,2-1-5,2-1-4,2-3-1,2-1-6,差し,差し,差し,差し,差し,0.149145,0.086185,0.079701,0.055289,0.035734
202609231002,2026-09-23,10,2R,realtime,2-1-3,2-1-5,2-3-1,2-1-6,2-1-4,差し,差し,差し,差し,差し,0.179901,0.088544,0.060037,0.047020,0.029784
202609231003,2026-09-23,10,3R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.017723,0.015677,0.012905,0.008920,0.007649
202609231003,2026-09-23,10,3R,realtime,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.021054,0.020006,0.010781,0.010653,0.007139
202609231004,2026-09-23,10,4R,daily,2-1-3,2-1-4,2-1-5,5-1-2,5-1-3,差し,差し,差し,まくり差し,まくり差し,0.027570,0.022804,0.021957,0.021760,0.017491
202609231004,2026-09-23,10,4R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,5-1-3,差し,差し,差し,まくり差し,まくり差し,0.027399,0.018088,0.017765,0.017581,0.017006
202609231005,2026-09-23,10,5R,daily,3-1-2,3-1-4,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.043435,0.033192,0.032909,0.028721,0.015281
202609231005,2026-09-23,10,5R,realtime,3-1-6,6-1-3,3-1-2,3-1-5,6-1-5,まくり差し,差し,まくり差し,まくり差し,まくり差し,0.058966,0.031236,0.025739,0.022282,0.018339
202609231006,2026-09-23,10,6R,daily,2-1-3,2-1-4,2-3-4,2-3-1,2-4-3,差し,差し,まくり,差し,まくり,0.056403,0.051238,0.042373,0.038931,0.034951
202609231007,2026-09-23,10,7R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し,0.070417,0.038049,0.034123,0.029157,0.023698
202609231008,2026-09-23,10,8R,daily,3-1-4,3-1-5,3-1-2,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.032472,0.029320,0.028074,0.018946,0.014843
202609231009,2026-09-23,10,9R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.050392,0.045878,0.034561,0.017893,0.016930
202609231010,2026-09-23,10,10R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し,0.040221,0.034713,0.028742,0.025438,0.024450
202609231011,2026-09-23,10,11R,daily,2-1-3,3-1-2,2-3-1,3-2-1,2-1-4,差し,まくり差し,差し,まくり,差し,0.063707,0.051530,0.032201,0.029811,0.029747
202609231012,2026-09-23,10,12R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し,0.010494,0.010178,0.009575,0.009173,0.007015
202609231101,2026-09-23,11,1R,daily,5-1-2,5-1-3,5-1-4,3-1-5,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.043053,0.033373,0.031418,0.025491,0.021825
202609231101,2026-09-23,11,1R,realtime,5-1-3,5-1-2,5-1-4,3-1-5,5-3-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.069059,0.045684,0.035801,0.033191,0.030766
202609231102,2026-09-23,11,2R,daily,3-1-4,4-1-3,4-1-2,3-1-2,3-1-5,まくり差し,差し,まくり,まくり差し,まくり差し,0.043166,0.036381,0.031155,0.027694,0.024176
202609231103,2026-09-23,11,3R,daily,2-1-3,2-1-4,2-1-6,2-1-5,2-3-1,差し,差し,差し,差し,差し,0.033797,0.029580,0.018443,0.017790,0.014064
202609231104,2026-09-23,11,4R,daily,3-1-2,2-1-3,3-1-4,3-1-5,3-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し,0.026670,0.022771,0.020073,0.016920,0.013654
202609231105,2026-09-23,11,5R,daily,4-1-2,4-1-3,4-1-5,3-1-4,2-1-4,まくり,差し,まくり差し,まくり差し,差し,0.024710,0.023566,0.017916,0.017502,0.015380
202609231106,2026-09-23,11,6R,daily,3-1-4,3-1-5,3-1-2,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.049820,0.037344,0.036415,0.019817,0.019041
202609231107,2026-09-23,11,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.032727,0.032220,0.030963,0.027189,0.023724
202609231108,2026-09-23,11,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.075673,0.064217,0.033822,0.030595,0.024020
202609231109,2026-09-23,11,9R,daily,3-1-4,3-1-2,3-1-5,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.083030,0.044090,0.038626,0.026647,0.021561
202609231110,2026-09-23,11,10R,daily,5-1-2,5-1-3,4-1-5,5-1-4,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.013736,0.012719,0.011235,0.011174,0.010681
202609231111,2026-09-23,11,11R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し,0.013983,0.012839,0.012385,0.010248,0.009900
202609231112,2026-09-23,11,12R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.028266,0.027861,0.023015,0.017320,0.014335
202609231201,2026-09-23,12,1R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し,0.029145,0.023166,0.018421,0.015402,0.014429
202609231202,2026-09-23,12,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.024846,0.018199,0.016696,0.015067,0.010667
202609231203,2026-09-23,12,3R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.037850,0.026354,0.023766,0.017763,0.017557
202609231204,2026-09-23,12,4R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し,0.025274,0.021663,0.014736,0.014135,0.013744
202609231205,2026-09-23,12,5R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し,0.027157,0.024403,0.017096,0.014710,0.014455
202609231206,2026-09-23,12,6R,daily,2-1-4,2-1-3,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し,0.024231,0.020956,0.017222,0.014896,0.013492
202609231207,2026-09-23,12,7R,daily,4-1-2,2-1-3,2-1-4,4-1-5,4-1-3,まくり,差し,差し,まくり差し,差し,0.016966,0.016063,0.015131,0.014412,0.013783
202609231208,2026-09-23,12,8R,daily,3-1-2,3-1-4,2-1-3,4-1-2,4-1-3,まくり差し,まくり差し,差し,まくり,差し,0.019267,0.018873,0.016559,0.016137,0.014170
202609231209,2026-09-23,12,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.032077,0.028206,0.018571,0.016166,0.011312
202609231210,2026-09-23,12,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり,0.034449,0.027040,0.020724,0.018159,0.016632
202609231211,2026-09-23,12,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し,0.031464,0.024658,0.016385,0.013009,0.011962
202609231212,2026-09-23,12,12R,daily,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.044968,0.027473,0.027097,0.019842,0.018941
202609231701,2026-09-23,17,1R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.029300,0.026962,0.025014,0.019540,0.014688
202609231702,2026-09-23,17,2R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.029526,0.021332,0.017505,0.015308,0.012752
202609231703,2026-09-23,17,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.017775,0.016437,0.015242,0.010935,0.009480
202609231704,2026-09-23,17,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.041377,0.039634,0.029256,0.022134,0.013956
202609231705,2026-09-23,17,5R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.020817,0.020092,0.016548,0.014094,0.012673
202609231706,2026-09-23,17,6R,daily,2-1-3,3-1-2,5-1-2,4-1-2,3-1-4,差し,まくり差し,まくり差し,まくり,まくり差し,0.014467,0.013612,0.011486,0.009825,0.009813
202609231707,2026-09-23,17,7R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.015289,0.015213,0.012735,0.010051,0.008473
202609231708,2026-09-23,17,8R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し,0.025896,0.019732,0.010448,0.010158,0.009343
202609231709,2026-09-23,17,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し,0.048950,0.036876,0.027827,0.023818,0.022219
202609231710,2026-09-23,17,10R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し,0.024608,0.022286,0.022266,0.017039,0.014763
202609231711,2026-09-23,17,11R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり,0.026392,0.022367,0.018798,0.017843,0.014762
202609231712,2026-09-23,17,12R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.029529,0.025641,0.022484,0.021650,0.013634
202609231801,2026-09-23,18,1R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり,0.017473,0.016543,0.013998,0.012230,0.011691
202609231801,2026-09-23,18,1R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,3-1-4,差し,差し,まくり,差し,まくり差し,0.023180,0.016853,0.015716,0.012475,0.011016
202609231802,2026-09-23,18,2R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.031652,0.029500,0.025666,0.022619,0.015671
202609231802,2026-09-23,18,2R,realtime,3-1-5,5-1-3,3-1-4,3-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.034512,0.024572,0.021962,0.020629,0.018499
202609231803,2026-09-23,18,3R,daily,3-1-4,4-1-3,4-1-2,3-1-2,2-1-4,まくり差し,差し,まくり,まくり差し,差し,0.018607,0.017526,0.015731,0.012493,0.011950
202609231803,2026-09-23,18,3R,realtime,4-1-6,6-1-2,6-1-4,4-1-2,3-1-4,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.012852,0.012774,0.011442,0.011333,0.010994
202609231804,2026-09-23,18,4R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し,0.053893,0.044880,0.029091,0.022909,0.021486
202609231804,2026-09-23,18,4R,realtime,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し,0.048936,0.034915,0.028312,0.022797,0.021192
202609231805,2026-09-23,18,5R,daily,2-1-4,2-1-3,4-1-2,4-1-3,3-1-4,差し,差し,まくり,差し,まくり差し,0.029847,0.026176,0.023419,0.016940,0.013060
202609231805,2026-09-23,18,5R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,2-1-6,差し,差し,まくり,差し,差し,0.024870,0.019968,0.015733,0.010399,0.009993
202609231806,2026-09-23,18,6R,daily,2-1-4,2-1-3,4-1-2,4-2-1,2-4-1,差し,差し,まくり,まくり,差し,0.036798,0.031823,0.028599,0.020666,0.018060
202609231807,2026-09-23,18,7R,daily,3-1-4,4-1-3,3-1-2,4-1-2,2-1-3,まくり差し,差し,まくり差し,まくり,差し,0.030160,0.023541,0.022103,0.018861,0.018241
202609231808,2026-09-23,18,8R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.037079,0.028393,0.023877,0.023453,0.021301
202609231809,2026-09-23,18,9R,daily,4-1-2,4-1-3,3-1-4,2-1-4,4-1-5,まくり,差し,まくり差し,差し,まくり差し,0.030466,0.028496,0.020492,0.016438,0.014345
202609231810,2026-09-23,18,10R,daily,3-1-4,4-1-3,3-1-2,4-1-2,2-1-3,まくり差し,差し,まくり差し,まくり,差し,0.029559,0.022196,0.017325,0.012942,0.012178
