レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5,確率1,確率2,確率3,確率4,確率5
202609210109,2026-09-21,01,9R,realtime,3-1-4,3-1-2,4-1-2,4-1-3,2-1-3,まくり差し,まくり差し,まくり,差し,差し,0.026382,0.021928,0.019456,0.017396,0.016611
202609210110,2026-09-21,01,10R,daily,3-1-4,3-1-2,4-1-2,4-1-3,4-1-5,まくり差し,まくり差し,まくり,差し,まくり差し,0.026740,0.026241,0.024321,0.022681,0.022610
202609210111,2026-09-21,01,11R,daily,2-1-3,2-1-4,2-1-5,5-1-2,5-1-4,差し,差し,差し,まくり差し,まくり差し,0.029828,0.028185,0.020878,0.018805,0.014389
202609210112,2026-09-21,01,12R,daily,2-1-3,3-1-4,2-1-4,3-1-2,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し,0.022811,0.019696,0.017934,0.017738,0.015963
202609210501,2026-09-21,05,1R,daily,2-1-4,2-1-3,4-1-2,2-4-1,4-2-1,差し,差し,まくり,差し,まくり,0.037510,0.025790,0.024014,0.019063,0.017261
202609210501,2026-09-21,05,1R,realtime,2-1-4,4-1-2,4-2-1,2-1-3,2-4-1,差し,まくり,まくり,差し,差し,0.048481,0.034310,0.027376,0.026246,0.024216
202609210502,2026-09-21,05,2R,daily,3-1-4,3-1-5,4-1-5,3-1-2,4-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.018923,0.016187,0.015350,0.012952,0.012649
202609210502,2026-09-21,05,2R,realtime,3-1-5,3-1-4,3-1-2,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.027549,0.024060,0.017402,0.016092,0.014838
202609210503,2026-09-21,05,3R,daily,2-1-5,5-1-2,2-1-4,2-5-1,2-1-3,差し,まくり差し,差し,差し,差し,0.040533,0.024746,0.018170,0.017160,0.016703
202609210503,2026-09-21,05,3R,realtime,5-1-2,2-1-5,5-2-1,5-1-4,5-4-1,まくり,差し,まくり,まくり差し,まくり,0.061181,0.057198,0.048249,0.033693,0.029886
202609210504,2026-09-21,05,4R,daily,2-1-3,2-1-5,2-1-4,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.038291,0.027329,0.024166,0.022853,0.016203
202609210504,2026-09-21,05,4R,realtime,2-1-3,2-1-6,2-1-5,2-1-4,3-1-2,差し,差し,差し,差し,まくり差し,0.042134,0.036457,0.026448,0.024365,0.013739
202609210505,2026-09-21,05,5R,daily,2-1-3,2-1-4,3-1-4,3-1-2,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.016344,0.014239,0.010969,0.010451,0.008362
202609210505,2026-09-21,05,5R,realtime,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し,0.025955,0.022345,0.014526,0.012200,0.011797
202609210506,2026-09-21,05,6R,daily,4-1-5,3-1-4,4-1-3,5-1-4,3-1-5,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.017822,0.014926,0.013579,0.011551,0.011085
202609210506,2026-09-21,05,6R,realtime,4-1-5,4-1-3,3-1-4,4-1-6,4-1-2,まくり差し,差し,まくり差し,まくり,まくり,0.018059,0.016948,0.014660,0.012388,0.012361
202609210507,2026-09-21,05,7R,daily,2-1-4,2-1-3,4-1-2,2-1-6,2-1-5,差し,差し,まくり,差し,差し,0.019223,0.017021,0.015668,0.014018,0.012921
202609210507,2026-09-21,05,7R,realtime,2-1-4,4-1-2,2-1-3,4-1-5,4-1-6,差し,まくり,差し,まくり差し,まくり,0.020689,0.019263,0.019012,0.017300,0.016024
202609210508,2026-09-21,05,8R,daily,3-1-4,4-1-3,2-1-4,4-1-2,2-1-3,まくり差し,差し,差し,まくり,差し,0.021697,0.019599,0.017540,0.017124,0.016688
202609210508,2026-09-21,05,8R,realtime,3-1-4,4-1-2,2-1-4,2-1-3,4-1-3,まくり差し,まくり,差し,差し,差し,0.019274,0.019093,0.018384,0.017004,0.016346
202609210509,2026-09-21,05,9R,daily,3-1-4,4-1-3,3-1-2,4-1-2,2-1-3,まくり差し,差し,まくり差し,まくり,差し,0.027848,0.021395,0.018182,0.014714,0.014069
202609210509,2026-09-21,05,9R,realtime,3-1-4,4-1-3,4-1-5,4-1-6,4-3-1,差し,まくり差し,まくり差し,まくり差し,まくり,0.037596,0.036359,0.018237,0.018208,0.017393
202609210510,2026-09-21,05,10R,daily,2-1-3,3-1-2,3-1-6,2-1-6,6-1-2,差し,まくり差し,まくり差し,差し,まくり差し,0.015602,0.014690,0.010504,0.010427,0.009387
202609210510,2026-09-21,05,10R,realtime,2-1-3,3-1-2,3-1-5,2-1-5,5-1-2,差し,まくり差し,まくり差し,差し,まくり差し,0.028581,0.026180,0.011966,0.010673,0.009860
202609210511,2026-09-21,05,11R,daily,3-1-4,4-1-3,2-1-3,3-1-2,3-1-6,まくり差し,差し,差し,まくり差し,まくり差し,0.025105,0.016741,0.013715,0.012726,0.012721
202609210511,2026-09-21,05,11R,realtime,2-1-3,3-1-4,2-1-4,3-1-2,4-1-3,差し,まくり差し,差し,まくり差し,差し,0.018572,0.016215,0.016057,0.012991,0.011544
202609210512,2026-09-21,05,12R,daily,3-1-5,3-1-4,3-1-2,3-5-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.038681,0.031408,0.030051,0.021768,0.020147
202609210512,2026-09-21,05,12R,realtime,3-1-2,3-1-5,2-1-3,3-2-1,2-3-1,まくり差し,まくり差し,差し,まくり,差し,0.041599,0.036081,0.034160,0.026365,0.025151
202609210601,2026-09-21,06,1R,daily,3-1-4,3-1-5,3-1-2,2-1-3,4-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.028258,0.027413,0.026677,0.019320,0.017296
202609210601,2026-09-21,06,1R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.036408,0.033689,0.032686,0.023038,0.020990
202609210602,2026-09-21,06,2R,daily,2-1-3,2-1-4,4-1-2,2-1-5,2-3-1,差し,差し,まくり,差し,差し,0.043755,0.043281,0.026141,0.026081,0.023404
202609210602,2026-09-21,06,2R,realtime,2-1-3,2-1-4,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり差し,0.048787,0.046739,0.035550,0.022043,0.020433
202609210603,2026-09-21,06,3R,daily,3-1-4,3-1-5,3-1-2,2-1-4,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.025109,0.023865,0.023589,0.023581,0.023164
202609210603,2026-09-21,06,3R,realtime,2-1-4,2-1-3,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し,0.041927,0.037759,0.033592,0.028389,0.026014
202609210604,2026-09-21,06,4R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.016803,0.015232,0.012845,0.012814,0.012607
202609210604,2026-09-21,06,4R,realtime,3-1-4,4-1-2,4-1-3,3-1-2,2-1-4,まくり差し,まくり,差し,まくり差し,差し,0.021030,0.018629,0.016126,0.015638,0.014838
202609210605,2026-09-21,06,5R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.059005,0.056336,0.040307,0.024494,0.018399
202609210605,2026-09-21,06,5R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.073094,0.068578,0.059353,0.040518,0.024381
202609210606,2026-09-21,06,6R,daily,2-1-3,2-1-4,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し,0.034377,0.029589,0.028440,0.026042,0.024137
202609210606,2026-09-21,06,6R,realtime,3-1-5,3-1-4,2-1-3,3-1-2,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.040667,0.035449,0.029438,0.024048,0.023032
202609210607,2026-09-21,06,7R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.045060,0.041140,0.032104,0.027464,0.025015
202609210607,2026-09-21,06,7R,realtime,2-1-5,2-1-3,2-1-4,2-5-1,5-1-2,差し,差し,差し,差し,まくり差し,0.072827,0.052224,0.049894,0.035927,0.035495
202609210608,2026-09-21,06,8R,daily,4-1-5,4-1-3,4-1-2,3-1-4,4-1-6,まくり差し,差し,まくり,まくり差し,まくり,0.025094,0.020719,0.018843,0.015142,0.013157
202609210608,2026-09-21,06,8R,realtime,4-1-5,4-1-6,4-1-3,4-1-2,4-5-1,まくり差し,まくり,差し,まくり,まくり,0.039084,0.034677,0.030308,0.026623,0.014084
202609210609,2026-09-21,06,9R,daily,5-1-2,5-1-4,2-1-4,2-1-3,2-1-5,まくり差し,まくり差し,差し,差し,差し,0.023347,0.019077,0.018329,0.018010,0.017433
202609210609,2026-09-21,06,9R,realtime,5-1-2,2-1-5,2-1-3,5-1-3,5-1-4,まくり差し,差し,差し,まくり差し,まくり差し,0.026704,0.020234,0.016851,0.015248,0.013752
202609210610,2026-09-21,06,10R,daily,5-1-2,2-1-5,2-1-3,3-1-2,5-1-3,まくり差し,差し,差し,まくり差し,まくり差し,0.024978,0.020320,0.019747,0.017578,0.016677
202609210610,2026-09-21,06,10R,realtime,5-1-3,5-1-2,3-1-5,5-3-1,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.033383,0.027240,0.026354,0.024999,0.020576
202609210611,2026-09-21,06,11R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し,0.026220,0.024321,0.022581,0.019515,0.019502
202609210611,2026-09-21,06,11R,realtime,3-1-2,2-1-3,3-1-5,3-1-4,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり,0.050762,0.038724,0.026670,0.026194,0.023955
202609210612,2026-09-21,06,12R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.029960,0.028467,0.025034,0.012109,0.011760
202609210612,2026-09-21,06,12R,realtime,3-1-4,3-1-5,3-1-2,4-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.044950,0.032731,0.017321,0.016775,0.013073
202609210901,2026-09-21,09,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.021134,0.017317,0.016302,0.013700,0.012309
202609210901,2026-09-21,09,1R,realtime,3-1-2,2-1-3,3-1-5,3-1-4,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し,0.019691,0.019357,0.016454,0.015796,0.010796
202609210902,2026-09-21,09,2R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し,0.047534,0.030601,0.027554,0.025486,0.019541
202609210902,2026-09-21,09,2R,realtime,2-1-3,2-1-5,3-1-2,2-1-4,2-3-1,差し,差し,まくり差し,差し,差し,0.053996,0.034585,0.029131,0.024786,0.024296
202609210903,2026-09-21,09,3R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.050313,0.043800,0.036674,0.027707,0.021021
202609210903,2026-09-21,09,3R,realtime,3-1-4,3-1-6,3-1-2,6-1-4,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.047726,0.043564,0.031558,0.024430,0.022918
202609210904,2026-09-21,09,4R,daily,4-1-2,2-1-4,4-1-3,4-1-5,4-2-1,まくり,差し,差し,まくり差し,まくり,0.048599,0.036040,0.035444,0.033396,0.030630
202609210904,2026-09-21,09,4R,realtime,4-1-2,4-1-5,4-1-3,4-2-1,2-1-4,まくり,まくり差し,差し,まくり,差し,0.052217,0.043248,0.038739,0.036013,0.032428
202609210905,2026-09-21,09,5R,daily,2-1-4,2-1-3,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し,0.025250,0.024411,0.016396,0.013602,0.011407
202609210905,2026-09-21,09,5R,realtime,3-1-4,2-1-3,3-1-2,4-1-3,3-4-1,まくり差し,差し,まくり差し,差し,まくり,0.039276,0.023979,0.022042,0.021907,0.018814
202609210906,2026-09-21,09,6R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し,0.035650,0.029422,0.027823,0.018083,0.012136
202609210906,2026-09-21,09,6R,realtime,2-1-3,2-1-5,2-1-4,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.036669,0.029910,0.029868,0.018720,0.013768
202609210907,2026-09-21,09,7R,daily,3-1-2,3-1-4,3-1-5,3-2-1,3-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり,0.067707,0.065686,0.047876,0.030892,0.026549
202609210908,2026-09-21,09,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.092108,0.069281,0.051773,0.044906,0.029608
202609210909,2026-09-21,09,9R,daily,3-1-4,3-1-2,3-1-5,4-1-2,4-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.032697,0.028806,0.025257,0.020569,0.020023
202609210910,2026-09-21,09,10R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.041511,0.027819,0.025410,0.022673,0.018659
202609210911,2026-09-21,09,11R,daily,3-1-4,3-1-2,2-1-3,4-1-2,2-1-4,まくり差し,まくり差し,差し,まくり,差し,0.017182,0.015515,0.013848,0.013663,0.013011
202609210912,2026-09-21,09,12R,daily,2-1-4,3-1-4,4-1-2,2-1-3,3-1-2,差し,まくり差し,まくり,差し,まくり差し,0.020875,0.020466,0.018820,0.018704,0.016987
202609211001,2026-09-21,10,1R,daily,3-1-4,3-1-2,4-1-3,4-1-2,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し,0.021763,0.017490,0.015503,0.015228,0.015210
202609211001,2026-09-21,10,1R,realtime,3-1-5,3-1-4,3-1-2,4-1-5,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.036071,0.030924,0.026542,0.013623,0.013616
202609211002,2026-09-21,10,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し,0.065243,0.052076,0.031689,0.024426,0.018671
202609211002,2026-09-21,10,2R,realtime,2-1-3,2-1-4,2-3-1,2-1-5,2-4-1,差し,差し,差し,差し,差し,0.134278,0.081102,0.060786,0.049794,0.028186
202609211003,2026-09-21,10,3R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-5,差し,まくり差し,まくり差し,まくり差し,差し,0.025716,0.025444,0.017044,0.016037,0.012829
202609211003,2026-09-21,10,3R,realtime,2-1-3,2-1-5,3-1-2,3-1-5,5-1-2,差し,差し,まくり差し,まくり差し,まくり差し,0.033498,0.025116,0.024266,0.021308,0.018622
202609211004,2026-09-21,10,4R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.036200,0.032823,0.024410,0.018040,0.017740
202609211004,2026-09-21,10,4R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.051424,0.045133,0.035374,0.035328,0.020962
202609211005,2026-09-21,10,5R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-4-1,差し,差し,差し,差し,差し,0.092488,0.067062,0.042149,0.040320,0.025683
202609211005,2026-09-21,10,5R,realtime,2-1-3,2-1-4,2-3-1,2-1-5,3-2-1,差し,差し,差し,差し,まくり,0.117358,0.071536,0.067355,0.039043,0.031440
202609211006,2026-09-21,10,6R,daily,6-1-2,6-1-3,2-1-3,6-1-5,6-2-1,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.038659,0.026363,0.020481,0.019301,0.017669
202609211006,2026-09-21,10,6R,realtime,6-1-2,6-2-1,2-1-3,2-1-4,6-2-5,まくり差し,まくり差し,差し,差し,まくり差し,0.043386,0.041065,0.033405,0.023758,0.021637
202609211007,2026-09-21,10,7R,daily,2-1-4,2-1-3,4-1-2,2-4-1,4-2-1,差し,差し,まくり,差し,まくり,0.054327,0.049568,0.033502,0.025435,0.024494
202609211007,2026-09-21,10,7R,realtime,2-1-3,2-1-4,2-3-1,2-1-5,2-4-1,差し,差し,差し,差し,差し,0.085854,0.067559,0.038717,0.032350,0.027020
202609211008,2026-09-21,10,8R,daily,2-1-3,3-1-2,3-1-4,2-3-1,3-2-1,差し,まくり差し,まくり差し,差し,まくり,0.044859,0.043611,0.036212,0.031129,0.030878
202609211008,2026-09-21,10,8R,realtime,3-1-2,2-1-3,3-2-1,3-1-4,3-1-5,まくり差し,差し,まくり,まくり差し,まくり差し,0.051569,0.047531,0.040009,0.037767,0.035179
202609211009,2026-09-21,10,9R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.035883,0.030244,0.025470,0.024480,0.018490
202609211009,2026-09-21,10,9R,realtime,3-1-6,3-1-4,3-1-2,3-1-5,6-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.046328,0.043914,0.041388,0.029994,0.024488
202609211010,2026-09-21,10,10R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.035651,0.035073,0.028944,0.027989,0.020658
202609211010,2026-09-21,10,10R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり,0.044310,0.037874,0.035156,0.034934,0.028034
202609211011,2026-09-21,10,11R,daily,2-1-3,2-3-1,2-1-4,2-1-5,2-1-6,差し,差し,差し,差し,差し,0.127170,0.071913,0.062202,0.055403,0.035608
202609211012,2026-09-21,10,12R,daily,3-1-2,2-1-3,3-1-5,3-1-4,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し,0.020836,0.020700,0.017058,0.016060,0.012386
202609211201,2026-09-21,12,1R,daily,2-1-3,2-1-4,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し,0.023659,0.020263,0.017763,0.016014,0.013920
202609211201,2026-09-21,12,1R,realtime,2-1-3,2-1-4,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し,0.026808,0.020722,0.017169,0.014106,0.012637
202609211202,2026-09-21,12,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し,0.040197,0.031485,0.024348,0.017946,0.016491
202609211202,2026-09-21,12,2R,realtime,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.077035,0.035188,0.033522,0.030222,0.026145
202609211203,2026-09-21,12,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.035096,0.032900,0.029376,0.022890,0.022521
202609211203,2026-09-21,12,3R,realtime,2-1-4,2-1-3,4-1-2,4-2-1,3-1-2,差し,差し,まくり,まくり,まくり差し,0.039105,0.031216,0.030922,0.029256,0.028505
202609211204,2026-09-21,12,4R,daily,4-1-2,2-1-4,2-1-3,3-1-4,4-1-5,まくり,差し,差し,まくり差し,まくり差し,0.032159,0.029778,0.027515,0.026551,0.024601
202609211204,2026-09-21,12,4R,realtime,2-1-4,4-1-2,2-1-3,4-1-3,3-1-4,差し,まくり,差し,差し,まくり差し,0.039420,0.038300,0.033816,0.024469,0.022109
202609211205,2026-09-21,12,5R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し,0.029475,0.022975,0.015998,0.013886,0.013624
202609211205,2026-09-21,12,5R,realtime,2-1-3,2-1-4,2-1-6,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.045036,0.024092,0.022296,0.019943,0.014846
202609211206,2026-09-21,12,6R,daily,2-1-3,3-1-4,3-1-2,2-1-4,2-3-1,差し,まくり差し,まくり差し,差し,差し,0.038886,0.034253,0.033505,0.032413,0.026070
202609211206,2026-09-21,12,6R,realtime,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.036553,0.036093,0.034525,0.033139,0.029323
202609211207,2026-09-21,12,7R,daily,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.080367,0.079401,0.041788,0.032922,0.031821
202609211207,2026-09-21,12,7R,realtime,2-1-4,2-1-3,2-1-5,2-4-1,2-3-1,差し,差し,差し,差し,差し,0.099404,0.080019,0.077787,0.041068,0.031753
202609211208,2026-09-21,12,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し,0.074477,0.049533,0.035575,0.027508,0.022326
202609211208,2026-09-21,12,8R,realtime,2-1-3,2-3-1,2-1-5,2-1-4,2-1-6,差し,差し,差し,差し,差し,0.125264,0.062687,0.058222,0.053132,0.024807
202609211209,2026-09-21,12,9R,daily,2-1-4,4-1-2,2-1-3,4-1-5,5-1-2,差し,まくり,差し,まくり差し,まくり差し,0.031896,0.030679,0.029642,0.024652,0.021578
202609211209,2026-09-21,12,9R,realtime,2-1-3,2-1-4,4-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し,0.036824,0.033668,0.027011,0.024805,0.023668
202609211210,2026-09-21,12,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.043952,0.032418,0.025134,0.022731,0.017933
202609211210,2026-09-21,12,10R,realtime,2-1-3,2-1-4,2-3-1,2-1-5,3-2-1,差し,差し,差し,差し,まくり,0.099040,0.055808,0.043325,0.027136,0.022576
202609211211,2026-09-21,12,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し,0.013038,0.010855,0.008691,0.008509,0.006571
202609211212,2026-09-21,12,12R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.021138,0.019069,0.016574,0.012425,0.010126
202609211301,2026-09-21,13,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.038178,0.035214,0.027856,0.020992,0.016152
202609211301,2026-09-21,13,1R,realtime,3-1-4,3-1-2,3-1-5,2-1-4,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.037049,0.031728,0.023420,0.016645,0.016610
202609211302,2026-09-21,13,2R,daily,2-1-4,2-1-3,3-1-4,4-1-2,3-1-2,差し,差し,まくり差し,まくり,まくり差し,0.030067,0.029095,0.026005,0.022628,0.022402
202609211302,2026-09-21,13,2R,realtime,2-1-4,2-1-3,4-1-2,3-1-4,3-1-2,差し,差し,まくり,まくり差し,まくり差し,0.033520,0.026655,0.025395,0.024972,0.019579
202609211303,2026-09-21,13,3R,daily,2-1-3,2-1-4,3-1-4,4-1-3,4-1-2,差し,差し,まくり差し,差し,まくり,0.020633,0.017196,0.015857,0.015638,0.014211
202609211303,2026-09-21,13,3R,realtime,2-1-3,2-1-4,4-1-2,4-1-3,3-1-2,差し,差し,まくり,差し,まくり差し,0.026897,0.025979,0.022266,0.016522,0.014381
202609211304,2026-09-21,13,4R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し,0.023859,0.022693,0.012690,0.011281,0.009130
202609211304,2026-09-21,13,4R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,4-1-2,差し,差し,差し,差し,まくり,0.021301,0.019860,0.014214,0.008068,0.005011
202609211305,2026-09-21,13,5R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり,0.031929,0.027077,0.020747,0.020063,0.018462
202609211305,2026-09-21,13,5R,realtime,3-1-2,3-1-4,2-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり,0.035900,0.027426,0.021765,0.021630,0.017470
