レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5,確率1,確率2,確率3,確率4,確率5
202609240609,2026-09-24,06,9R,daily,2-1-3,3-1-2,2-1-5,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し,0.018517,0.016734,0.014946,0.014099,0.012776
202609240610,2026-09-24,06,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し,0.030793,0.021680,0.018865,0.015177,0.012821
202609240611,2026-09-24,06,11R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し,0.029369,0.027295,0.019361,0.013673,0.012406
202609240612,2026-09-24,06,12R,daily,2-1-4,2-1-3,4-1-3,3-1-4,4-1-2,差し,差し,差し,まくり差し,まくり,0.012082,0.012045,0.011759,0.011708,0.010947
202609240801,2026-09-24,08,1R,daily,2-1-3,3-1-2,2-1-4,2-1-5,5-1-2,差し,まくり差し,差し,差し,まくり差し,0.019149,0.015054,0.013564,0.013043,0.011914
202609240801,2026-09-24,08,1R,realtime,2-1-3,3-1-2,5-1-2,3-1-5,2-1-5,差し,まくり差し,まくり,まくり差し,差し,0.020216,0.019536,0.014348,0.013814,0.013007
202609240802,2026-09-24,08,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり,0.045465,0.037642,0.029761,0.025535,0.022570
202609240802,2026-09-24,08,2R,realtime,2-1-4,2-1-3,2-3-4,2-1-5,2-4-1,差し,差し,まくり,差し,差し,0.036009,0.035934,0.028422,0.025751,0.024697
202609240803,2026-09-24,08,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.058101,0.052391,0.043099,0.028337,0.023086
202609240803,2026-09-24,08,3R,realtime,2-1-3,2-1-5,2-1-4,2-3-1,2-3-4,差し,差し,差し,差し,まくり,0.089040,0.064041,0.061085,0.038930,0.028113
202609240804,2026-09-24,08,4R,daily,2-1-3,2-1-5,5-1-2,2-1-4,5-2-1,差し,差し,まくり差し,差し,まくり差し,0.034595,0.034029,0.028428,0.027883,0.023355
202609240804,2026-09-24,08,4R,realtime,6-1-2,2-1-3,6-2-3,6-1-3,6-2-1,差し,まくり差し,まくり,差し,差し,0.035125,0.030843,0.028941,0.028126,0.027191
202609240805,2026-09-24,08,5R,daily,4-1-2,4-1-3,3-1-4,4-1-5,3-1-2,まくり,差し,まくり差し,まくり差し,まくり差し,0.017358,0.016928,0.014206,0.014106,0.011078
202609240805,2026-09-24,08,5R,realtime,3-1-4,4-1-3,3-1-2,4-1-2,4-1-5,まくり差し,差し,まくり差し,まくり,まくり差し,0.030412,0.024560,0.015589,0.013274,0.010920
202609240806,2026-09-24,08,6R,daily,4-1-3,4-1-2,4-1-5,3-1-2,3-1-4,差し,まくり,まくり差し,まくり差し,まくり差し,0.016302,0.015441,0.014452,0.012895,0.012591
202609240806,2026-09-24,08,6R,realtime,4-1-2,4-1-5,2-1-3,4-1-3,3-1-2,まくり,まくり差し,差し,差し,まくり差し,0.014943,0.014708,0.012251,0.011636,0.010096
202609240807,2026-09-24,08,7R,daily,2-1-3,2-1-4,4-1-2,4-1-3,4-1-5,差し,差し,まくり,差し,まくり差し,0.032776,0.031065,0.029175,0.022483,0.021220
202609240807,2026-09-24,08,7R,realtime,4-1-2,4-2-1,4-1-6,4-6-1,2-1-4,まくり,まくり,まくり差し,まくり,差し,0.033667,0.029466,0.029108,0.025993,0.024821
202609240808,2026-09-24,08,8R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.045088,0.040811,0.033848,0.019739,0.017186
202609240808,2026-09-24,08,8R,realtime,3-1-4,3-1-2,3-1-6,3-1-5,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.049704,0.047541,0.034449,0.025047,0.016150
202609240809,2026-09-24,08,9R,daily,3-1-4,4-1-3,4-1-2,3-1-2,4-1-5,まくり差し,差し,まくり,まくり差し,まくり差し,0.026783,0.020853,0.020769,0.019091,0.017517
202609240810,2026-09-24,08,10R,daily,4-1-5,4-1-2,4-1-3,4-5-1,5-1-4,まくり差し,まくり,差し,まくり,まくり差し,0.036448,0.030556,0.022278,0.021927,0.018252
202609240811,2026-09-24,08,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.022365,0.018555,0.015436,0.014069,0.013014
202609240812,2026-09-24,08,12R,daily,4-1-2,4-1-5,2-1-4,4-5-1,4-1-3,まくり,まくり差し,差し,まくり,差し,0.027360,0.026299,0.017624,0.017468,0.016889
202609240901,2026-09-24,09,1R,daily,2-1-3,3-1-4,2-1-4,3-1-2,4-1-2,差し,まくり差し,差し,まくり差し,まくり,0.011599,0.010742,0.010469,0.010089,0.009644
202609240901,2026-09-24,09,1R,realtime,3-1-4,4-1-3,3-1-2,2-1-3,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し,0.014932,0.010412,0.008238,0.007944,0.006968
202609240902,2026-09-24,09,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し,0.066982,0.054700,0.035908,0.032093,0.023892
202609240902,2026-09-24,09,2R,realtime,2-1-4,2-1-3,2-4-1,2-3-1,2-3-4,差し,差し,差し,差し,まくり,0.067936,0.064333,0.043786,0.038458,0.037009
202609240903,2026-09-24,09,3R,daily,3-1-4,3-1-2,3-1-5,3-2-1,3-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり,0.062399,0.056272,0.048329,0.026054,0.025932
202609240903,2026-09-24,09,3R,realtime,3-1-5,3-1-4,3-1-2,3-5-1,3-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり,0.080480,0.076104,0.063227,0.039938,0.035684
202609240904,2026-09-24,09,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.060584,0.040400,0.029163,0.028010,0.024329
202609240904,2026-09-24,09,4R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.049954,0.046248,0.042031,0.018632,0.016346
202609240905,2026-09-24,09,5R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し,0.014349,0.013637,0.009087,0.006643,0.005794
202609240905,2026-09-24,09,5R,realtime,2-1-5,2-1-4,2-1-3,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.013079,0.011894,0.011538,0.005667,0.004543
202609240906,2026-09-24,09,6R,daily,5-1-2,3-1-2,2-1-3,5-1-3,3-1-4,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.023950,0.022212,0.021218,0.020611,0.020508
202609240906,2026-09-24,09,6R,realtime,5-1-2,3-1-2,2-1-3,2-1-5,5-1-3,まくり差し,まくり差し,差し,差し,まくり差し,0.027947,0.019122,0.018895,0.018547,0.017740
202609240907,2026-09-24,09,7R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し,0.037703,0.027725,0.027585,0.023468,0.022349
202609240907,2026-09-24,09,7R,realtime,2-1-3,3-1-5,3-1-2,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し,0.035335,0.032285,0.031377,0.026981,0.021971
202609240908,2026-09-24,09,8R,daily,4-1-2,4-1-6,6-1-2,6-1-4,2-1-4,まくり,まくり,まくり差し,まくり差し,差し,0.016280,0.015258,0.014584,0.013757,0.013645
202609240908,2026-09-24,09,8R,realtime,6-1-2,6-2-1,2-6-1,6-1-4,2-1-6,まくり差し,まくり差し,差し,まくり差し,差し,0.039310,0.033253,0.021547,0.021365,0.017449
202609240909,2026-09-24,09,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.044410,0.035736,0.034711,0.021207,0.017727
202609240910,2026-09-24,09,10R,daily,2-1-3,2-1-5,5-1-2,2-1-4,3-1-5,差し,差し,まくり差し,差し,まくり差し,0.028569,0.026645,0.026444,0.024057,0.020998
202609240911,2026-09-24,09,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.032736,0.028001,0.022444,0.018105,0.017560
202609240912,2026-09-24,09,12R,daily,2-1-3,3-1-4,2-1-4,4-1-3,3-1-5,差し,まくり差し,差し,差し,まくり差し,0.013304,0.012222,0.010806,0.010685,0.009992
202609241001,2026-09-24,10,1R,daily,2-1-3,3-1-2,2-1-5,2-1-4,3-1-5,差し,まくり差し,差し,差し,まくり差し,0.017921,0.013984,0.010376,0.009407,0.008745
202609241001,2026-09-24,10,1R,realtime,2-1-3,3-1-2,5-1-2,3-1-5,5-1-3,差し,まくり差し,まくり差し,まくり差し,まくり差し,0.010491,0.009466,0.008504,0.007924,0.007334
202609241002,2026-09-24,10,2R,daily,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し,0.052165,0.027354,0.025155,0.023854,0.018164
202609241002,2026-09-24,10,2R,realtime,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し,0.056225,0.030292,0.020931,0.020662,0.018507
202609241003,2026-09-24,10,3R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.021529,0.020839,0.020718,0.019610,0.015416
202609241003,2026-09-24,10,3R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.018600,0.017343,0.016088,0.014429,0.012685
202609241004,2026-09-24,10,4R,daily,3-1-4,3-1-5,3-1-2,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.024844,0.023915,0.019471,0.013469,0.012667
202609241004,2026-09-24,10,4R,realtime,3-1-4,3-1-5,4-1-3,3-1-2,5-1-3,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.028439,0.019537,0.015127,0.013895,0.010240
202609241005,2026-09-24,10,5R,daily,6-1-2,2-1-3,6-1-3,2-1-4,6-1-4,まくり差し,差し,まくり差し,差し,まくり差し,0.035538,0.029505,0.028339,0.023327,0.022552
202609241005,2026-09-24,10,5R,realtime,6-1-3,6-1-2,6-1-4,6-3-1,6-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり,0.121955,0.113659,0.063207,0.047296,0.046432
202609241006,2026-09-24,10,6R,daily,3-1-4,2-1-3,2-1-4,3-1-2,4-1-3,まくり差し,差し,差し,まくり差し,差し,0.027224,0.026951,0.023750,0.021974,0.020218
202609241006,2026-09-24,10,6R,realtime,2-1-3,2-1-4,3-1-4,4-1-2,3-1-2,差し,差し,まくり差し,まくり,まくり差し,0.030845,0.029795,0.024068,0.021070,0.020180
202609241007,2026-09-24,10,7R,daily,5-1-3,3-1-5,2-1-3,5-1-2,3-1-4,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.022779,0.022254,0.020430,0.019836,0.019666
202609241007,2026-09-24,10,7R,realtime,5-1-3,3-1-5,5-1-4,3-1-4,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.023463,0.020970,0.020241,0.019892,0.019740
202609241008,2026-09-24,10,8R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.056510,0.056458,0.041012,0.021484,0.017378
202609241008,2026-09-24,10,8R,realtime,2-1-4,2-1-3,2-1-5,2-1-6,5-1-2,差し,差し,差し,差し,まくり差し,0.060180,0.057970,0.056925,0.020659,0.019029
202609241009,2026-09-24,10,9R,daily,2-1-3,2-1-5,2-1-4,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.029729,0.028992,0.028803,0.019983,0.017651
202609241009,2026-09-24,10,9R,realtime,2-1-3,2-1-5,5-1-2,2-1-4,5-2-1,差し,差し,まくり差し,差し,まくり差し,0.034583,0.032469,0.025626,0.024166,0.016778
202609241010,2026-09-24,10,10R,daily,4-1-2,2-1-4,2-1-3,4-1-3,3-1-4,まくり,差し,差し,差し,まくり差し,0.030529,0.028214,0.026941,0.026478,0.023309
202609241010,2026-09-24,10,10R,realtime,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し,0.028835,0.021391,0.020748,0.019719,0.018615
202609241011,2026-09-24,10,11R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し,0.025789,0.022957,0.017830,0.015822,0.015557
202609241011,2026-09-24,10,11R,realtime,3-1-5,3-1-4,2-1-3,3-1-2,5-1-3,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.016807,0.016601,0.014508,0.014303,0.012188
202609241012,2026-09-24,10,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し,0.028992,0.019550,0.013633,0.009530,0.008758
202609241012,2026-09-24,10,12R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し,0.028414,0.018479,0.012325,0.008816,0.008553
202609241101,2026-09-24,11,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.036503,0.027644,0.022891,0.019614,0.018976
202609241101,2026-09-24,11,1R,realtime,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し,0.037131,0.024842,0.024083,0.019049,0.018913
202609241102,2026-09-24,11,2R,daily,3-1-2,3-1-4,3-1-5,3-2-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.080529,0.077416,0.065989,0.035414,0.031426
202609241102,2026-09-24,11,2R,realtime,3-1-4,3-1-2,3-1-5,3-4-1,3-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり,0.093473,0.082270,0.063079,0.043486,0.041102
202609241103,2026-09-24,11,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し,0.022128,0.020674,0.018426,0.017574,0.013460
202609241103,2026-09-24,11,3R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.019587,0.017591,0.016532,0.014532,0.014439
202609241104,2026-09-24,11,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.051107,0.042878,0.027699,0.019317,0.018098
202609241104,2026-09-24,11,4R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し,0.046841,0.031527,0.029466,0.028558,0.019228
202609241105,2026-09-24,11,5R,daily,5-1-3,5-1-2,5-1-4,3-1-5,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.028028,0.023715,0.020134,0.018101,0.015131
202609241105,2026-09-24,11,5R,realtime,5-1-2,5-1-3,5-1-4,2-1-3,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.023206,0.018795,0.017024,0.014586,0.013311
202609241106,2026-09-24,11,6R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.056624,0.038628,0.036416,0.033519,0.027573
202609241106,2026-09-24,11,6R,realtime,2-1-3,3-1-2,2-1-4,2-3-1,2-1-5,差し,まくり差し,差し,差し,差し,0.069335,0.045069,0.041973,0.036312,0.031450
202609241107,2026-09-24,11,7R,daily,2-1-3,5-1-2,2-1-5,2-1-4,5-1-4,差し,まくり差し,差し,差し,まくり差し,0.027010,0.026510,0.023597,0.023566,0.021524
202609241107,2026-09-24,11,7R,realtime,5-1-2,2-1-5,2-1-3,2-1-4,5-1-3,まくり差し,差し,差し,差し,まくり差し,0.041456,0.040970,0.034656,0.026433,0.021760
202609241108,2026-09-24,11,8R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり,0.060752,0.042884,0.036469,0.029741,0.029133
202609241108,2026-09-24,11,8R,realtime,2-1-3,2-3-1,2-1-4,2-1-5,2-3-4,差し,差し,差し,差し,まくり,0.094619,0.062245,0.053204,0.043746,0.039768
202609241109,2026-09-24,11,9R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-3-1,差し,差し,差し,まくり,差し,0.042267,0.041473,0.026816,0.020119,0.017659
202609241110,2026-09-24,11,10R,daily,4-1-2,3-1-4,4-1-3,3-1-2,2-1-4,まくり,まくり差し,差し,まくり差し,差し,0.022475,0.020480,0.019541,0.016132,0.015655
202609241111,2026-09-24,11,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し,0.019234,0.015525,0.012396,0.011184,0.010942
202609241112,2026-09-24,11,12R,daily,2-1-3,2-1-4,2-1-6,2-1-5,6-1-2,差し,差し,差し,差し,まくり差し,0.017156,0.015738,0.013144,0.011828,0.009921
202609241301,2026-09-24,13,1R,daily,3-1-2,3-1-5,3-1-4,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.040824,0.040343,0.038082,0.021473,0.018659
202609241301,2026-09-24,13,1R,realtime,3-1-5,3-1-2,3-1-4,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.065840,0.059277,0.049984,0.029571,0.017526
202609241302,2026-09-24,13,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり,0.059078,0.044834,0.033324,0.031608,0.025498
202609241302,2026-09-24,13,2R,realtime,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.058338,0.056141,0.034344,0.030649,0.030637
202609241303,2026-09-24,13,3R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し,0.041031,0.038046,0.031266,0.023148,0.023013
202609241303,2026-09-24,13,3R,realtime,2-1-4,4-1-2,4-2-1,4-1-5,2-4-1,差し,まくり,まくり,まくり差し,差し,0.044543,0.044281,0.032980,0.031040,0.030789
202609241304,2026-09-24,13,4R,daily,4-1-2,4-1-5,4-1-3,4-2-1,2-1-4,まくり,まくり差し,差し,まくり,差し,0.069602,0.047159,0.044646,0.033306,0.031377
202609241304,2026-09-24,13,4R,realtime,4-1-2,4-2-1,4-1-5,4-1-3,4-5-1,まくり,まくり,まくり差し,差し,まくり,0.124953,0.064875,0.064121,0.041004,0.036988
