レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5,確率1,確率2,確率3,確率4,確率5
202609200301,2026-09-20,03,1R,daily,2-1-3,4-1-2,4-1-5,2-1-4,5-1-2,差し,まくり,まくり差し,差し,まくり差し,0.025127,0.021381,0.020995,0.020209,0.017063
202609200301,2026-09-20,03,1R,realtime,4-1-5,4-1-2,4-1-3,4-5-1,2-1-3,まくり差し,まくり,差し,まくり,差し,0.026235,0.022540,0.021414,0.018685,0.017109
202609200302,2026-09-20,03,2R,daily,2-1-3,2-3-1,2-1-4,2-3-4,2-1-5,差し,差し,差し,まくり,差し,0.117541,0.076637,0.057757,0.041743,0.037326
202609200302,2026-09-20,03,2R,realtime,2-1-3,2-3-1,2-1-4,2-3-4,3-1-2,差し,差し,差し,まくり,まくり差し,0.091291,0.062428,0.046688,0.041905,0.036988
202609200303,2026-09-20,03,3R,daily,5-1-2,2-1-5,2-1-3,2-1-4,5-1-3,まくり差し,差し,差し,差し,まくり差し,0.045146,0.042305,0.040448,0.032198,0.025415
202609200303,2026-09-20,03,3R,realtime,5-1-2,2-1-5,2-1-3,5-1-3,2-1-4,まくり差し,差し,差し,まくり差し,差し,0.044472,0.035851,0.034944,0.027164,0.027099
202609200304,2026-09-20,03,4R,daily,2-1-4,2-1-3,4-1-2,4-1-3,4-2-1,差し,差し,まくり,差し,まくり,0.044091,0.043572,0.040241,0.030861,0.026945
202609200304,2026-09-20,03,4R,realtime,2-1-3,2-1-4,4-1-2,4-1-3,2-3-4,差し,差し,まくり,差し,まくり,0.041573,0.038303,0.036610,0.032215,0.026186
202609200305,2026-09-20,03,5R,daily,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.064161,0.033828,0.032814,0.026772,0.024535
202609200305,2026-09-20,03,5R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.053145,0.026597,0.026442,0.021798,0.018986
202609200306,2026-09-20,03,6R,daily,2-1-3,4-1-2,2-1-4,3-1-2,4-1-5,差し,まくり,差し,まくり差し,まくり差し,0.027849,0.019405,0.019107,0.017802,0.016227
202609200306,2026-09-20,03,6R,realtime,4-1-5,4-1-2,4-1-3,2-1-3,3-1-2,まくり差し,まくり,差し,差し,まくり差し,0.019469,0.018543,0.016523,0.014066,0.013638
202609200307,2026-09-20,03,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し,0.073470,0.049419,0.044692,0.036074,0.032111
202609200307,2026-09-20,03,7R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.073375,0.056459,0.041605,0.038717,0.026473
202609200308,2026-09-20,03,8R,daily,2-1-3,2-1-4,3-1-2,6-1-2,3-1-4,差し,差し,まくり差し,まくり差し,まくり差し,0.022061,0.015817,0.015577,0.013864,0.011987
202609200308,2026-09-20,03,8R,realtime,6-1-2,6-1-3,6-1-4,3-1-4,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.020849,0.019569,0.017398,0.014791,0.014049
202609200309,2026-09-20,03,9R,daily,2-1-3,2-3-1,3-1-2,2-1-4,3-2-1,差し,差し,まくり差し,差し,まくり,0.062559,0.034926,0.032667,0.030808,0.025498
202609200309,2026-09-20,03,9R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり,0.039254,0.031052,0.025048,0.022985,0.022539
202609200310,2026-09-20,03,10R,daily,3-1-2,3-1-5,3-1-4,3-2-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.075797,0.050722,0.036666,0.031757,0.030743
202609200310,2026-09-20,03,10R,realtime,3-1-2,3-1-5,3-1-4,3-2-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し,0.087139,0.065376,0.048474,0.027270,0.020236
202609200311,2026-09-20,03,11R,daily,4-1-2,4-1-3,4-1-5,3-1-4,2-1-4,まくり,差し,まくり差し,まくり差し,差し,0.020471,0.018549,0.016127,0.015436,0.013932
202609200311,2026-09-20,03,11R,realtime,4-1-3,4-1-6,4-1-5,3-1-4,4-1-2,差し,まくり,まくり差し,まくり差し,まくり,0.021862,0.017877,0.017375,0.016222,0.015931
202609200312,2026-09-20,03,12R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し,0.020068,0.019776,0.011876,0.010496,0.010153
202609200501,2026-09-20,05,1R,daily,4-1-3,3-1-4,4-1-2,4-1-6,4-1-5,差し,まくり差し,まくり,まくり,まくり差し,0.020233,0.016306,0.015326,0.013437,0.012699
202609200501,2026-09-20,05,1R,realtime,6-1-2,6-1-4,2-1-4,4-1-2,3-1-4,まくり差し,まくり差し,差し,まくり,まくり差し,0.020018,0.017161,0.013944,0.013014,0.013012
202609200502,2026-09-20,05,2R,daily,4-1-6,4-1-2,4-1-3,2-1-4,4-1-5,まくり,まくり,差し,差し,まくり差し,0.038537,0.037082,0.025053,0.021959,0.019648
202609200502,2026-09-20,05,2R,realtime,4-1-2,4-1-3,4-1-6,2-1-4,3-1-4,まくり,差し,まくり,差し,まくり差し,0.048385,0.043656,0.028880,0.019565,0.015885
202609200503,2026-09-20,05,3R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し,0.020046,0.018919,0.016266,0.014149,0.010115
202609200503,2026-09-20,05,3R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し,0.025194,0.023377,0.019948,0.016771,0.014443
202609200504,2026-09-20,05,4R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し,0.035162,0.030389,0.021957,0.018792,0.016591
202609200504,2026-09-20,05,4R,realtime,2-1-3,2-1-4,4-1-2,3-1-2,4-2-1,差し,差し,まくり,まくり差し,まくり,0.058433,0.054707,0.022151,0.020962,0.016915
202609200505,2026-09-20,05,5R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.039425,0.028376,0.022060,0.016980,0.015351
202609200505,2026-09-20,05,5R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し,0.044345,0.027764,0.022615,0.018916,0.012839
202609200506,2026-09-20,05,6R,daily,3-1-5,5-1-3,3-1-4,3-1-2,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.029561,0.024156,0.021995,0.018517,0.016395
202609200506,2026-09-20,05,6R,realtime,3-1-5,3-1-4,3-1-2,4-1-5,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.023567,0.020850,0.019038,0.011243,0.011118
202609200507,2026-09-20,05,7R,daily,4-1-2,2-1-4,2-1-3,4-1-3,2-4-1,まくり,差し,差し,差し,差し,0.041359,0.035801,0.021649,0.018536,0.015947
202609200507,2026-09-20,05,7R,realtime,2-1-4,2-1-3,4-1-2,3-1-4,3-1-2,差し,差し,まくり,まくり差し,まくり差し,0.039535,0.036777,0.022434,0.018184,0.017226
202609200508,2026-09-20,05,8R,daily,3-1-4,3-1-5,3-1-2,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し,0.015494,0.015214,0.014921,0.012793,0.009924
202609200508,2026-09-20,05,8R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.022094,0.021203,0.020780,0.015629,0.010559
202609200509,2026-09-20,05,9R,daily,3-1-4,4-1-3,4-1-5,3-1-5,4-1-2,まくり差し,差し,まくり差し,まくり差し,まくり,0.023439,0.020160,0.019207,0.017073,0.013647
202609200509,2026-09-20,05,9R,realtime,3-1-4,4-1-3,3-1-5,3-1-2,4-1-5,まくり差し,差し,まくり差し,まくり差し,まくり差し,0.022235,0.016089,0.015305,0.014806,0.013705
202609200510,2026-09-20,05,10R,daily,4-1-5,4-1-2,4-1-6,2-1-4,5-1-4,まくり差し,まくり,まくり,差し,まくり差し,0.013021,0.010480,0.008446,0.008410,0.008287
202609200510,2026-09-20,05,10R,realtime,2-1-3,4-1-5,4-1-2,3-1-2,3-1-5,差し,まくり差し,まくり,まくり差し,まくり差し,0.008810,0.008713,0.007714,0.007161,0.007061
202609200511,2026-09-20,05,11R,daily,2-1-3,3-1-5,2-1-5,5-1-3,3-1-2,差し,まくり差し,差し,まくり差し,まくり差し,0.028365,0.024653,0.018424,0.018278,0.018260
202609200511,2026-09-20,05,11R,realtime,2-1-3,3-1-5,3-1-2,2-1-4,2-3-1,差し,まくり差し,まくり差し,差し,差し,0.029137,0.021644,0.020662,0.017608,0.016325
202609200512,2026-09-20,05,12R,daily,2-1-3,2-1-5,2-1-4,5-1-2,3-1-5,差し,差し,差し,まくり差し,まくり差し,0.028152,0.027128,0.021422,0.020280,0.019480
202609200601,2026-09-20,06,1R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.046504,0.037031,0.036448,0.029429,0.019966
202609200601,2026-09-20,06,1R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.049654,0.039998,0.034531,0.026265,0.018683
202609200602,2026-09-20,06,2R,daily,3-1-4,3-1-2,3-1-5,3-4-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.050885,0.042045,0.036750,0.023206,0.022668
202609200602,2026-09-20,06,2R,realtime,3-1-4,3-1-5,4-1-3,3-4-1,3-4-5,差し,差し,まくり差し,差し,まくり,0.048004,0.033086,0.031167,0.029480,0.028441
202609200603,2026-09-20,06,3R,daily,2-1-3,2-1-4,2-1-5,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.035089,0.034777,0.027624,0.021174,0.020574
202609200603,2026-09-20,06,3R,realtime,5-1-2,5-1-4,2-1-4,2-1-5,2-1-3,まくり差し,まくり差し,差し,差し,差し,0.035838,0.034411,0.031377,0.029399,0.026240
202609200604,2026-09-20,06,4R,daily,2-1-3,3-1-2,2-1-4,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し,0.021186,0.015041,0.014489,0.012856,0.012664
202609200604,2026-09-20,06,4R,realtime,2-1-3,2-1-4,4-1-5,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し,0.010637,0.010289,0.009209,0.008431,0.007913
202609200605,2026-09-20,06,5R,daily,3-1-4,3-1-2,4-1-3,2-1-3,4-1-2,まくり差し,まくり差し,差し,差し,まくり,0.031029,0.023693,0.022301,0.019901,0.018125
202609200605,2026-09-20,06,5R,realtime,3-1-6,3-1-4,6-1-3,6-1-4,4-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し,0.028829,0.025785,0.024650,0.023445,0.022210
202609200606,2026-09-20,06,6R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.047986,0.044317,0.039806,0.017780,0.016071
202609200606,2026-09-20,06,6R,realtime,3-1-2,3-1-5,3-1-4,5-1-2,2-1-5,まくり差し,まくり差し,まくり差し,まくり差し,差し,0.048173,0.047322,0.040814,0.024670,0.022908
202609200607,2026-09-20,06,7R,daily,4-1-2,4-1-5,2-1-4,4-1-3,4-5-1,まくり,まくり差し,差し,差し,まくり,0.040668,0.039934,0.031420,0.024571,0.023519
202609200607,2026-09-20,06,7R,realtime,4-1-2,2-1-4,4-2-1,4-1-5,2-4-1,まくり,差し,まくり,まくり差し,差し,0.062017,0.042926,0.042907,0.032091,0.030889
202609200608,2026-09-20,06,8R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.027313,0.025794,0.022587,0.017227,0.016946
202609200608,2026-09-20,06,8R,realtime,3-1-5,3-1-2,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し,0.027449,0.025362,0.018954,0.018349,0.013932
202609200609,2026-09-20,06,9R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり,0.031007,0.024211,0.020282,0.018840,0.018568
202609200609,2026-09-20,06,9R,realtime,3-1-4,3-1-5,3-1-2,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり,0.053217,0.042801,0.035538,0.025597,0.015794
202609200610,2026-09-20,06,10R,daily,4-1-2,4-1-5,2-1-4,4-1-3,2-1-3,まくり,まくり差し,差し,差し,差し,0.028970,0.027980,0.025267,0.021327,0.019634
202609200611,2026-09-20,06,11R,daily,2-1-4,4-1-2,2-1-3,4-1-5,2-1-5,差し,まくり,差し,まくり差し,差し,0.015615,0.015405,0.014895,0.013320,0.011862
202609200612,2026-09-20,06,12R,daily,2-1-4,2-1-3,2-1-5,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.014911,0.012842,0.010419,0.008659,0.008589
202609201001,2026-09-20,10,1R,daily,2-1-3,2-1-4,2-1-5,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.019557,0.017941,0.013608,0.007366,0.007219
202609201001,2026-09-20,10,1R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し,0.025068,0.018364,0.015197,0.007010,0.006688
202609201002,2026-09-20,10,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し,0.056156,0.040443,0.026361,0.018515,0.018462
202609201002,2026-09-20,10,2R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し,0.067494,0.044377,0.028850,0.027124,0.022517
202609201003,2026-09-20,10,3R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.055452,0.042342,0.039936,0.030659,0.021712
202609201003,2026-09-20,10,3R,realtime,3-1-2,3-1-4,3-1-5,3-2-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.089544,0.049132,0.041729,0.030424,0.030214
202609201004,2026-09-20,10,4R,daily,2-1-4,2-1-3,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し,0.035546,0.029112,0.028127,0.020229,0.015134
202609201004,2026-09-20,10,4R,realtime,2-1-4,2-1-5,2-1-3,4-1-2,4-1-5,差し,差し,差し,まくり,まくり差し,0.040686,0.032256,0.031772,0.030539,0.026572
202609201005,2026-09-20,10,5R,daily,4-1-2,4-1-3,4-1-5,4-2-1,4-1-6,まくり,差し,まくり差し,まくり,まくり,0.078457,0.055338,0.043871,0.042299,0.036905
202609201005,2026-09-20,10,5R,realtime,4-1-2,4-2-1,4-1-5,4-1-3,4-1-6,まくり,まくり,まくり差し,差し,まくり,0.073631,0.053823,0.051124,0.043163,0.041071
202609201006,2026-09-20,10,6R,daily,3-1-2,2-1-3,3-1-5,3-1-4,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり,0.083601,0.048898,0.047652,0.047649,0.047325
202609201006,2026-09-20,10,6R,realtime,3-1-2,2-1-3,3-2-1,2-3-1,3-1-4,まくり差し,差し,まくり,差し,まくり差し,0.074701,0.067544,0.063352,0.053113,0.040812
202609201007,2026-09-20,10,7R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し,0.048891,0.035969,0.029675,0.026907,0.026695
202609201007,2026-09-20,10,7R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し,0.044101,0.033070,0.030824,0.027687,0.023838
202609201008,2026-09-20,10,8R,daily,2-1-4,4-1-2,4-1-5,2-1-3,2-1-5,差し,まくり,まくり差し,差し,差し,0.029765,0.029523,0.027238,0.024125,0.020088
202609201008,2026-09-20,10,8R,realtime,4-1-2,2-1-4,4-1-5,2-1-3,2-1-5,まくり,差し,まくり差し,差し,差し,0.037509,0.035299,0.034747,0.024757,0.023406
202609201009,2026-09-20,10,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.038138,0.032572,0.030320,0.026379,0.020495
202609201009,2026-09-20,10,9R,realtime,3-1-4,3-1-2,3-1-5,3-2-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し,0.035383,0.034795,0.030644,0.022119,0.020358
202609201010,2026-09-20,10,10R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し,0.050652,0.041153,0.024111,0.023658,0.022860
202609201010,2026-09-20,10,10R,realtime,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し,0.069518,0.045306,0.036571,0.030391,0.027382
202609201011,2026-09-20,10,11R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり,0.019653,0.015537,0.015238,0.012771,0.010691
202609201011,2026-09-20,10,11R,realtime,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し,0.032855,0.021895,0.021695,0.016649,0.014677
202609201012,2026-09-20,10,12R,daily,4-1-5,4-1-2,4-1-3,2-1-3,3-1-4,まくり差し,まくり,差し,差し,まくり差し,0.014766,0.012465,0.011020,0.011013,0.010021
202609201012,2026-09-20,10,12R,realtime,4-1-5,4-1-2,2-1-3,2-1-4,5-1-2,まくり差し,まくり,差し,差し,まくり差し,0.015740,0.012341,0.010048,0.009677,0.009231
202609201201,2026-09-20,12,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し,0.025553,0.022476,0.012676,0.012357,0.011643
202609201201,2026-09-20,12,1R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し,0.023066,0.022664,0.013663,0.011626,0.011168
202609201202,2026-09-20,12,2R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し,0.033151,0.030982,0.029627,0.023102,0.021094
202609201202,2026-09-20,12,2R,realtime,3-1-2,2-1-3,3-1-4,3-2-1,3-1-5,まくり差し,差し,まくり差し,まくり,まくり差し,0.061444,0.052260,0.030041,0.028232,0.023774
202609201203,2026-09-20,12,3R,daily,5-1-2,2-1-3,5-1-3,5-1-4,3-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し,0.025639,0.020684,0.020138,0.019713,0.019608
202609201204,2026-09-20,12,4R,daily,4-1-2,4-1-3,2-1-4,4-1-5,4-2-1,まくり,差し,差し,まくり差し,まくり,0.049127,0.036323,0.034418,0.032364,0.030333
202609201205,2026-09-20,12,5R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し,0.020491,0.020122,0.017108,0.016931,0.013107
202609201206,2026-09-20,12,6R,daily,2-1-3,2-1-4,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり差し,差し,0.024201,0.023662,0.022608,0.019564,0.019517
202609201207,2026-09-20,12,7R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し,0.052744,0.045763,0.033470,0.031481,0.030498
202609201208,2026-09-20,12,8R,daily,4-1-2,4-1-3,4-2-1,4-1-5,3-1-4,まくり,差し,まくり,まくり差し,まくり差し,0.038416,0.027575,0.025743,0.025369,0.023402
202609201209,2026-09-20,12,9R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり,0.040716,0.038872,0.029140,0.016443,0.015333
202609201210,2026-09-20,12,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し,0.053511,0.047083,0.025820,0.025276,0.020400
202609201211,2026-09-20,12,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり,0.023683,0.021358,0.013217,0.011598,0.011416
202609201212,2026-09-20,12,12R,daily,2-1-4,2-1-3,2-1-6,2-1-5,6-1-2,差し,差し,差し,差し,まくり差し,0.017374,0.017142,0.012147,0.010183,0.010115
202609201301,2026-09-20,13,1R,daily,3-1-4,3-1-2,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し,0.035316,0.034097,0.029729,0.024421,0.022644
