レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609150401,2026-09-15,04,1R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609150401,2026-09-15,04,1R,realtime,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609150402,2026-09-15,04,2R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609150402,2026-09-15,04,2R,realtime,2-1-3,2-1-4,3-1-2,2-3-1,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609150403,2026-09-15,04,3R,daily,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609150404,2026-09-15,04,4R,daily,3-1-5,3-1-2,3-1-4,5-1-2,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609150405,2026-09-15,04,5R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202609150406,2026-09-15,04,6R,daily,5-1-2,2-1-5,5-2-1,2-1-3,2-1-4,まくり差し,差し,まくり差し,差し,差し
202609150407,2026-09-15,04,7R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609150408,2026-09-15,04,8R,daily,2-1-3,2-1-6,6-1-2,3-1-2,2-1-4,差し,差し,まくり差し,まくり差し,差し
202609150409,2026-09-15,04,9R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609150410,2026-09-15,04,10R,daily,2-1-4,2-1-3,4-1-2,4-1-5,4-1-3,差し,差し,まくり,まくり差し,差し
202609150411,2026-09-15,04,11R,daily,2-1-3,5-1-2,2-1-4,2-1-5,5-1-4,差し,まくり差し,差し,差し,まくり差し
202609150412,2026-09-15,04,12R,daily,4-1-2,4-1-5,4-1-3,4-1-6,2-1-4,まくり,まくり差し,差し,まくり,差し
202609150601,2026-09-15,06,1R,daily,3-1-4,2-1-3,4-1-3,3-1-2,4-1-2,まくり差し,差し,差し,まくり差し,まくり
202609150601,2026-09-15,06,1R,realtime,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609150602,2026-09-15,06,2R,daily,5-1-2,5-1-3,5-1-4,5-1-6,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609150603,2026-09-15,06,3R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609150604,2026-09-15,06,4R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609150605,2026-09-15,06,5R,daily,4-1-2,4-1-5,4-1-3,3-1-4,3-1-2,まくり,まくり差し,差し,まくり差し,まくり差し
202609150606,2026-09-15,06,6R,daily,2-1-3,5-1-2,2-1-5,2-1-4,5-1-3,差し,まくり差し,差し,差し,まくり差し
202609150607,2026-09-15,06,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609150608,2026-09-15,06,8R,daily,2-1-4,4-1-2,2-1-3,2-1-5,4-2-1,差し,まくり,差し,差し,まくり
202609150609,2026-09-15,06,9R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609150610,2026-09-15,06,10R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-5,まくり差し,まくり差し,まくり差し,差し,差し
202609150611,2026-09-15,06,11R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202609150612,2026-09-15,06,12R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609150701,2026-09-15,07,1R,daily,2-1-3,2-1-4,3-1-2,2-3-1,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609150702,2026-09-15,07,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609150703,2026-09-15,07,3R,daily,5-1-2,2-1-3,2-1-4,5-1-3,5-1-4,まくり差し,差し,差し,まくり差し,まくり差し
202609150704,2026-09-15,07,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609150705,2026-09-15,07,5R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609150706,2026-09-15,07,6R,daily,2-1-4,2-1-3,4-1-2,4-1-5,4-2-1,差し,差し,まくり,まくり差し,まくり
202609150707,2026-09-15,07,7R,daily,4-1-5,4-1-2,4-1-3,3-1-4,4-5-1,まくり差し,まくり,差し,まくり差し,まくり
202609150708,2026-09-15,07,8R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609150709,2026-09-15,07,9R,daily,2-1-3,2-1-4,2-1-5,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609150710,2026-09-15,07,10R,daily,2-1-3,2-1-4,2-1-5,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609150711,2026-09-15,07,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609150712,2026-09-15,07,12R,daily,2-1-4,2-1-3,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり差し,差し
202609150801,2026-09-15,08,1R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609150801,2026-09-15,08,1R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609150802,2026-09-15,08,2R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202609150802,2026-09-15,08,2R,realtime,2-1-3,2-3-1,2-1-5,2-1-4,3-1-2,差し,差し,差し,差し,まくり差し
202609150803,2026-09-15,08,3R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609150803,2026-09-15,08,3R,realtime,6-1-2,6-1-4,2-1-4,2-1-6,4-1-6,まくり差し,まくり差し,差し,差し,まくり差し
202609150804,2026-09-15,08,4R,daily,5-1-2,2-1-3,3-1-2,2-1-5,5-1-3,まくり差し,差し,まくり差し,差し,まくり差し
202609150805,2026-09-15,08,5R,daily,3-1-2,2-1-3,3-1-5,3-1-4,2-1-5,まくり差し,差し,まくり差し,まくり差し,差し
202609150806,2026-09-15,08,6R,daily,4-1-3,4-1-2,4-1-5,4-1-6,4-3-1,差し,まくり,まくり差し,まくり,まくり
202609150807,2026-09-15,08,7R,daily,2-1-3,3-1-4,3-1-2,2-1-4,2-3-1,差し,まくり差し,まくり差し,差し,差し
202609150808,2026-09-15,08,8R,daily,4-1-2,4-1-5,4-2-1,4-1-3,2-1-4,まくり,まくり差し,まくり,差し,差し
202609150809,2026-09-15,08,9R,daily,3-1-5,3-1-2,3-1-4,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609150810,2026-09-15,08,10R,daily,6-1-2,6-1-3,6-1-4,6-1-5,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609150811,2026-09-15,08,11R,daily,2-1-4,2-1-3,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり差し
202609150812,2026-09-15,08,12R,daily,5-1-4,4-1-5,5-1-2,5-1-3,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609150901,2026-09-15,09,1R,daily,2-1-4,2-1-3,4-1-2,3-1-4,3-1-2,差し,差し,まくり,まくり差し,まくり差し
202609150901,2026-09-15,09,1R,realtime,2-1-4,4-1-2,3-1-4,2-1-3,5-1-2,差し,まくり,まくり差し,差し,まくり差し
202609150902,2026-09-15,09,2R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し
202609150902,2026-09-15,09,2R,realtime,2-1-4,4-1-2,2-1-3,2-4-1,4-2-1,差し,まくり,差し,差し,まくり
202609150903,2026-09-15,09,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,5-1-2,差し,差し,差し,差し,まくり差し
202609150903,2026-09-15,09,3R,realtime,2-1-5,2-1-3,5-1-2,2-5-1,5-2-1,差し,差し,まくり,差し,まくり
202609150904,2026-09-15,09,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609150905,2026-09-15,09,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609150906,2026-09-15,09,6R,daily,3-1-4,3-1-2,3-1-5,3-1-6,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609150907,2026-09-15,09,7R,daily,3-1-4,3-1-2,4-1-3,2-1-3,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202609150908,2026-09-15,09,8R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609150909,2026-09-15,09,9R,daily,3-1-4,3-1-5,3-1-2,4-1-3,4-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609150910,2026-09-15,09,10R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609150911,2026-09-15,09,11R,daily,3-1-4,4-1-2,3-1-2,4-1-3,4-1-5,まくり差し,まくり,まくり差し,差し,まくり差し
202609150912,2026-09-15,09,12R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609151001,2026-09-15,10,1R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202609151001,2026-09-15,10,1R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,4-1-3,差し,差し,まくり,差し,差し
