レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609040201,2026-09-04,02,1R,daily,2-1-3,5-1-2,2-1-5,5-1-3,2-1-4,差し,まくり差し,差し,まくり差し,差し
202609040201,2026-09-04,02,1R,realtime,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202609040202,2026-09-04,02,2R,daily,3-1-4,3-1-2,3-1-5,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609040202,2026-09-04,02,2R,realtime,3-5-6,3-1-5,3-5-1,3-6-5,3-5-2,まくり,差し,差し,まくり,まくり
202609040203,2026-09-04,02,3R,daily,2-1-3,2-3-1,3-1-4,3-1-2,2-1-4,差し,差し,まくり差し,まくり差し,差し
202609040203,2026-09-04,02,3R,realtime,2-1-3,2-3-1,3-1-2,3-2-1,2-1-4,差し,差し,まくり差し,まくり,差し
202609040204,2026-09-04,02,4R,daily,3-1-5,3-1-4,3-1-2,3-5-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609040204,2026-09-04,02,4R,realtime,3-1-5,3-1-4,3-1-2,3-1-6,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609040205,2026-09-04,02,5R,daily,4-1-2,4-1-3,4-1-5,4-2-1,2-1-4,まくり,差し,まくり差し,まくり,差し
202609040205,2026-09-04,02,5R,realtime,4-1-2,4-1-5,4-1-3,4-1-6,4-2-1,まくり,まくり差し,差し,まくり,まくり
202609040206,2026-09-04,02,6R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609040207,2026-09-04,02,7R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609040208,2026-09-04,02,8R,daily,3-1-5,3-1-2,3-1-6,3-1-4,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609040209,2026-09-04,02,9R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-5-1,差し,差し,差し,まくり差し,差し
202609040210,2026-09-04,02,10R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609040211,2026-09-04,02,11R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609040212,2026-09-04,02,12R,daily,5-1-2,5-1-4,5-1-3,4-1-5,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609040601,2026-09-04,06,1R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-5,差し,まくり差し,まくり差し,まくり差し,差し
202609040601,2026-09-04,06,1R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609040602,2026-09-04,06,2R,daily,5-1-2,5-1-3,5-1-4,3-1-4,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609040602,2026-09-04,06,2R,realtime,6-1-2,5-1-2,4-1-2,6-1-4,4-1-5,まくり差し,まくり差し,まくり,まくり差し,まくり差し
202609040603,2026-09-04,06,3R,daily,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609040603,2026-09-04,06,3R,realtime,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609040604,2026-09-04,06,4R,daily,4-1-2,4-1-3,4-1-5,3-1-4,2-1-4,まくり,差し,まくり差し,まくり差し,差し
202609040604,2026-09-04,06,4R,realtime,4-1-3,3-1-4,4-1-5,4-1-2,3-1-5,差し,まくり差し,まくり差し,まくり,まくり差し
202609040605,2026-09-04,06,5R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609040606,2026-09-04,06,6R,daily,4-1-5,4-1-3,4-1-2,4-5-1,3-1-4,まくり差し,差し,まくり,まくり,まくり差し
202609040607,2026-09-04,06,7R,daily,2-1-3,2-1-4,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202609040608,2026-09-04,06,8R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202609040609,2026-09-04,06,9R,daily,3-1-4,3-1-5,3-1-2,4-1-5,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609040610,2026-09-04,06,10R,daily,2-1-4,4-1-2,2-1-3,2-1-5,4-2-1,差し,まくり,差し,差し,まくり
202609040611,2026-09-04,06,11R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609040612,2026-09-04,06,12R,daily,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し
202609040701,2026-09-04,07,1R,daily,2-1-4,2-1-3,2-1-5,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609040702,2026-09-04,07,2R,daily,4-1-2,4-1-5,4-1-3,4-1-6,4-5-1,まくり,まくり差し,差し,まくり,まくり
202609040703,2026-09-04,07,3R,daily,5-1-2,5-1-4,5-1-3,4-1-2,2-1-4,まくり差し,まくり差し,まくり差し,まくり,差し
202609040704,2026-09-04,07,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609040705,2026-09-04,07,5R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609040706,2026-09-04,07,6R,daily,6-1-2,3-1-4,6-1-4,4-1-2,3-1-2,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609040707,2026-09-04,07,7R,daily,4-1-3,4-1-5,3-1-4,4-1-2,3-1-2,差し,まくり差し,まくり差し,まくり,まくり差し
202609040708,2026-09-04,07,8R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609040709,2026-09-04,07,9R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609040710,2026-09-04,07,10R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609040711,2026-09-04,07,11R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609040712,2026-09-04,07,12R,daily,3-1-2,3-1-5,2-1-3,3-1-4,5-1-3,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609040901,2026-09-04,09,1R,daily,3-1-4,4-1-2,4-1-3,2-1-4,2-1-3,まくり差し,まくり,差し,差し,差し
202609040901,2026-09-04,09,1R,realtime,2-1-4,3-1-4,4-1-2,2-1-3,4-1-3,差し,まくり差し,まくり,差し,差し
202609040902,2026-09-04,09,2R,daily,2-1-3,2-1-4,3-1-4,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202609040902,2026-09-04,09,2R,realtime,2-1-6,6-1-2,2-1-3,2-1-4,2-6-1,差し,まくり差し,差し,差し,差し
202609040903,2026-09-04,09,3R,daily,2-1-3,2-1-4,3-1-4,2-1-5,3-1-5,差し,差し,まくり差し,差し,まくり差し
202609040903,2026-09-04,09,3R,realtime,2-1-3,2-1-5,2-1-4,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609040904,2026-09-04,09,4R,daily,3-1-4,4-1-3,2-1-3,4-1-2,2-1-4,まくり差し,差し,差し,まくり,差し
202609040904,2026-09-04,09,4R,realtime,4-1-2,3-1-4,2-1-4,4-1-3,2-1-3,まくり,まくり差し,差し,差し,差し
