レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609011602,2026-09-01,16,2R,daily,2-1-4,2-1-3,2-1-5,2-4-1,4-1-2,差し,差し,差し,差し,まくり
202609011603,2026-09-01,16,3R,daily,3-1-4,3-1-2,3-1-5,4-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609011604,2026-09-01,16,4R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609011605,2026-09-01,16,5R,daily,2-1-4,2-1-3,4-1-2,2-4-1,2-1-5,差し,差し,まくり,差し,差し
202609011606,2026-09-01,16,6R,daily,3-1-5,3-1-4,3-1-2,5-1-3,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609011607,2026-09-01,16,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609011608,2026-09-01,16,8R,daily,2-1-3,2-1-4,2-1-5,3-1-4,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609011609,2026-09-01,16,9R,daily,2-1-3,3-1-2,4-1-2,2-1-4,3-1-4,差し,まくり差し,まくり,差し,まくり差し
202609011610,2026-09-01,16,10R,daily,2-1-5,5-1-2,2-1-3,2-1-4,5-1-4,差し,まくり差し,差し,差し,まくり差し
202609011611,2026-09-01,16,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609011612,2026-09-01,16,12R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609011801,2026-09-01,18,1R,daily,2-1-3,3-1-2,3-1-4,4-1-3,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609011801,2026-09-01,18,1R,realtime,3-1-2,2-1-3,3-1-4,4-1-3,4-1-2,まくり差し,差し,まくり差し,差し,まくり
202609011802,2026-09-01,18,2R,daily,3-1-4,3-1-5,4-1-5,5-1-4,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609011802,2026-09-01,18,2R,realtime,3-1-4,3-1-5,4-1-5,3-1-2,5-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609011803,2026-09-01,18,3R,daily,3-1-5,3-1-2,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609011803,2026-09-01,18,3R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609011804,2026-09-01,18,4R,daily,2-1-4,2-1-3,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり差し
202609011804,2026-09-01,18,4R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,5-1-2,差し,差し,差し,差し,まくり差し
202609011805,2026-09-01,18,5R,daily,2-1-3,2-1-4,4-1-3,3-1-4,4-1-2,差し,差し,差し,まくり差し,まくり
202609011805,2026-09-01,18,5R,realtime,2-1-3,2-1-4,3-1-4,3-1-2,4-1-3,差し,差し,まくり差し,まくり差し,差し
202609011806,2026-09-01,18,6R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609011806,2026-09-01,18,6R,realtime,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609011807,2026-09-01,18,7R,daily,3-1-4,3-1-5,3-1-2,5-1-3,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609011807,2026-09-01,18,7R,realtime,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609011808,2026-09-01,18,8R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-3-1,差し,まくり差し,差し,まくり差し,差し
202609011809,2026-09-01,18,9R,daily,3-1-4,3-1-5,3-1-2,4-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609011810,2026-09-01,18,10R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609011811,2026-09-01,18,11R,daily,2-1-4,2-1-3,2-1-5,2-4-1,2-3-1,差し,差し,差し,差し,差し
202609011812,2026-09-01,18,12R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202609011901,2026-09-01,19,1R,daily,2-1-3,2-1-4,3-1-2,2-3-1,4-1-2,差し,差し,まくり差し,差し,まくり
202609011902,2026-09-01,19,2R,daily,4-1-3,4-1-2,4-1-6,4-1-5,4-3-1,差し,まくり,まくり,まくり差し,まくり
202609011903,2026-09-01,19,3R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202609011904,2026-09-01,19,4R,daily,5-1-2,5-1-3,5-1-4,3-1-4,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609011905,2026-09-01,19,5R,daily,3-1-4,4-1-3,4-1-2,4-1-5,3-1-2,まくり差し,差し,まくり,まくり差し,まくり差し
202609011906,2026-09-01,19,6R,daily,2-1-3,2-1-5,2-1-4,5-1-2,5-1-3,差し,差し,差し,まくり差し,まくり差し
202609011907,2026-09-01,19,7R,daily,5-1-2,5-1-3,5-1-4,2-1-3,4-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609011908,2026-09-01,19,8R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-6,差し,差し,まくり差し,差し,差し
202609011909,2026-09-01,19,9R,daily,4-1-5,4-1-2,2-1-3,3-1-2,5-1-2,まくり差し,まくり,差し,まくり差し,まくり差し
202609011910,2026-09-01,19,10R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-2-1,まくり差し,まくり差し,差し,まくり差し,まくり
202609011911,2026-09-01,19,11R,daily,2-1-3,3-1-2,2-3-1,2-1-4,3-2-1,差し,まくり差し,差し,差し,まくり
202609011912,2026-09-01,19,12R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202609012001,2026-09-01,20,1R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609012002,2026-09-01,20,2R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609012003,2026-09-01,20,3R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609012004,2026-09-01,20,4R,daily,4-1-2,4-1-5,4-1-3,2-1-3,5-1-2,まくり,まくり差し,差し,差し,まくり差し
202609012005,2026-09-01,20,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,4-1-2,差し,差し,差し,差し,まくり
202609012006,2026-09-01,20,6R,daily,2-1-3,2-1-4,2-1-5,5-1-2,5-1-3,差し,差し,差し,まくり差し,まくり差し
202609012007,2026-09-01,20,7R,daily,2-1-3,5-1-2,2-1-5,2-1-4,5-1-3,差し,まくり差し,差し,差し,まくり差し
202609012008,2026-09-01,20,8R,daily,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202609012009,2026-09-01,20,9R,daily,2-1-3,3-1-2,2-1-4,3-1-5,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609012010,2026-09-01,20,10R,daily,3-1-2,3-1-6,3-1-4,3-1-5,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609012011,2026-09-01,20,11R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609012012,2026-09-01,20,12R,daily,3-1-5,3-1-2,3-1-4,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609012101,2026-09-01,21,1R,daily,4-1-2,4-1-5,4-1-3,3-1-4,3-1-2,まくり,まくり差し,差し,まくり差し,まくり差し
202609012101,2026-09-01,21,1R,realtime,4-1-2,4-1-5,2-1-4,2-1-3,4-1-3,まくり,まくり差し,差し,差し,差し
202609012102,2026-09-01,21,2R,daily,4-1-5,4-1-2,4-1-3,3-1-4,2-1-4,まくり差し,まくり,差し,まくり差し,差し
202609012102,2026-09-01,21,2R,realtime,4-1-2,4-1-5,4-1-3,2-1-4,4-2-1,まくり,まくり差し,差し,差し,まくり
202609012103,2026-09-01,21,3R,daily,3-1-4,3-1-5,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609012103,2026-09-01,21,3R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609012104,2026-09-01,21,4R,daily,4-1-2,4-1-3,4-1-5,2-1-4,3-1-4,まくり,差し,まくり差し,差し,まくり差し
202609012104,2026-09-01,21,4R,realtime,4-1-2,2-1-4,4-2-1,4-1-3,4-1-5,まくり,差し,まくり,差し,まくり差し
202609012105,2026-09-01,21,5R,daily,3-1-4,4-1-3,3-1-2,3-1-5,4-1-2,まくり差し,差し,まくり差し,まくり差し,まくり
202609012105,2026-09-01,21,5R,realtime,3-1-4,3-1-5,3-1-2,4-1-5,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609012106,2026-09-01,21,6R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202609012106,2026-09-01,21,6R,realtime,2-1-4,2-1-3,2-1-5,2-4-1,2-3-1,差し,差し,差し,差し,差し
202609012107,2026-09-01,21,7R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-3,差し,差し,まくり差し,まくり差し,差し
202609012107,2026-09-01,21,7R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609012108,2026-09-01,21,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609012109,2026-09-01,21,9R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609012110,2026-09-01,21,10R,daily,4-1-5,4-1-2,4-1-3,5-1-4,3-1-4,まくり差し,まくり,差し,まくり差し,まくり差し
202609012111,2026-09-01,21,11R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609012112,2026-09-01,21,12R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609012401,2026-09-01,24,1R,daily,2-1-3,5-1-2,5-1-3,2-1-4,3-1-2,差し,まくり差し,まくり差し,差し,まくり差し
202609012402,2026-09-01,24,2R,daily,3-1-4,2-1-3,3-1-2,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609012403,2026-09-01,24,3R,daily,4-1-2,4-1-3,4-1-5,3-1-4,4-2-1,まくり,差し,まくり差し,まくり差し,まくり
202609012404,2026-09-01,24,4R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609012405,2026-09-01,24,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609012406,2026-09-01,24,6R,daily,4-1-2,4-1-5,4-1-3,3-1-4,3-1-2,まくり,まくり差し,差し,まくり差し,まくり差し
202609012407,2026-09-01,24,7R,daily,3-1-4,3-1-2,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609012408,2026-09-01,24,8R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609012409,2026-09-01,24,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609012410,2026-09-01,24,10R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609012411,2026-09-01,24,11R,daily,4-1-2,2-1-3,4-1-3,2-1-4,3-1-4,まくり,差し,差し,差し,まくり差し
202609012412,2026-09-01,24,12R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
