レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609180201,2026-09-18,02,1R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609180201,2026-09-18,02,1R,realtime,4-1-2,3-1-4,4-1-5,3-1-2,2-1-4,まくり,まくり差し,まくり差し,まくり差し,差し
202609180202,2026-09-18,02,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609180202,2026-09-18,02,2R,realtime,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202609180203,2026-09-18,02,3R,daily,2-1-3,2-1-4,2-3-1,3-1-2,2-3-4,差し,差し,差し,まくり差し,まくり
202609180203,2026-09-18,02,3R,realtime,2-1-4,3-1-4,2-1-3,3-1-2,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609180204,2026-09-18,02,4R,daily,2-1-3,2-1-5,2-1-4,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609180204,2026-09-18,02,4R,realtime,2-1-3,3-1-2,2-1-5,2-1-4,2-1-6,差し,まくり差し,差し,差し,差し
202609180205,2026-09-18,02,5R,daily,4-1-3,4-1-5,4-1-2,3-1-4,4-1-6,差し,まくり差し,まくり,まくり差し,まくり
202609180205,2026-09-18,02,5R,realtime,4-1-5,4-1-2,4-1-3,4-1-6,3-1-4,まくり差し,まくり,差し,まくり,まくり差し
202609180206,2026-09-18,02,6R,daily,4-1-3,4-3-1,4-1-2,3-1-4,3-4-1,差し,まくり,まくり,まくり差し,まくり
202609180206,2026-09-18,02,6R,realtime,4-1-3,3-1-4,4-3-1,3-4-1,4-1-5,差し,まくり差し,まくり,まくり,まくり差し
202609180207,2026-09-18,02,7R,daily,3-1-5,3-1-2,2-1-3,5-1-3,3-1-4,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609180207,2026-09-18,02,7R,realtime,3-1-5,5-1-3,5-1-2,4-1-5,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609180208,2026-09-18,02,8R,daily,5-1-2,5-2-1,5-1-3,5-1-4,2-1-5,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609180209,2026-09-18,02,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609180210,2026-09-18,02,10R,daily,4-1-2,4-2-1,2-1-4,4-1-5,2-4-1,まくり,まくり,差し,まくり差し,差し
202609180211,2026-09-18,02,11R,daily,2-1-5,2-1-3,2-1-4,2-5-1,2-3-1,差し,差し,差し,差し,差し
202609180212,2026-09-18,02,12R,daily,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609180301,2026-09-18,03,1R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609180301,2026-09-18,03,1R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609180302,2026-09-18,03,2R,daily,2-1-3,2-3-1,3-1-2,2-1-4,2-1-5,差し,差し,まくり差し,差し,差し
202609180302,2026-09-18,03,2R,realtime,2-1-3,3-1-2,2-3-1,3-2-1,2-1-4,差し,まくり差し,差し,まくり,差し
202609180303,2026-09-18,03,3R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609180303,2026-09-18,03,3R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,3-1-4,差し,差し,まくり,差し,まくり差し
202609180304,2026-09-18,03,4R,daily,3-1-5,3-1-2,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609180304,2026-09-18,03,4R,realtime,3-1-5,5-1-3,3-1-4,5-1-2,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609180305,2026-09-18,03,5R,daily,3-1-2,3-1-5,3-1-4,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609180305,2026-09-18,03,5R,realtime,3-1-5,3-1-4,3-1-2,5-1-3,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609180306,2026-09-18,03,6R,daily,2-1-3,2-1-4,2-3-1,4-1-2,2-3-4,差し,差し,差し,まくり,まくり
