レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202605042301,5,6,3,,1,2,3,4,5,6,0.019,0.033,0.07,0.071,0.121,0.02
202605042302,4,6,5,,1,2,3,4,5,6,0.03,0.096,-0.033,0.006,-0.002,0.039
202605042303,6,5,3,,1,2,3,4,5,6,0.122,0.068,0.027,0.091,0.05,0.075
202605042304,6,5,3,,1,2,3,4,5,6,-0.017,0.092,0.06,0.062,-0.0,0.052
202605042305,4,3,2,,1,2,3,4,5,6,0.019,0.034,-0.013,0.034,0.133,0.017
202605042306,5,6,3,,1,2,3,4,5,6,0.037,0.038,0.068,0.154,0.093,-0.01
202605042307,6,5,3,,1,2,3,4,5,6,0.029,0.018,0.031,0.073,0.039,0.034
202605042308,6,4,3,,1,2,3,4,5,6,0.022,0.124,0.043,0.145,-0.01,0.053
202605042309,5,6,2,,1,2,3,4,5,6,0.052,0.006,0.091,0.009,0.01,0.075
202605042310,4,5,2,,1,2,3,4,5,6,0.017,-0.001,0.085,0.06,-0.018,0.099
202605042311,6,4,5,,1,2,3,4,5,6,0.025,0.07,0.163,0.06,0.014,0.031
202605042312,5,6,2,,1,2,3,4,5,6,0.105,0.078,0.024,0.116,0.005,0.061
202605042203,6,2,4,,1,2,3,4,5,6,0.111,0.139,0.071,0.101,0.105,0.191
202605042206,6,2,5,,1,2,3,4,5,6,0.114,0.129,0.17,0.21,0.156,0.093
202605042208,6,2,5,,1,2,3,4,5,6,0.123,0.116,0.041,0.028,0.126,0.148
202605042209,6,5,4,,1,2,3,4,5,6,0.149,0.072,0.088,0.185,0.133,0.124
202605042210,6,5,2,,1,2,3,4,5,6,0.153,0.119,0.098,0.089,0.059,0.098
202605042211,6,3,5,,1,2,3,4,5,6,0.071,0.101,0.097,0.09,0.054,0.128
202605042212,6,5,4,,1,2,3,4,5,6,0.151,0.082,0.199,0.126,0.108,0.139
202605042001,6,5,4,,1,2,3,4,5,6,0.086,0.052,0.064,0.058,0.083,0.083
202605042002,6,5,4,,1,2,3,4,5,6,0.075,0.066,0.055,0.072,0.079,0.095
202605042003,6,3,2,,1,2,3,4,5,6,0.084,0.081,0.104,0.076,0.136,0.097
202605042004,6,4,5,,1,2,3,4,5,6,0.056,0.075,0.084,0.066,0.097,0.083
202605042005,6,5,4,,1,2,3,4,5,6,0.073,0.054,0.073,0.063,0.095,0.042
202605042006,6,5,3,,1,2,3,4,5,6,0.127,0.034,0.066,0.039,0.09,0.1
202605042007,6,2,5,,1,2,3,4,5,6,0.067,0.073,0.071,0.078,0.055,0.112
202605042008,6,3,5,,1,2,3,4,5,6,0.133,0.07,0.066,0.105,0.053,0.134
202605042009,6,4,5,,1,2,3,4,5,6,0.069,0.086,0.083,0.109,0.064,0.08
202605042010,6,5,4,,1,2,3,4,5,6,0.055,0.047,0.083,0.098,0.056,0.034
202605042011,6,4,5,,1,2,3,4,5,6,0.076,0.082,0.114,0.052,0.068,0.058
202605042012,6,5,3,,1,2,3,4,5,6,0.086,0.092,0.061,0.072,0.067,0.061
202605041901,6,5,4,,1,2,3,4,5,6,0.026,0.026,0.014,0.024,-0.014,0.026
202605041902,6,5,4,,1,2,3,4,5,6,0.001,0.029,-0.034,0.028,0.01,-0.042
202605041903,6,5,4,,1,2,3,4,5,6,0.008,0.032,0.009,0.04,0.009,0.032
202605041904,6,5,4,,1,2,3,4,5,6,-0.025,-0.04,-0.029,-0.023,0.035,-0.003
202605041905,5,6,4,,1,2,3,4,5,6,0.004,0.028,0.005,0.056,-0.015,0.002
202605041906,6,5,3,,1,2,3,4,5,6,0.087,0.028,-0.022,0.073,-0.042,-0.004
202605041907,6,5,3,,1,2,3,4,5,6,-0.006,0.013,-0.003,0.052,0.026,0.041
202605041908,6,5,2,,1,2,3,4,5,6,0.024,0.021,0.022,0.056,-0.009,0.126
202605041909,6,5,3,,1,2,3,4,5,6,0.031,-0.022,-0.025,0.029,0.032,-0.002
202605041910,6,5,4,,1,2,3,4,5,6,0.007,0.091,0.056,0.001,0.045,0.026
202605041911,6,5,4,,1,2,3,4,5,6,0.04,-0.004,0.063,0.026,-0.06,0.028
202605041912,6,5,2,,1,2,3,4,5,6,0.067,0.035,0.008,0.039,0.025,-0.017
202605041701,6,5,4,,1,2,3,4,5,6,-0.016,0.008,-0.054,0.018,-0.077,-0.038
202605041702,6,5,2,,1,2,3,4,5,6,0.001,-0.024,-0.037,-0.067,0.033,-0.054
202605041703,6,4,5,,1,2,3,4,5,6,-0.026,-0.052,-0.001,-0.102,-0.021,0.054
202605041704,6,5,4,,1,2,3,4,5,6,-0.056,-0.042,-0.029,-0.008,-0.043,0.004
202605041705,6,5,4,,1,2,3,4,5,6,-0.0,-0.045,-0.014,-0.029,-0.048,-0.037
202605041706,6,4,5,,1,2,3,4,5,6,-0.035,-0.019,-0.024,-0.089,-0.02,-0.027
202605041707,6,5,4,,1,2,3,4,5,6,-0.03,0.017,-0.006,-0.024,0.018,-0.022
202605041708,6,5,4,,1,2,3,4,5,6,0.003,-0.042,-0.043,-0.011,0.048,0.063
