レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202605032301,6,4,5,,1,2,3,4,5,6,0.071,0.055,0.062,0.069,0.026,0.053
202605032302,6,4,5,,1,2,3,4,5,6,0.15,0.014,0.082,-0.026,0.039,0.031
202605032303,6,4,2,,1,2,3,4,5,6,0.073,-0.008,0.016,0.042,0.055,0.11
202605032304,6,5,3,,1,2,3,4,5,6,0.034,0.085,0.036,0.019,0.005,0.026
202605032305,6,3,2,,1,2,3,4,5,6,0.03,0.066,0.042,0.138,0.036,0.07
202605032306,6,4,5,,1,2,3,4,5,6,0.099,0.054,0.12,0.004,0.086,0.018
202605032307,5,6,2,,1,2,3,4,5,6,0.056,-0.018,0.022,0.011,-0.019,0.084
202605032308,6,5,3,,1,2,3,4,5,6,0.005,0.073,0.016,0.084,0.078,0.023
202605032309,6,4,2,,1,2,3,4,5,6,-0.003,0.047,0.034,0.118,0.102,0.075
202605032310,3,6,4,,1,2,3,4,5,6,0.032,0.071,0.029,0.007,0.129,0.032
202605032311,6,5,3,,1,2,3,4,5,6,0.103,0.022,0.021,0.073,0.052,0.049
202605032312,2,5,3,,1,2,3,4,5,6,0.115,0.019,0.005,0.142,0.033,0.063
202605032205,6,4,5,,1,2,3,4,5,6,0.165,0.144,0.186,0.089,0.194,0.067
202605032206,6,3,5,,1,2,3,4,5,6,0.1,0.114,0.164,0.116,0.103,0.19
202605032207,6,3,4,,1,2,3,4,5,6,0.098,0.079,0.233,0.068,0.062,0.075
202605032210,6,5,2,,1,2,3,4,5,6,0.111,0.133,0.131,0.133,0.119,0.174
202605032211,6,4,5,,1,2,3,4,5,6,0.171,0.045,0.164,0.196,0.171,0.088
202605032212,6,3,5,,1,2,3,4,5,6,0.125,0.107,0.101,0.117,0.061,0.141
202605032001,6,4,5,,1,2,3,4,5,6,0.076,0.057,0.086,0.062,0.135,0.046
202605032002,6,5,4,,1,2,3,4,5,6,0.084,0.1,0.067,0.068,0.072,0.048
202605032003,6,5,2,,1,2,3,4,5,6,0.05,0.056,0.053,0.114,0.041,0.093
202605032004,6,2,4,,1,2,3,4,5,6,0.073,0.089,0.109,0.08,0.102,0.11
202605032005,5,6,3,,1,2,3,4,5,6,0.109,0.031,0.068,0.072,0.061,0.088
202605032006,6,5,4,,1,2,3,4,5,6,0.053,0.063,0.056,0.057,0.105,0.084
202605032007,6,5,2,,1,2,3,4,5,6,0.077,0.031,0.087,0.097,0.05,0.127
202605032008,6,5,2,,1,2,3,4,5,6,0.074,0.082,0.076,0.081,0.077,0.094
202605032009,6,5,2,,1,2,3,4,5,6,0.061,0.074,0.049,0.083,0.085,0.096
202605032010,6,5,4,,1,2,3,4,5,6,0.103,0.101,0.094,0.086,0.032,0.1
202605032011,6,5,4,,1,2,3,4,5,6,0.099,0.107,0.073,0.052,0.058,0.051
202605032012,6,5,4,,1,2,3,4,5,6,0.122,0.077,0.093,0.015,0.081,0.039
202605031901,6,5,4,,1,2,3,4,5,6,-0.005,0.037,0.056,-0.063,-0.004,0.01
202605031902,6,5,4,,1,2,3,4,5,6,0.032,0.07,0.025,-0.018,0.002,0.006
202605031903,6,5,4,,1,2,3,4,5,6,0.039,0.024,0.045,-0.015,0.035,-0.015
202605031904,6,5,4,,1,2,3,4,5,6,0.052,0.017,0.022,-0.004,-0.044,0.061
202605031905,6,5,4,,1,2,3,4,5,6,0.115,0.019,0.124,-0.006,0.042,0.028
202605031906,6,5,3,,1,2,3,4,5,6,0.03,0.027,0.084,0.062,0.019,0.063
202605031907,6,5,4,,1,2,3,4,5,6,-0.003,0.012,0.035,-0.004,0.026,0.01
202605031908,5,6,2,,1,2,3,4,5,6,0.023,0.026,0.017,-0.016,-0.006,-0.028
202605031909,6,5,4,,1,2,3,4,5,6,0.056,0.008,0.014,0.011,0.035,0.026
202605031910,6,5,4,,1,2,3,4,5,6,-0.04,0.024,-0.024,0.104,0.028,0.05
202605031911,6,5,3,,1,2,3,4,5,6,0.02,0.004,-0.013,0.061,0.034,-0.012
202605031912,6,5,4,,1,2,3,4,5,6,0.027,0.078,-0.005,-0.012,0.033,0.027
202605031801,6,5,4,,1,2,3,4,5,6,0.028,0.002,0.032,0.033,0.019,0.127
202605031802,6,5,2,,1,2,3,4,5,6,0.04,-0.033,0.031,0.044,0.048,0.033
202605031803,6,5,4,,1,2,3,4,5,6,0.042,0.053,-0.013,-0.017,-0.055,0.025
202605031804,6,5,4,,1,2,3,4,5,6,0.009,0.069,-0.023,0.006,0.042,0.016
202605031805,6,5,4,,1,2,3,4,5,6,0.009,0.033,-0.042,-0.002,-0.004,0.128
202605031806,6,2,5,,1,2,3,4,5,6,-0.017,0.042,-0.016,0.052,0.044,0.061
202605031807,6,5,3,,1,2,3,4,5,6,-0.003,-0.027,-0.017,0.035,0.111,0.007
202605031808,6,5,4,,1,2,3,4,5,6,0.029,-0.04,0.012,-0.009,-0.027,0.005
202605031809,6,5,3,,1,2,3,4,5,6,-0.006,0.014,0.005,0.008,-0.017,0.068
202605031810,6,5,4,,1,2,3,4,5,6,0.026,-0.01,0.06,-0.051,-0.018,-0.01
202605031811,6,5,3,,1,2,3,4,5,6,0.03,0.019,0.001,0.052,0.011,0.028
202605031812,6,5,4,,1,2,3,4,5,6,0.003,0.044,-0.007,0.027,0.027,0.009
202605031701,6,5,3,,1,2,3,4,5,6,-0.016,0.013,-0.031,-0.031,-0.042,-0.059
202605031702,6,5,4,,1,2,3,4,5,6,0.019,-0.02,-0.042,0.005,-0.019,-0.032
202605031703,6,5,2,,1,2,3,4,5,6,0.001,-0.014,-0.032,-0.003,-0.053,0.092
202605031704,6,5,4,,1,2,3,4,5,6,-0.025,-0.016,-0.01,-0.043,-0.021,-0.095
202605031705,6,5,2,,1,2,3,4,5,6,-0.034,0.016,0.003,-0.037,0.021,-0.002
202605031706,6,5,4,,1,2,3,4,5,6,-0.01,0.01,-0.021,0.043,-0.009,0.047
202605031707,6,5,3,,1,2,3,4,5,6,-0.036,-0.016,-0.011,0.048,-0.014,-0.029
202605031708,6,5,4,,1,2,3,4,5,6,-0.041,-0.033,0.015,-0.002,0.007,-0.025
202605031709,6,2,5,,1,2,3,4,5,6,-0.027,-0.104,-0.006,-0.014,0.112,-0.008
202605031710,6,5,4,,1,2,3,4,5,6,-0.026,-0.018,0.02,0.013,-0.023,-0.034
202605031711,6,5,4,,1,2,3,4,5,6,-0.016,-0.042,-0.015,-0.007,-0.021,-0.041
202605031712,6,5,4,,1,2,3,4,5,6,-0.012,-0.042,-0.027,-0.055,0.007,0.019
202605031601,6,5,4,,1,2,3,4,5,6,0.003,0.005,0.008,-0.022,-0.007,0.008
202605031602,6,5,4,,1,2,3,4,5,6,-0.027,0.007,0.012,-0.001,0.027,0.054
202605031603,6,5,4,,1,2,3,4,5,6,-0.002,-0.031,-0.021,-0.041,0.036,0.026
202605031604,6,5,3,,1,2,3,4,5,6,0.011,0.023,0.01,-0.011,0.044,0.068
202605031605,6,5,4,,1,2,3,4,5,6,0.018,0.027,0.067,0.052,0.066,0.053
202605031606,6,5,4,,1,2,3,4,5,6,-0.01,0.018,0.005,0.006,-0.026,-0.003
202605031607,6,5,4,,1,2,3,4,5,6,0.014,0.019,0.044,-0.026,-0.006,0.015
202605031608,6,5,3,,1,2,3,4,5,6,0.055,0.027,-0.04,-0.001,0.003,0.011
202605031609,6,5,4,,1,2,3,4,5,6,-0.013,-0.026,-0.03,0.017,-0.043,0.022
202605031610,6,5,4,,1,2,3,4,5,6,0.019,0.048,0.046,0.008,0.026,-0.0
202605031611,6,5,4,,1,2,3,4,5,6,0.017,-0.012,0.013,0.012,-0.026,0.008
202605031612,6,5,4,,1,2,3,4,5,6,0.035,0.017,-0.015,0.039,0.018,0.001
202605031401,6,5,2,,1,2,3,4,5,6,0.165,0.215,0.166,0.209,0.313,0.218
202605031402,6,5,4,,1,2,3,4,5,6,0.204,0.251,0.219,0.269,0.16,0.201
202605031403,6,5,2,,1,2,3,4,5,6,0.255,0.193,0.246,0.153,0.154,0.151
202605031404,6,5,3,,1,2,3,4,5,6,0.197,0.161,0.153,0.158,0.168,0.208
202605031405,6,5,3,,1,2,3,4,5,6,0.199,0.163,0.152,0.257,0.112,0.176
202605031406,6,5,3,,1,2,3,4,5,6,0.221,0.226,0.182,0.147,0.143,0.248
202605031407,6,4,5,,1,2,3,4,5,6,0.181,0.154,0.219,0.227,0.255,0.183
202605031408,6,5,4,,1,2,3,4,5,6,0.172,0.256,0.189,0.23,0.168,0.195
202605031409,6,2,3,,1,2,3,4,5,6,0.17,0.165,0.26,0.223,0.19,0.198
202605031410,6,5,4,,1,2,3,4,5,6,0.128,0.192,0.168,0.219,0.258,0.153
202605031411,6,5,4,,1,2,3,4,5,6,0.167,0.262,0.154,0.174,0.265,0.168
202605031412,6,5,2,,1,2,3,4,5,6,0.265,0.153,0.169,0.19,0.199,0.265
202605031101,5,4,1,,1,2,3,4,5,6,0.032,0.078,-0.02,0.012,-0.006,-0.013
202605031102,4,2,5,,1,2,3,4,5,6,0.028,0.052,0.057,0.094,0.052,0.013
202605031103,6,3,5,,1,2,3,4,5,6,0.007,0.075,0.061,0.0,-0.025,0.174
202605031104,3,4,2,,1,2,3,4,5,6,0.063,0.053,0.027,0.065,0.07,0.032
202605031105,5,3,1,,1,2,3,4,5,6,0.021,-0.017,0.06,0.056,0.129,0.053
202605031106,5,2,1,,1,2,3,4,5,6,0.088,0.145,0.049,0.022,-0.003,0.033
202605031107,6,5,1,,1,2,3,4,5,6,-0.011,0.034,-0.019,0.028,0.024,0.001
202605031108,6,5,4,,1,2,3,4,5,6,0.06,0.024,-0.0,0.025,0.068,-0.052
202605031109,6,5,4,,1,2,3,4,5,6,0.08,0.056,0.064,0.05,0.043,0.147
202605031110,6,5,2,,1,2,3,4,5,6,0.046,0.049,-0.011,0.038,0.045,0.009
202605031111,6,5,4,,1,2,3,4,5,6,0.013,0.053,0.093,0.039,0.105,0.06
202605031112,6,5,3,,1,2,3,4,5,6,-0.008,0.033,0.024,0.05,0.08,-0.005
202605031001,5,6,2,,1,2,3,4,5,6,0.013,-0.03,-0.037,-0.099,-0.043,-0.029
202605031002,6,5,3,,1,2,3,4,5,6,-0.038,-0.02,-0.082,-0.054,0.002,-0.021
202605031003,6,4,5,,1,2,3,4,5,6,-0.012,-0.052,-0.06,-0.044,-0.063,-0.002
202605031004,3,5,6,,1,2,3,4,5,6,-0.045,-0.088,0.006,-0.073,-0.014,-0.02
202605031005,4,2,6,,1,2,3,4,5,6,-0.056,-0.06,-0.055,-0.06,-0.079,-0.029
202605031006,6,3,4,,1,2,3,4,5,6,-0.043,-0.045,-0.103,-0.075,-0.023,-0.077
202605031007,5,6,4,,1,2,3,4,5,6,-0.048,0.0,-0.029,-0.104,-0.023,-0.066
202605031008,5,6,2,,1,2,3,4,5,6,-0.046,-0.117,-0.037,-0.087,-0.021,-0.028
202605031009,5,2,1,,1,2,3,4,5,6,-0.011,-0.038,-0.077,-0.034,-0.1,-0.079
202605031010,6,1,3,,1,2,3,4,5,6,-0.022,-0.072,-0.057,-0.032,-0.067,-0.06
202605031011,5,6,3,,1,2,3,4,5,6,-0.041,-0.023,-0.072,-0.03,-0.053,-0.025
202605031012,5,6,2,,1,2,3,4,5,6,-0.058,-0.009,0.015,0.017,-0.014,-0.027
202605030901,6,5,4,,1,2,3,4,5,6,-0.02,-0.034,0.009,-0.025,-0.009,0.02
202605030902,6,2,5,,1,2,3,4,5,6,0.019,0.016,-0.032,0.013,-0.027,0.111
202605030903,5,1,2,,1,2,3,4,5,6,0.082,-0.031,-0.022,-0.024,0.04,-0.019
202605030904,5,6,4,,1,2,3,4,5,6,-0.035,0.035,-0.039,-0.0,-0.018,-0.041
202605030905,4,6,5,,1,2,3,4,5,6,-0.027,0.034,-0.006,0.095,-0.017,0.108
202605030906,5,4,3,,1,2,3,4,5,6,0.027,-0.046,-0.034,0.018,0.039,-0.037
202605030907,2,4,1,,1,2,3,4,5,6,0.014,0.033,-0.022,-0.022,-0.01,-0.013
202605030908,6,3,4,,1,2,3,4,5,6,0.036,-0.001,0.031,-0.062,0.004,-0.016
202605030909,4,5,2,,1,2,3,4,5,6,-0.058,0.067,-0.026,0.067,-0.015,-0.049
