レースコード,レース日,レース場コード,レース回,艇1_登録番号,艇1_選手名,艇1_期別,艇1_支部,艇1_出身地,艇1_年齢,艇1_級別,艇1_F本数,艇1_L本数,艇1_全国平均ST,艇1_全国勝率,艇1_全国2連対率,艇1_全国3連対率,艇1_当地勝率,艇1_当地2連対率,艇1_当地3連対率,艇1_モーターフラグ,艇1_モーター番号,艇1_モーター2連対率,艇1_モーター3連対率,艇1_ボートフラグ,艇1_ボート番号,艇1_ボート2連対率,艇1_ボート3連対率,艇1_早見,艇1_節D1走1_R番号,艇1_節D1走1_進入,艇1_節D1走1_枠,艇1_節D1走1_ST,艇1_節D1走1_着順,艇1_節D1走2_R番号,艇1_節D1走2_進入,艇1_節D1走2_枠,艇1_節D1走2_ST,艇1_節D1走2_着順,艇1_節D2走1_R番号,艇1_節D2走1_進入,艇1_節D2走1_枠,艇1_節D2走1_ST,艇1_節D2走1_着順,艇1_節D2走2_R番号,艇1_節D2走2_進入,艇1_節D2走2_枠,艇1_節D2走2_ST,艇1_節D2走2_着順,艇1_節D3走1_R番号,艇1_節D3走1_進入,艇1_節D3走1_枠,艇1_節D3走1_ST,艇1_節D3走1_着順,艇1_節D3走2_R番号,艇1_節D3走2_進入,艇1_節D3走2_枠,艇1_節D3走2_ST,艇1_節D3走2_着順,艇1_節D4走1_R番号,艇1_節D4走1_進入,艇1_節D4走1_枠,艇1_節D4走1_ST,艇1_節D4走1_着順,艇1_節D4走2_R番号,艇1_節D4走2_進入,艇1_節D4走2_枠,艇1_節D4走2_ST,艇1_節D4走2_着順,艇1_節D5走1_R番号,艇1_節D5走1_進入,艇1_節D5走1_枠,艇1_節D5走1_ST,艇1_節D5走1_着順,艇1_節D5走2_R番号,艇1_節D5走2_進入,艇1_節D5走2_枠,艇1_節D5走2_ST,艇1_節D5走2_着順,艇1_節D6走1_R番号,艇1_節D6走1_進入,艇1_節D6走1_枠,艇1_節D6走1_ST,艇1_節D6走1_着順,艇1_節D6走2_R番号,艇1_節D6走2_進入,艇1_節D6走2_枠,艇1_節D6走2_ST,艇1_節D6走2_着順,艇1_節D7走1_R番号,艇1_節D7走1_進入,艇1_節D7走1_枠,艇1_節D7走1_ST,艇1_節D7走1_着順,艇1_節D7走2_R番号,艇1_節D7走2_進入,艇1_節D7走2_枠,艇1_節D7走2_ST,艇1_節D7走2_着順,艇2_登録番号,艇2_選手名,艇2_期別,艇2_支部,艇2_出身地,艇2_年齢,艇2_級別,艇2_F本数,艇2_L本数,艇2_全国平均ST,艇2_全国勝率,艇2_全国2連対率,艇2_全国3連対率,艇2_当地勝率,艇2_当地2連対率,艇2_当地3連対率,艇2_モーターフラグ,艇2_モーター番号,艇2_モーター2連対率,艇2_モーター3連対率,艇2_ボートフラグ,艇2_ボート番号,艇2_ボート2連対率,艇2_ボート3連対率,艇2_早見,艇2_節D1走1_R番号,艇2_節D1走1_進入,艇2_節D1走1_枠,艇2_節D1走1_ST,艇2_節D1走1_着順,艇2_節D1走2_R番号,艇2_節D1走2_進入,艇2_節D1走2_枠,艇2_節D1走2_ST,艇2_節D1走2_着順,艇2_節D2走1_R番号,艇2_節D2走1_進入,艇2_節D2走1_枠,艇2_節D2走1_ST,艇2_節D2走1_着順,艇2_節D2走2_R番号,艇2_節D2走2_進入,艇2_節D2走2_枠,艇2_節D2走2_ST,艇2_節D2走2_着順,艇2_節D3走1_R番号,艇2_節D3走1_進入,艇2_節D3走1_枠,艇2_節D3走1_ST,艇2_節D3走1_着順,艇2_節D3走2_R番号,艇2_節D3走2_進入,艇2_節D3走2_枠,艇2_節D3走2_ST,艇2_節D3走2_着順,艇2_節D4走1_R番号,艇2_節D4走1_進入,艇2_節D4走1_枠,艇2_節D4走1_ST,艇2_節D4走1_着順,艇2_節D4走2_R番号,艇2_節D4走2_進入,艇2_節D4走2_枠,艇2_節D4走2_ST,艇2_節D4走2_着順,艇2_節D5走1_R番号,艇2_節D5走1_進入,艇2_節D5走1_枠,艇2_節D5走1_ST,艇2_節D5走1_着順,艇2_節D5走2_R番号,艇2_節D5走2_進入,艇2_節D5走2_枠,艇2_節D5走2_ST,艇2_節D5走2_着順,艇2_節D6走1_R番号,艇2_節D6走1_進入,艇2_節D6走1_枠,艇2_節D6走1_ST,艇2_節D6走1_着順,艇2_節D6走2_R番号,艇2_節D6走2_進入,艇2_節D6走2_枠,艇2_節D6走2_ST,艇2_節D6走2_着順,艇2_節D7走1_R番号,艇2_節D7走1_進入,艇2_節D7走1_枠,艇2_節D7走1_ST,艇2_節D7走1_着順,艇2_節D7走2_R番号,艇2_節D7走2_進入,艇2_節D7走2_枠,艇2_節D7走2_ST,艇2_節D7走2_着順,艇3_登録番号,艇3_選手名,艇3_期別,艇3_支部,艇3_出身地,艇3_年齢,艇3_級別,艇3_F本数,艇3_L本数,艇3_全国平均ST,艇3_全国勝率,艇3_全国2連対率,艇3_全国3連対率,艇3_当地勝率,艇3_当地2連対率,艇3_当地3連対率,艇3_モーターフラグ,艇3_モーター番号,艇3_モーター2連対率,艇3_モーター3連対率,艇3_ボートフラグ,艇3_ボート番号,艇3_ボート2連対率,艇3_ボート3連対率,艇3_早見,艇3_節D1走1_R番号,艇3_節D1走1_進入,艇3_節D1走1_枠,艇3_節D1走1_ST,艇3_節D1走1_着順,艇3_節D1走2_R番号,艇3_節D1走2_進入,艇3_節D1走2_枠,艇3_節D1走2_ST,艇3_節D1走2_着順,艇3_節D2走1_R番号,艇3_節D2走1_進入,艇3_節D2走1_枠,艇3_節D2走1_ST,艇3_節D2走1_着順,艇3_節D2走2_R番号,艇3_節D2走2_進入,艇3_節D2走2_枠,艇3_節D2走2_ST,艇3_節D2走2_着順,艇3_節D3走1_R番号,艇3_節D3走1_進入,艇3_節D3走1_枠,艇3_節D3走1_ST,艇3_節D3走1_着順,艇3_節D3走2_R番号,艇3_節D3走2_進入,艇3_節D3走2_枠,艇3_節D3走2_ST,艇3_節D3走2_着順,艇3_節D4走1_R番号,艇3_節D4走1_進入,艇3_節D4走1_枠,艇3_節D4走1_ST,艇3_節D4走1_着順,艇3_節D4走2_R番号,艇3_節D4走2_進入,艇3_節D4走2_枠,艇3_節D4走2_ST,艇3_節D4走2_着順,艇3_節D5走1_R番号,艇3_節D5走1_進入,艇3_節D5走1_枠,艇3_節D5走1_ST,艇3_節D5走1_着順,艇3_節D5走2_R番号,艇3_節D5走2_進入,艇3_節D5走2_枠,艇3_節D5走2_ST,艇3_節D5走2_着順,艇3_節D6走1_R番号,艇3_節D6走1_進入,艇3_節D6走1_枠,艇3_節D6走1_ST,艇3_節D6走1_着順,艇3_節D6走2_R番号,艇3_節D6走2_進入,艇3_節D6走2_枠,艇3_節D6走2_ST,艇3_節D6走2_着順,艇3_節D7走1_R番号,艇3_節D7走1_進入,艇3_節D7走1_枠,艇3_節D7走1_ST,艇3_節D7走1_着順,艇3_節D7走2_R番号,艇3_節D7走2_進入,艇3_節D7走2_枠,艇3_節D7走2_ST,艇3_節D7走2_着順,艇4_登録番号,艇4_選手名,艇4_期別,艇4_支部,艇4_出身地,艇4_年齢,艇4_級別,艇4_F本数,艇4_L本数,艇4_全国平均ST,艇4_全国勝率,艇4_全国2連対率,艇4_全国3連対率,艇4_当地勝率,艇4_当地2連対率,艇4_当地3連対率,艇4_モーターフラグ,艇4_モーター番号,艇4_モーター2連対率,艇4_モーター3連対率,艇4_ボートフラグ,艇4_ボート番号,艇4_ボート2連対率,艇4_ボート3連対率,艇4_早見,艇4_節D1走1_R番号,艇4_節D1走1_進入,艇4_節D1走1_枠,艇4_節D1走1_ST,艇4_節D1走1_着順,艇4_節D1走2_R番号,艇4_節D1走2_進入,艇4_節D1走2_枠,艇4_節D1走2_ST,艇4_節D1走2_着順,艇4_節D2走1_R番号,艇4_節D2走1_進入,艇4_節D2走1_枠,艇4_節D2走1_ST,艇4_節D2走1_着順,艇4_節D2走2_R番号,艇4_節D2走2_進入,艇4_節D2走2_枠,艇4_節D2走2_ST,艇4_節D2走2_着順,艇4_節D3走1_R番号,艇4_節D3走1_進入,艇4_節D3走1_枠,艇4_節D3走1_ST,艇4_節D3走1_着順,艇4_節D3走2_R番号,艇4_節D3走2_進入,艇4_節D3走2_枠,艇4_節D3走2_ST,艇4_節D3走2_着順,艇4_節D4走1_R番号,艇4_節D4走1_進入,艇4_節D4走1_枠,艇4_節D4走1_ST,艇4_節D4走1_着順,艇4_節D4走2_R番号,艇4_節D4走2_進入,艇4_節D4走2_枠,艇4_節D4走2_ST,艇4_節D4走2_着順,艇4_節D5走1_R番号,艇4_節D5走1_進入,艇4_節D5走1_枠,艇4_節D5走1_ST,艇4_節D5走1_着順,艇4_節D5走2_R番号,艇4_節D5走2_進入,艇4_節D5走2_枠,艇4_節D5走2_ST,艇4_節D5走2_着順,艇4_節D6走1_R番号,艇4_節D6走1_進入,艇4_節D6走1_枠,艇4_節D6走1_ST,艇4_節D6走1_着順,艇4_節D6走2_R番号,艇4_節D6走2_進入,艇4_節D6走2_枠,艇4_節D6走2_ST,艇4_節D6走2_着順,艇4_節D7走1_R番号,艇4_節D7走1_進入,艇4_節D7走1_枠,艇4_節D7走1_ST,艇4_節D7走1_着順,艇4_節D7走2_R番号,艇4_節D7走2_進入,艇4_節D7走2_枠,艇4_節D7走2_ST,艇4_節D7走2_着順,艇5_登録番号,艇5_選手名,艇5_期別,艇5_支部,艇5_出身地,艇5_年齢,艇5_級別,艇5_F本数,艇5_L本数,艇5_全国平均ST,艇5_全国勝率,艇5_全国2連対率,艇5_全国3連対率,艇5_当地勝率,艇5_当地2連対率,艇5_当地3連対率,艇5_モーターフラグ,艇5_モーター番号,艇5_モーター2連対率,艇5_モーター3連対率,艇5_ボートフラグ,艇5_ボート番号,艇5_ボート2連対率,艇5_ボート3連対率,艇5_早見,艇5_節D1走1_R番号,艇5_節D1走1_進入,艇5_節D1走1_枠,艇5_節D1走1_ST,艇5_節D1走1_着順,艇5_節D1走2_R番号,艇5_節D1走2_進入,艇5_節D1走2_枠,艇5_節D1走2_ST,艇5_節D1走2_着順,艇5_節D2走1_R番号,艇5_節D2走1_進入,艇5_節D2走1_枠,艇5_節D2走1_ST,艇5_節D2走1_着順,艇5_節D2走2_R番号,艇5_節D2走2_進入,艇5_節D2走2_枠,艇5_節D2走2_ST,艇5_節D2走2_着順,艇5_節D3走1_R番号,艇5_節D3走1_進入,艇5_節D3走1_枠,艇5_節D3走1_ST,艇5_節D3走1_着順,艇5_節D3走2_R番号,艇5_節D3走2_進入,艇5_節D3走2_枠,艇5_節D3走2_ST,艇5_節D3走2_着順,艇5_節D4走1_R番号,艇5_節D4走1_進入,艇5_節D4走1_枠,艇5_節D4走1_ST,艇5_節D4走1_着順,艇5_節D4走2_R番号,艇5_節D4走2_進入,艇5_節D4走2_枠,艇5_節D4走2_ST,艇5_節D4走2_着順,艇5_節D5走1_R番号,艇5_節D5走1_進入,艇5_節D5走1_枠,艇5_節D5走1_ST,艇5_節D5走1_着順,艇5_節D5走2_R番号,艇5_節D5走2_進入,艇5_節D5走2_枠,艇5_節D5走2_ST,艇5_節D5走2_着順,艇5_節D6走1_R番号,艇5_節D6走1_進入,艇5_節D6走1_枠,艇5_節D6走1_ST,艇5_節D6走1_着順,艇5_節D6走2_R番号,艇5_節D6走2_進入,艇5_節D6走2_枠,艇5_節D6走2_ST,艇5_節D6走2_着順,艇5_節D7走1_R番号,艇5_節D7走1_進入,艇5_節D7走1_枠,艇5_節D7走1_ST,艇5_節D7走1_着順,艇5_節D7走2_R番号,艇5_節D7走2_進入,艇5_節D7走2_枠,艇5_節D7走2_ST,艇5_節D7走2_着順,艇6_登録番号,艇6_選手名,艇6_期別,艇6_支部,艇6_出身地,艇6_年齢,艇6_級別,艇6_F本数,艇6_L本数,艇6_全国平均ST,艇6_全国勝率,艇6_全国2連対率,艇6_全国3連対率,艇6_当地勝率,艇6_当地2連対率,艇6_当地3連対率,艇6_モーターフラグ,艇6_モーター番号,艇6_モーター2連対率,艇6_モーター3連対率,艇6_ボートフラグ,艇6_ボート番号,艇6_ボート2連対率,艇6_ボート3連対率,艇6_早見,艇6_節D1走1_R番号,艇6_節D1走1_進入,艇6_節D1走1_枠,艇6_節D1走1_ST,艇6_節D1走1_着順,艇6_節D1走2_R番号,艇6_節D1走2_進入,艇6_節D1走2_枠,艇6_節D1走2_ST,艇6_節D1走2_着順,艇6_節D2走1_R番号,艇6_節D2走1_進入,艇6_節D2走1_枠,艇6_節D2走1_ST,艇6_節D2走1_着順,艇6_節D2走2_R番号,艇6_節D2走2_進入,艇6_節D2走2_枠,艇6_節D2走2_ST,艇6_節D2走2_着順,艇6_節D3走1_R番号,艇6_節D3走1_進入,艇6_節D3走1_枠,艇6_節D3走1_ST,艇6_節D3走1_着順,艇6_節D3走2_R番号,艇6_節D3走2_進入,艇6_節D3走2_枠,艇6_節D3走2_ST,艇6_節D3走2_着順,艇6_節D4走1_R番号,艇6_節D4走1_進入,艇6_節D4走1_枠,艇6_節D4走1_ST,艇6_節D4走1_着順,艇6_節D4走2_R番号,艇6_節D4走2_進入,艇6_節D4走2_枠,艇6_節D4走2_ST,艇6_節D4走2_着順,艇6_節D5走1_R番号,艇6_節D5走1_進入,艇6_節D5走1_枠,艇6_節D5走1_ST,艇6_節D5走1_着順,艇6_節D5走2_R番号,艇6_節D5走2_進入,艇6_節D5走2_枠,艇6_節D5走2_ST,艇6_節D5走2_着順,艇6_節D6走1_R番号,艇6_節D6走1_進入,艇6_節D6走1_枠,艇6_節D6走1_ST,艇6_節D6走1_着順,艇6_節D6走2_R番号,艇6_節D6走2_進入,艇6_節D6走2_枠,艇6_節D6走2_ST,艇6_節D6走2_着順,艇6_節D7走1_R番号,艇6_節D7走1_進入,艇6_節D7走1_枠,艇6_節D7走1_ST,艇6_節D7走1_着順,艇6_節D7走2_R番号,艇6_節D7走2_進入,艇6_節D7走2_枠,艇6_節D7走2_ST,艇6_節D7走2_着順
202602180101,2026-02-18,01,01R,5130,上野 拓馬,126期,三重,三重,28,B1,,,0.16,4.11,16.6,38.1,5.25,37.5,37.5,0,36,21.8,37.5,0,73,34.0,52.0,,4,6,5,0.13,5,,,,,,1,2,2,0.21,2,11,3,3,0.13,6,3,3,3,0.19,5,7,4,4,0.2,1,2,6,6,0.15,5,,,,,,1,1,1,0.14,1,8,3,3,0.22,4,,,,,,,,,,,,,,,,,,,,,4204,柴田 大輔,91期,福岡,福岡,43,B1,,,0.2,5.34,37.3,55.4,2.0,0.0,25.0,0,63,23.6,36.8,0,71,37.5,50.0,,1,5,5,0.29,4,9,3,3,0.25,5,2,4,6,0.17,5,,,,,,2,1,1,0.21,3,12,2,2,0.14,1,,,,,,7,4,4,0.26,4,1,2,2,0.23,4,6,4,5,0.22,4,,,,,,,,,,,,,,,,,,,,,3497,後藤 浩,67期,埼玉,埼玉,57,B1,,,0.17,5.2,32.5,50.0,5.75,45.0,55.0,0,24,20.9,53.4,0,48,31.9,40.4,,5,4,4,0.17,3,9,2,2,0.22,6,4,1,1,0.06,2,,,,,,2,6,6,0.15,6,7,5,5,0.17,2,4,3,3,0.19,5,,,,,,1,3,3,0.21,2,9,2,2,0.35,3,,,,,,,,,,,,,,,,,,,,,5318,河内 一馬,133期,愛知,愛知,24,B1,,,0.18,2.85,9.7,18.2,1.56,0.0,11.1,0,54,16.6,43.3,0,13,20.4,42.8,,5,3,3,0.16,4,,,,,,1,4,4,0.21,6,7,6,5,0.1,6,,,,,,7,3,2,0.34,5,1,5,6,0.24,1,8,6,4,0.14,6,1,4,4,0.19,6,5,1,1,0.14,5,,,,,,,,,,,,,,,,,,,,,4329,小松 卓司,96期,福岡,福岡,42,B1,,,0.16,4.17,22.0,36.0,5.5,37.5,62.5,0,26,39.3,57.5,0,58,34.0,50.0,,,,,,,8,6,6,0.23,4,6,5,5,0.1,3,12,2,2,0.2,6,3,1,1,0.18,2,11,3,3,0.18,4,,,,,,8,2,2,0.3,4,1,5,5,0.12,3,6,5,4,0.18,3,,,,,,,,,,,,,,,,,,,,,5430,鳥本 智史,137期,三重,三重,21,B2,,,0.0,1.74,3.2,6.4,0.0,0.0,0.0,0,35,41.4,56.1,0,53,27.9,41.8,,1,6,6,0.24,5,,,,,,5,6,5,0.09,6,,,,,,3,6,5,0.09,転,8,6,6,0.18,6,6,6,6,0.21,6,,,,,,1,6,6,0.11,5,7,6,5,0.05,6,,,,,,,,,,,,,,,,,,,,
202602180102,2026-02-18,01,02R,5128,坪井 爽佑,126期,三重,三重,29,B1,,,0.18,4.54,28.8,44.0,2.92,16.0,16.0,0,75,33.3,33.3,0,69,24.0,40.0,,6,2,2,0.25,6,11,5,5,0.27,落,,,,,,8,4,4,0.24,3,1,3,3,0.11,1,,,,,,4,6,6,0.14,6,12,4,4,0.14,1,2,1,1,0.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,4491,田中 堅,102期,群馬,群馬,39,B1,,,0.19,4.47,20.2,39.1,5.01,33.6,44.2,0,47,33.3,50.0,0,40,40.0,62.0,,2,2,2,0.25,5,6,4,4,0.2,4,2,1,1,0.26,4,,,,,,4,5,5,0.23,4,,,,,,6,3,3,0.2,3,12,2,2,0.18,4,2,2,2,0.13,4,8,6,6,0.27,6,,,,,,,,,,,,,,,,,,,,,3811,石田 章央,77期,静岡,静岡,50,A2,,,0.15,5.75,44.7,54.2,5.75,31.2,68.7,0,51,29.7,37.8,0,18,11.1,20.3,,2,5,5,0.14,2,10,3,3,0.12,4,3,6,6,0.17,5,11,2,2,0.16,2,,,,,,8,1,1,0.27,4,1,4,4,0.21,2,7,1,1,0.27,1,2,3,3,0.12,1,8,5,5,0.23,2,,,,,,,,,,,,,,,,,,,,,5266,石田 勇斗,131期,愛知,愛知,25,B1,,,0.17,4.46,26.5,37.9,2.83,16.6,22.2,0,55,34.3,50.0,0,33,30.9,56.3,,,,,,,9,4,4,0.2,2,6,2,2,0.16,2,11,6,5,0.11,4,5,5,4,0.02,4,10,3,3,0.08,転,5,6,6,0.24,5,,,,,,2,6,4,0.2,6,9,1,1,0.26,1,,,,,,,,,,,,,,,,,,,,,3156,金子 良昭,54期,静岡,静岡,61,B1,,,0.16,4.03,21.8,28.1,4.41,24.1,41.3,0,57,30.7,38.4,0,56,36.9,54.3,,,,,,,7,4,4,0.22,5,3,1,1,0.17,3,7,2,2,0.2,4,5,2,5,0.12,6,,,,,,2,2,2,0.16,3,8,3,6,0.2,2,2,4,5,0.09,3,6,3,3,0.2,5,,,,,,,,,,,,,,,,,,,,,4106,坂井 康嗣,88期,佐賀,佐賀,46,B1,,,0.19,3.35,12.5,27.7,3.58,16.6,33.3,0,18,20.5,41.1,0,11,26.4,54.7,,5,1,1,0.18,6,,,,,,3,2,2,0.25,6,8,6,6,0.16,5,6,5,5,0.25,6,,,,,,1,3,3,0.27,5,,,,,,2,5,6,0.25,5,,,,,,,,,,,,,,,,,,,,,,,,,
202602180103,2026-02-18,01,03R,5124,上瀧 絢也,126期,佐賀,佐賀,29,B2,,,0.18,4.24,17.4,38.1,3.93,28.5,28.5,0,21,24.1,37.9,0,27,34.5,50.9,,3,2,2,0.19,5,,,,,,2,6,5,0.13,3,7,5,4,0.11,5,,,,,,8,2,2,0.28,5,3,5,5,0.12,3,12,6,6,0.15,5,3,1,1,0.22,2,,,,,,,,,,,,,,,,,,,,,,,,,,5125,高井 雄基,126期,愛知,愛知,29,A2,,,0.17,5.68,38.0,53.2,7.1,50.0,80.0,0,15,54.0,62.1,0,14,35.1,50.0,,1,4,4,0.23,1,11,6,6,0.26,5,4,3,3,0.07,4,9,1,1,0.15,2,1,4,4,0.24,5,11,5,5,0.13,1,,,,,,8,5,5,0.13,1,3,2,2,0.23,1,8,1,1,0.24,3,,,,,,,,,,,,,,,,,,,,,3807,岡部 哲,77期,埼玉,埼玉,51,B1,,,0.18,3.77,20.2,29.7,3.78,11.1,29.6,0,66,20.0,30.0,0,32,26.8,43.9,,1,1,1,0.21,3,6,5,5,0.15,5,,,,,,10,6,6,0.11,1,1,2,2,0.15,3,,,,,,5,2,2,0.19,4,10,5,5,0.14,5,3,3,3,0.2,3,10,4,4,0.25,5,,,,,,,,,,,,,,,,,,,,,4332,村上 彰一,96期,福岡,福岡,42,B1,,,0.19,4.0,12.9,40.3,4.22,11.1,44.4,0,49,22.2,27.7,0,34,30.1,50.9,,2,6,6,0.23,4,,,,,,3,4,4,0.21,2,9,3,3,0.19,6,1,1,1,0.08,2,6,4,4,0.28,2,4,1,1,0.19,2,10,6,6,0.13,4,3,4,4,0.17,4,11,3,3,0.27,6,,,,,,,,,,,,,,,,,,,,,3891,谷口 健一,80期,福井,福井,50,B1,,,0.18,3.08,8.2,21.1,3.59,11.1,22.2,0,19,25.8,38.7,0,57,41.8,60.0,,2,4,4,0.18,6,,,,,,1,6,6,0.14,5,8,2,2,0.25,4,4,1,1,0.25,1,,,,,,7,5,5,0.29,5,12,3,3,0.18,6,3,5,5,0.21,5,7,2,2,0.13,3,,,,,,,,,,,,,,,,,,,,,4314,青木 幸太郎,95期,福岡,福岡,41,A2,,,0.14,6.16,47.2,62.9,0.0,0.0,0.0,0,39,28.1,40.6,0,21,24.4,48.9,,5,6,6,0.26,5,11,4,4,0.22,3,5,2,2,0.22,5,10,5,5,0.14,4,7,1,1,0.29,6,12,4,4,0.13,6,,,,,,8,1,1,0.23,3,3,6,6,0.25,6,9,3,3,0.33,5,,,,,,,,,,,,,,,,,,,,
202602180104,2026-02-18,01,04R,3853,岩崎 正哉,79期,福岡,福岡,53,B1,,,0.19,5.16,30.9,45.4,5.4,35.0,55.0,0,43,13.1,36.8,0,25,22.0,36.0,,6,3,3,0.19,2,10,2,2,0.13,3,,,,,,7,4,6,0.18,2,5,4,3,0.06,2,9,1,1,0.19,1,6,2,2,0.2,2,11,4,5,0.24,6,4,1,1,0.15,1,11,5,6,0.28,5,,,,,,,,,,,,,,,,,,,,,5023,久永 祥平,122期,東京,神奈川,30,B1,,,0.15,5.96,42.5,64.8,2.67,0.0,33.3,0,29,36.1,50.0,0,65,29.6,37.0,,3,6,5,0.26,4,7,2,2,0.24,4,,,,,,12,4,4,0.18,3,6,3,3,0.35,3,,,,,,6,4,4,0.22,4,12,1,1,0.17,3,4,2,2,0.16,6,9,6,6,0.37,6,,,,,,,,,,,,,,,,,,,,,4711,前出 達吉,110期,福井,石川,35,B1,,,0.16,5.51,40.8,53.7,0.0,0.0,0.0,0,44,44.0,56.0,0,51,33.3,50.0,,3,5,6,0.2,6,11,3,3,0.19,4,5,1,1,0.25,2,,,,,,8,4,4,0.19,2,12,5,5,0.1,5,,,,,,7,2,2,0.19,3,4,3,3,0.18,3,8,4,4,0.14,1,,,,,,,,,,,,,,,,,,,,,3557,太田 和美,69期,大阪,奈良,53,A1,,,0.15,6.71,48.6,63.1,6.15,40.7,48.1,0,23,17.8,28.5,0,31,40.0,64.0,,8,5,5,0.2,2,12,1,1,0.23,1,7,3,3,0.18,3,11,5,6,0.2,5,4,2,2,0.25,6,12,1,1,0.18,2,5,1,1,0.16,2,9,6,6,0.14,4,4,4,4,0.22,2,10,3,3,0.27,3,,,,,,,,,,,,,,,,,,,,,4169,多田 有佑,90期,東京,山形,43,B1,,,0.21,3.69,17.9,25.6,3.67,11.1,33.3,0,68,16.1,35.4,0,72,28.2,39.1,,4,1,1,0.25,3,,,,,,2,2,2,0.27,2,10,4,4,0.27,6,2,5,5,0.17,4,6,6,6,0.29,4,,,,,,8,4,3,0.25,5,4,5,5,0.27,4,8,2,2,0.28,5,,,,,,,,,,,,,,,,,,,,,4025,山本 隆幸,85期,兵庫,兵庫,48,A1,,,0.17,6.7,52.6,69.1,6.95,53.8,69.2,0,72,37.8,59.4,0,39,23.5,37.2,,6,1,1,0.21,1,12,2,2,0.22,2,5,4,6,0.2,1,12,5,5,0.22,5,7,2,3,0.33,3,11,1,1,0.23,2,4,4,4,0.18,3,11,5,3,0.25,3,4,6,6,0.28,5,10,1,1,0.25,1,,,,,,,,,,,,,,,,,,,,
202602180105,2026-02-18,01,05R,5318,河内 一馬,133期,愛知,愛知,24,B1,,,0.18,2.85,9.7,18.2,1.56,0.0,11.1,0,54,16.6,43.3,0,13,20.4,42.8,,5,3,3,0.16,4,,,,,,1,4,4,0.21,6,7,6,5,0.1,6,,,,,,7,3,2,0.34,5,1,5,6,0.24,1,8,6,4,0.14,6,1,4,4,0.19,6,5,1,1,0.14,5,,,,,,,,,,,,,,,,,,,,,4260,中越 博紀,93期,香川,愛媛,41,A2,,,0.16,5.8,43.4,54.5,0.0,0.0,0.0,0,58,25.7,42.8,0,20,32.1,50.0,,7,1,1,0.22,1,11,2,2,0.21,2,,,,,,9,6,5,0.18,4,4,6,6,0.22,3,9,3,3,0.21,4,6,1,1,0.23,1,10,4,4,0.18,6,5,2,2,0.19,6,10,6,6,0.25,6,,,,,,,,,,,,,,,,,,,,,4066,東本 勝利,86期,三重,三重,46,A1,,,0.15,5.61,31.9,57.4,5.97,29.7,62.1,0,48,17.6,47.0,0,74,30.7,50.0,,7,3,3,0.21,2,12,5,5,0.23,3,6,1,1,0.13,1,10,2,2,0.17,2,5,6,6,0.16,3,11,4,4,0.19,5,4,5,5,0.18,4,10,2,2,0.26,3,5,3,3,0.16,1,11,1,1,0.23,1,,,,,,,,,,,,,,,,,,,,,5038,金田 智博,122期,福井,石川,27,A2,,,0.17,6.48,49.2,64.6,5.13,12.5,37.5,0,65,29.2,39.0,0,47,33.3,44.4,,4,3,3,0.13,6,9,6,6,0.21,4,2,5,4,0.12,1,8,1,1,0.2,2,,,,,,10,4,4,0.09,3,4,2,2,0.17,1,9,5,5,0.06,3,5,4,4,0.14,2,10,2,2,0.22,2,,,,,,,,,,,,,,,,,,,,,4735,角山 雄哉,111期,兵庫,兵庫,35,B1,,,0.15,5.09,37.2,45.3,6.33,66.6,66.6,0,67,29.6,59.2,0,63,26.5,42.8,,4,2,2,0.1,4,10,5,5,0.1,転,6,4,4,0.06,6,,,,,,6,2,2,0.12,5,11,6,6,0.17,6,1,1,1,0.25,4,,,,,,5,5,5,0.21,4,,,,,,,,,,,,,,,,,,,,,,,,,,5133,堀越 雄貴,126期,東京,神奈川,26,B1,,,0.16,4.58,25.7,40.9,4.4,20.0,40.0,0,69,32.4,56.7,0,41,32.7,50.9,,1,3,3,0.3,2,8,2,2,0.34,3,3,5,5,0.19,4,,,,,,4,4,4,0.26,5,8,3,3,0.28,3,2,1,1,0.2,1,,,,,,5,6,6,0.24,3,9,4,4,0.37,2,,,,,,,,,,,,,,,,,,,,
