レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607290401,2026-07-29,04,平和島,1R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,11:54,
202607290402,2026-07-29,04,平和島,2R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,12:23,
202607290403,2026-07-29,04,平和島,3R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,12:53,
202607290404,2026-07-29,04,平和島,4R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,13:23,
202607290405,2026-07-29,04,平和島,5R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,13:54,
202607290406,2026-07-29,04,平和島,6R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,14:25,
202607290407,2026-07-29,04,平和島,7R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,14:57,
202607290408,2026-07-29,04,平和島,8R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般,15:30,
202607290409,2026-07-29,04,平和島,9R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,一般特賞,16:05,
202607290410,2026-07-29,04,平和島,10R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,準優勝戦,16:42,
202607290411,2026-07-29,04,平和島,11R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,準優勝戦,17:11,
202607290412,2026-07-29,04,平和島,12R,マクール杯　ヴィーナスシリーズ第９戦,５日目,IP,S,準優勝戦,17:45,
202607290901,2026-07-29,09,津,1R,熱いぜ！夏男大集合,３日目,IP,D,ツッキーレース,10:38,中止
202607290902,2026-07-29,09,津,2R,熱いぜ！夏男大集合,３日目,IP,D,予選,11:05,中止
202607290903,2026-07-29,09,津,3R,熱いぜ！夏男大集合,３日目,IP,D,予選,11:34,中止
202607290904,2026-07-29,09,津,4R,熱いぜ！夏男大集合,３日目,IP,D,予選,12:05,中止
202607290905,2026-07-29,09,津,5R,熱いぜ！夏男大集合,３日目,IP,D,５ールドレース,12:35,中止
202607290906,2026-07-29,09,津,6R,熱いぜ！夏男大集合,３日目,IP,D,予選,13:06,中止
202607290907,2026-07-29,09,津,7R,熱いぜ！夏男大集合,３日目,IP,D,予選,13:37,中止
202607290908,2026-07-29,09,津,8R,熱いぜ！夏男大集合,３日目,IP,D,予選,14:08,中止
202607290909,2026-07-29,09,津,9R,熱いぜ！夏男大集合,３日目,IP,D,予選特賞,14:40,中止
202607290910,2026-07-29,09,津,10R,熱いぜ！夏男大集合,３日目,IP,D,予選特賞,15:14,中止
