レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607010201,2026-07-01,02,戸田,1R,マクール杯,最終日,IP,D,一般戦,10:47,
202607010202,2026-07-01,02,戸田,2R,マクール杯,最終日,IP,D,一般戦,11:16,
202607010203,2026-07-01,02,戸田,3R,マクール杯,最終日,IP,D,一般戦,11:45,
202607010204,2026-07-01,02,戸田,4R,マクール杯,最終日,IP,D,一般戦,12:14,
202607010205,2026-07-01,02,戸田,5R,マクール杯,最終日,IP,D,ウインウイン５,12:44,
202607010206,2026-07-01,02,戸田,6R,マクール杯,最終日,IP,D,一般戦,13:14,
202607010207,2026-07-01,02,戸田,7R,マクール杯,最終日,IP,D,ウインウイン７,13:45,
202607010208,2026-07-01,02,戸田,8R,マクール杯,最終日,IP,D,一般戦,14:16,
202607010209,2026-07-01,02,戸田,9R,マクール杯,最終日,IP,D,戸田特選,14:48,
202607010210,2026-07-01,02,戸田,10R,マクール杯,最終日,IP,D,選抜戦,15:21,
202607010211,2026-07-01,02,戸田,11R,マクール杯,最終日,IP,D,選抜戦,15:55,
202607010212,2026-07-01,02,戸田,12R,マクール杯,最終日,IP,D,優勝戦,16:30,
202607010501,2026-07-01,05,多摩川,1R,第６２回日刊スポーツ賞,４日目,IP,S,一般,11:33,
202607010502,2026-07-01,05,多摩川,2R,第６２回日刊スポーツ賞,４日目,IP,S,一般,12:02,
202607010503,2026-07-01,05,多摩川,3R,第６２回日刊スポーツ賞,４日目,IP,S,一般,12:30,
202607010504,2026-07-01,05,多摩川,4R,第６２回日刊スポーツ賞,４日目,IP,S,一般,13:03,
202607010505,2026-07-01,05,多摩川,5R,第６２回日刊スポーツ賞,４日目,IP,S,一般,13:33,
202607010506,2026-07-01,05,多摩川,6R,第６２回日刊スポーツ賞,４日目,IP,S,一般,14:04,
202607010507,2026-07-01,05,多摩川,7R,第６２回日刊スポーツ賞,４日目,IP,S,一般,14:36,
202607010508,2026-07-01,05,多摩川,8R,第６２回日刊スポーツ賞,４日目,IP,S,一般,15:09,
202607010509,2026-07-01,05,多摩川,9R,第６２回日刊スポーツ賞,４日目,IP,S,一般,15:41,
202607010510,2026-07-01,05,多摩川,10R,第６２回日刊スポーツ賞,４日目,IP,S,準優勝戦,16:16,
202607010511,2026-07-01,05,多摩川,11R,第６２回日刊スポーツ賞,４日目,IP,S,準優勝戦,16:46,
202607010512,2026-07-01,05,多摩川,12R,第６２回日刊スポーツ賞,４日目,IP,S,準優勝戦,17:20,
202607010601,2026-07-01,06,浜名湖,1R,本命戦浜名湖巧者　ＢＯＡＴＢｏｙカップ,２日目,IP,S,予選,11:36,
202607010602,2026-07-01,06,浜名湖,2R,本命戦浜名湖巧者　ＢＯＡＴＢｏｙカップ,２日目,IP,S,予選,12:08,
202607010603,2026-07-01,06,浜名湖,3R,本命戦浜名湖巧者　ＢＯＡＴＢｏｙカップ,２日目,IP,S,予選,12:39,
202607010604,2026-07-01,06,浜名湖,4R,本命戦浜名湖巧者　ＢＯＡＴＢｏｙカップ,２日目,IP,S,予選,13:10,
202607010605,2026-07-01,06,浜名湖,5R,本命戦浜名湖巧者　ＢＯＡＴＢｏｙカップ,２日目,IP,S,予選,13:36,
202607010606,2026-07-01,06,浜名湖,6R,本命戦浜名湖巧者　ＢＯＡＴＢｏｙカップ,２日目,IP,S,予選,14:02,
