レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607020401,2026-07-02,04,平和島,1R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選,11:55,
202607020402,2026-07-02,04,平和島,2R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,東京ベイランチ,12:24,
202607020403,2026-07-02,04,平和島,3R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選,12:54,
202607020404,2026-07-02,04,平和島,4R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選,13:25,
202607020405,2026-07-02,04,平和島,5R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選,13:55,
202607020406,2026-07-02,04,平和島,6R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選,14:28,
202607020407,2026-07-02,04,平和島,7R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選,15:00,
202607020408,2026-07-02,04,平和島,8R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,ベイブレイク,15:32,
202607020409,2026-07-02,04,平和島,9R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選特賞,16:05,
202607020410,2026-07-02,04,平和島,10R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選特賞,16:37,
202607020411,2026-07-02,04,平和島,11R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,予選特選,17:08,
202607020412,2026-07-02,04,平和島,12R,第２回アサヒビールカップ～平和島マスターズ～,初　日,IP,S,平和島選抜,17:42,
202607020501,2026-07-02,05,多摩川,1R,第６２回日刊スポーツ賞,最終日,IP,S,一般,11:33,
202607020502,2026-07-02,05,多摩川,2R,第６２回日刊スポーツ賞,最終日,IP,S,一般,12:02,
202607020503,2026-07-02,05,多摩川,3R,第６２回日刊スポーツ賞,最終日,IP,S,一般,12:30,
202607020504,2026-07-02,05,多摩川,4R,第６２回日刊スポーツ賞,最終日,IP,S,一般,13:03,
