レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607080101,2026-07-08,01,桐生,1R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,一般,15:23,
202607080102,2026-07-08,01,桐生,2R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,一般,15:58,
202607080103,2026-07-08,01,桐生,3R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,一般,16:36,
202607080104,2026-07-08,01,桐生,4R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,一般,17:13,
202607080105,2026-07-08,01,桐生,5R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,一般,17:37,
202607080106,2026-07-08,01,桐生,6R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,ドラドキ目玉,18:04,
202607080107,2026-07-08,01,桐生,7R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,ドラドキ３,18:28,
202607080108,2026-07-08,01,桐生,8R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,ドラドキ５,18:54,
202607080109,2026-07-08,01,桐生,9R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,準優勝戦,19:23,
202607080110,2026-07-08,01,桐生,10R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,準優勝戦,19:50,
202607080111,2026-07-08,01,桐生,11R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,準優勝戦,20:16,
202607080112,2026-07-08,01,桐生,12R,にっぽん未来プロジェクト競走ｉｎ桐生,５日目,IP,N,一般特賞,20:45,
202607080201,2026-07-08,02,戸田,1R,第８回全国ボートレース甲子園,２日目,G2,D,予選,10:31,
202607080202,2026-07-08,02,戸田,2R,第８回全国ボートレース甲子園,２日目,G2,D,予選,10:59,
202607080203,2026-07-08,02,戸田,3R,第８回全国ボートレース甲子園,２日目,G2,D,予選,11:28,
202607080204,2026-07-08,02,戸田,4R,第８回全国ボートレース甲子園,２日目,G2,D,予選,11:57,
202607080205,2026-07-08,02,戸田,5R,第８回全国ボートレース甲子園,２日目,G2,D,予選,12:29,
202607080206,2026-07-08,02,戸田,6R,第８回全国ボートレース甲子園,２日目,G2,D,予選,13:01,
202607080207,2026-07-08,02,戸田,7R,第８回全国ボートレース甲子園,２日目,G2,D,予選,13:33,
202607080208,2026-07-08,02,戸田,8R,第８回全国ボートレース甲子園,２日目,G2,D,予選,14:05,
202607080209,2026-07-08,02,戸田,9R,第８回全国ボートレース甲子園,２日目,G2,D,予選,14:39,
202607080210,2026-07-08,02,戸田,10R,第８回全国ボートレース甲子園,２日目,G2,D,予選,15:14,
202607080211,2026-07-08,02,戸田,11R,第８回全国ボートレース甲子園,２日目,G2,D,予選,15:51,
202607080212,2026-07-08,02,戸田,12R,第８回全国ボートレース甲子園,２日目,G2,D,予選,16:30,
202607080501,2026-07-08,05,多摩川,1R,第５９回報知新聞社賞,４日目,IP,S,一般,11:33,
202607080502,2026-07-08,05,多摩川,2R,第５９回報知新聞社賞,４日目,IP,S,一般,12:04,
202607080503,2026-07-08,05,多摩川,3R,第５９回報知新聞社賞,４日目,IP,S,一般,12:32,
202607080504,2026-07-08,05,多摩川,4R,第５９回報知新聞社賞,４日目,IP,S,一般,13:03,
202607080505,2026-07-08,05,多摩川,5R,第５９回報知新聞社賞,４日目,IP,S,一般,13:36,
202607080506,2026-07-08,05,多摩川,6R,第５９回報知新聞社賞,４日目,IP,S,一般,14:09,
202607080507,2026-07-08,05,多摩川,7R,第５９回報知新聞社賞,４日目,IP,S,一般,14:35,
