レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607160101,2026-07-16,01,桐生,1R,第４８回デイリースポーツ杯,３日目,IP,N,予選,15:23,
202607160102,2026-07-16,01,桐生,2R,第４８回デイリースポーツ杯,３日目,IP,N,予選,15:50,
202607160103,2026-07-16,01,桐生,3R,第４８回デイリースポーツ杯,３日目,IP,N,予選,16:18,
202607160104,2026-07-16,01,桐生,4R,第４８回デイリースポーツ杯,３日目,IP,N,予選,16:42,
202607160105,2026-07-16,01,桐生,5R,第４８回デイリースポーツ杯,３日目,IP,N,予選,17:09,
202607160106,2026-07-16,01,桐生,6R,第４８回デイリースポーツ杯,３日目,IP,N,ドラドキ目玉,17:37,
202607160107,2026-07-16,01,桐生,7R,第４８回デイリースポーツ杯,３日目,IP,N,ドラドキ３,18:05,
202607160108,2026-07-16,01,桐生,8R,第４８回デイリースポーツ杯,３日目,IP,N,ドラドキ５,18:37,
202607160109,2026-07-16,01,桐生,9R,第４８回デイリースポーツ杯,３日目,IP,N,予選特賞,19:06,
202607160110,2026-07-16,01,桐生,10R,第４８回デイリースポーツ杯,３日目,IP,N,予選特賞,19:39,
202607160111,2026-07-16,01,桐生,11R,第４８回デイリースポーツ杯,３日目,IP,N,予選特選,20:09,
202607160112,2026-07-16,01,桐生,12R,第４８回デイリースポーツ杯,３日目,IP,N,桐生特選,20:38,
202607160301,2026-07-16,03,江戸川,1R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,11:14,
202607160302,2026-07-16,03,江戸川,2R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,11:41,
202607160303,2026-07-16,03,江戸川,3R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,12:08,
202607160304,2026-07-16,03,江戸川,4R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,12:35,
202607160305,2026-07-16,03,江戸川,5R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,13:02,
202607160306,2026-07-16,03,江戸川,6R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,13:29,
202607160307,2026-07-16,03,江戸川,7R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,13:56,
202607160308,2026-07-16,03,江戸川,8R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般,14:24,
202607160309,2026-07-16,03,江戸川,9R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,一般特選,14:52,
202607160310,2026-07-16,03,江戸川,10R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,選抜戦,15:22,
202607160311,2026-07-16,03,江戸川,11R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,選抜戦,15:53,
202607160312,2026-07-16,03,江戸川,12R,第２６回関東日刊紙ボートレース記者クラブ杯,最終日,IP,D,優勝戦,16:25,
