レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607270101,2026-07-27,01,桐生,1R,第２３回スカッとさわやか杯,最終日,IP,N,一般,15:27,
202607270102,2026-07-27,01,桐生,2R,第２３回スカッとさわやか杯,最終日,IP,N,一般,15:58,
202607270103,2026-07-27,01,桐生,3R,第２３回スカッとさわやか杯,最終日,IP,N,一般,16:27,
202607270104,2026-07-27,01,桐生,4R,第２３回スカッとさわやか杯,最終日,IP,N,一般,17:00,
202607270105,2026-07-27,01,桐生,5R,第２３回スカッとさわやか杯,最終日,IP,N,一般,17:24,
202607270106,2026-07-27,01,桐生,6R,第２３回スカッとさわやか杯,最終日,IP,N,ドラドキ目玉,17:49,
202607270107,2026-07-27,01,桐生,7R,第２３回スカッとさわやか杯,最終日,IP,N,ドラドキ３,18:14,
202607270108,2026-07-27,01,桐生,8R,第２３回スカッとさわやか杯,最終日,IP,N,ドラドキ５,18:39,
202607270109,2026-07-27,01,桐生,9R,第２３回スカッとさわやか杯,最終日,IP,N,ＤＫ特選,19:05,
202607270110,2026-07-27,01,桐生,10R,第２３回スカッとさわやか杯,最終日,IP,N,選抜戦,19:31,
202607270111,2026-07-27,01,桐生,11R,第２３回スカッとさわやか杯,最終日,IP,N,選抜戦,19:59,
202607270112,2026-07-27,01,桐生,12R,第２３回スカッとさわやか杯,最終日,IP,N,優勝戦,20:30,
202607270201,2026-07-27,02,戸田,1R,第１０回週刊大衆杯,最終日,IP,D,一般戦,10:47,
202607270202,2026-07-27,02,戸田,2R,第１０回週刊大衆杯,最終日,IP,D,一般戦,11:16,
202607270203,2026-07-27,02,戸田,3R,第１０回週刊大衆杯,最終日,IP,D,一般戦,11:45,
202607270204,2026-07-27,02,戸田,4R,第１０回週刊大衆杯,最終日,IP,D,一般戦,12:14,
202607270205,2026-07-27,02,戸田,5R,第１０回週刊大衆杯,最終日,IP,D,ウインウイン５,12:44,
202607270206,2026-07-27,02,戸田,6R,第１０回週刊大衆杯,最終日,IP,D,一般戦,13:14,
202607270207,2026-07-27,02,戸田,7R,第１０回週刊大衆杯,最終日,IP,D,ウインウイン７,13:45,
202607270208,2026-07-27,02,戸田,8R,第１０回週刊大衆杯,最終日,IP,D,一般戦,14:16,
202607270209,2026-07-27,02,戸田,9R,第１０回週刊大衆杯,最終日,IP,D,戸田特選,14:48,
202607270210,2026-07-27,02,戸田,10R,第１０回週刊大衆杯,最終日,IP,D,選抜戦,15:21,
202607270211,2026-07-27,02,戸田,11R,第１０回週刊大衆杯,最終日,IP,D,選抜戦,15:55,
202607270212,2026-07-27,02,戸田,12R,第１０回週刊大衆杯,最終日,IP,D,優勝戦,16:30,
202607270301,2026-07-27,03,江戸川,1R,第３５回アサヒビールカップ,５日目,G3,D,一般,11:14,
202607270302,2026-07-27,03,江戸川,2R,第３５回アサヒビールカップ,５日目,G3,D,一般,11:41,
202607270303,2026-07-27,03,江戸川,3R,第３５回アサヒビールカップ,５日目,G3,D,一般,12:08,
202607270304,2026-07-27,03,江戸川,4R,第３５回アサヒビールカップ,５日目,G3,D,一般,12:35,
202607270305,2026-07-27,03,江戸川,5R,第３５回アサヒビールカップ,５日目,G3,D,一般,13:02,
202607270306,2026-07-27,03,江戸川,6R,第３５回アサヒビールカップ,５日目,G3,D,一般,13:29,
202607270307,2026-07-27,03,江戸川,7R,第３５回アサヒビールカップ,５日目,G3,D,一般,13:56,
202607270308,2026-07-27,03,江戸川,8R,第３５回アサヒビールカップ,５日目,G3,D,一般,14:24,
202607270309,2026-07-27,03,江戸川,9R,第３５回アサヒビールカップ,５日目,G3,D,一般,14:52,
202607270310,2026-07-27,03,江戸川,10R,第３５回アサヒビールカップ,５日目,G3,D,一般特賞,15:22,
202607270311,2026-07-27,03,江戸川,11R,第３５回アサヒビールカップ,５日目,G3,D,準優勝戦,15:53,
202607270312,2026-07-27,03,江戸川,12R,第３５回アサヒビールカップ,５日目,G3,D,準優勝戦,16:25,
202607270401,2026-07-27,04,平和島,1R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選,11:54,
202607270402,2026-07-27,04,平和島,2R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,東京ベイランチ,12:23,
202607270403,2026-07-27,04,平和島,3R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選,12:53,
202607270404,2026-07-27,04,平和島,4R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選,13:23,
202607270405,2026-07-27,04,平和島,5R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選,13:54,
202607270406,2026-07-27,04,平和島,6R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選,14:25,
202607270407,2026-07-27,04,平和島,7R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選,14:57,
202607270408,2026-07-27,04,平和島,8R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,ベイブレイク,15:30,
202607270409,2026-07-27,04,平和島,9R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選特賞,16:04,
202607270410,2026-07-27,04,平和島,10R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選特賞,16:39,
202607270411,2026-07-27,04,平和島,11R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,予選特選,17:08,
202607270412,2026-07-27,04,平和島,12R,マクール杯　ヴィーナスシリーズ第９戦,３日目,IP,S,記者選抜,17:42,
202607270601,2026-07-27,06,浜名湖,1R,日本モーターボート選手会代表杯,最終日,IP,S,一般,11:33,
202607270602,2026-07-27,06,浜名湖,2R,日本モーターボート選手会代表杯,最終日,IP,S,一般,12:03,
202607270603,2026-07-27,06,浜名湖,3R,日本モーターボート選手会代表杯,最終日,IP,S,一般,12:30,
202607270604,2026-07-27,06,浜名湖,4R,日本モーターボート選手会代表杯,最終日,IP,S,ランチタイム戦,12:58,
202607270605,2026-07-27,06,浜名湖,5R,日本モーターボート選手会代表杯,最終日,IP,S,一般,13:32,
202607270606,2026-07-27,06,浜名湖,6R,日本モーターボート選手会代表杯,最終日,IP,S,一般,14:05,
202607270607,2026-07-27,06,浜名湖,7R,日本モーターボート選手会代表杯,最終日,IP,S,一般,14:32,
202607270608,2026-07-27,06,浜名湖,8R,日本モーターボート選手会代表杯,最終日,IP,S,ブレイクタイム,15:03,
202607270609,2026-07-27,06,浜名湖,9R,日本モーターボート選手会代表杯,最終日,IP,S,一般特選,15:35,
202607270610,2026-07-27,06,浜名湖,10R,日本モーターボート選手会代表杯,最終日,IP,S,選抜戦,16:10,
202607270611,2026-07-27,06,浜名湖,11R,日本モーターボート選手会代表杯,最終日,IP,S,選抜戦,16:37,
202607270612,2026-07-27,06,浜名湖,12R,日本モーターボート選手会代表杯,最終日,IP,S,優勝戦,17:04,
202607270901,2026-07-27,09,津,1R,熱いぜ！夏男大集合,初　日,IP,D,ツッキーレース,10:40,
202607270902,2026-07-27,09,津,2R,熱いぜ！夏男大集合,初　日,IP,D,予選,11:09,
202607270903,2026-07-27,09,津,3R,熱いぜ！夏男大集合,初　日,IP,D,予選,11:38,
202607270904,2026-07-27,09,津,4R,熱いぜ！夏男大集合,初　日,IP,D,予選,12:08,
202607270905,2026-07-27,09,津,5R,熱いぜ！夏男大集合,初　日,IP,D,５ールドレース,12:38,
202607270906,2026-07-27,09,津,6R,熱いぜ！夏男大集合,初　日,IP,D,予選,13:09,
202607270907,2026-07-27,09,津,7R,熱いぜ！夏男大集合,初　日,IP,D,予選,13:40,
202607270908,2026-07-27,09,津,8R,熱いぜ！夏男大集合,初　日,IP,D,予選,14:11,
202607270909,2026-07-27,09,津,9R,熱いぜ！夏男大集合,初　日,IP,D,予選特賞,14:43,
202607270910,2026-07-27,09,津,10R,熱いぜ！夏男大集合,初　日,IP,D,予選特賞,15:16,
202607270911,2026-07-27,09,津,11R,熱いぜ！夏男大集合,初　日,IP,D,予選特選,15:49,
202607270912,2026-07-27,09,津,12R,熱いぜ！夏男大集合,初　日,IP,D,ドリーム戦,16:25,
202607271001,2026-07-27,10,三国,1R,夏盛り！！三国観光産業社長杯,初　日,IP,M,みくにあさイチ,08:39,
202607271002,2026-07-27,10,三国,2R,夏盛り！！三国観光産業社長杯,初　日,IP,M,みくにあさガチ,09:05,
202607271003,2026-07-27,10,三国,3R,夏盛り！！三国観光産業社長杯,初　日,IP,M,みくにあさズバ,09:31,
202607271004,2026-07-27,10,三国,4R,夏盛り！！三国観光産業社長杯,初　日,IP,M,みくにあさ推し,09:57,
202607271005,2026-07-27,10,三国,5R,夏盛り！！三国観光産業社長杯,初　日,IP,M,予選,10:23,
202607271006,2026-07-27,10,三国,6R,夏盛り！！三国観光産業社長杯,初　日,IP,M,予選,10:51,
202607271007,2026-07-27,10,三国,7R,夏盛り！！三国観光産業社長杯,初　日,IP,M,予選,11:21,
202607271008,2026-07-27,10,三国,8R,夏盛り！！三国観光産業社長杯,初　日,IP,M,予選,11:51,
202607271009,2026-07-27,10,三国,9R,夏盛り！！三国観光産業社長杯,初　日,IP,M,予選特賞,12:20,
202607271010,2026-07-27,10,三国,10R,夏盛り！！三国観光産業社長杯,初　日,IP,M,予選特賞,12:56,
202607271011,2026-07-27,10,三国,11R,夏盛り！！三国観光産業社長杯,初　日,IP,M,記者特選,13:26,
202607271012,2026-07-27,10,三国,12R,夏盛り！！三国観光産業社長杯,初　日,IP,M,三国選抜,14:02,
202607271201,2026-07-27,12,住之江,1R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,15:18,
202607271202,2026-07-27,12,住之江,2R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,15:44,
202607271203,2026-07-27,12,住之江,3R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,16:22,
202607271204,2026-07-27,12,住之江,4R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,17:06,
202607271205,2026-07-27,12,住之江,5R,豊中市制９０周年記念競走,最終日,IP,N,住之江ファイブ,17:31,
202607271206,2026-07-27,12,住之江,6R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,17:56,
202607271207,2026-07-27,12,住之江,7R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,18:21,
202607271208,2026-07-27,12,住之江,8R,豊中市制９０周年記念競走,最終日,IP,N,一般戦,18:46,
202607271209,2026-07-27,12,住之江,9R,豊中市制９０周年記念競走,最終日,IP,N,住之江選抜,19:12,
202607271210,2026-07-27,12,住之江,10R,豊中市制９０周年記念競走,最終日,IP,N,選抜戦,19:38,
202607271211,2026-07-27,12,住之江,11R,豊中市制９０周年記念競走,最終日,IP,N,選抜戦,20:06,
202607271212,2026-07-27,12,住之江,12R,豊中市制９０周年記念競走,最終日,IP,N,優勝戦,20:37,
202607271401,2026-07-27,14,鳴門,1R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,とるならなると,08:46,
202607271402,2026-07-27,14,鳴門,2R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,どーなるなると,09:12,
202607271403,2026-07-27,14,鳴門,3R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,どきどきなると,09:38,
202607271404,2026-07-27,14,鳴門,4R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,とにかくなると,10:04,
202607271405,2026-07-27,14,鳴門,5R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,一般,10:30,
202607271406,2026-07-27,14,鳴門,6R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,一般,10:59,
202607271407,2026-07-27,14,鳴門,7R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,一般,11:28,
202607271408,2026-07-27,14,鳴門,8R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,一般,11:58,
202607271409,2026-07-27,14,鳴門,9R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,なるちゃん特選,12:27,
202607271410,2026-07-27,14,鳴門,10R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,選抜戦,13:05,
202607271411,2026-07-27,14,鳴門,11R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,選抜戦,13:35,
202607271412,2026-07-27,14,鳴門,12R,にっぽん未来プロジェクト競走ｉｎ鳴門,最終日,IP,M,優勝戦,14:13,
202607271701,2026-07-27,17,宮島,1R,第１６回みやじマリンカップ,４日目,IP,D,ファーストＢ,10:56,
202607271702,2026-07-27,17,宮島,2R,第１６回みやじマリンカップ,４日目,IP,D,予選,11:26,
202607271703,2026-07-27,17,宮島,3R,第１６回みやじマリンカップ,４日目,IP,D,予選,12:07,
202607271704,2026-07-27,17,宮島,4R,第１６回みやじマリンカップ,４日目,IP,D,ランチ特賞,12:33,
202607271705,2026-07-27,17,宮島,5R,第１６回みやじマリンカップ,４日目,IP,D,予選,13:01,
202607271706,2026-07-27,17,宮島,6R,第１６回みやじマリンカップ,４日目,IP,D,予選,13:43,
202607271707,2026-07-27,17,宮島,7R,第１６回みやじマリンカップ,４日目,IP,D,予選,14:09,
202607271708,2026-07-27,17,宮島,8R,第１６回みやじマリンカップ,４日目,IP,D,予選,14:40,
202607271709,2026-07-27,17,宮島,9R,第１６回みやじマリンカップ,４日目,IP,D,予選,15:12,
202607271710,2026-07-27,17,宮島,10R,第１６回みやじマリンカップ,４日目,IP,D,特賞,15:42,
202607271711,2026-07-27,17,宮島,11R,第１６回みやじマリンカップ,４日目,IP,D,特選,16:18,
202607271712,2026-07-27,17,宮島,12R,第１６回みやじマリンカップ,４日目,IP,D,特選,16:53,
202607271901,2026-07-27,19,下関,1R,九州スポーツ杯,初　日,IP,N,予選,15:29,
202607271902,2026-07-27,19,下関,2R,九州スポーツ杯,初　日,IP,N,予選,16:08,
202607271903,2026-07-27,19,下関,3R,九州スポーツ杯,初　日,IP,N,予選,16:45,
202607271904,2026-07-27,19,下関,4R,九州スポーツ杯,初　日,IP,N,予選,17:18,
202607271905,2026-07-27,19,下関,5R,九州スポーツ杯,初　日,IP,N,シーモ戦,17:43,
202607271906,2026-07-27,19,下関,6R,九州スポーツ杯,初　日,IP,N,予選,18:08,
202607271907,2026-07-27,19,下関,7R,九州スポーツ杯,初　日,IP,N,ふく〜る特賞,18:33,
202607271908,2026-07-27,19,下関,8R,九州スポーツ杯,初　日,IP,N,予選,18:58,
202607271909,2026-07-27,19,下関,9R,九州スポーツ杯,初　日,IP,N,予選,19:24,
202607271910,2026-07-27,19,下関,10R,九州スポーツ杯,初　日,IP,N,予選特賞,19:50,
202607271911,2026-07-27,19,下関,11R,九州スポーツ杯,初　日,IP,N,予選特選,20:17,
202607271912,2026-07-27,19,下関,12R,九州スポーツ杯,初　日,IP,N,ドリーム戦,20:45,
202607272001,2026-07-27,20,若松,1R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選,15:24,
202607272002,2026-07-27,20,若松,2R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選,16:02,
202607272003,2026-07-27,20,若松,3R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選,16:34,
202607272004,2026-07-27,20,若松,4R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選,17:12,
202607272005,2026-07-27,20,若松,5R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,進入固定戦隊,17:37,
202607272006,2026-07-27,20,若松,6R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選,18:02,
202607272007,2026-07-27,20,若松,7R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選特賞,18:27,
202607272008,2026-07-27,20,若松,8R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,エイトビート,18:52,
202607272009,2026-07-27,20,若松,9R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選,19:18,
202607272010,2026-07-27,20,若松,10R,中間市行橋市ＢＲ組合施行５７周年記念競走,３日目,IP,N,予選特賞,19:44,
