レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607310101,2026-07-31,01,桐生,1R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選,15:28,
202607310102,2026-07-31,01,桐生,2R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選,16:03,
202607310103,2026-07-31,01,桐生,3R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選,16:30,
202607310104,2026-07-31,01,桐生,4R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選,17:00,
202607310105,2026-07-31,01,桐生,5R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選,17:25,
202607310106,2026-07-31,01,桐生,6R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,ドラドキ目玉,17:50,
202607310107,2026-07-31,01,桐生,7R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,ドラドキ３,18:15,
202607310108,2026-07-31,01,桐生,8R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,ドラドキ５,18:41,
202607310109,2026-07-31,01,桐生,9R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選,19:07,
202607310110,2026-07-31,01,桐生,10R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選特賞,19:33,
202607310111,2026-07-31,01,桐生,11R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,予選特選,19:59,
202607310112,2026-07-31,01,桐生,12R,オールレディース　第５９回日刊スポーツ杯,初　日,G3,N,桐生ドリーム戦,20:30,
202607310501,2026-07-31,05,多摩川,1R,多摩川のおんなカップ,初　日,IP,S,予選,11:32,
202607310502,2026-07-31,05,多摩川,2R,多摩川のおんなカップ,初　日,IP,S,予選,11:58,
202607310503,2026-07-31,05,多摩川,3R,多摩川のおんなカップ,初　日,IP,S,予選,12:26,
202607310504,2026-07-31,05,多摩川,4R,多摩川のおんなカップ,初　日,IP,S,予選,12:52,
202607310505,2026-07-31,05,多摩川,5R,多摩川のおんなカップ,初　日,IP,S,予選,13:23,
202607310506,2026-07-31,05,多摩川,6R,多摩川のおんなカップ,初　日,IP,S,予選,13:51,
202607310507,2026-07-31,05,多摩川,7R,多摩川のおんなカップ,初　日,IP,S,予選,14:26,
202607310508,2026-07-31,05,多摩川,8R,多摩川のおんなカップ,初　日,IP,S,予選,14:58,
202607310509,2026-07-31,05,多摩川,9R,多摩川のおんなカップ,初　日,IP,S,予選特賞,15:34,
202607310510,2026-07-31,05,多摩川,10R,多摩川のおんなカップ,初　日,IP,S,予選特賞,16:09,
202607310511,2026-07-31,05,多摩川,11R,多摩川のおんなカップ,初　日,IP,S,予選特選,16:46,
202607310512,2026-07-31,05,多摩川,12R,多摩川のおんなカップ,初　日,IP,S,ドリーム戦,17:18,
202607310601,2026-07-31,06,浜名湖,1R,マスターズリーグ第４戦★サッポロビールカップ,初　日,G3,S,予選,11:27,
202607310602,2026-07-31,06,浜名湖,2R,マスターズリーグ第４戦★サッポロビールカップ,初　日,G3,S,予選,11:56,
202607310603,2026-07-31,06,浜名湖,3R,マスターズリーグ第４戦★サッポロビールカップ,初　日,G3,S,予選,12:30,
