レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607140101,2026-07-14,01,桐生,1R,第４８回デイリースポーツ杯,初　日,IP,N,予選,15:23,
202607140102,2026-07-14,01,桐生,2R,第４８回デイリースポーツ杯,初　日,IP,N,予選,15:54,
202607140103,2026-07-14,01,桐生,3R,第４８回デイリースポーツ杯,初　日,IP,N,予選,16:23,
202607140104,2026-07-14,01,桐生,4R,第４８回デイリースポーツ杯,初　日,IP,N,予選,16:50,
202607140105,2026-07-14,01,桐生,5R,第４８回デイリースポーツ杯,初　日,IP,N,予選,17:17,
202607140106,2026-07-14,01,桐生,6R,第４８回デイリースポーツ杯,初　日,IP,N,ドラドキ目玉,17:45,
202607140107,2026-07-14,01,桐生,7R,第４８回デイリースポーツ杯,初　日,IP,N,ドラドキ３,18:10,
202607140108,2026-07-14,01,桐生,8R,第４８回デイリースポーツ杯,初　日,IP,N,ドラドキ５,18:37,
202607140109,2026-07-14,01,桐生,9R,第４８回デイリースポーツ杯,初　日,IP,N,予選特賞,19:06,
202607140110,2026-07-14,01,桐生,10R,第４８回デイリースポーツ杯,初　日,IP,N,予選特賞,19:33,
202607140111,2026-07-14,01,桐生,11R,第４８回デイリースポーツ杯,初　日,IP,N,予選特選,20:05,
202607140112,2026-07-14,01,桐生,12R,第４８回デイリースポーツ杯,初　日,IP,N,桐生ドリーム戦,20:38,
202607140301,2026-07-14,03,江戸川,1R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,11:14,
202607140302,2026-07-14,03,江戸川,2R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,11:41,
202607140303,2026-07-14,03,江戸川,3R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,12:08,
202607140304,2026-07-14,03,江戸川,4R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,12:35,
202607140305,2026-07-14,03,江戸川,5R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,13:02,
202607140306,2026-07-14,03,江戸川,6R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,13:29,
202607140307,2026-07-14,03,江戸川,7R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,13:56,
202607140308,2026-07-14,03,江戸川,8R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選,14:24,
202607140309,2026-07-14,03,江戸川,9R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選特賞,14:52,
202607140310,2026-07-14,03,江戸川,10R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選特賞,15:22,
202607140311,2026-07-14,03,江戸川,11R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,予選特選,15:53,
202607140312,2026-07-14,03,江戸川,12R,第２６回関東日刊紙ボートレース記者クラブ杯,４日目,IP,D,記者選抜戦,16:25,
202607140401,2026-07-14,04,平和島,1R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,11:55,
202607140402,2026-07-14,04,平和島,2R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,12:24,
202607140403,2026-07-14,04,平和島,3R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,12:54,
202607140404,2026-07-14,04,平和島,4R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,13:25,
202607140405,2026-07-14,04,平和島,5R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,13:55,
202607140406,2026-07-14,04,平和島,6R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,14:28,
202607140407,2026-07-14,04,平和島,7R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,15:00,
202607140408,2026-07-14,04,平和島,8R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般,15:32,
202607140409,2026-07-14,04,平和島,9R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,一般特選,16:05,
202607140410,2026-07-14,04,平和島,10R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,選抜,16:37,
202607140411,2026-07-14,04,平和島,11R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,選抜,17:08,
202607140412,2026-07-14,04,平和島,12R,ＢＩＧＦＵＮ平和島杯,最終日,IP,S,優勝戦,17:42,
202607140501,2026-07-14,05,多摩川,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,11:35,
202607140502,2026-07-14,05,多摩川,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,12:04,
202607140503,2026-07-14,05,多摩川,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,12:34,
202607140504,2026-07-14,05,多摩川,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,13:03,
202607140505,2026-07-14,05,多摩川,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,13:36,
202607140506,2026-07-14,05,多摩川,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,14:04,
202607140507,2026-07-14,05,多摩川,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,14:35,
202607140508,2026-07-14,05,多摩川,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選,15:07,
202607140509,2026-07-14,05,多摩川,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選特賞,15:42,
202607140510,2026-07-14,05,多摩川,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選特賞,16:12,
202607140511,2026-07-14,05,多摩川,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,予選特選,16:48,
202607140512,2026-07-14,05,多摩川,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,S,記者選抜戦,17:20,
202607140601,2026-07-14,06,浜名湖,1R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,11:34,
202607140602,2026-07-14,06,浜名湖,2R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,11:59,
202607140603,2026-07-14,06,浜名湖,3R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,12:26,
202607140604,2026-07-14,06,浜名湖,4R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,12:52,
202607140605,2026-07-14,06,浜名湖,5R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,13:18,
202607140606,2026-07-14,06,浜名湖,6R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,13:50,
202607140607,2026-07-14,06,浜名湖,7R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,14:33,
202607140608,2026-07-14,06,浜名湖,8R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,一般,15:05,
202607140609,2026-07-14,06,浜名湖,9R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,準優勝戦,15:40,
202607140610,2026-07-14,06,浜名湖,10R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,準優勝戦,16:11,
202607140611,2026-07-14,06,浜名湖,11R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,準優勝戦,16:41,
202607140612,2026-07-14,06,浜名湖,12R,男女Ｗ優勝戦　シーラック　バリ勝男クン。カップ,５日目,IP,S,準優勝戦,17:10,
202607140701,2026-07-14,07,蒲郡,1R,モーターボート大賞,２日目,G2,N,予選,15:20,
202607140702,2026-07-14,07,蒲郡,2R,モーターボート大賞,２日目,G2,N,予選,15:47,
