レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607090101,2026-07-09,01,桐生,1R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,一般,15:23,
202607090102,2026-07-09,01,桐生,2R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,一般,15:58,
202607090103,2026-07-09,01,桐生,3R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,一般,16:36,
202607090104,2026-07-09,01,桐生,4R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,一般,17:13,
202607090105,2026-07-09,01,桐生,5R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,一般,17:37,
202607090106,2026-07-09,01,桐生,6R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,ドラドキ目玉,18:04,
202607090107,2026-07-09,01,桐生,7R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,ドラドキ３,18:28,
202607090108,2026-07-09,01,桐生,8R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,ドラドキ５,18:54,
202607090109,2026-07-09,01,桐生,9R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,ＤＫ特選,19:23,
202607090110,2026-07-09,01,桐生,10R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,選抜戦,19:50,
202607090111,2026-07-09,01,桐生,11R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,選抜戦,20:16,
202607090112,2026-07-09,01,桐生,12R,にっぽん未来プロジェクト競走ｉｎ桐生,最終日,IP,N,優勝戦,20:45,
202607090201,2026-07-09,02,戸田,1R,第８回全国ボートレース甲子園,３日目,G2,D,予選,10:31,
202607090202,2026-07-09,02,戸田,2R,第８回全国ボートレース甲子園,３日目,G2,D,予選,10:59,
202607090203,2026-07-09,02,戸田,3R,第８回全国ボートレース甲子園,３日目,G2,D,予選,11:28,
202607090204,2026-07-09,02,戸田,4R,第８回全国ボートレース甲子園,３日目,G2,D,予選,11:57,
202607090205,2026-07-09,02,戸田,5R,第８回全国ボートレース甲子園,３日目,G2,D,予選,12:29,
202607090206,2026-07-09,02,戸田,6R,第８回全国ボートレース甲子園,３日目,G2,D,予選,13:01,
202607090207,2026-07-09,02,戸田,7R,第８回全国ボートレース甲子園,３日目,G2,D,予選,13:33,
202607090208,2026-07-09,02,戸田,8R,第８回全国ボートレース甲子園,３日目,G2,D,予選,14:05,
202607090209,2026-07-09,02,戸田,9R,第８回全国ボートレース甲子園,３日目,G2,D,予選,14:39,
202607090210,2026-07-09,02,戸田,10R,第８回全国ボートレース甲子園,３日目,G2,D,予選,15:14,
202607090211,2026-07-09,02,戸田,11R,第８回全国ボートレース甲子園,３日目,G2,D,予選,15:51,
202607090212,2026-07-09,02,戸田,12R,第８回全国ボートレース甲子園,３日目,G2,D,予選,16:30,
202607090501,2026-07-09,05,多摩川,1R,第５９回報知新聞社賞,最終日,IP,S,一般,11:33,
202607090502,2026-07-09,05,多摩川,2R,第５９回報知新聞社賞,最終日,IP,S,一般,12:04,
202607090503,2026-07-09,05,多摩川,3R,第５９回報知新聞社賞,最終日,IP,S,一般,12:32,
202607090504,2026-07-09,05,多摩川,4R,第５９回報知新聞社賞,最終日,IP,S,一般,13:03,
202607090505,2026-07-09,05,多摩川,5R,第５９回報知新聞社賞,最終日,IP,S,一般,13:36,
202607090506,2026-07-09,05,多摩川,6R,第５９回報知新聞社賞,最終日,IP,S,一般,14:09,
202607090507,2026-07-09,05,多摩川,7R,第５９回報知新聞社賞,最終日,IP,S,一般,14:35,
202607090508,2026-07-09,05,多摩川,8R,第５９回報知新聞社賞,最終日,IP,S,一般,15:05,
202607090509,2026-07-09,05,多摩川,9R,第５９回報知新聞社賞,最終日,IP,S,静波まつり選抜,15:42,
202607090510,2026-07-09,05,多摩川,10R,第５９回報知新聞社賞,最終日,IP,S,選抜戦,16:15,
202607090511,2026-07-09,05,多摩川,11R,第５９回報知新聞社賞,最終日,IP,S,選抜戦,16:46,
202607090512,2026-07-09,05,多摩川,12R,第５９回報知新聞社賞,最終日,IP,S,優勝戦,17:22,
202607090801,2026-07-09,08,常滑,1R,名古屋グランパスカップ,３日目,IP,D,朝トコ小判Ｒ,10:42,
202607090802,2026-07-09,08,常滑,2R,名古屋グランパスカップ,３日目,IP,D,予選,11:08,
202607090803,2026-07-09,08,常滑,3R,名古屋グランパスカップ,３日目,IP,D,予選,11:36,
202607090804,2026-07-09,08,常滑,4R,名古屋グランパスカップ,３日目,IP,D,予選,12:02,
202607090805,2026-07-09,08,常滑,5R,名古屋グランパスカップ,３日目,IP,D,三Ａ傑戦,12:36,
202607090806,2026-07-09,08,常滑,6R,名古屋グランパスカップ,３日目,IP,D,昼トコ小判Ｒ,13:07,
202607090807,2026-07-09,08,常滑,7R,名古屋グランパスカップ,３日目,IP,D,予選,13:34,
202607090808,2026-07-09,08,常滑,8R,名古屋グランパスカップ,３日目,IP,D,予選,14:00,
202607090809,2026-07-09,08,常滑,9R,名古屋グランパスカップ,３日目,IP,D,予選特賞,14:31,
202607090810,2026-07-09,08,常滑,10R,名古屋グランパスカップ,３日目,IP,D,予選特賞,14:58,
202607090811,2026-07-09,08,常滑,11R,名古屋グランパスカップ,３日目,IP,D,予選特選,15:35,
202607090812,2026-07-09,08,常滑,12R,名古屋グランパスカップ,３日目,IP,D,予選特選,16:20,
202607091001,2026-07-09,10,三国,1R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,08:32,
202607091002,2026-07-09,10,三国,2R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,08:58,
202607091003,2026-07-09,10,三国,3R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,09:24,
202607091004,2026-07-09,10,三国,4R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,09:50,
202607091005,2026-07-09,10,三国,5R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,10:16,
202607091006,2026-07-09,10,三国,6R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,10:44,
202607091007,2026-07-09,10,三国,7R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,11:13,
202607091008,2026-07-09,10,三国,8R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,11:43,
202607091009,2026-07-09,10,三国,9R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選,12:14,
202607091010,2026-07-09,10,三国,10R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,予選特賞,12:47,
202607091011,2026-07-09,10,三国,11R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,記者特選,13:20,
202607091012,2026-07-09,10,三国,12R,マスターズリーグ第３戦三国レジェンドカップ,３日目,G3,M,カニ坊選抜,13:58,
202607091101,2026-07-09,11,びわこ,1R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,10:38,
202607091102,2026-07-09,11,びわこ,2R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,11:10,
202607091103,2026-07-09,11,びわこ,3R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,11:38,
202607091104,2026-07-09,11,びわこ,4R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,12:07,
202607091105,2026-07-09,11,びわこ,5R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,12:40,
202607091106,2026-07-09,11,びわこ,6R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,13:13,
202607091107,2026-07-09,11,びわこ,7R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,13:48,
202607091108,2026-07-09,11,びわこ,8R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選,14:18,
202607091109,2026-07-09,11,びわこ,9R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選特賞,14:52,
202607091110,2026-07-09,11,びわこ,10R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選特賞,15:27,
202607091111,2026-07-09,11,びわこ,11R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選特選,16:04,
202607091112,2026-07-09,11,びわこ,12R,びわこヴィーナス！第７回酒処京都新京極スタンド,３日目,IP,D,予選特選,16:43,
202607091401,2026-07-09,14,鳴門,1R,第１１回サッポロビールカップ競走,初　日,IP,M,とるならなると,08:46,
202607091402,2026-07-09,14,鳴門,2R,第１１回サッポロビールカップ競走,初　日,IP,M,どーなるなると,09:12,
202607091403,2026-07-09,14,鳴門,3R,第１１回サッポロビールカップ競走,初　日,IP,M,どきどきなると,09:38,
202607091404,2026-07-09,14,鳴門,4R,第１１回サッポロビールカップ競走,初　日,IP,M,とにかくなると,10:04,
202607091405,2026-07-09,14,鳴門,5R,第１１回サッポロビールカップ競走,初　日,IP,M,予選,10:30,
202607091406,2026-07-09,14,鳴門,6R,第１１回サッポロビールカップ競走,初　日,IP,M,予選,11:02,
202607091407,2026-07-09,14,鳴門,7R,第１１回サッポロビールカップ競走,初　日,IP,M,予選,11:31,
202607091408,2026-07-09,14,鳴門,8R,第１１回サッポロビールカップ競走,初　日,IP,M,予選,12:00,
202607091409,2026-07-09,14,鳴門,9R,第１１回サッポロビールカップ競走,初　日,IP,M,特賞,12:38,
202607091410,2026-07-09,14,鳴門,10R,第１１回サッポロビールカップ競走,初　日,IP,M,特賞,13:09,
202607091411,2026-07-09,14,鳴門,11R,第１１回サッポロビールカップ競走,初　日,IP,M,特選,13:40,
202607091412,2026-07-09,14,鳴門,12R,第１１回サッポロビールカップ競走,初　日,IP,M,ドリーム戦,14:13,
202607091501,2026-07-09,15,丸亀,1R,中讃テレビ杯,初　日,IP,N,予選,15:21,
202607091502,2026-07-09,15,丸亀,2R,中讃テレビ杯,初　日,IP,N,予選,15:56,
202607091503,2026-07-09,15,丸亀,3R,中讃テレビ杯,初　日,IP,N,予選,16:23,
202607091504,2026-07-09,15,丸亀,4R,中讃テレビ杯,初　日,IP,N,予選,17:00,
202607091505,2026-07-09,15,丸亀,5R,中讃テレビ杯,初　日,IP,N,予選,17:24,
202607091506,2026-07-09,15,丸亀,6R,中讃テレビ杯,初　日,IP,N,かけうどん６,17:48,
202607091507,2026-07-09,15,丸亀,7R,中讃テレビ杯,初　日,IP,N,ざるうどん７,18:14,
202607091508,2026-07-09,15,丸亀,8R,中讃テレビ杯,初　日,IP,N,釜揚げ８,18:40,
202607091509,2026-07-09,15,丸亀,9R,中讃テレビ杯,初　日,IP,N,まるがめ特賞,19:09,
202607091510,2026-07-09,15,丸亀,10R,中讃テレビ杯,初　日,IP,N,蒼月まるる特賞,19:36,
202607091511,2026-07-09,15,丸亀,11R,中讃テレビ杯,初　日,IP,N,予選選抜,20:02,
202607091512,2026-07-09,15,丸亀,12R,中讃テレビ杯,初　日,IP,N,ドリーム,20:31,
202607091601,2026-07-09,16,児島,1R,ＢＴＳ岡山わけ開設５周年記念競走,初　日,IP,S,朝得ガァ〜コ戦,11:51,
202607091602,2026-07-09,16,児島,2R,ＢＴＳ岡山わけ開設５周年記念競走,初　日,IP,S,予選,12:22,
