レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202607240101,2026-07-24,01,桐生,1R,第２３回スカッとさわやか杯,２日目,IP,N,予選,15:28,
202607240102,2026-07-24,01,桐生,2R,第２３回スカッとさわやか杯,２日目,IP,N,予選,16:02,
202607240103,2026-07-24,01,桐生,3R,第２３回スカッとさわやか杯,２日目,IP,N,予選,16:28,
202607240104,2026-07-24,01,桐生,4R,第２３回スカッとさわやか杯,２日目,IP,N,予選,17:00,
202607240105,2026-07-24,01,桐生,5R,第２３回スカッとさわやか杯,２日目,IP,N,予選,17:24,
202607240106,2026-07-24,01,桐生,6R,第２３回スカッとさわやか杯,２日目,IP,N,ドラドキ目玉,17:50,
202607240107,2026-07-24,01,桐生,7R,第２３回スカッとさわやか杯,２日目,IP,N,ドラドキ３,18:14,
202607240108,2026-07-24,01,桐生,8R,第２３回スカッとさわやか杯,２日目,IP,N,ドラドキ５,18:40,
202607240109,2026-07-24,01,桐生,9R,第２３回スカッとさわやか杯,２日目,IP,N,予選特賞,19:09,
202607240110,2026-07-24,01,桐生,10R,第２３回スカッとさわやか杯,２日目,IP,N,予選特賞,19:36,
202607240111,2026-07-24,01,桐生,11R,第２３回スカッとさわやか杯,２日目,IP,N,予選特選,20:02,
202607240112,2026-07-24,01,桐生,12R,第２３回スカッとさわやか杯,２日目,IP,N,桐生特選,20:31,
202607240201,2026-07-24,02,戸田,1R,第１０回週刊大衆杯,初　日,IP,D,予選,10:47,
202607240202,2026-07-24,02,戸田,2R,第１０回週刊大衆杯,初　日,IP,D,予選,11:16,
202607240203,2026-07-24,02,戸田,3R,第１０回週刊大衆杯,初　日,IP,D,予選,11:45,
202607240204,2026-07-24,02,戸田,4R,第１０回週刊大衆杯,初　日,IP,D,予選,12:14,
202607240205,2026-07-24,02,戸田,5R,第１０回週刊大衆杯,初　日,IP,D,ウインウイン５,12:44,
202607240206,2026-07-24,02,戸田,6R,第１０回週刊大衆杯,初　日,IP,D,予選,13:14,
202607240207,2026-07-24,02,戸田,7R,第１０回週刊大衆杯,初　日,IP,D,ウインウイン７,13:45,
202607240208,2026-07-24,02,戸田,8R,第１０回週刊大衆杯,初　日,IP,D,予選,14:16,
202607240209,2026-07-24,02,戸田,9R,第１０回週刊大衆杯,初　日,IP,D,戸田特賞,14:48,
202607240210,2026-07-24,02,戸田,10R,第１０回週刊大衆杯,初　日,IP,D,戸田特賞,15:21,
202607240211,2026-07-24,02,戸田,11R,第１０回週刊大衆杯,初　日,IP,D,記者選抜戦,15:55,
202607240212,2026-07-24,02,戸田,12R,第１０回週刊大衆杯,初　日,IP,D,戸田選抜戦,16:30,
202607240301,2026-07-24,03,江戸川,1R,第３５回アサヒビールカップ,２日目,G3,D,予選,11:14,
202607240302,2026-07-24,03,江戸川,2R,第３５回アサヒビールカップ,２日目,G3,D,予選,11:41,
202607240303,2026-07-24,03,江戸川,3R,第３５回アサヒビールカップ,２日目,G3,D,予選,12:08,
202607240304,2026-07-24,03,江戸川,4R,第３５回アサヒビールカップ,２日目,G3,D,予選,12:35,
202607240305,2026-07-24,03,江戸川,5R,第３５回アサヒビールカップ,２日目,G3,D,予選,13:02,
202607240306,2026-07-24,03,江戸川,6R,第３５回アサヒビールカップ,２日目,G3,D,予選,13:29,
202607240307,2026-07-24,03,江戸川,7R,第３５回アサヒビールカップ,２日目,G3,D,予選,13:56,
202607240308,2026-07-24,03,江戸川,8R,第３５回アサヒビールカップ,２日目,G3,D,予選,14:24,
202607240309,2026-07-24,03,江戸川,9R,第３５回アサヒビールカップ,２日目,G3,D,予選,14:52,
202607240310,2026-07-24,03,江戸川,10R,第３５回アサヒビールカップ,２日目,G3,D,予選特賞,15:22,
202607240311,2026-07-24,03,江戸川,11R,第３５回アサヒビールカップ,２日目,G3,D,予選特選,15:53,
202607240312,2026-07-24,03,江戸川,12R,第３５回アサヒビールカップ,２日目,G3,D,記者選抜戦,16:25,
202607240601,2026-07-24,06,浜名湖,1R,日本モーターボート選手会代表杯,初　日,IP,S,予選,11:32,
202607240602,2026-07-24,06,浜名湖,2R,日本モーターボート選手会代表杯,初　日,IP,S,予選,12:03,
202607240603,2026-07-24,06,浜名湖,3R,日本モーターボート選手会代表杯,初　日,IP,S,予選,12:33,
202607240604,2026-07-24,06,浜名湖,4R,日本モーターボート選手会代表杯,初　日,IP,S,ランチタイム戦,13:09,
202607240605,2026-07-24,06,浜名湖,5R,日本モーターボート選手会代表杯,初　日,IP,S,予選,13:39,
202607240606,2026-07-24,06,浜名湖,6R,日本モーターボート選手会代表杯,初　日,IP,S,予選,14:05,
202607240607,2026-07-24,06,浜名湖,7R,日本モーターボート選手会代表杯,初　日,IP,S,予選,14:37,
202607240608,2026-07-24,06,浜名湖,8R,日本モーターボート選手会代表杯,初　日,IP,S,ブレイクタイム,15:06,
202607240609,2026-07-24,06,浜名湖,9R,日本モーターボート選手会代表杯,初　日,IP,S,予選特賞,15:35,
202607240610,2026-07-24,06,浜名湖,10R,日本モーターボート選手会代表杯,初　日,IP,S,予選特賞,16:09,
202607240611,2026-07-24,06,浜名湖,11R,日本モーターボート選手会代表杯,初　日,IP,S,予選特選,16:36,
202607240612,2026-07-24,06,浜名湖,12R,日本モーターボート選手会代表杯,初　日,IP,S,ドリーム戦,17:07,
202607240801,2026-07-24,08,常滑,1R,てるみちゃんカップ,３日目,IP,D,朝トコ小判Ｒ,10:40,
202607240802,2026-07-24,08,常滑,2R,てるみちゃんカップ,３日目,IP,D,予選,11:08,
202607240803,2026-07-24,08,常滑,3R,てるみちゃんカップ,３日目,IP,D,予選,11:36,
202607240804,2026-07-24,08,常滑,4R,てるみちゃんカップ,３日目,IP,D,予選,12:05,
202607240805,2026-07-24,08,常滑,5R,てるみちゃんカップ,３日目,IP,D,三Ａ傑戦,12:31,
202607240806,2026-07-24,08,常滑,6R,てるみちゃんカップ,３日目,IP,D,昼トコ小判Ｒ,13:00,
202607240807,2026-07-24,08,常滑,7R,てるみちゃんカップ,３日目,IP,D,予選,13:27,
202607240808,2026-07-24,08,常滑,8R,てるみちゃんカップ,３日目,IP,D,予選,13:58,
202607240809,2026-07-24,08,常滑,9R,てるみちゃんカップ,３日目,IP,D,予選特賞,14:30,
202607240810,2026-07-24,08,常滑,10R,てるみちゃんカップ,３日目,IP,D,予選特賞,14:58,
202607240811,2026-07-24,08,常滑,11R,てるみちゃんカップ,３日目,IP,D,予選特選,15:33,
202607240812,2026-07-24,08,常滑,12R,てるみちゃんカップ,３日目,IP,D,予選特選,16:06,
202607241201,2026-07-24,12,住之江,1R,豊中市制９０周年記念競走,初　日,IP,N,予選,15:18,
202607241202,2026-07-24,12,住之江,2R,豊中市制９０周年記念競走,初　日,IP,N,予選,15:57,
202607241203,2026-07-24,12,住之江,3R,豊中市制９０周年記念競走,初　日,IP,N,予選,16:31,
202607241204,2026-07-24,12,住之江,4R,豊中市制９０周年記念競走,初　日,IP,N,予選,17:04,
202607241205,2026-07-24,12,住之江,5R,豊中市制９０周年記念競走,初　日,IP,N,住之江ファイブ,17:28,
