レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202604140101,2026-04-14,01,01R,,backfill-from-daily,,52.8,0.0,6.77,0.0,53.9,0.0,6.59,0.0,52.0,0.0,6.72,-0.5,52.1,0.0,6.54,0.0,52.4,0.0,6.72,-0.5,53.0,0.0,6.67,-0.5
202604140102,2026-04-14,01,02R,,backfill-from-daily,,52.0,0.0,6.75,0.0,52.1,0.0,6.87,-0.5,52.4,0.0,6.78,0.0,52.1,0.0,6.71,-0.5,54.7,0.0,6.79,0.0,52.0,0.0,6.78,0.0
202604140103,2026-04-14,01,03R,,backfill-from-daily,,52.3,0.0,6.6,-0.5,52.3,0.0,6.75,-0.5,52.0,0.0,6.84,0.0,52.2,0.0,6.81,0.0,53.1,0.0,6.84,-0.5,54.7,0.0,6.74,0.0
202604140104,2026-04-14,01,04R,,backfill-from-daily,,52.0,0.0,6.57,-0.5,52.0,0.0,6.7,0.0,55.1,0.0,6.78,-0.5,50.0,2.0,6.62,-0.5,52.0,0.0,6.71,-0.5,52.0,0.0,6.79,0.0
202604140105,2026-04-14,01,05R,,backfill-from-daily,,52.1,0.0,6.66,0.0,52.0,0.0,6.72,-0.5,52.3,0.0,6.56,0.0,52.0,0.0,6.68,-0.5,52.0,0.0,6.6,0.0,51.0,1.0,6.74,-0.5
202604140106,2026-04-14,01,06R,,backfill-from-daily,,52.0,0.0,6.76,-0.5,52.1,0.0,6.73,-0.5,52.0,0.0,6.82,-0.5,53.9,0.0,6.66,0.0,52.0,0.0,6.62,0.0,52.6,0.0,6.84,-0.5
202604140107,2026-04-14,01,07R,,backfill-from-daily,,52.0,0.0,6.68,0.0,54.7,0.0,6.91,0.0,51.5,0.5,6.87,0.0,52.7,0.0,6.75,0.0,52.0,0.0,6.68,-0.5,52.2,0.0,6.8,0.0
202604140108,2026-04-14,01,08R,,backfill-from-daily,,53.0,0.0,6.62,0.0,52.1,0.0,6.6,0.0,52.1,0.0,6.61,0.0,52.0,0.0,6.8,0.0,52.3,0.0,6.78,-0.5,51.5,0.5,6.77,0.0
202604140109,2026-04-14,01,09R,,backfill-from-daily,,53.9,0.0,6.72,-0.5,50.0,2.0,6.76,-0.5,52.8,0.0,6.76,0.0,52.0,0.0,6.67,-0.5,52.4,0.0,6.77,-0.5,52.2,0.0,6.78,0.0
202604140110,2026-04-14,01,10R,,backfill-from-daily,,52.0,0.0,6.58,0.0,52.7,0.0,6.58,-0.5,52.1,0.0,6.78,-0.5,53.0,0.0,6.74,-0.5,52.2,0.0,6.57,0.0,52.1,0.0,6.74,-0.5
202604140111,2026-04-14,01,11R,,backfill-from-daily,,52.5,0.0,6.62,-0.5,51.0,1.0,6.82,-0.5,52.6,0.0,6.69,-0.5,51.5,0.5,6.8,-0.5,52.1,0.0,6.64,0.0,51.0,1.0,6.71,1.0
202604140112,2026-04-14,01,12R,,backfill-from-daily,,52.1,0.0,6.71,-0.5,51.0,1.0,6.62,-0.5,53.0,0.0,6.63,0.0,52.0,0.0,6.64,0.0,52.0,0.0,6.77,0.0,52.1,0.0,6.77,-0.5
202604140201,2026-04-14,02,01R,,backfill-from-daily,,52.3,0.0,6.69,0.0,52.0,0.0,6.58,-0.5,52.0,0.0,6.69,0.0,52.3,0.0,6.7,0.0,52.0,0.0,6.62,-0.5,52.7,0.0,6.7,-0.5
202604140202,2026-04-14,02,02R,,backfill-from-daily,,52.0,0.0,6.69,-0.5,52.9,0.0,6.7,0.0,52.7,0.0,6.84,-0.5,57.4,0.0,6.75,0.0,52.2,0.0,6.76,-0.5,54.8,0.0,6.77,0.0
202604140203,2026-04-14,02,03R,,backfill-from-daily,,53.8,0.0,6.76,-0.5,52.8,0.0,6.78,0.0,52.0,0.0,6.71,-0.5,53.6,0.0,6.72,0.0,52.3,0.0,6.77,-0.5,51.5,0.5,6.71,0.0
202604140204,2026-04-14,02,04R,,backfill-from-daily,,55.6,0.0,6.69,-0.5,52.1,0.0,6.72,-0.5,52.4,0.0,6.72,0.0,50.0,2.0,6.77,-0.5,52.5,0.0,6.67,-0.5,51.5,0.5,6.76,-0.5
202604140205,2026-04-14,02,05R,,backfill-from-daily,,52.8,0.0,6.73,0.0,52.4,0.0,6.71,-0.5,52.0,0.0,6.76,-0.5,51.5,0.5,6.8,0.0,52.8,0.0,6.77,-0.5,55.6,0.0,6.77,-0.5
202604140206,2026-04-14,02,06R,,backfill-from-daily,,52.3,0.0,6.7,-0.5,52.0,0.0,6.78,-0.5,52.7,0.0,6.72,-0.5,52.0,0.0,6.73,-0.5,52.0,0.0,6.75,0.0,52.3,0.0,6.77,-0.5
202604140207,2026-04-14,02,07R,,backfill-from-daily,,52.0,0.0,6.79,-0.5,54.3,0.0,6.79,-0.5,53.7,0.0,6.81,0.0,52.0,0.0,6.83,-0.5,53.8,0.0,6.78,-0.5,52.3,0.0,6.76,0.0
202604140208,2026-04-14,02,08R,,backfill-from-daily,,52.0,0.0,6.66,-0.5,52.8,0.0,6.73,-0.5,52.5,0.0,6.79,-0.5,52.8,0.0,6.81,-0.5,55.6,0.0,6.78,-0.5,54.0,0.0,6.73,-0.5
202604140209,2026-04-14,02,09R,,backfill-from-daily,,57.4,0.0,6.72,-0.5,50.0,2.0,6.72,-0.5,52.1,0.0,6.65,-0.5,53.6,0.0,6.7,0.0,53.8,0.0,6.78,-0.5,53.4,0.0,6.66,-0.5
202604140210,2026-04-14,02,10R,,backfill-from-daily,,52.2,0.0,6.65,-0.5,52.7,0.0,6.75,0.0,53.2,0.0,6.69,-0.5,52.4,0.0,6.79,-0.5,52.0,0.0,6.81,-0.5,52.0,0.0,6.86,-0.5
202604140211,2026-04-14,02,11R,,backfill-from-daily,,52.8,0.0,6.7,-0.5,53.5,0.0,6.7,0.0,52.0,0.0,6.64,0.0,52.5,0.0,6.8,0.0,52.5,0.0,6.51,0.0,52.4,0.0,6.66,-0.5
202604140212,2026-04-14,02,12R,,backfill-from-daily,,51.5,0.5,6.78,0.0,52.3,0.0,6.74,-0.5,52.3,0.0,6.75,-0.5,52.8,0.0,6.7,-0.5,52.0,0.0,6.76,-0.5,52.4,0.0,6.75,0.0
202604140301,2026-04-14,03,01R,,backfill-from-daily,,52.0,0.0,6.87,0.5,52.0,0.0,6.76,0.5,52.0,0.0,6.85,0.5,56.2,0.0,6.93,0.5,52.3,0.0,6.83,0.0,54.0,0.0,6.93,0.0
202604140302,2026-04-14,03,02R,,backfill-from-daily,,63.5,0.0,6.96,0.0,53.7,0.0,6.97,0.5,52.6,0.0,6.97,0.0,54.3,0.0,6.95,0.5,56.5,0.0,6.89,0.5,53.2,0.0,7.04,0.5
202604140303,2026-04-14,03,03R,,backfill-from-daily,,52.0,0.0,6.91,0.5,52.2,0.0,6.87,0.0,52.0,0.0,6.98,0.5,53.7,0.0,7.01,0.5,52.6,0.0,6.93,0.0,54.0,0.0,6.93,0.5
202604140304,2026-04-14,03,04R,,backfill-from-daily,,54.4,0.0,7.0,0.0,55.1,0.0,7.19,0.5,52.0,0.0,7.11,0.0,51.5,0.5,6.89,0.5,52.0,0.0,7.13,0.0,59.8,0.0,7.1,0.0
202604140305,2026-04-14,03,05R,,backfill-from-daily,,54.8,0.0,7.13,0.0,54.1,0.0,7.13,0.0,51.5,0.5,7.08,0.0,52.9,0.0,7.23,0.0,52.4,0.0,7.01,0.0,55.5,0.0,7.17,0.5
