レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202604130101,2026-04-13,01,01R,,backfill-from-daily,,52.6,0.0,6.72,-0.5,52.9,0.0,6.62,0.0,54.3,0.0,6.68,0.0,52.0,0.0,6.78,-0.5,52.0,0.0,6.84,-0.5,52.0,0.0,6.68,0.0
202604130102,2026-04-13,01,02R,,backfill-from-daily,,52.0,0.0,6.85,-0.5,52.0,0.0,6.88,-0.5,52.4,0.0,6.72,0.0,52.4,0.0,6.77,0.0,52.0,0.0,6.82,0.0,53.1,0.0,6.7,-0.5
202604130103,2026-04-13,01,03R,,backfill-from-daily,,52.0,0.0,6.68,0.0,51.5,0.5,6.88,-0.5,52.2,0.0,6.74,0.0,52.6,0.0,6.91,-0.5,49.5,2.5,6.76,-0.5,52.2,0.0,6.8,0.0
202604130104,2026-04-13,01,04R,,backfill-from-daily,,54.6,0.0,6.59,0.0,55.8,0.0,6.77,-0.5,52.0,0.0,6.63,-0.5,52.0,0.0,6.72,-0.5,52.0,0.0,6.74,0.0,52.9,0.0,6.69,-0.5
202604130105,2026-04-13,01,05R,,backfill-from-daily,,52.0,0.0,6.79,-0.5,52.0,0.0,6.73,-0.5,51.5,0.5,6.68,-0.5,52.1,0.0,6.88,0.0,52.0,0.0,6.78,0.0,52.0,0.0,6.68,0.0
202604130106,2026-04-13,01,06R,,backfill-from-daily,,52.2,0.0,6.61,0.0,52.9,0.0,6.72,0.0,55.5,0.0,6.65,0.0,52.0,0.0,6.57,0.0,52.2,0.0,6.74,-0.5,52.0,0.0,6.51,0.0
202604130107,2026-04-13,01,07R,,backfill-from-daily,,52.0,0.0,6.76,-0.5,53.1,0.0,6.9,-0.5,52.3,0.0,6.78,-0.5,54.3,0.0,6.84,-0.5,51.5,0.5,6.87,0.0,53.1,0.0,6.74,0.0
202604130108,2026-04-13,01,08R,,backfill-from-daily,,55.8,0.0,6.75,-0.5,52.7,0.0,6.81,-0.5,49.5,2.5,6.76,-0.5,51.0,1.0,6.74,-0.5,52.0,0.0,6.83,-0.5,52.9,0.0,6.74,0.0
202604130109,2026-04-13,01,09R,,backfill-from-daily,,52.0,0.0,6.74,0.0,52.4,0.0,6.71,0.0,54.6,0.0,6.62,0.0,52.6,0.0,6.62,-0.5,52.0,0.0,6.74,0.0,52.1,0.0,6.65,-0.5
202604130110,2026-04-13,01,10R,,backfill-from-daily,,52.0,0.0,6.68,0.0,52.0,0.0,6.66,0.0,53.7,0.0,6.75,0.0,52.9,0.0,6.87,-0.5,51.5,0.5,6.8,-0.5,52.0,0.0,6.72,-0.5
202604130111,2026-04-13,01,11R,,backfill-from-daily,,52.3,0.0,6.72,-0.5,52.0,0.0,,,52.0,0.0,6.89,0.0,52.0,0.0,6.85,0.0,52.2,0.0,6.79,-0.5,52.0,0.0,6.68,-0.5
202604130112,2026-04-13,01,12R,,backfill-from-daily,,52.6,0.0,6.52,-0.5,52.0,0.0,6.62,-0.5,52.9,0.0,6.58,-0.5,52.6,0.0,6.52,-0.5,52.1,0.0,6.64,-0.5,52.0,0.0,6.65,-0.5
202604130301,2026-04-13,03,01R,,backfill-from-daily,,52.0,0.0,6.91,0.5,52.7,0.0,6.96,0.0,60.1,0.0,7.21,0.0,53.8,0.0,7.24,0.5,52.5,0.0,6.99,0.0,64.1,0.0,7.0,0.0
202604130302,2026-04-13,03,02R,,backfill-from-daily,,56.9,0.0,7.03,0.5,52.0,0.0,7.01,0.5,53.3,0.0,6.98,0.5,52.0,0.0,6.88,1.0,54.4,0.0,6.89,0.0,54.0,0.0,7.0,0.0
202604130303,2026-04-13,03,03R,,backfill-from-daily,,54.8,0.0,6.96,0.0,60.7,0.0,,,52.2,0.0,7.0,0.5,54.3,0.0,6.97,0.5,52.0,0.0,6.97,0.0,51.5,0.5,7.02,0.0
202604130304,2026-04-13,03,04R,,backfill-from-daily,,52.0,0.0,7.08,0.0,52.9,0.0,7.05,1.5,53.0,0.0,6.93,0.5,57.3,0.0,7.11,1.0,51.5,0.5,7.1,0.5,54.0,0.0,6.92,0.5
202604130305,2026-04-13,03,05R,,backfill-from-daily,,54.6,0.0,6.95,0.5,52.8,0.0,6.99,0.0,53.2,0.0,7.12,0.0,54.4,0.0,7.12,0.0,52.0,0.0,7.14,0.5,52.5,0.0,7.09,0.0
202604130306,2026-04-13,03,06R,,backfill-from-daily,,60.1,0.0,7.11,0.0,52.8,0.0,7.05,0.5,56.9,0.0,7.04,0.5,53.1,0.0,7.1,0.0,53.9,0.0,7.21,0.0,51.5,0.5,7.03,1.0
202604130307,2026-04-13,03,07R,,backfill-from-daily,,60.7,0.0,,,54.5,0.0,7.06,0.5,52.2,0.0,6.91,2.0,52.0,0.0,6.98,0.5,53.3,0.0,7.07,0.5,52.7,0.0,7.09,0.5
202604130308,2026-04-13,03,08R,,backfill-from-daily,,52.0,0.0,7.01,0.5,52.0,0.0,7.24,0.0,54.8,0.0,7.22,0.0,52.7,0.0,7.24,0.0,54.8,0.0,7.07,0.0,54.0,0.0,7.11,0.5
202604130309,2026-04-13,03,09R,,backfill-from-daily,,52.8,0.0,7.07,0.5,53.0,0.0,7.23,0.5,54.3,0.0,7.28,0.5,52.8,0.0,7.12,0.5,53.5,0.0,7.23,0.5,52.0,0.0,7.08,1.0
202604130310,2026-04-13,03,10R,,backfill-from-daily,,54.4,0.0,7.2,0.0,56.7,0.0,7.12,0.5,53.2,0.0,7.06,0.5,52.9,0.0,7.22,1.5,51.5,0.5,7.21,0.5,53.9,0.0,7.18,0.5
202604130311,2026-04-13,03,11R,,backfill-from-daily,,52.0,0.0,6.99,0.5,53.2,0.0,7.16,0.5,54.6,0.0,7.28,0.5,51.5,0.5,7.02,1.0,53.8,0.0,7.42,1.0,52.0,0.0,7.06,0.5
202604130312,2026-04-13,03,12R,,backfill-from-daily,,51.5,0.5,7.03,1.0,52.7,0.0,7.03,1.0,52.6,0.0,7.2,0.5,52.7,0.0,7.11,0.5,53.1,0.0,7.12,0.5,53.1,0.0,7.09,0.0
202604130401,2026-04-13,04,01R,,backfill-from-daily,,47.0,0.0,6.95,-0.5,56.1,0.0,7.0,-0.5,54.9,0.0,7.01,-0.5,47.0,0.0,6.9,-0.5,47.0,0.0,6.92,0.0,51.0,1.0,6.96,0.0
202604130402,2026-04-13,04,02R,,backfill-from-daily,,54.3,0.0,6.88,-0.5,52.1,0.0,6.96,0.0,52.4,0.0,6.95,-0.5,55.7,0.0,7.11,0.0,53.6,0.0,7.03,0.0,53.7,0.0,7.0,-0.5
202604130403,2026-04-13,04,03R,,backfill-from-daily,,52.0,0.0,6.93,-0.5,53.7,0.0,6.97,-0.5,57.4,0.0,6.99,-0.5,55.2,0.0,6.92,-0.5,52.1,0.0,6.87,-0.5,47.9,0.0,6.92,0.0
202604130404,2026-04-13,04,04R,,backfill-from-daily,,52.9,0.0,7.02,-0.5,50.0,2.0,6.97,0.0,52.0,0.0,6.93,-0.5,57.0,0.0,6.96,-0.5,54.4,0.0,7.01,0.0,56.2,0.0,7.07,-0.5
202604130405,2026-04-13,04,05R,,backfill-from-daily,,52.0,0.0,6.92,-0.5,47.6,0.0,6.96,-0.5,52.0,0.0,6.92,-0.5,54.0,0.0,6.99,-0.5,47.0,0.0,6.86,0.0,52.0,0.0,6.98,-0.5
202604130406,2026-04-13,04,06R,,backfill-from-daily,,52.0,0.0,7.04,-0.5,58.4,0.0,7.08,-0.5,52.0,0.0,7.01,0.0,58.4,0.0,7.01,-0.5,49.5,0.0,7.0,-0.5,55.7,0.0,7.09,0.0
202604130407,2026-04-13,04,07R,,backfill-from-daily,,45.5,1.5,7.02,-0.5,53.4,0.0,7.11,0.0,54.1,0.0,7.11,0.0,47.0,0.0,6.98,-0.5,51.5,0.5,6.98,0.0,53.1,0.0,7.09,-0.5
202604130408,2026-04-13,04,08R,,backfill-from-daily,,53.6,0.0,7.04,0.0,57.0,0.0,7.02,-0.5,60.8,0.0,7.08,-0.5,53.7,0.0,6.96,-0.5,56.1,0.0,7.03,-0.5,53.6,0.0,7.02,0.0
202604130409,2026-04-13,04,09R,,backfill-from-daily,,52.1,0.0,7.03,0.0,55.2,0.0,7.03,-0.5,47.0,0.0,6.97,-0.5,52.0,0.0,7.0,-0.5,52.0,0.0,7.07,-0.5,55.5,0.0,7.02,-0.5
