レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202606082101,2026-06-08,21,01R,08:32,2026-06-08T08:22:33.495064+09:00,0755,0.0,,1.0,2,21.5,24.5
202606081801,2026-06-08,18,01R,08:44,2026-06-08T08:34:17.717029+09:00,0805,1.0,6,1.0,2,21.0,22.0
202606081001,2026-06-08,10,01R,08:47,2026-06-08T08:38:25.723649+09:00,0800,2.0,4,2.0,2,20.0,22.0
202606082102,2026-06-08,21,02R,08:58,2026-06-08T08:48:18.950071+09:00,0835,0.0,,1.0,2,21.9,24.5
202606081802,2026-06-08,18,02R,09:10,2026-06-08T09:00:42.512278+09:00,0805,1.0,6,1.0,2,21.0,22.0
202606081002,2026-06-08,10,02R,09:13,2026-06-08T09:04:26.489876+09:00,0850,1.0,4,1.0,2,21.0,22.0
202606082103,2026-06-08,21,03R,09:24,2026-06-08T09:14:27.341567+09:00,0901,1.0,3,1.0,2,21.6,24.5
202606081803,2026-06-08,18,03R,09:36,2026-06-08T09:26:26.578656+09:00,0847,1.0,6,1.0,3,21.0,22.0
202606081003,2026-06-08,10,03R,09:39,2026-06-08T09:30:27.435619+09:00,0916,2.0,4,2.0,2,21.0,22.0
202606082104,2026-06-08,21,04R,09:50,2026-06-08T09:40:26.360584+09:00,0927,1.0,2,1.0,2,21.8,24.4
202606081804,2026-06-08,18,04R,10:02,2026-06-08T09:52:19.932505+09:00,0913,1.0,7,1.0,3,21.0,22.0
202606081004,2026-06-08,10,04R,10:05,2026-06-08T09:56:23.699114+09:00,0942,1.0,5,1.0,2,21.0,22.0
202606082105,2026-06-08,21,05R,10:20,2026-06-08T10:10:22.518159+09:00,0927,1.0,2,1.0,2,21.8,24.4
202606081805,2026-06-08,18,05R,10:30,2026-06-08T10:20:25.169179+09:00,0939,1.0,1,1.0,3,21.0,22.0
202606080801,2026-06-08,08,01R,10:32,2026-06-08T10:22:24.413520+09:00,0935,2.0,6,1.0,1,22.0,23.0
202606081005,2026-06-08,10,05R,10:33,2026-06-08T10:24:23.757393+09:00,1008,0.0,,0.0,2,22.0,22.0
202606081301,2026-06-08,13,01R,10:35,2026-06-08T10:26:20.594368+09:00,1023,2.0,7,0.0,1,24.2,21.8
202606080901,2026-06-08,09,01R,10:39,2026-06-08T10:30:31.249167+09:00,0930,2.0,7,1.0,1,24.0,23.0
202606081701,2026-06-08,17,01R,10:44,2026-06-08T10:34:27.924448+09:00,0950,1.0,6,1.0,3,19.0,21.0
202606082106,2026-06-08,21,06R,10:52,2026-06-08T10:42:22.880066+09:00,1023,1.0,3,1.0,2,22.0,24.5
202606080802,2026-06-08,08,02R,10:59,2026-06-08T10:50:24.582905+09:00,1036,2.0,4,1.0,1,22.0,23.0
202606081806,2026-06-08,18,06R,11:00,2026-06-08T10:50:24.582905+09:00,1005,1.0,2,1.0,2,21.0,22.0
202606081006,2026-06-08,10,06R,11:01,2026-06-08T10:52:21.440407+09:00,1036,0.0,,0.0,2,23.0,22.0
202606081302,2026-06-08,13,02R,11:02,2026-06-08T10:52:21.440407+09:00,1038,5.0,6,3.0,1,24.0,21.8
202606080902,2026-06-08,09,02R,11:07,2026-06-08T10:58:21.887682+09:00,1043,3.0,4,2.0,2,25.0,23.0
202606081702,2026-06-08,17,02R,11:12,2026-06-08T11:02:20.601190+09:00,1047,0.0,,1.0,3,19.0,21.0
202606082107,2026-06-08,21,07R,11:20,2026-06-08T11:10:33.048081+09:00,1055,1.0,3,1.0,2,22.9,24.6
202606080803,2026-06-08,08,03R,11:27,2026-06-08T11:17:19.098306+09:00,1036,2.0,4,1.0,1,22.0,23.0
202606081007,2026-06-08,10,07R,11:28,2026-06-08T11:18:23.769280+09:00,1104,1.0,8,1.0,2,23.0,22.0
202606081303,2026-06-08,13,03R,11:30,2026-06-08T11:20:26.216494+09:00,1105,7.0,6,5.0,1,23.7,21.7
202606081807,2026-06-08,18,07R,11:31,2026-06-08T11:22:30.924679+09:00,1103,2.0,1,2.0,2,22.0,21.0
202606080501,2026-06-08,05,01R,11:33,2026-06-08T11:24:19.604928+09:00,1020,2.0,8,2.0,3,19.0,22.0
202606080601,2026-06-08,06,01R,11:34,2026-06-08T11:24:19.604928+09:00,0940,2.0,3,1.0,1,24.0,21.0
202606080903,2026-06-08,09,03R,11:36,2026-06-08T11:26:18.947225+09:00,1111,1.0,4,1.0,2,26.0,23.0
202606081703,2026-06-08,17,03R,11:41,2026-06-08T11:32:25.432173+09:00,1115,1.0,3,1.0,2,19.0,21.0
202606082108,2026-06-08,21,08R,11:52,2026-06-08T11:42:19.262374+09:00,1055,1.0,3,1.0,2,22.9,24.6
202606080804,2026-06-08,08,04R,11:56,2026-06-08T11:46:22.524853+09:00,1131,2.0,4,1.0,1,22.0,23.0
202606081008,2026-06-08,10,08R,11:57,2026-06-08T11:48:28.834274+09:00,1131,3.0,8,3.0,2,22.0,22.0
202606080602,2026-06-08,06,02R,11:59,2026-06-08T11:50:25.951389+09:00,1138,2.0,7,1.0,1,26.0,22.0
202606081808,2026-06-08,18,08R,12:01,2026-06-08T11:52:22.482472+09:00,1103,2.0,1,2.0,2,22.0,21.0
202606081304,2026-06-08,13,04R,12:03,2026-06-08T11:54:23.551554+09:00,1133,4.0,7,0.0,1,24.1,22.0
202606080502,2026-06-08,05,02R,12:05,2026-06-08T11:56:18.381195+09:00,1137,1.0,1,2.0,2,20.0,22.0
202606080904,2026-06-08,09,04R,12:08,2026-06-08T11:58:24.402951+09:00,1140,2.0,4,1.0,2,26.0,23.0
202606081704,2026-06-08,17,04R,12:13,2026-06-08T12:04:22.096861+09:00,1144,1.0,3,1.0,2,19.0,21.0
202606082109,2026-06-08,21,09R,12:23,2026-06-08T12:14:21.309606+09:00,1155,0.0,,1.0,2,23.2,24.7
202606080805,2026-06-08,08,05R,12:25,2026-06-08T12:16:26.859602+09:00,1200,2.0,4,1.0,1,24.0,23.0
202606080603,2026-06-08,06,03R,12:28,2026-06-08T12:18:23.986933+09:00,1203,2.0,7,1.0,1,26.0,22.0
202606081009,2026-06-08,10,09R,12:30,2026-06-08T12:20:26.827366+09:00,1200,2.0,8,2.0,2,22.0,22.0
202606080503,2026-06-08,05,03R,12:32,2026-06-08T12:22:23.798138+09:00,1209,3.0,7,2.0,2,20.0,22.0
202606081305,2026-06-08,13,05R,12:34,2026-06-08T12:24:20.479853+09:00,1206,3.0,7,0.0,2,24.1,22.1
202606081809,2026-06-08,18,09R,12:36,2026-06-08T12:26:21.769907+09:00,1134,1.0,1,1.0,3,22.0,22.0
202606080905,2026-06-08,09,05R,12:39,2026-06-08T12:30:28.585042+09:00,1212,3.0,4,2.0,1,26.0,23.0
202606081705,2026-06-08,17,05R,12:45,2026-06-08T12:36:24.429169+09:00,1216,1.0,3,1.0,2,19.0,21.0
202606080806,2026-06-08,08,06R,12:51,2026-06-08T12:42:19.619236+09:00,1229,2.0,4,1.0,1,24.0,24.0
202606082110,2026-06-08,21,10R,12:54,2026-06-08T12:44:25.535307+09:00,1226,0.0,,1.0,3,22.5,24.7
202606080604,2026-06-08,06,04R,12:56,2026-06-08T12:46:26.103314+09:00,1232,2.0,7,1.0,1,26.0,22.0
202606080504,2026-06-08,05,04R,13:00,2026-06-08T12:50:22.626970+09:00,1236,2.0,2,2.0,2,21.0,22.0
202606081010,2026-06-08,10,10R,13:03,2026-06-08T12:54:18.808995+09:00,1233,3.0,8,3.0,2,21.0,23.0
202606081306,2026-06-08,13,06R,13:05,2026-06-08T12:56:18.499161+09:00,1237,4.0,6,0.0,2,24.3,22.1
202606081810,2026-06-08,18,10R,13:08,2026-06-08T12:58:21.723217+09:00,1239,1.0,7,1.0,3,21.0,22.0
202606080906,2026-06-08,09,06R,13:10,2026-06-08T13:00:32.482748+09:00,1243,3.0,4,2.0,1,26.0,23.0
202606081706,2026-06-08,17,06R,13:17,2026-06-08T13:08:20.859964+09:00,1251,1.0,3,1.0,2,20.0,21.0
202606080807,2026-06-08,08,07R,13:21,2026-06-08T13:12:19.913545+09:00,1255,2.0,4,1.0,1,24.0,24.0
202606080605,2026-06-08,06,05R,13:23,2026-06-08T13:14:20.769352+09:00,1300,4.0,6,2.0,1,25.0,22.0
202606082111,2026-06-08,21,11R,13:27,2026-06-08T13:18:20.911770+09:00,1257,1.0,2,1.0,2,22.5,24.8
202606080505,2026-06-08,05,05R,13:31,2026-06-08T13:22:19.230991+09:00,1304,1.0,1,2.0,2,22.0,22.0
202606081011,2026-06-08,10,11R,13:34,2026-06-08T13:24:19.161276+09:00,1306,2.0,8,2.0,2,21.0,22.0
202606081307,2026-06-08,13,07R,13:36,2026-06-08T13:26:45.665550+09:00,1308,5.0,6,3.0,2,24.3,22.1
202606081811,2026-06-08,18,11R,13:39,2026-06-08T13:30:26.552788+09:00,1311,1.0,7,1.0,2,21.0,22.0
202606080907,2026-06-08,09,07R,13:41,2026-06-08T13:32:23.153019+09:00,1314,3.0,4,2.0,2,25.0,23.0
202606081707,2026-06-08,17,07R,13:49,2026-06-08T13:40:26.060342+09:00,1320,1.0,3,1.0,2,20.0,21.0
202606080808,2026-06-08,08,08R,13:53,2026-06-08T13:44:26.468365+09:00,1325,2.0,4,1.0,1,24.0,24.0
202606080606,2026-06-08,06,06R,13:57,2026-06-08T13:48:23.649658+09:00,1327,4.0,6,2.0,1,25.0,22.0
202606082112,2026-06-08,21,12R,14:02,2026-06-08T13:52:22.160384+09:00,1330,1.0,1,1.0,2,22.3,24.8
202606080506,2026-06-08,05,06R,14:04,2026-06-08T13:54:22.995285+09:00,1335,3.0,2,2.0,2,22.0,22.0
202606081308,2026-06-08,13,08R,14:08,2026-06-08T13:58:21.191395+09:00,1339,4.0,7,0.0,2,24.0,22.2
202606081012,2026-06-08,10,12R,14:10,2026-06-08T14:00:53.742116+09:00,1337,2.0,1,2.0,2,21.0,22.0
202606080908,2026-06-08,09,08R,14:12,2026-06-08T14:02:24.976413+09:00,1314,3.0,4,2.0,2,25.0,23.0
202606081812,2026-06-08,18,12R,14:15,2026-06-08T14:06:23.986953+09:00,1342,1.0,7,1.0,3,21.0,22.0
202606080809,2026-06-08,08,09R,14:21,2026-06-08T14:12:21.006640+09:00,1325,2.0,4,1.0,1,24.0,24.0
202606081708,2026-06-08,17,08R,14:23,2026-06-08T14:14:25.494871+09:00,1352,1.0,3,1.0,2,20.0,22.0
202606080607,2026-06-08,06,07R,14:31,2026-06-08T14:22:24.520947+09:00,1401,4.0,6,2.0,1,24.0,22.0
202606080507,2026-06-08,05,07R,14:35,2026-06-08T14:26:21.328177+09:00,1408,1.0,1,2.0,2,22.0,22.0
202606080909,2026-06-08,09,09R,14:41,2026-06-08T14:32:20.645633+09:00,1416,2.0,4,1.0,2,24.0,23.0
202606081309,2026-06-08,13,09R,14:45,2026-06-08T14:36:18.860750+09:00,1431,3.0,6,0.0,2,23.5,22.2
202606080810,2026-06-08,08,10R,14:51,2026-06-08T14:42:22.980953+09:00,1425,1.0,4,0.0,2,25.0,24.0
202606081709,2026-06-08,17,09R,14:55,2026-06-08T14:46:19.773202+09:00,1426,1.0,3,1.0,3,20.0,22.0
202606080608,2026-06-08,06,08R,15:03,2026-06-08T14:54:20.261345+09:00,1435,4.0,6,2.0,1,24.0,22.0
202606080508,2026-06-08,05,08R,15:07,2026-06-08T14:58:22.697878+09:00,1439,3.0,2,2.0,2,23.0,22.0
202606080910,2026-06-08,09,10R,15:13,2026-06-08T15:04:23.063578+09:00,1445,1.0,4,1.0,2,24.0,23.0
202606080811,2026-06-08,08,11R,15:19,2026-06-08T15:10:24.109872+09:00,1455,1.0,5,0.0,2,25.0,24.0
202606081310,2026-06-08,13,10R,15:20,2026-06-08T15:10:24.109872+09:00,1448,4.0,7,0.0,2,22.9,22.2
202606081501,2026-06-08,15,01R,15:25,2026-06-08T15:16:16.606449+09:00,1430,1.0,8,1.0,3,20.0,21.0
202606080101,2026-06-08,01,01R,15:28,2026-06-08T15:18:24.786354+09:00,1455,1.0,3,1.0,2,21.0,17.0
202606081710,2026-06-08,17,10R,15:30,2026-06-08T15:20:22.929282+09:00,1458,0.0,,1.0,3,20.0,22.0
202606080509,2026-06-08,05,09R,15:39,2026-06-08T15:30:24.574380+09:00,1511,3.0,2,2.0,2,23.0,22.0
202606080609,2026-06-08,06,09R,15:44,2026-06-08T15:34:16.901390+09:00,1507,4.0,5,2.0,1,24.0,22.0
202606080911,2026-06-08,09,11R,15:47,2026-06-08T15:38:22.599858+09:00,1517,3.0,7,2.0,2,24.0,23.0
202606081311,2026-06-08,13,11R,15:55,2026-06-08T15:46:24.533639+09:00,1523,4.0,6,0.0,3,21.7,22.2
202606080102,2026-06-08,01,02R,15:58,2026-06-08T15:48:25.472297+09:00,1532,2.0,3,1.0,2,21.0,17.0
202606080812,2026-06-08,08,12R,16:00,2026-06-08T15:50:26.767926+09:00,1523,1.0,5,0.0,2,25.0,24.0
202606081502,2026-06-08,15,02R,16:01,2026-06-08T15:52:23.262078+09:00,1528,0.0,,0.0,3,20.0,21.0
202606081711,2026-06-08,17,11R,16:06,2026-06-08T15:56:22.630222+09:00,1533,0.0,,1.0,3,20.0,22.0
202606080610,2026-06-08,06,10R,16:11,2026-06-08T16:02:17.712968+09:00,1548,5.0,6,2.0,1,23.0,22.0
202606080510,2026-06-08,05,10R,16:15,2026-06-08T16:06:25.360704+09:00,1543,1.0,1,2.0,2,23.0,22.0
202606080912,2026-06-08,09,12R,16:25,2026-06-08T16:16:18.064657+09:00,1551,3.0,7,2.0,2,25.0,23.0
202606081503,2026-06-08,15,03R,16:27,2026-06-08T16:18:21.342106+09:00,1604,1.0,6,1.0,3,20.0,21.0
202606080103,2026-06-08,01,03R,16:31,2026-06-08T16:22:18.041981+09:00,1602,2.0,3,1.0,2,21.0,17.0
202606081312,2026-06-08,13,12R,16:35,2026-06-08T16:26:21.978705+09:00,1621,1.0,7,0.0,3,21.2,22.1
202606080611,2026-06-08,06,11R,16:40,2026-06-08T16:30:25.675748+09:00,1615,5.0,6,2.0,1,23.0,22.0
202606081712,2026-06-08,17,12R,16:45,2026-06-08T16:36:24.243335+09:00,1609,0.0,,1.0,3,20.0,22.0
202606080511,2026-06-08,05,11R,16:49,2026-06-08T16:40:25.764245+09:00,1619,2.0,2,2.0,2,23.0,22.0
202606081504,2026-06-08,15,04R,17:01,2026-06-08T16:52:21.758216+09:00,1631,2.0,8,2.0,3,20.0,21.0
202606080612,2026-06-08,06,12R,17:10,2026-06-08T17:00:32.601281+09:00,1644,4.0,6,2.0,1,23.0,22.0
202606080104,2026-06-08,01,04R,17:11,2026-06-08T17:02:21.215511+09:00,1635,2.0,3,1.0,2,21.0,17.0
202606080512,2026-06-08,05,12R,17:20,2026-06-08T17:10:23.836487+09:00,1653,1.0,7,2.0,2,23.0,22.0
202606081505,2026-06-08,15,05R,17:26,2026-06-08T17:16:24.769986+09:00,1631,2.0,8,2.0,3,20.0,21.0
202606080105,2026-06-08,01,05R,17:36,2026-06-08T17:26:22.291142+09:00,1635,2.0,3,1.0,2,21.0,17.0
202606082401,2026-06-08,24,01R,17:41,2026-06-08T17:32:22.373856+09:00,1635,3.0,8,2.0,3,22.0,25.0
202606081506,2026-06-08,15,06R,17:53,2026-06-08T17:44:22.805576+09:00,1730,0.0,,0.0,3,19.0,21.0
202606080106,2026-06-08,01,06R,18:03,2026-06-08T17:54:22.115927+09:00,1740,3.0,3,2.0,2,21.0,17.0
202606082402,2026-06-08,24,02R,18:08,2026-06-08T17:58:23.871787+09:00,1744,2.0,1,1.0,3,22.0,25.0
202606081507,2026-06-08,15,07R,18:18,2026-06-08T18:08:28.375343+09:00,1756,1.0,5,1.0,3,19.0,21.0
202606080107,2026-06-08,01,07R,18:28,2026-06-08T18:18:21.780781+09:00,1740,3.0,3,2.0,2,21.0,17.0
202606082403,2026-06-08,24,03R,18:34,2026-06-08T18:24:21.747671+09:00,1811,3.0,1,2.0,3,22.0,25.0
202606081508,2026-06-08,15,08R,18:44,2026-06-08T18:34:18.790892+09:00,1821,2.0,5,2.0,3,19.0,21.0
202606080108,2026-06-08,01,08R,18:54,2026-06-08T18:44:25.129442+09:00,1832,3.0,3,2.0,2,21.0,17.0
202606082404,2026-06-08,24,04R,19:03,2026-06-08T18:54:19.428107+09:00,1837,2.0,1,1.0,3,21.0,25.0
