レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202606131001,2026-06-13,10,01R,08:32,2026-06-13T08:22:22.867374+09:00,0759,3.0,4,3.0,1,21.0,23.0
202606132301,2026-06-13,23,01R,08:39,2026-06-13T08:30:23.496581+09:00,0800,2.0,6,2.0,1,20.0,24.0
202606131401,2026-06-13,14,01R,08:46,2026-06-13T08:36:20.542820+09:00,0748,0.0,,1.0,2,22.0,22.0
202606131002,2026-06-13,10,02R,08:58,2026-06-13T08:48:22.499616+09:00,0835,2.0,4,2.0,1,22.0,23.0
202606132302,2026-06-13,23,02R,09:07,2026-06-13T08:58:21.931830+09:00,0843,1.0,8,1.0,1,23.0,24.0
202606131402,2026-06-13,14,02R,09:12,2026-06-13T09:02:23.239542+09:00,0850,1.0,8,1.0,1,23.0,22.0
202606131003,2026-06-13,10,03R,09:24,2026-06-13T09:14:24.171896+09:00,0901,2.0,4,2.0,1,23.0,23.0
202606132303,2026-06-13,23,03R,09:33,2026-06-13T09:24:20.249318+09:00,0911,1.0,7,1.0,1,25.0,24.0
202606131403,2026-06-13,14,03R,09:38,2026-06-13T09:28:22.827972+09:00,0850,1.0,8,1.0,1,23.0,22.0
202606131004,2026-06-13,10,04R,09:50,2026-06-13T09:40:20.017380+09:00,0927,4.0,4,4.0,1,24.0,24.0
202606132304,2026-06-13,23,04R,09:59,2026-06-13T09:50:22.372835+09:00,0937,2.0,6,2.0,1,25.0,24.0
202606131404,2026-06-13,14,04R,10:04,2026-06-13T09:54:23.055729+09:00,0916,1.0,8,1.0,1,23.0,22.0
202606131005,2026-06-13,10,05R,10:16,2026-06-13T10:06:23.761102+09:00,0953,1.0,7,1.0,1,24.0,24.0
202606132305,2026-06-13,23,05R,10:25,2026-06-13T10:16:17.568671+09:00,1003,2.0,7,2.0,1,25.0,24.0
202606131405,2026-06-13,14,05R,10:30,2026-06-13T10:20:26.305480+09:00,0942,1.0,8,1.0,1,24.0,22.0
202606130801,2026-06-13,08,01R,10:31,2026-06-13T10:22:19.888758+09:00,0845,2.0,7,1.0,1,22.0,25.0
202606131101,2026-06-13,11,01R,10:32,2026-06-13T10:22:19.888758+09:00,0955,2.0,2,2.0,1,23.0,24.0
202606131301,2026-06-13,13,01R,10:35,2026-06-13T10:26:21.819401+09:00,1023,2.0,3,0.0,1,28.7,23.8
202606131006,2026-06-13,10,06R,10:44,2026-06-13T10:34:20.247570+09:00,1019,1.0,5,1.0,1,24.0,24.0
202606131601,2026-06-13,16,01R,10:51,2026-06-13T10:42:21.486870+09:00,0954,3.0,4,3.0,1,23.0,22.0
202606132306,2026-06-13,23,06R,10:54,2026-06-13T10:44:22.251548+09:00,1029,1.0,6,1.0,1,26.0,24.0
202606131102,2026-06-13,11,02R,10:58,2026-06-13T10:48:22.184386+09:00,0955,2.0,2,2.0,1,23.0,24.0
202606131302,2026-06-13,13,02R,11:01,2026-06-13T10:52:16.797350+09:00,1038,2.0,6,0.0,1,28.9,23.9
202606130802,2026-06-13,08,02R,11:06,2026-06-13T10:56:22.769452+09:00,1035,2.0,6,1.0,1,23.0,25.0
202606131406,2026-06-13,14,06R,11:09,2026-06-13T11:00:30.412550+09:00,1033,1.0,8,1.0,1,24.0,22.0
202606131007,2026-06-13,10,07R,11:12,2026-06-13T11:02:19.381881+09:00,1047,2.0,7,2.0,1,24.0,24.0
202606130301,2026-06-13,03,01R,11:14,2026-06-13T11:04:23.136827+09:00,1000,1.0,5,5.0,1,24.0,20.0
202606131602,2026-06-13,16,02R,11:20,2026-06-13T11:10:20.070569+09:00,1055,1.0,4,1.0,1,23.0,22.0
202606132307,2026-06-13,23,07R,11:22,2026-06-13T11:12:22.293613+09:00,1058,3.0,7,3.0,1,26.0,24.0
202606131103,2026-06-13,11,03R,11:24,2026-06-13T11:14:24.072024+09:00,1101,2.0,2,2.0,1,23.0,24.0
202606131303,2026-06-13,13,03R,11:28,2026-06-13T11:18:23.415020+09:00,1104,2.0,7,0.0,1,29.0,23.6
202606130601,2026-06-13,06,01R,11:32,2026-06-13T11:22:20.825389+09:00,0940,1.0,3,0.0,2,24.0,23.0
202606130803,2026-06-13,08,03R,11:35,2026-06-13T11:26:19.727476+09:00,1110,2.0,6,1.0,1,23.0,25.0
202606131407,2026-06-13,14,07R,11:38,2026-06-13T11:28:22.301034+09:00,1112,1.0,3,1.0,1,24.0,22.0
202606130302,2026-06-13,03,02R,11:41,2026-06-13T11:32:22.853201+09:00,1100,3.0,5,5.0,1,24.0,20.0
202606131008,2026-06-13,10,08R,11:44,2026-06-13T11:34:22.309375+09:00,1115,1.0,7,1.0,1,24.0,23.0
202606131603,2026-06-13,16,03R,11:50,2026-06-13T11:40:23.699577+09:00,1123,3.0,4,3.0,1,24.0,22.0
202606131104,2026-06-13,11,04R,11:51,2026-06-13T11:42:18.679723+09:00,1127,1.0,2,1.0,1,23.0,24.0
202606132308,2026-06-13,23,08R,11:53,2026-06-13T11:44:19.173508+09:00,1126,3.0,1,3.0,1,27.0,24.0
202606131304,2026-06-13,13,04R,11:57,2026-06-13T11:48:22.263424+09:00,1131,4.0,5,0.0,1,28.9,23.8
202606130602,2026-06-13,06,02R,12:01,2026-06-13T11:52:20.957630+09:00,1136,3.0,4,2.0,1,23.0,23.0
202606130804,2026-06-13,08,04R,12:05,2026-06-13T11:56:21.084426+09:00,1139,2.0,6,1.0,1,23.0,26.0
202606130303,2026-06-13,03,03R,12:09,2026-06-13T12:00:28.024493+09:00,1117,3.0,5,5.0,1,24.0,20.0
202606131408,2026-06-13,14,08R,12:10,2026-06-13T12:00:28.024493+09:00,1142,2.0,8,2.0,1,25.0,22.0
202606131009,2026-06-13,10,09R,12:14,2026-06-13T12:04:19.116714+09:00,1147,2.0,7,2.0,1,24.0,24.0
202606131604,2026-06-13,16,04R,12:18,2026-06-13T12:08:20.633293+09:00,1123,3.0,4,3.0,1,24.0,22.0
202606131105,2026-06-13,11,05R,12:19,2026-06-13T12:10:20.679497+09:00,1154,2.0,2,2.0,1,24.0,24.0
202606132309,2026-06-13,23,09R,12:24,2026-06-13T12:14:20.025243+09:00,1157,4.0,2,4.0,1,27.0,24.0
202606131305,2026-06-13,13,05R,12:27,2026-06-13T12:18:21.222442+09:00,1200,2.0,5,0.0,1,28.7,24.1
202606130603,2026-06-13,06,03R,12:30,2026-06-13T12:20:19.014617+09:00,1205,3.0,4,2.0,1,23.0,23.0
202606132201,2026-06-13,22,01R,12:33,2026-06-13T12:24:21.658163+09:00,1150,3.0,1,3.0,1,24.0,23.0
202606130304,2026-06-13,03,04R,12:35,2026-06-13T12:26:22.954815+09:00,1145,3.0,5,5.0,1,24.0,20.0
202606130805,2026-06-13,08,05R,12:35,2026-06-13T12:26:22.954815+09:00,1209,3.0,5,1.0,1,23.0,26.0
202606131409,2026-06-13,14,09R,12:41,2026-06-13T12:32:23.457743+09:00,1214,1.0,1,1.0,1,25.0,22.0
202606131605,2026-06-13,16,05R,12:46,2026-06-13T12:36:23.698684+09:00,1222,4.0,4,3.0,1,25.0,22.0
202606131010,2026-06-13,10,10R,12:47,2026-06-13T12:38:20.755240+09:00,1217,3.0,7,3.0,1,24.0,24.0
202606131106,2026-06-13,11,06R,12:50,2026-06-13T12:40:20.576343+09:00,1222,3.0,2,3.0,1,24.0,24.0
202606130604,2026-06-13,06,04R,12:56,2026-06-13T12:46:22.361971+09:00,1234,3.0,4,2.0,1,23.0,24.0
202606132310,2026-06-13,23,10R,12:55,2026-06-13T12:46:22.361971+09:00,1228,4.0,2,4.0,1,26.0,24.0
202606131306,2026-06-13,13,06R,12:58,2026-06-13T12:48:21.771597+09:00,1230,5.0,6,3.0,1,28.1,24.2
202606130305,2026-06-13,03,05R,13:02,2026-06-13T12:52:21.162878+09:00,1238,4.0,5,5.0,1,25.0,20.0
202606132202,2026-06-13,22,02R,13:01,2026-06-13T12:52:21.162878+09:00,1236,3.0,1,3.0,1,24.0,23.0
202606130806,2026-06-13,08,06R,13:05,2026-06-13T12:56:20.340813+09:00,1239,3.0,5,1.0,1,24.0,26.0
202606131410,2026-06-13,14,10R,13:11,2026-06-13T13:02:24.503210+09:00,1245,2.0,4,2.0,1,26.0,22.0
202606131107,2026-06-13,11,07R,13:18,2026-06-13T13:08:20.671571+09:00,1253,3.0,2,3.0,1,24.0,24.0
202606131606,2026-06-13,16,06R,13:17,2026-06-13T13:08:20.671571+09:00,1249,4.0,4,3.0,1,25.0,22.0
202606130605,2026-06-13,06,05R,13:22,2026-06-13T13:12:19.722548+09:00,1234,3.0,4,2.0,1,23.0,24.0
202606131011,2026-06-13,10,11R,13:24,2026-06-13T13:14:19.445902+09:00,1250,2.0,7,2.0,1,25.0,24.0
202606131307,2026-06-13,13,07R,13:27,2026-06-13T13:18:24.260904+09:00,1301,4.0,7,0.0,1,28.3,24.4
202606130306,2026-06-13,03,06R,13:29,2026-06-13T13:20:28.122524+09:00,1305,3.0,5,5.0,1,26.0,20.0
202606132203,2026-06-13,22,03R,13:29,2026-06-13T13:20:28.122524+09:00,1236,3.0,1,3.0,1,24.0,23.0
202606132311,2026-06-13,23,11R,13:32,2026-06-13T13:22:22.442176+09:00,1259,4.0,1,4.0,1,27.0,24.0
202606130807,2026-06-13,08,07R,13:35,2026-06-13T13:26:20.567122+09:00,1309,3.0,6,1.0,1,24.0,26.0
202606131411,2026-06-13,14,11R,13:42,2026-06-13T13:32:25.015194+09:00,1315,3.0,4,3.0,1,25.0,22.0
202606131607,2026-06-13,16,07R,13:47,2026-06-13T13:38:26.139262+09:00,1321,3.0,4,3.0,1,25.0,22.0
202606130606,2026-06-13,06,06R,13:49,2026-06-13T13:40:21.051867+09:00,1326,4.0,4,2.0,1,23.0,24.0
202606131108,2026-06-13,11,08R,13:53,2026-06-13T13:44:24.296809+09:00,1321,3.0,1,3.0,1,24.0,25.0
202606130307,2026-06-13,03,07R,13:56,2026-06-13T13:46:18.851209+09:00,1332,3.0,5,5.0,1,26.0,20.0
202606132204,2026-06-13,22,04R,13:57,2026-06-13T13:48:17.497835+09:00,1332,3.0,1,3.0,1,26.0,23.0
202606131012,2026-06-13,10,12R,14:00,2026-06-13T13:50:25.991853+09:00,1327,4.0,8,4.0,1,24.0,25.0
202606131308,2026-06-13,13,08R,14:03,2026-06-13T13:54:23.679896+09:00,1330,5.0,6,3.0,1,28.9,24.5
202606132312,2026-06-13,23,12R,14:08,2026-06-13T13:58:20.105260+09:00,1336,4.0,2,4.0,1,27.0,24.0
202606130808,2026-06-13,08,08R,14:11,2026-06-13T14:02:20.649762+09:00,1339,3.0,6,1.0,1,24.0,26.0
202606131412,2026-06-13,14,12R,14:15,2026-06-13T14:06:21.604290+09:00,1346,3.0,4,3.0,1,25.0,22.0
202606130607,2026-06-13,06,07R,14:20,2026-06-13T14:10:25.479532+09:00,1353,4.0,4,2.0,1,23.0,24.0
202606130308,2026-06-13,03,08R,14:24,2026-06-13T14:14:22.582120+09:00,1359,5.0,5,5.0,1,25.0,20.0
202606131608,2026-06-13,16,08R,14:23,2026-06-13T14:14:22.582120+09:00,1350,3.0,5,3.0,1,25.0,22.0
202606132205,2026-06-13,22,05R,14:25,2026-06-13T14:16:23.387417+09:00,1400,3.0,1,3.0,1,25.0,23.0
202606131109,2026-06-13,11,09R,14:32,2026-06-13T14:22:23.977486+09:00,1356,3.0,2,3.0,1,24.0,25.0
202606131309,2026-06-13,13,09R,14:40,2026-06-13T14:30:21.373325+09:00,1426,5.0,7,3.0,1,29.0,24.6
202606130809,2026-06-13,08,09R,14:47,2026-06-13T14:38:22.084494+09:00,1415,3.0,6,1.0,1,24.0,26.0
