レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604102401,5,6,3,3,1,4,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.033,0.15,0.078,0.15,0.134,0.12,0.007,0.12,0.149,0.14,0.0,0.27,0.09916666666666667
202604102402,6,4,5,2,1,3,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.15,0.1,0.098,0.12,-0.017,0.11,0.104,0.26,0.017,0.28,0.005,0.31,0.15383333333333335
202604102403,6,3,4,1,4,5,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.051,0.16,-0.056,0.26,0.018,0.18,-0.054,0.12,0.046,0.17,0.039,0.19,0.18966666666666665
202604102404,2,6,1,1,6,3,×,○,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,6.0,5,4.0,6,5.0,3,×,0.02,0.13,0.038,0.13,-0.041,0.15,-0.064,0.14,0.027,0.17,0.038,0.2,0.15033333333333335
202604102405,6,2,4,3,1,6,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.037,0.08,0.022,0.2,-0.041,0.11,0.067,0.11,0.022,0.17,-0.033,0.12,0.13166666666666668
202604102406,5,6,3,5,1,4,○,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.069,0.08,-0.019,0.06,0.034,0.1,-0.06,0.07,-0.028,0.05,0.024,0.09,0.07166666666666667
202604102407,6,5,2,1,2,4,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.007,0.19,0.109,0.13,-0.038,0.17,0.028,0.2,0.015,0.33,0.124,0.36,0.1915
202604102408,4,5,3,1,3,5,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.064,0.15,0.002,0.17,0.035,0.15,0.153,0.18,0.168,0.12,-0.041,0.1,0.09750000000000002
202604102409,6,5,4,1,5,2,×,○,×,×,,逃げ,-,1,1.0,2,3.0,3,4.0,4,5.0,5,2.0,6,6.0,2,×,0.008,0.13,0.029,0.16,-0.005,0.13,0.028,0.16,-0.001,0.07,0.033,0.2,0.12633333333333333
202604102410,4,2,6,5,3,2,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.044,0.11,0.0,0.08,0.066,0.03,0.017,0.08,-0.016,0.14,-0.044,0.2,0.1075
202604102411,5,4,6,1,5,6,×,×,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.035,0.11,0.027,0.15,0.022,0.16,-0.01,0.13,0.027,0.1,-0.011,0.05,0.11333333333333333
202604102412,4,6,5,1,4,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.023,0.22,0.038,0.2,-0.039,0.18,0.009,0.14,-0.013,0.12,-0.041,0.14,0.17816666666666667
202604102301,5,6,2,1,2,5,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.125,0.06,0.021,0.09,0.091,0.27,0.064,0.11,0.05,0.09,0.107,0.19,0.08033333333333334
202604102302,5,3,6,1,2,5,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.005,0.05,0.066,0.06,0.043,0.04,-0.0,0.15,0.089,0.14,0.037,0.18,0.068
202604102304,3,2,5,3,2,5,○,○,○,○,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.042,0.22,0.035,0.16,0.041,0.16,0.113,0.17,0.045,0.17,0.024,0.17,0.125
202604102305,6,5,3,4,6,2,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.036,0.26,0.06,0.26,0.059,0.22,0.04,0.14,0.083,0.12,0.087,0.18,0.13583333333333333
202604102306,5,6,3,3,2,6,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,6.0,6,5.0,4,×,0.078,0.33,0.046,0.01,0.077,,0.04,0.09,0.105,0.08,0.03,0.04,0.0746
202604102307,6,5,4,4,2,3,×,×,×,×,,まくり,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.076,0.18,0.04,0.15,0.044,0.26,0.09,0.12,0.057,0.41,0.096,0.14,0.14283333333333334
