レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604022401,2,5,6,1,3,2,×,×,×,×,,逃げ,-,4,1.0,6,2.0,1,3.0,3,5.0,2,4.0,5,6.0,0,×,0.032,0.06,0.113,0.08,-0.022,0.05,0.015,0.18,0.04,0.1,0.012,0.16,0.08433333333333333
202604022402,6,4,5,2,3,1,×,×,×,×,,差し,-,5,1.0,4,2.0,6,3.0,3,4.0,1,5.0,2,,0,×,0.086,0.13,0.031,0.13,-0.028,0.07,-0.015,0.14,0.014,0.03,0.066,,0.0824
202604022403,5,4,1,6,5,2,×,×,×,×,,まくり,-,5,1.0,2,2.0,1,3.0,6,6.0,4,5.0,3,4.0,2,×,0.052,0.16,0.03,0.19,-0.037,0.23,0.07,0.09,0.071,0.07,-0.01,0.04,0.10100000000000002
202604022404,6,4,3,1,4,3,×,○,○,×,,逃げ,-,5,1.0,6,2.0,4,3.0,3,4.0,1,5.0,2,6.0,0,×,-0.023,0.2,-0.02,0.1,0.081,0.08,-0.002,0.07,-0.008,0.1,0.064,0.2,0.11
202604022405,2,5,6,1,3,6,×,×,○,×,,逃げ,-,6,1.0,2,2.0,1,3.0,5,4.0,4,5.0,3,6.0,1,×,0.022,0.06,0.021,0.11,0.015,0.11,-0.022,0.21,0.06,0.16,-0.001,0.12,0.11249999999999999
202604022406,5,6,3,4,1,5,×,×,×,×,,まくり,-,4,1.0,3,2.0,5,3.0,1,4.0,6,5.0,2,6.0,0,×,0.012,0.21,-0.004,0.27,0.017,0.27,-0.035,0.09,0.167,0.06,0.021,0.06,0.166
202604022407,5,2,4,1,4,2,×,×,×,×,,逃げ,-,1,1.0,4,2.0,3,3.0,5,4.0,6,5.0,2,6.0,2,×,-0.014,0.15,0.004,0.16,-0.001,0.13,0.021,0.09,0.113,0.16,0.088,0.11,0.09816666666666668
202604022408,6,4,5,1,6,2,×,×,×,×,,逃げ,-,5,1.0,1,2.0,4,3.0,2,4.0,3,5.0,6,6.0,1,×,0.039,0.15,0.026,0.2,0.034,0.18,0.061,0.29,-0.032,0.13,0.122,0.08,0.14400000000000002
202604022409,6,3,5,1,4,3,×,×,×,×,,逃げ,-,3,1.0,6,2.0,2,3.0,1,4.0,4,5.0,5,6.0,0,×,-0.019,0.14,0.022,0.23,0.03,0.21,-0.013,0.14,0.116,0.2,-0.027,0.19,0.1668333333333333
202604022410,6,4,5,1,3,5,×,×,○,×,,逃げ,-,6,1.0,1,2.0,4,3.0,3,4.0,5,5.0,2,6.0,1,×,-0.006,0.19,-0.037,0.2,0.031,0.19,0.032,0.19,0.017,0.2,0.005,0.22,0.19133333333333336
202604022411,6,3,5,1,2,5,×,×,○,×,,逃げ,-,1,1.0,2,3.0,4,4.0,6,5.0,3,6.0,5,2.0,2,×,-0.022,0.06,0.012,0.11,-0.016,0.21,-0.027,0.1,-0.024,0.13,0.052,0.17,0.13416666666666666
202604022412,2,3,4,3,2,6,×,×,×,×,,差し,-,3,2.0,6,1.0,2,3.0,5,4.0,1,,4,6.0,0,×,0.004,0.07,-0.001,0.13,0.021,0.02,0.043,0.03,-0.002,,0.065,0.1,0.04920000000000001
202604022301,6,2,5,1,3,5,×,×,○,×,,逃げ,-,1,1.0,2,2.0,5,3.0,4,4.0,3,5.0,6,6.0,4,×,0.007,0.14,0.066,0.15,0.08,0.16,0.048,0.22,0.005,0.23,0.03,0.2,0.144
202604022302,3,5,4,5,1,2,×,×,×,×,,差し,-,5,1.0,1,2.0,6,3.0,2,4.0,4,5.0,3,6.0,0,×,0.121,0.36,0.041,0.33,0.039,0.29,0.011,0.2,0.081,0.19,0.015,0.23,0.21533333333333335
202604022304,6,3,2,1,4,2,×,×,○,×,,逃げ,-,1,1.0,6,2.0,4,3.0,5,4.0,3,5.0,2,6.0,1,×,0.044,0.09,0.032,0.06,0.026,0.03,0.011,0.16,-0.002,0.08,0.1,0.14,0.058166666666666665
202604022305,5,3,1,1,5,3,×,×,×,×,,逃げ,-,6,1.0,4,2.0,2,3.0,1,4.0,3,5.0,5,6.0,0,×,0.058,0.15,0.132,0.16,0.059,0.15,0.058,0.19,0.08,0.21,0.068,0.24,0.1075
202604022306,5,3,1,2,1,5,×,×,×,×,,差し,-,5,1.0,4,2.0,1,4.0,3,3.0,2,5.0,6,6.0,2,×,0.052,0.12,0.091,0.14,0.011,0.16,0.071,0.13,0.067,0.16,0.078,0.16,0.08333333333333333
202604022307,5,4,3,5,3,1,○,×,×,×,,差し,-,4,1.0,1,2.0,5,3.0,2,4.0,6,5.0,3,6.0,0,×,-0.002,0.15,0.085,0.19,-0.013,0.11,0.089,0.07,0.111,0.11,0.038,0.14,0.08366666666666667
202604022309,3,5,4,4,3,5,×,×,×,×,,差し,-,2,1.0,5,2.0,6,3.0,1,4.0,4,5.0,3,6.0,0,×,0.066,0.21,0.005,0.25,0.046,0.16,0.044,0.15,0.019,0.17,0.036,0.19,0.15233333333333335
202604022310,4,5,6,3,1,4,×,×,×,×,,差し,-,5,1.0,3,2.0,2,3.0,6,4.0,4,5.0,1,6.0,0,×,0.001,0.05,0.062,0.09,0.085,0.08,0.063,0.12,0.011,0.11,0.026,0.25,0.077
202604022311,6,2,5,1,4,2,×,×,×,×,,逃げ,-,3,1.0,6,2.0,4,,1,4.0,2,5.0,5,6.0,0,×,0.024,0.13,0.068,0.14,0.013,,0.058,0.16,0.106,0.12,-0.002,0.11,0.08120000000000001
202604022312,5,2,3,1,6,2,×,×,×,×,,逃げ,-,6,1.0,2,2.0,5,3.0,1,4.0,4,5.0,3,6.0,1,×,0.08,0.17,-0.013,0.14,0.032,0.17,0.043,0.26,0.132,0.14,0.113,0.13,0.10383333333333335
202604022212,1,6,3,1,2,5,○,×,×,×,,逃げ,-,6,1.0,1,2.0,5,3.0,4,4.0,2,5.0,3,6.0,1,×,0.119,0.14,0.136,0.14,0.22,0.14,0.078,0.21,0.208,0.22,0.134,0.24,0.059166666666666666
202604021801,5,2,3,1,4,6,×,×,×,×,,逃げ,-,1,1.0,5,2.0,3,3.0,2,4.0,6,5.0,4,6.0,2,×,0.046,0.12,-0.005,0.16,0.1,0.09,-0.013,0.07,0.056,0.27,0.023,0.13,0.10883333333333334
202604021802,1,5,6,1,6,4,○,×,×,×,,逃げ,-,6,1.0,2,2.0,1,3.0,3,4.0,4,5.0,5,6.0,1,×,0.023,0.14,0.031,0.13,0.028,0.08,0.06,0.11,0.066,0.07,0.001,0.11,0.07183333333333333
