レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604122401,6,2,5,1,5,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,,4,4.0,5,5.0,6,6.0,5,×,0.044,0.03,0.134,0.01,0.052,,-0.044,0.11,0.021,0.14,0.139,0.16,0.0864
202604122402,5,6,4,1,4,3,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.032,0.1,0.021,0.08,-0.026,0.1,0.126,0.07,0.047,0.12,0.022,0.06,0.06999999999999999
202604122403,4,2,5,1,4,5,×,×,○,×,,,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.015,0.07,0.083,0.06,-0.016,0.05,0.104,0.07,0.024,0.12,0.036,0.09,0.05966666666666667
202604122404,6,2,3,1,3,6,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.007,0.16,-0.007,0.21,0.023,0.14,-0.015,0.13,-0.06,0.1,-0.001,0.11,0.1505
202604122405,4,2,5,1,2,4,×,○,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.037,0.07,0.014,0.18,0.002,0.18,0.138,0.19,0.001,0.15,-0.044,0.21,0.13866666666666666
202604122406,5,2,3,1,2,5,×,○,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.042,0.1,0.025,0.13,0.083,0.15,-0.019,0.19,0.042,0.11,0.036,0.16,0.10516666666666664
202604122407,6,5,4,1,4,3,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.018,0.14,0.069,0.15,-0.026,0.05,0.032,0.09,-0.008,0.17,0.053,0.18,0.113
202604122408,6,5,4,1,6,2,×,×,×,×,,,-,1,1.0,2,2.0,3,,4,5.0,5,6.0,6,3.0,2,×,-0.003,0.11,0.022,0.06,-0.005,,-0.021,0.07,0.044,0.17,0.039,0.11,0.0878
202604122409,5,6,4,1,2,3,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.044,0.11,-0.044,0.11,-0.043,0.11,-0.015,0.08,0.034,0.12,0.007,0.1,0.12249999999999998
202604122410,5,6,4,1,2,4,×,×,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.036,0.15,0.013,0.15,-0.013,0.12,0.004,0.12,0.032,0.12,-0.014,0.12,0.12033333333333333
202604122411,6,4,3,1,4,3,×,○,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.041,0.15,-0.062,0.12,0.042,0.15,-0.016,0.13,-0.013,0.25,0.037,0.23,0.1668333333333333
202604122412,6,5,2,5,1,2,×,×,○,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.022,0.15,0.024,0.15,0.019,0.16,-0.021,0.25,0.088,0.14,0.053,0.21,0.14583333333333334
202604122301,6,5,3,1,2,3,×,×,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.023,0.09,0.098,0.17,0.068,0.13,0.028,0.19,0.068,0.18,0.127,0.26,0.10133333333333333
202604122302,5,6,4,1,2,3,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.032,0.24,0.086,0.19,0.022,0.24,0.176,0.21,0.081,0.26,0.057,0.25,0.15600000000000003
202604122304,6,3,4,2,1,4,×,×,○,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.018,0.04,0.032,0.01,0.002,0.05,0.014,0.06,0.088,0.08,0.028,0.08,0.033
202604122305,5,6,4,2,1,6,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.035,0.19,0.062,0.25,0.108,0.21,0.002,0.21,0.068,0.27,0.041,0.15,0.16066666666666665
202604122306,4,6,1,5,2,4,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.068,0.28,-0.016,0.15,0.028,0.19,0.027,0.08,0.03,0.09,0.015,0.13,0.128
202604122307,1,6,3,6,5,2,×,×,×,×,,まくり,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.007,0.27,0.019,0.31,0.098,0.21,0.079,0.2,0.086,0.14,0.031,0.16,0.16166666666666668
