レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604132401,4,6,2,3,1,5,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.004,0.15,0.032,0.19,0.024,0.14,0.072,0.21,0.045,0.18,0.044,0.24,0.14816666666666667
202604132402,5,6,3,1,2,6,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.016,0.11,-0.018,0.12,-0.001,0.13,-0.007,0.14,-0.007,0.15,0.029,0.16,0.13833333333333334
202604132403,6,3,2,1,2,4,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,,5,×,-0.042,0.14,0.056,0.15,0.083,0.19,0.049,0.16,-0.028,0.19,0.13,,0.1424
202604132404,5,4,2,2,1,6,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.018,0.16,-0.035,0.2,-0.009,0.21,0.048,0.16,0.14,0.16,0.036,0.16,0.148
202604132405,3,5,4,1,4,6,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.051,0.12,-0.011,0.13,0.142,0.15,0.015,0.1,0.038,0.15,0.045,0.14,0.102
202604132406,6,3,4,4,1,2,×,×,×,×,,差し,-,1,1.0,2,2.0,3,5.0,4,4.0,5,3.0,6,6.0,4,×,0.028,0.14,-0.002,0.22,-0.003,0.38,0.066,0.19,-0.023,0.17,0.025,0.23,0.20650000000000002
202604132407,6,2,5,1,6,5,×,×,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.015,0.14,0.119,0.24,0.037,0.25,0.052,0.24,0.028,0.11,0.053,0.1,0.12933333333333333
202604132408,6,5,4,1,2,5,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,,5,5.0,6,6.0,5,×,-0.005,0.12,0.126,0.11,0.012,0.11,0.017,,0.064,0.18,-0.026,0.2,0.1162
202604132409,5,6,1,3,1,2,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.007,0.04,-0.036,0.18,0.045,0.02,-0.018,0.07,0.004,0.11,-0.018,0.07,0.09500000000000001
202604132410,6,5,3,1,4,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.045,0.11,-0.023,0.11,-0.035,0.15,-0.002,0.11,-0.042,0.08,-0.003,0.15,0.12833333333333333
202604132411,6,5,4,1,3,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.036,0.05,0.015,0.08,-0.051,0.1,0.044,0.12,0.028,0.09,-0.016,0.14,0.08733333333333333
