レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604082401,5,4,6,4,1,2,×,×,×,×,,差し,-,5,1.0,2,3.0,1,4.0,6,2.0,4,5.0,3,6.0,0,×,0.006,0.09,0.041,0.15,0.043,0.18,0.072,0.08,0.147,0.16,0.008,0.13,0.07883333333333332
202604082402,3,5,6,1,6,3,×,×,×,×,,逃げ,-,2,1.0,4,2.0,5,3.0,1,4.0,6,5.0,3,6.0,0,×,0.162,0.12,0.041,0.15,0.003,0.11,0.034,0.11,0.003,0.17,0.017,0.17,0.109
202604082403,3,5,6,3,1,4,○,×,×,×,,差し,-,2,1.0,5,2.0,6,3.0,1,4.0,4,5.0,3,6.0,0,×,0.037,0.06,0.018,0.15,0.145,0.15,-0.06,0.15,0.144,0.13,-0.067,0.16,0.10183333333333333
202604082404,4,3,6,4,3,1,○,○,×,×,,差し,-,4,1.0,6,2.0,2,3.0,5,4.0,1,5.0,3,6.0,0,×,0.007,0.13,-0.031,0.13,-0.019,0.11,0.049,0.13,-0.034,0.16,0.08,0.09,0.11633333333333334
202604082405,6,3,4,3,4,2,×,×,×,×,,まくり,-,4,1.0,6,2.0,2,3.0,3,4.0,1,5.0,5,6.0,0,×,0.177,0.15,0.009,0.15,0.005,0.12,0.05,0.08,-0.028,0.1,0.012,0.14,0.09483333333333333
202604082406,6,2,5,2,1,5,×,×,○,×,,差し,-,3,1.0,4,2.0,1,3.0,5,4.0,2,5.0,6,6.0,1,×,0.013,0.16,0.04,0.22,-0.014,0.14,-0.011,0.11,0.003,0.09,-0.019,0.12,0.13799999999999998
202604082407,6,5,4,1,3,5,×,×,×,×,,逃げ,-,1,1.0,3,2.0,6,3.0,5,4.0,2,5.0,4,6.0,1,×,-0.037,0.2,0.011,0.19,0.013,0.13,0.039,0.26,0.068,0.18,0.096,0.24,0.16833333333333333
202604082408,4,5,2,4,2,6,○,×,×,×,,差し,-,4,1.0,5,2.0,1,3.0,6,4.0,3,5.0,2,6.0,0,×,0.016,0.2,-0.015,0.07,-0.049,0.04,0.167,0.33,0.15,0.25,-0.011,0.35,0.16366666666666665
202604082409,6,3,5,2,1,3,×,×,×,×,,差し,-,6,1.0,3,2.0,5,3.0,1,4.0,4,5.0,2,6.0,0,×,-0.039,0.09,-0.018,0.18,0.048,0.15,0.129,0.07,0.001,0.08,0.003,0.14,0.11733333333333333
202604082410,6,4,5,1,2,4,×,×,×,×,,逃げ,-,4,1.0,1,2.0,3,3.0,2,4.0,6,5.0,5,6.0,1,×,0.056,0.11,0.037,0.11,0.07,0.17,0.041,0.15,-0.021,0.19,0.02,0.17,0.11616666666666665
202604082411,6,4,5,1,4,5,×,○,○,×,,逃げ,-,4,1.0,3,2.0,1,,5,4.0,6,5.0,2,6.0,0,×,0.049,0.04,-0.05,0.12,-0.01,,0.014,0.15,0.023,0.2,0.053,0.3,0.1478
202604082412,5,6,2,1,5,2,×,×,○,×,,逃げ,-,3,1.0,5,2.0,2,3.0,1,4.0,4,5.0,6,6.0,1,×,0.043,0.16,-0.023,0.21,0.004,0.26,0.007,0.2,-0.001,0.15,-0.005,0.16,0.18583333333333332
202604081601,2,4,3,1,3,4,×,×,×,×,,逃げ,-,1,1.0,6,2.0,4,3.0,3,4.0,2,5.0,5,6.0,1,×,-0.02,0.12,0.029,0.16,0.017,0.1,0.026,0.09,0.076,0.1,0.035,0.16,0.09450000000000001
202604081602,6,1,4,4,1,2,×,○,×,×,,,-,5,1.0,3,2.0,1,3.0,2,4.0,4,5.0,6,6.0,1,×,-0.045,0.2,0.022,0.13,0.021,0.16,0.017,0.2,0.003,0.23,0.024,0.35,0.20466666666666666
202604081603,2,5,3,1,4,6,×,×,×,×,,逃げ,-,2,1.0,6,2.0,3,3.0,1,4.0,5,5.0,4,6.0,2,×,-0.007,0.22,0.011,0.24,-0.015,0.17,0.032,0.15,-0.016,0.13,-0.071,0.16,0.18933333333333335
202604081604,5,6,4,5,6,1,○,○,×,×,,まくり,-,4,1.0,1,2.0,2,3.0,5,4.0,6,5.0,3,6.0,0,×,0.027,0.26,0.002,0.16,0.015,0.22,0.034,0.2,0.055,0.1,0.015,0.06,0.14200000000000004
202604081605,4,3,6,3,4,6,×,×,○,×,,,-,2,1.0,1,2.0,5,4.0,6,5.0,4,6.0,3,3.0,1,×,0.071,0.17,0.007,0.39,-0.017,0.16,-0.011,0.14,0.012,0.16,-0.025,0.34,0.22050000000000003
202604081606,5,2,3,2,4,1,×,×,×,×,,,-,1,1.0,5,2.0,4,3.0,2,4.0,6,5.0,3,6.0,1,×,0.037,0.19,0.081,0.21,-0.02,0.2,-0.008,0.11,0.023,0.12,-0.014,0.16,0.1485
202604081607,6,3,2,4,6,5,×,×,×,×,,まくり,-,2,1.0,3,2.0,5,3.0,1,4.0,4,5.0,6,6.0,1,×,-0.062,0.27,0.031,0.24,0.069,0.32,0.017,0.07,-0.008,0.24,0.016,0.07,0.19116666666666668
