レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604282401,5,6,3,1,2,3,×,×,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.107,0.11,0.003,0.12,0.015,0.14,0.029,0.11,0.051,0.14,0.151,0.14,0.07100000000000001
202604282402,3,6,5,1,3,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.063,0.2,-0.035,0.21,0.135,0.25,0.068,0.24,0.039,0.22,0.103,0.37,0.18616666666666667
202604282403,6,4,5,3,2,5,×,×,○,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,6.0,6,5.0,4,×,-0.05,0.23,0.052,0.07,-0.01,0.05,-0.004,0.15,-0.002,0.22,-0.013,0.2,0.15783333333333335
202604282404,2,6,5,4,1,3,×,×,×,×,,まくり,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.097,0.15,-0.008,0.13,-0.045,0.15,0.013,0.1,0.033,0.16,-0.017,0.16,0.12950000000000003
202604282405,6,2,4,1,2,3,×,○,×,×,,逃げ,-,1,1.0,2,5.0,3,3.0,4,6.0,5,,6,2.0,2,×,0.066,0.12,0.128,0.08,-0.014,0.13,0.15,0.13,-0.06,,0.035,0.08,0.0622
202604282406,6,5,2,3,2,1,×,×,×,×,,まくり,-,1,1.0,2,3.0,3,4.0,4,5.0,5,2.0,6,6.0,2,×,0.023,0.16,0.048,0.25,-0.011,0.15,0.002,0.15,-0.031,0.26,-0.059,0.18,0.19633333333333333
202604282407,6,5,2,2,1,6,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.031,0.32,0.079,0.26,-0.003,0.26,-0.032,0.51,-0.041,0.29,0.131,0.33,0.30083333333333334
202604282408,4,3,5,5,2,6,×,×,×,×,,まくり,-,1,1.0,2,2.0,3,3.0,4,,5,4.0,6,6.0,4,×,0.006,0.53,-0.009,0.18,0.052,0.23,0.124,,-0.001,0.17,-0.023,0.19,0.255
202604282409,5,4,2,1,2,5,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.079,0.09,0.088,0.12,-0.028,0.13,0.06,0.21,0.068,0.15,0.028,0.1,0.1105
202604282410,5,6,3,3,4,5,×,×,×,×,,まくり,-,1,1.0,2,3.0,3,4.0,4,5.0,5,6.0,6,2.0,1,×,-0.01,0.19,-0.019,0.24,0.154,0.1,0.015,0.17,0.012,0.13,0.003,0.18,0.1605
202604282411,6,5,4,1,4,3,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.005,0.06,0.151,0.08,0.002,0.04,0.004,0.04,0.082,0.09,0.161,0.13,0.03983333333333334
202604282412,6,4,3,1,3,5,×,×,×,×,,逃げ,-,1,1.0,2,,3,3.0,4,4.0,5,5.0,6,6.0,5,×,-0.008,0.07,0.009,,0.056,0.08,0.004,0.08,0.003,0.09,0.116,0.09,0.05820000000000001
202604282301,6,2,4,1,3,5,×,×,×,×,,,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.021,0.23,0.043,0.3,0.037,0.23,-0.0,0.32,-0.008,0.33,0.012,0.31,0.2761666666666667
