レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604052201,2,5,4,1,2,4,×,×,○,×,,逃げ,-,1,1.0,6,2.0,3,3.0,5,4.0,2,5.0,4,6.0,2,×,0.068,0.17,0.099,0.17,0.151,0.24,0.148,0.24,0.128,0.13,0.196,0.23,0.065
202604052202,5,2,1,2,1,3,×,×,×,×,,差し,-,2,1.0,6,2.0,4,3.0,1,4.0,5,5.0,3,6.0,1,×,0.187,0.13,0.205,0.13,0.198,0.09,0.189,0.13,0.134,0.16,0.198,0.2,0.05449999999999999
202604052203,4,5,1,3,1,2,×,×,×,×,,差し,-,6,1.0,5,2.0,1,3.0,4,4.0,3,5.0,2,6.0,1,×,0.125,0.09,0.179,0.2,0.18,0.15,0.146,0.11,0.126,0.1,0.176,0.17,0.025666666666666667
202604052204,1,5,6,3,1,4,×,×,×,×,,差し,-,6,1.0,1,2.0,2,3.0,3,4.0,4,5.0,5,6.0,0,×,0.127,0.32,0.047,0.15,0.115,0.1,0.191,0.15,0.146,0.17,0.214,0.23,0.06533333333333334
202604052205,5,2,6,2,1,5,×,×,×,×,,差し,-,1,1.0,4,2.0,2,3.0,5,4.0,6,5.0,3,6.0,1,×,0.039,0.14,0.172,0.16,0.115,0.15,0.176,0.14,0.133,0.18,0.14,0.07,0.05016666666666666
202604052206,6,1,3,1,4,5,×,×,×,×,,逃げ,-,3,1.0,5,2.0,2,3.0,1,4.0,4,5.0,6,6.0,1,×,0.102,0.13,0.16,0.15,0.074,0.26,0.093,0.2,0.17,0.23,0.181,0.16,0.06866666666666667
202604052207,6,1,3,1,4,2,×,×,×,×,,逃げ,-,3,1.0,4,2.0,5,3.0,2,4.0,1,5.0,6,6.0,1,×,0.092,0.16,0.099,0.23,0.182,0.23,0.083,0.2,0.117,0.17,0.184,0.21,0.07383333333333335
202604052208,4,2,1,1,2,5,×,○,×,×,,逃げ,-,5,1.0,4,2.0,2,3.0,6,4.0,1,5.0,3,6.0,0,×,0.184,0.07,0.17,0.08,0.142,0.12,0.116,0.13,0.041,0.11,0.159,0.13,0.056333333333333326
202604052209,6,4,2,1,4,2,×,○,○,×,,逃げ,-,1,1.0,4,2.0,5,3.0,3,4.0,2,5.0,6,6.0,2,×,0.107,0.12,0.174,0.1,0.181,0.11,0.121,0.12,0.133,0.23,0.199,0.29,0.05783333333333333
202604052210,1,6,5,2,5,3,×,×,×,×,,差し,-,6,1.0,1,3.0,4,4.0,3,5.0,2,2.0,5,6.0,2,×,0.123,0.11,0.141,0.14,0.181,0.13,0.153,0.14,0.165,0.07,0.194,0.11,0.04283333333333333
202604052211,4,5,6,1,2,3,×,×,×,×,,逃げ,-,4,1.0,2,2.0,1,3.0,6,4.0,5,5.0,3,6.0,2,×,0.132,0.1,0.184,0.16,0.133,0.14,0.172,0.14,0.196,0.16,0.208,0.25,0.028833333333333332
202604052212,6,5,3,1,2,3,×,×,○,×,,逃げ,-,1,1.0,3,2.0,5,3.0,2,4.0,4,5.0,6,6.0,2,×,0.175,0.13,0.073,0.2,0.221,0.19,0.12,0.2,0.062,0.17,0.139,0.19,0.07366666666666667
202604052101,2,5,3,3,1,5,×,×,×,×,,まくり,-,3,1.0,6,2.0,4,4.0,1,3.0,5,5.0,2,6.0,2,×,0.078,0.12,0.075,0.2,0.131,0.05,0.071,0.12,0.154,0.1,0.125,0.21,0.07266666666666666
202604052102,4,3,2,2,4,3,×,×,×,×,,差し,-,1,1.0,4,2.0,5,3.0,6,4.0,3,5.0,2,6.0,1,×,0.081,0.11,0.072,0.24,0.187,0.23,0.124,0.14,0.148,0.16,0.083,0.2,0.06416666666666666
202604052105,2,4,6,2,1,3,○,×,×,×,,差し,-,1,1.0,6,2.0,3,3.0,5,4.0,4,5.0,2,6.0,2,×,0.185,0.18,0.14,0.08,0.15,0.1,0.11,0.18,0.109,0.12,0.073,0.1,0.037166666666666674
202604052107,4,5,6,4,1,6,○,×,○,×,,,-,2,1.0,1,2.0,3,3.0,6,4.0,5,5.0,4,6.0,2,×,0.119,0.2,0.116,0.26,0.168,0.22,0.15,0.21,0.214,0.28,0.139,0.3,0.09400000000000001
202604052112,5,4,1,2,1,4,×,×,×,×,,差し,-,3,1.0,1,2.0,2,3.0,5,4.0,6,5.0,4,6.0,0,×,0.151,0.13,0.116,0.18,0.093,0.14,0.089,0.22,0.095,0.28,0.162,0.23,0.08600000000000001
202604051801,3,2,4,1,2,3,×,○,×,×,,逃げ,-,2,1.0,5,2.0,6,3.0,3,4.0,4,5.0,1,6.0,0,×,-0.029,0.04,-0.011,0.08,0.018,0.09,0.053,0.08,0.07,0.04,-0.022,,0.057800000000000004
202604051802,4,2,1,1,2,5,×,○,×,×,,逃げ,-,4,1.0,5,2.0,3,3.0,6,4.0,1,5.0,2,6.0,1,×,0.07,0.19,0.012,0.25,0.067,0.21,0.066,0.22,0.011,0.23,-0.013,0.22,0.1845
202604051803,5,6,2,1,3,2,×,×,○,×,,逃げ,-,4,1.0,3,2.0,2,3.0,1,4.0,6,5.0,5,6.0,0,×,0.001,0.24,0.081,0.34,-0.035,0.29,-0.012,0.21,0.026,0.22,-0.004,0.34,0.2638333333333333
202604051804,2,6,5,1,2,6,×,×,×,×,,逃げ,-,1,1.0,6,2.0,4,5.0,2,3.0,3,6.0,5,4.0,1,×,0.019,0.18,0.017,0.18,-0.041,0.19,-0.001,0.16,0.05,0.17,-0.006,0.23,0.17866666666666667
202604051805,4,5,2,1,4,2,×,×,○,×,,逃げ,-,1,1.0,4,2.0,2,3.0,6,4.0,5,5.0,3,6.0,2,×,0.037,0.1,-0.027,0.09,-0.019,0.15,0.018,0.23,-0.03,0.18,0.022,0.21,0.1598333333333333
202604051806,3,4,2,1,4,2,×,○,○,×,,逃げ,-,4,1.0,2,2.0,6,3.0,5,4.0,3,5.0,1,6.0,1,×,-0.022,0.03,0.055,0.04,0.066,0.1,0.014,0.07,0.067,0.09,0.02,0.13,0.04833333333333334
202604051807,1,6,3,2,4,3,×,×,○,×,,差し,-,6,1.0,4,2.0,3,3.0,2,4.0,1,5.0,5,6.0,1,×,-0.013,0.23,0.026,0.31,0.053,0.29,-0.035,0.33,0.012,0.31,-0.011,0.44,0.313
202604051808,5,3,2,5,1,2,○,×,○,×,,まくり,-,1,1.0,3,2.0,5,3.0,4,4.0,6,5.0,2,6.0,2,×,-0.03,0.23,0.05,0.28,-0.023,0.22,0.07,0.14,0.017,0.09,0.024,0.15,0.16700000000000004
202604051809,2,1,4,1,3,2,×,×,×,×,,逃げ,-,5,1.0,6,2.0,1,3.0,3,4.0,2,5.0,4,6.0,0,×,0.014,0.17,-0.012,0.19,-0.004,0.15,-0.027,0.19,-0.001,0.24,-0.041,0.25,0.21016666666666664
