レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604292401,3,5,2,2,3,5,×,×,×,×,,逃げ,-,1,2.0,2,1.0,3,3.0,4,4.0,5,5.0,6,6.0,4,×,-0.011,0.21,0.089,0.21,0.077,0.17,-0.009,0.17,0.079,0.16,0.0,0.2,0.14916666666666667
202604292402,6,4,5,1,5,3,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.071,0.12,-0.017,0.12,-0.012,0.14,0.014,0.24,0.001,0.3,0.131,0.31,0.17366666666666666
202604292403,6,4,3,3,4,2,×,○,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.05,0.02,0.004,0.04,-0.079,,0.025,0.02,-0.01,0.05,-0.021,0.08,0.054400000000000004
202604292404,5,6,4,1,3,4,×,×,○,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.133,0.13,-0.014,0.24,0.102,0.17,0.048,0.16,0.073,0.17,-0.008,0.14,0.11366666666666668
202604292405,6,4,5,3,4,5,×,○,○,×,,まくり,-,1,1.0,2,2.0,3,4.0,4,5.0,5,3.0,6,6.0,3,×,0.037,0.28,0.016,0.19,-0.063,0.06,0.143,0.12,0.01,0.22,0.154,0.13,0.13283333333333333
202604292406,6,3,4,4,6,5,×,×,×,×,,まくり,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.152,0.23,-0.032,0.21,0.044,0.35,0.029,0.07,-0.039,0.11,0.067,0.14,0.14816666666666667
202604292407,4,5,6,1,2,4,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.003,0.16,-0.04,0.18,-0.049,0.22,0.077,0.19,0.117,0.31,-0.001,0.26,0.20316666666666663
202604292408,4,6,5,2,4,6,×,×,×,×,,,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.015,0.15,0.052,0.1,-0.011,0.1,0.069,0.07,-0.005,0.13,-0.039,0.15,0.10316666666666667
202604292409,4,6,5,6,3,4,×,×,×,×,,まくり,-,1,1.0,2,4.0,3,2.0,4,5.0,5,6.0,6,3.0,1,×,-0.017,0.07,0.072,0.08,0.148,0.05,0.053,0.24,-0.004,0.23,0.014,0.04,0.10666666666666667
202604292410,2,3,6,6,5,2,×,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,5.0,5,6.0,6,4.0,3,×,0.065,0.12,0.157,0.1,0.088,0.06,0.062,0.11,-0.054,0.1,-0.045,0.09,0.0795
202604292411,6,5,2,1,3,4,×,×,×,×,,逃げ,-,1,1.0,2,6.0,3,2.0,4,3.0,5,4.0,6,5.0,1,×,-0.058,0.15,0.034,0.16,0.002,0.22,0.004,0.2,-0.025,0.17,-0.014,0.16,0.18616666666666667
202604292412,6,3,5,3,1,2,×,×,×,×,,,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.004,0.14,0.009,0.12,0.005,0.06,-0.022,0.12,0.006,0.06,-0.008,0.01,0.08733333333333333
202604292103,6,5,4,1,3,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,6.0,5,4.0,6,5.0,3,×,0.142,0.08,0.165,0.13,0.098,0.1,0.068,0.12,0.13,0.09,0.141,0.11,0.037
