レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202604202401,3,2,4,4,5,1,×,×,×,×,,まくり,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.08,0.11,-0.019,0.16,0.01,0.2,0.183,0.15,0.072,0.15,-0.04,0.31,0.14333333333333334
202604202402,6,5,3,1,2,6,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.073,0.14,0.009,0.13,0.075,0.27,0.029,0.11,0.022,0.13,0.028,0.08,0.10400000000000002
202604202403,6,4,5,1,3,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.024,0.13,0.135,0.17,0.042,0.16,0.037,0.21,0.087,0.15,0.139,0.12,0.08566666666666667
202604202404,4,5,6,3,1,6,×,×,○,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.169,0.26,0.023,0.18,-0.047,0.19,0.049,0.17,0.121,0.27,-0.019,0.18,0.159
202604202405,6,5,1,1,3,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.009,0.03,0.054,0.03,-0.001,0.09,-0.006,0.13,-0.024,0.11,0.061,0.19,0.08916666666666667
202604202406,6,2,5,2,4,6,×,×,×,×,,差し,-,1,,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,5,×,-0.052,,0.051,0.06,-0.014,0.08,0.008,0.08,0.07,0.08,0.044,0.17,0.0622
202604202407,5,6,1,5,1,3,○,×,×,×,,差し,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.033,0.11,0.07,0.2,0.02,0.19,-0.041,0.28,0.152,0.29,0.017,0.26,0.17983333333333332
202604202408,5,4,3,1,2,4,×,×,×,×,,,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,-0.005,0.1,-0.009,0.15,0.13,0.15,0.162,0.17,0.103,0.13,-0.014,0.14,0.07883333333333335
202604202409,4,2,5,1,3,2,×,×,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.011,0.1,0.125,0.18,0.073,0.16,0.117,0.11,0.005,0.12,-0.057,0.11,0.08666666666666667
202604202410,5,3,4,1,3,2,×,○,×,×,,逃げ,-,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0,6,○,0.042,0.07,0.044,0.09,0.036,0.14,0.009,0.11,0.07,0.06,0.005,0.03,0.05233333333333334
