レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202606182101,2026-06-18,21,01R,08:32,2026-06-18T08:22:21.757671+09:00,1,55.6,0.0,6.87,-0.5,52.7,0.0,6.88,0.0,51.5,0.5,6.77,0.0,54.2,0.0,6.83,0.0,52.0,0.0,6.79,-0.5,47.0,0.0,6.79,0.0
202606181801,2026-06-18,18,01R,08:44,2026-06-18T08:34:24.635371+09:00,1,52.0,0.0,6.94,0.0,52.7,0.0,6.94,0.0,53.8,0.0,6.94,0.0,54.7,0.0,6.98,-0.5,54.9,0.0,7.0,0.0,52.2,0.0,6.92,0.0
202606182102,2026-06-18,21,02R,08:58,2026-06-18T08:48:25.793061+09:00,1,47.9,0.0,6.77,0.0,52.0,0.0,6.83,-0.5,52.7,0.0,6.81,0.0,53.6,0.0,6.85,0.0,52.2,0.0,6.82,0.0,54.4,0.0,6.79,0.0
202606181802,2026-06-18,18,02R,09:10,2026-06-18T09:00:52.193305+09:00,1,52.3,0.0,6.82,0.0,53.4,0.0,6.97,0.0,50.0,2.0,6.93,0.0,52.6,0.0,6.93,0.0,53.2,0.0,6.99,-0.5,52.9,0.0,6.95,0.0
202606182103,2026-06-18,21,03R,09:24,2026-06-18T09:14:22.144035+09:00,1,52.1,0.0,6.77,0.0,52.6,0.0,6.79,0.0,52.0,0.0,6.75,0.5,53.0,0.0,6.82,-0.5,48.0,0.0,6.82,0.0,52.7,0.0,6.79,0.0
202606181803,2026-06-18,18,03R,09:36,2026-06-18T09:26:21.694989+09:00,1,57.5,0.0,6.98,0.0,55.0,0.0,7.02,0.0,53.0,0.0,6.96,-0.5,52.3,0.0,7.0,-0.5,55.5,0.0,7.02,0.0,55.0,0.0,6.98,0.0
202606182104,2026-06-18,21,04R,09:50,2026-06-18T09:40:23.917003+09:00,1,52.0,0.0,6.82,0.5,53.2,0.0,6.85,0.0,52.0,0.0,6.8,0.0,47.0,0.0,6.84,0.0,55.2,0.0,6.84,0.0,51.5,0.5,6.76,-0.5
202606181804,2026-06-18,18,04R,10:02,2026-06-18T09:52:22.797136+09:00,1,52.0,0.0,6.95,0.0,52.0,0.0,6.95,0.0,52.0,0.0,6.98,0.0,52.2,0.0,6.97,0.0,52.0,0.0,6.99,0.0,52.0,0.0,6.94,0.0
202606182105,2026-06-18,21,05R,10:18,2026-06-18T10:08:26.081192+09:00,1,50.0,2.0,6.76,0.0,52.0,0.0,6.82,0.0,52.8,0.0,6.83,0.0,52.0,0.0,6.83,0.0,46.0,1.0,6.8,0.0,48.4,0.0,6.75,0.0
202606181805,2026-06-18,18,05R,10:30,2026-06-18T10:20:35.827006+09:00,1,52.3,0.0,6.97,0.0,52.0,0.0,6.94,0.0,50.5,1.5,6.99,0.0,52.1,0.0,7.03,0.0,52.2,0.0,7.0,0.0,52.0,0.0,6.95,0.0
202606180801,2026-06-18,08,01R,10:33,2026-06-18T10:24:23.382523+09:00,1,52.2,0.0,6.73,0.0,45.0,2.0,6.71,-0.5,52.0,0.0,6.81,0.0,52.2,0.0,6.74,-0.5,52.0,0.0,6.8,0.0,53.9,0.0,6.74,0.0
202606181301,2026-06-18,13,01R,10:40,2026-06-18T10:30:34.603430+09:00,1,46.0,1.0,6.76,-0.5,52.5,0.0,6.77,0.0,52.3,0.0,6.79,-0.5,58.2,0.0,6.81,0.0,54.1,0.0,6.85,0.0,46.5,0.5,6.82,0.0
