レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202606082101,2026-06-08,21,01R,08:32,2026-06-08T08:22:33.495064+09:00,1,52.1,0.0,6.79,0.0,53.0,0.0,6.76,0.0,56.4,0.0,6.83,0.0,45.5,1.5,6.87,-0.5,52.0,0.0,6.89,-0.5,52.6,0.0,6.8,0.0
202606081801,2026-06-08,18,01R,08:44,2026-06-08T08:34:17.717029+09:00,1,53.8,0.0,6.92,-0.5,51.0,1.0,7.0,0.0,52.0,0.0,6.96,0.0,50.5,1.5,6.89,0.0,46.5,0.5,6.9,0.0,47.3,0.0,6.91,0.0
202606081001,2026-06-08,10,01R,08:47,2026-06-08T08:38:25.723649+09:00,1,52.4,0.0,6.68,0.0,53.0,0.0,6.59,-0.5,53.5,0.0,6.7,0.0,53.8,0.0,6.67,-0.5,54.0,0.0,6.81,-0.5,51.5,0.5,6.66,-0.5
202606082102,2026-06-08,21,02R,08:58,2026-06-08T08:48:18.950071+09:00,1,55.0,0.0,6.81,0.0,52.0,0.0,6.82,0.0,44.0,3.0,6.79,0.0,46.0,1.0,6.78,0.0,58.0,0.0,6.75,-0.5,52.5,0.0,6.74,0.0
202606081802,2026-06-08,18,02R,09:10,2026-06-08T09:00:42.512278+09:00,1,54.3,0.0,6.95,0.0,52.6,0.0,6.91,0.0,52.4,0.0,6.91,0.0,53.1,0.0,6.94,-0.5,52.0,0.0,6.95,-0.5,56.7,0.0,7.02,0.0
202606081002,2026-06-08,10,02R,09:13,2026-06-08T09:04:26.489876+09:00,1,53.1,0.0,6.72,-0.5,56.6,0.0,6.67,0.0,52.5,0.0,6.75,0.0,52.2,0.0,6.75,0.0,52.0,0.0,6.69,0.0,53.2,0.0,6.76,-0.5
202606082103,2026-06-08,21,03R,09:24,2026-06-08T09:14:27.341567+09:00,1,53.0,0.0,6.79,0.0,46.5,0.5,6.77,0.0,52.0,0.0,6.83,0.0,53.8,0.0,6.8,0.0,56.5,0.0,6.83,0.0,44.5,2.5,6.86,0.0
202606081803,2026-06-08,18,03R,09:36,2026-06-08T09:26:26.578656+09:00,1,52.0,0.0,6.86,0.0,52.1,0.0,6.92,0.0,54.1,0.0,6.93,0.0,46.5,0.5,6.93,0.0,53.6,0.0,6.88,-0.5,53.5,0.0,6.94,-0.5
202606081003,2026-06-08,10,03R,09:39,2026-06-08T09:30:27.435619+09:00,1,52.3,0.0,6.73,-0.5,52.0,0.0,6.71,-0.5,52.8,0.0,6.75,0.0,52.0,0.0,6.71,0.0,52.2,0.0,6.77,0.0,52.1,0.0,6.74,0.0
202606082104,2026-06-08,21,04R,09:50,2026-06-08T09:40:26.360584+09:00,1,52.4,0.0,6.86,-0.5,52.2,0.0,6.69,0.0,54.0,0.0,6.77,0.0,51.5,0.5,6.86,0.0,52.3,0.0,6.85,0.0,51.5,0.5,6.83,0.0
202606081804,2026-06-08,18,04R,10:02,2026-06-08T09:52:19.932505+09:00,1,54.0,0.0,6.97,-0.5,47.0,0.0,6.89,0.0,52.0,0.0,7.0,-0.5,53.1,0.0,7.02,0.0,55.4,0.0,6.97,0.0,52.3,0.0,6.89,1.5
202606081004,2026-06-08,10,04R,10:05,2026-06-08T09:56:23.699114+09:00,1,52.8,0.0,6.66,0.0,52.3,0.0,6.72,-0.5,53.5,0.0,6.78,0.0,57.4,0.0,6.76,-0.5,52.3,0.0,6.8,0.0,51.5,0.5,6.79,-0.5
202606082105,2026-06-08,21,05R,10:20,2026-06-08T10:10:22.518159+09:00,1,56.4,0.0,6.75,0.0,52.7,0.0,6.82,0.0,52.7,0.0,6.77,0.0,50.5,1.5,6.81,0.0,52.6,0.0,6.8,0.0,52.0,0.0,6.8,0.0
202606081805,2026-06-08,18,05R,10:30,2026-06-08T10:20:25.169179+09:00,1,52.8,0.0,6.94,-0.5,52.0,0.0,6.89,0.0,56.3,0.0,6.97,0.0,52.4,0.0,6.92,0.5,47.3,0.0,6.94,0.0,55.0,0.0,7.0,0.0
202606080801,2026-06-08,08,01R,10:32,2026-06-08T10:22:24.413520+09:00,1,47.0,0.0,6.73,-0.5,47.1,0.0,6.86,-0.5,45.5,1.5,6.77,-0.5,44.0,3.0,6.82,0.0,49.4,0.0,6.79,0.0,47.5,0.0,6.77,0.0
202606081005,2026-06-08,10,05R,10:33,2026-06-08T10:24:23.757393+09:00,1,53.7,0.0,6.74,-0.5,51.5,0.5,6.76,0.0,53.8,0.0,6.7,-0.5,52.0,0.0,6.74,0.0,52.0,0.0,6.77,0.0,55.6,0.0,6.8,-0.5
202606081301,2026-06-08,13,01R,10:35,2026-06-08T10:26:20.594368+09:00,1,54.2,0.0,6.79,0.0,52.1,0.0,6.74,0.0,52.2,0.0,6.85,0.0,51.5,0.5,6.8,0.0,52.0,0.0,6.87,-0.5,52.5,0.0,6.81,0.0
202606080901,2026-06-08,09,01R,10:39,2026-06-08T10:30:31.249167+09:00,1,51.5,0.5,6.82,0.0,52.3,0.0,6.82,0.0,47.5,0.0,6.85,0.0,52.8,0.0,6.86,-0.5,52.3,0.0,6.88,0.0,49.2,0.0,6.91,0.0
202606081701,2026-06-08,17,01R,10:44,2026-06-08T10:34:27.924448+09:00,1,52.6,0.0,6.69,0.5,52.0,0.0,6.69,-0.5,54.3,0.0,6.71,0.0,52.0,0.0,6.79,0.0,52.7,0.0,6.73,-0.5,52.0,0.0,6.64,0.0
202606082106,2026-06-08,21,06R,10:52,2026-06-08T10:42:22.880066+09:00,1,45.5,1.5,6.79,-0.5,52.0,0.0,6.72,0.0,52.1,0.0,6.7,0.0,56.4,0.0,6.83,0.0,47.0,0.0,6.84,0.0,51.5,0.5,6.75,0.0
202606080802,2026-06-08,08,02R,10:59,2026-06-08T10:50:24.582905+09:00,1,58.3,0.0,6.82,-0.5,52.0,0.0,6.84,-0.5,52.0,0.0,6.82,-0.5,52.0,0.0,6.78,-0.5,52.0,0.0,6.72,0.0,52.4,0.0,6.83,1.0
202606081806,2026-06-08,18,06R,11:00,2026-06-08T10:50:24.582905+09:00,1,52.0,0.0,7.03,-0.5,45.0,2.0,6.92,0.0,53.6,0.0,6.94,-0.5,52.0,0.0,6.9,0.0,52.6,0.0,6.97,0.0,52.0,0.0,6.99,0.0
202606081006,2026-06-08,10,06R,11:01,2026-06-08T10:52:21.440407+09:00,1,52.4,0.0,6.8,-0.5,54.0,0.0,6.79,-0.5,52.2,0.0,6.72,0.0,52.3,0.0,6.74,0.0,52.1,0.0,6.8,0.0,51.5,0.5,6.7,0.0
202606081302,2026-06-08,13,02R,11:02,2026-06-08T10:52:21.440407+09:00,1,51.0,1.0,6.83,0.0,51.5,0.5,6.82,0.0,54.6,0.0,6.73,0.5,52.0,0.0,6.76,0.0,52.0,0.0,6.79,0.0,52.6,0.0,6.83,0.0
202606080902,2026-06-08,09,02R,11:07,2026-06-08T10:58:21.887682+09:00,1,53.2,0.0,6.81,0.0,49.0,0.0,6.76,0.0,57.0,0.0,6.87,0.0,52.6,0.0,6.9,0.0,53.1,0.0,6.86,0.0,52.0,0.0,6.83,0.0
202606081702,2026-06-08,17,02R,11:12,2026-06-08T11:02:20.601190+09:00,1,51.5,0.5,6.76,-0.5,52.2,0.0,6.69,0.0,52.9,0.0,6.71,0.0,51.0,1.0,6.78,-0.5,52.0,0.0,6.69,0.0,51.5,0.5,6.69,-0.5
202606082107,2026-06-08,21,07R,11:20,2026-06-08T11:10:33.048081+09:00,1,46.5,0.5,6.79,0.0,52.7,0.0,6.74,0.0,52.0,0.0,6.88,-0.5,44.0,3.0,6.79,0.0,52.0,0.0,6.8,0.0,45.5,1.5,6.83,-0.5
202606080803,2026-06-08,08,03R,11:27,2026-06-08T11:17:19.098306+09:00,1,53.6,0.0,6.78,-0.5,52.7,0.0,6.77,-0.5,54.9,0.0,6.8,0.0,52.9,0.0,6.77,-0.5,53.8,0.0,6.83,0.0,52.8,0.0,6.74,0.0
202606081007,2026-06-08,10,07R,11:28,2026-06-08T11:18:23.769280+09:00,1,51.5,0.5,6.73,-0.5,52.3,0.0,6.69,-0.5,52.2,0.0,6.74,0.0,52.8,0.0,6.73,0.0,56.6,0.0,6.8,0.0,52.5,0.0,6.77,-0.5
202606081303,2026-06-08,13,03R,11:30,2026-06-08T11:20:26.216494+09:00,1,52.0,0.0,6.8,0.0,52.0,0.0,6.8,0.0,51.5,0.5,6.79,-0.5,52.1,0.0,6.87,0.0,52.0,0.0,6.79,-0.5,52.4,0.0,6.83,0.0
202606081807,2026-06-08,18,07R,11:31,2026-06-08T11:22:30.924679+09:00,1,46.5,0.5,6.89,0.0,56.0,0.0,6.96,0.0,52.0,0.0,6.94,0.0,52.0,0.0,6.93,0.0,54.3,0.0,6.97,0.0,53.6,0.0,6.9,-0.5
202606080501,2026-06-08,05,01R,11:33,2026-06-08T11:24:19.604928+09:00,1,54.9,0.0,6.79,0.0,52.4,0.0,6.79,-0.5,52.0,0.0,6.73,0.0,52.6,0.0,6.79,0.0,48.9,0.0,6.74,0.0,52.2,0.0,6.72,0.0
202606080601,2026-06-08,06,01R,11:34,2026-06-08T11:24:19.604928+09:00,1,45.0,2.0,6.78,0.0,52.6,0.0,6.77,0.0,56.4,0.0,6.73,-0.5,53.0,0.0,6.76,0.0,52.0,0.0,6.81,0.0,51.5,0.5,6.68,0.0
202606080903,2026-06-08,09,03R,11:36,2026-06-08T11:26:18.947225+09:00,1,53.7,0.0,6.84,0.0,54.8,0.0,6.86,0.0,52.1,0.0,6.89,0.0,53.0,0.0,6.91,0.5,56.4,0.0,6.9,0.0,52.0,0.0,6.82,0.0
202606081703,2026-06-08,17,03R,11:41,2026-06-08T11:32:25.432173+09:00,1,52.4,0.0,6.7,0.0,53.2,0.0,6.72,-0.5,52.0,0.0,6.69,0.0,53.8,0.0,6.78,0.0,52.3,0.0,6.75,0.0,53.2,0.0,6.75,0.0
202606082108,2026-06-08,21,08R,11:52,2026-06-08T11:42:19.262374+09:00,1,53.3,0.0,6.7,0.0,58.0,0.0,6.77,-0.5,56.5,0.0,6.86,-0.5,52.5,0.0,6.75,0.0,44.5,2.5,6.89,0.0,52.2,0.0,6.79,0.0
202606080804,2026-06-08,08,04R,11:56,2026-06-08T11:46:22.524853+09:00,1,52.3,0.0,6.82,-0.5,52.4,0.0,6.81,-0.5,58.8,0.0,6.82,0.0,52.5,0.0,6.83,0.0,52.0,0.0,6.79,0.0,54.1,0.0,6.78,0.0
202606081008,2026-06-08,10,08R,11:57,2026-06-08T11:48:28.834274+09:00,1,52.2,0.0,6.77,0.0,52.4,0.0,6.83,0.0,53.2,0.0,6.86,0.0,52.6,0.0,6.83,0.0,52.0,0.0,6.9,0.0,57.7,0.0,6.9,-0.5
202606080602,2026-06-08,06,02R,11:59,2026-06-08T11:50:25.951389+09:00,1,52.2,0.0,6.75,-0.5,56.7,0.0,6.83,-0.5,51.5,0.5,6.81,-0.5,52.3,0.0,6.73,0.0,53.5,0.0,6.81,0.0,52.4,0.0,6.78,0.0
202606081808,2026-06-08,18,08R,12:01,2026-06-08T11:52:22.482472+09:00,1,51.0,1.0,6.92,0.0,52.0,0.0,7.05,-0.5,55.4,0.0,6.94,0.0,53.5,0.0,6.94,-0.5,53.1,0.0,6.93,-0.5,47.1,0.0,6.88,0.0
202606081304,2026-06-08,13,04R,12:03,2026-06-08T11:54:23.551554+09:00,1,52.0,0.0,6.77,0.0,53.8,0.0,6.86,-0.5,52.0,0.0,6.79,0.0,52.5,0.0,6.85,0.0,52.0,0.0,6.76,0.0,52.0,0.0,6.79,0.0
202606080502,2026-06-08,05,02R,12:05,2026-06-08T11:56:18.381195+09:00,1,52.0,0.0,6.72,0.0,47.0,0.0,6.6,0.0,54.4,0.0,6.75,0.0,54.8,0.0,6.82,0.0,50.0,2.0,6.63,3.0,54.3,0.0,6.72,0.0
202606080904,2026-06-08,09,04R,12:08,2026-06-08T11:58:24.402951+09:00,1,52.0,0.0,6.86,0.0,52.4,0.0,6.84,0.0,52.0,0.0,6.89,0.0,53.1,0.0,6.87,0.0,52.0,0.0,6.84,0.0,52.1,0.0,6.88,-0.5
202606081704,2026-06-08,17,04R,12:13,2026-06-08T12:04:22.096861+09:00,1,52.4,0.0,6.75,0.0,52.4,0.0,6.8,0.0,52.4,0.0,6.8,-0.5,52.6,0.0,6.84,0.0,53.9,0.0,6.75,-0.5,46.5,0.5,6.77,-0.5
