レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202606262101,2026-06-26,21,01R,08:32,2026-06-26T08:22:24.639770+09:00,1,53.2,0.0,6.85,0.0,52.2,0.0,6.76,0.0,54.8,0.0,6.9,0.0,52.0,0.0,6.87,0.0,52.0,0.0,6.74,0.0,53.0,0.0,6.8,0.0
202606262301,2026-06-26,23,01R,08:39,2026-06-26T08:30:23.991276+09:00,1,52.9,0.0,6.68,-0.5,52.1,0.0,6.75,-0.5,59.7,0.0,6.73,-0.5,52.3,0.0,6.72,0.0,55.1,0.0,6.73,-0.5,50.5,1.5,6.64,-0.5
202606261801,2026-06-26,18,01R,08:46,2026-06-26T08:36:19.978948+09:00,1,52.0,0.0,,0.0,57.9,0.0,,0.0,48.0,0.0,,0.0,50.5,1.5,,0.0,51.0,1.0,,0.0,51.5,0.5,,0.0
202606262102,2026-06-26,21,02R,08:58,2026-06-26T08:48:25.214067+09:00,1,51.0,1.0,6.87,-0.5,54.9,0.0,6.84,0.0,53.0,0.0,6.79,0.0,52.8,0.0,6.86,-0.5,52.7,0.0,6.87,0.0,53.3,0.0,6.84,0.0
202606262302,2026-06-26,23,02R,09:05,2026-06-26T08:56:17.643228+09:00,1,52.0,0.0,6.73,0.0,56.6,0.0,6.81,0.0,51.5,0.5,6.73,-0.5,51.5,0.5,6.8,-0.5,52.0,0.0,6.82,0.0,55.5,0.0,6.78,0.0
202606261802,2026-06-26,18,02R,09:12,2026-06-26T09:02:24.662001+09:00,1,52.8,0.0,,-0.5,52.0,0.0,,0.0,52.1,0.0,,-0.5,52.0,0.0,,0.0,52.5,0.0,,0.0,53.7,0.0,,0.0
202606262103,2026-06-26,21,03R,09:24,2026-06-26T09:14:21.975636+09:00,1,51.5,0.5,6.73,0.0,54.8,0.0,6.89,0.0,52.0,0.0,6.86,0.0,52.7,0.0,6.82,-0.5,50.0,2.0,6.81,0.0,52.0,0.0,6.86,0.0
202606262303,2026-06-26,23,03R,09:31,2026-06-26T09:22:23.746485+09:00,1,51.0,1.0,6.69,-0.5,56.1,0.0,6.83,-0.5,52.0,0.0,6.77,-0.5,52.0,0.0,6.77,-0.5,51.5,0.5,6.69,0.0,51.0,1.0,6.71,0.0
202606261803,2026-06-26,18,03R,09:38,2026-06-26T09:28:20.635868+09:00,1,45.0,2.0,,0.0,46.5,0.5,,0.0,47.6,0.0,,0.0,47.3,0.0,,0.0,47.8,0.0,,0.0,47.6,0.0,,-0.5
202606262104,2026-06-26,21,04R,09:50,2026-06-26T09:40:21.559529+09:00,1,54.4,0.0,,0.0,51.5,0.5,,-0.5,51.5,0.5,,0.0,52.0,0.0,,-0.5,53.2,0.0,,0.0,52.0,0.0,,1.0
202606262304,2026-06-26,23,04R,09:57,2026-06-26T09:48:25.211464+09:00,1,56.8,0.0,6.67,-0.5,52.6,0.0,6.72,-0.5,51.5,0.5,6.79,-0.5,51.0,1.0,6.75,-0.5,52.7,0.0,6.64,3.0,52.0,0.0,6.77,-0.5
202606261804,2026-06-26,18,04R,10:07,2026-06-26T09:58:21.814178+09:00,1,52.0,0.0,,0.0,52.0,0.0,,0.0,54.5,0.0,,0.0,55.3,0.0,,-0.5,53.6,0.0,,0.0,51.5,0.5,,0.5
202606262105,2026-06-26,21,05R,10:18,2026-06-26T10:08:27.846190+09:00,1,52.2,0.0,6.79,0.0,52.0,0.0,6.84,0.0,53.2,0.0,6.82,0.0,55.1,0.0,6.81,0.0,52.2,0.0,6.74,0.0,52.1,0.0,6.8,0.0
202606262305,2026-06-26,23,05R,10:23,2026-06-26T10:14:25.324142+09:00,1,52.9,0.0,6.68,0.0,54.0,0.0,6.75,-0.5,50.5,1.5,6.67,-0.5,52.2,0.0,6.76,-0.5,52.0,0.0,6.72,0.0,52.0,0.0,6.76,-0.5
