レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607230101,2026-07-23,01,01R,4203,0.1464,3664,0.172,4458,0.1405,4241,0.1592,4632,0.1811,5126,0.1664
202607230102,2026-07-23,01,02R,3977,0.1524,5351,0.1644,4073,0.1398,5301,0.1548,5086,0.1845,4318,0.1842
202607230103,2026-07-23,01,03R,3381,0.1291,5312,0.198,4863,0.1672,4789,0.1669,4410,0.1523,3737,0.1626
202607230104,2026-07-23,01,04R,3797,0.1943,4948,0.1361,4724,0.1676,4551,0.1639,5378,0.22,4397,0.1459
202607230105,2026-07-23,01,05R,4449,0.153,4949,0.1534,4649,0.1244,4643,0.1276,5053,0.2046,4601,0.1385
202607230106,2026-07-23,01,06R,3499,0.1513,4106,0.1804,4203,0.1479,3642,0.1898,4952,0.1736,5371,0.2065
202607230107,2026-07-23,01,07R,4452,0.154,4632,0.1812,4743,0.1216,3889,0.1632,3977,0.1598,5375,0.2002
202607230108,2026-07-23,01,08R,4241,0.1547,5301,0.1578,4410,0.1464,4864,0.16,3908,0.1417,5411,0.1735
202607230109,2026-07-23,01,09R,4643,0.1231,4588,0.1401,3659,0.1571,3664,0.169,5351,0.1643,4863,0.1866
202607230110,2026-07-23,01,10R,4551,0.1594,5126,0.153,4318,0.1648,3717,0.1635,3381,0.1365,4649,0.1438
202607230111,2026-07-23,01,11R,4073,0.1383,4789,0.1699,4949,0.1474,4458,0.1435,4452,0.1614,4948,0.1495
202607230112,2026-07-23,01,12R,3908,0.1343,3737,0.1492,4397,0.1265,4601,0.1221,3499,0.1587,4743,0.141
202607230301,2026-07-23,03,01R,5047,0.1442,3964,0.1934,4711,0.1404,5167,0.1553,5095,0.1418,5240,0.178
202607230302,2026-07-23,03,02R,4840,0.1527,5096,0.1355,5036,0.1375,4958,0.1368,5083,0.1709,5207,0.1897
202607230303,2026-07-23,03,03R,4204,0.162,4345,0.1423,4645,0.1172,4227,0.156,4374,0.1411,5107,0.212
202607230304,2026-07-23,03,04R,4270,0.1578,4614,0.1358,4432,0.1405,4297,0.1059,4957,0.1544,4564,0.192
202607230305,2026-07-23,03,05R,3771,0.1231,4251,0.207,4067,0.1562,4401,0.1352,4474,0.1704,4398,0.1461
202607230306,2026-07-23,03,06R,5036,0.136,4688,0.1247,4269,0.14,5240,0.1616,4656,0.1482,5311,0.1875
202607230307,2026-07-23,03,07R,4711,0.1389,3946,0.1389,4840,0.1542,4575,0.1503,3880,0.2021,4395,0.1781
202607230308,2026-07-23,03,08R,5038,0.132,4432,0.1465,4374,0.1352,5207,0.1733,3740,0.1569,5095,0.1553
202607230309,2026-07-23,03,09R,4345,0.1348,4067,0.1622,3527,0.1468,3796,0.1587,4958,0.1397,5167,0.1717
202607230310,2026-07-23,03,10R,4614,0.1283,4430,0.1577,3964,0.1874,4251,0.204,3813,0.1705,4227,0.1724
202607230311,2026-07-23,03,11R,4645,0.1157,4082,0.1952,5096,0.1295,4957,0.1515,4401,0.1381,4472,0.1561
