レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607310101,2026-07-31,01,01R,4987,0.153,3778,0.2022,3509,0.1494,5117,0.1825,5340,0.159,5416,0.1425
202607310102,2026-07-31,01,02R,4071,0.1599,3474,0.1735,5182,0.1356,5108,0.2416,4784,0.2245,3528,0.2032
202607310103,2026-07-31,01,03R,3518,0.1819,4589,0.1666,3470,0.1616,4014,0.1655,3302,0.1685,4947,0.1844
202607310104,2026-07-31,01,04R,4901,0.1526,5003,0.1664,5123,0.159,4733,0.1483,5204,0.168,4773,0.1869
202607310105,2026-07-31,01,05R,4300,0.1578,3175,0.1485,3604,0.1811,3334,0.1914,5180,0.1952,5390,0.1784
202607310106,2026-07-31,01,06R,4240,0.1533,3355,0.2538,5108,0.2386,3778,0.1992,4275,0.2101,4990,0.2329
202607310107,2026-07-31,01,07R,3845,0.1921,4784,0.2246,5163,0.1743,5184,0.1799,3518,0.1893,5291,0.2207
202607310108,2026-07-31,01,08R,4014,0.161,3509,0.1554,3528,0.1838,4408,0.1844,4936,0.1992,5003,0.1798
202607310109,2026-07-31,01,09R,5117,0.178,4733,0.1513,5069,0.1582,5180,0.1923,4071,0.1673,4589,0.18
202607310110,2026-07-31,01,10R,4965,0.163,4045,0.1515,4773,0.1675,3474,0.1705,4987,0.1604,3175,0.1619
202607310111,2026-07-31,01,11R,5182,0.1341,4885,0.1427,5340,0.1531,3470,0.1646,4300,0.1652,5123,0.1784
202607310112,2026-07-31,01,12R,5163,0.1728,4936,0.1993,4240,0.1548,5129,0.1475,4927,0.1496,3334,0.2078
202607310501,2026-07-31,05,01R,4728,0.1938,4836,0.154,3436,0.1427,5230,0.1832,3850,0.1419,4834,0.1438
202607310502,2026-07-31,05,02R,3339,0.1617,4119,0.167,5216,0.1496,4759,0.158,5434,0.1479,4228,0.1856
202607310503,2026-07-31,05,03R,5057,0.1335,5153,0.1901,4548,0.2517,4997,0.1698,3994,0.1779,5360,0.2083
202607310504,2026-07-31,05,04R,4306,0.1911,4076,0.1978,4095,0.128,4356,0.1547,5004,0.1382,3306,0.1601
202607310505,2026-07-31,05,05R,3643,0.1575,4182,0.1744,4053,0.1781,4444,0.1312,4526,0.1454,5383,0.1617
202607310506,2026-07-31,05,06R,5232,0.1434,4340,0.2055,3256,0.1351,4518,0.1817,4384,0.172,5434,0.1614
202607310507,2026-07-31,05,07R,4389,0.1702,5230,0.1862,4568,0.1358,3339,0.1662,3659,0.163,5454,0.2184
202607310508,2026-07-31,05,08R,5004,0.1308,4548,0.2577,4540,0.123,3850,0.139,4581,0.16,5082,0.1831
202607310509,2026-07-31,05,09R,4254,0.1366,3306,0.1467,4754,0.143,4728,0.1983,5057,0.1409,5216,0.169
202607310510,2026-07-31,05,10R,4518,0.1772,3436,0.1487,5153,0.1841,4119,0.164,4182,0.1743,4356,0.1711
202607310511,2026-07-31,05,11R,4384,0.1646,4053,0.1841,4997,0.1668,4834,0.1274,4228,0.1721,4076,0.2112
202607310512,2026-07-31,05,12R,4444,0.1267,4095,0.134,4362,0.1358,4084,0.1447,3256,0.141,4759,0.1744
202607310601,2026-07-31,06,01R,3718,0.1561,3541,0.1695,3315,0.1541,4007,0.1328,3997,0.1566,3352,0.1778
202607310602,2026-07-31,06,02R,3445,0.1758,3562,0.1538,3998,0.161,3730,0.1444,3931,0.1339,4025,0.1892
202607310603,2026-07-31,06,03R,3710,0.158,3882,0.155,4086,0.1191,3319,0.1489,3564,0.1606,3854,0.1804
202607310604,2026-07-31,06,04R,4064,0.1582,3563,0.1437,4010,0.15,3990,0.1368,3690,0.1896,3742,0.1786
202607310605,2026-07-31,06,05R,3712,0.1581,3940,0.1463,4040,0.1458,3928,0.1611,3983,0.1438,3870,0.1972
202607310606,2026-07-31,06,06R,4006,0.1574,3988,0.1326,3953,0.1942,3054,0.1882,3352,0.1643,3909,0.121
202607310607,2026-07-31,06,07R,3934,0.1579,4061,0.1247,4152,0.1532,3630,0.1594,3541,0.1694,3998,0.1804
202607310608,2026-07-31,06,08R,3931,0.1265,3564,0.1607,3459,0.1471,3744,0.1102,3718,0.1635,4010,0.1694
202607310609,2026-07-31,06,09R,3956,0.1546,3984,0.1556,4007,0.1298,3882,0.152,3713,0.1806,3730,0.1608
202607310610,2026-07-31,06,10R,3612,0.1177,3690,0.1897,3997,0.1507,4086,0.1221,3712,0.1655,3562,0.1672
202607310611,2026-07-31,06,11R,3983,0.1364,3742,0.1652,4025,0.1698,3315,0.1571,4152,0.1591,3988,0.146
202607310612,2026-07-31,06,12R,3744,0.1057,3909,0.1076,3854,0.161,4061,0.1217,4064,0.1656,3940,0.1597
202607310801,2026-07-31,08,01R,5085,0.1808,5407,0.184,5286,0.1417,5243,0.1486,5432,0.1561,5201,0.1836
202607310802,2026-07-31,08,02R,5345,0.1697,5092,0.1582,5135,0.165,5222,0.1779,5376,0.158,5348,0.1593
202607310803,2026-07-31,08,03R,5300,0.1614,5271,0.1577,5212,0.1213,5404,0.1711,5252,0.1363,5234,0.1438
202607310804,2026-07-31,08,04R,5364,0.1371,5228,0.1495,5253,0.2426,5379,0.168,5288,0.1331,4983,0.1572
202607310805,2026-07-31,08,05R,5034,0.1205,5145,0.1556,5308,0.15,5299,0.1248,5175,0.1611,5282,0.1676
202607310806,2026-07-31,08,06R,5134,0.1365,5279,0.1543,5226,0.1428,5127,0.1941,5132,0.1452,5432,0.1696
202607310807,2026-07-31,08,07R,5219,0.1595,5137,0.1614,5289,0.1488,5201,0.1672,5066,0.1477,5135,0.1844
202607310808,2026-07-31,08,08R,5368,0.1393,5222,0.1809,5228,0.1435,5271,0.1547,5280,0.1561,5407,0.1974
202607310809,2026-07-31,08,09R,5197,0.1637,5234,0.1304,5352,0.1608,5345,0.1742,5299,0.1277,5394,0.1872
202607310810,2026-07-31,08,10R,5132,0.1378,5212,0.1273,5364,0.1386,5376,0.1551,5286,0.1476,5150,0.1671
202607310811,2026-07-31,08,11R,5066,0.1403,5085,0.1883,5348,0.1399,4983,0.1408,5279,0.1542,5145,0.169
202607310812,2026-07-31,08,12R,5280,0.1487,5243,0.1516,5252,0.1304,5034,0.125,5219,0.1669,5092,0.1716
202607311001,2026-07-31,10,01R,4144,0.1551,3943,0.1715,5124,0.1459,5154,0.1576,5373,0.2083,4461,0.1725
202607311002,2026-07-31,10,02R,4505,0.144,4608,0.1499,5316,0.1486,3722,0.1708,4664,0.1865,5461,0.2046
202607311003,2026-07-31,10,03R,4210,0.1517,5144,0.1694,3158,0.144,4744,0.1988,3577,0.1486,4752,0.1686
202607311004,2026-07-31,10,04R,4159,0.1436,4942,0.1446,4143,0.1463,3303,0.186,4506,0.1336,4415,0.1458
202607311005,2026-07-31,10,05R,4766,0.1072,3350,0.1594,4380,0.1403,4769,0.111,4695,0.1326,4350,0.1428
202607311006,2026-07-31,10,06R,3581,0.1735,4895,0.1267,4843,0.1611,4486,0.1525,4308,0.1598,4661,0.1859
202607311007,2026-07-31,10,07R,5048,0.1781,4664,0.1866,4640,0.1239,4804,0.1787,4926,0.1401,4210,0.1726
202607311008,2026-07-31,10,08R,4104,0.1256,3577,0.1487,4725,0.1588,3943,0.1685,4942,0.1445,5461,0.2046
202607311009,2026-07-31,10,09R,4461,0.1516,4695,0.1327,4077,0.1665,4974,0.182,4608,0.1498,3576,0.1829
202607311010,2026-07-31,10,10R,4415,0.1249,4308,0.1599,4486,0.1495,5316,0.1516,4766,0.1146,4144,0.176
202607311011,2026-07-31,10,11R,4661,0.165,4506,0.1337,4769,0.108,4640,0.1269,3581,0.1809,5048,0.199
202607311012,2026-07-31,10,12R,4350,0.1219,4926,0.1402,5154,0.1546,3158,0.147,4505,0.1514,4104,0.1465
202607311101,2026-07-31,11,01R,4205,0.1233,4075,0.1247,3960,0.1039,4547,0.1502,4371,0.1233,4847,0.1502
202607311102,2026-07-31,11,02R,3959,0.1348,3783,0.1379,4832,0.1433,4290,0.1216,4686,0.1181,4848,0.1647
202607311103,2026-07-31,11,03R,4932,0.1399,3779,0.1258,4024,0.1588,4166,0.1209,4933,0.1242,4262,0.1464
202607311104,2026-07-31,11,04R,4344,0.1084,3716,0.1278,4044,0.1273,4459,0.1347,4418,0.1218,4337,0.1383
202607311105,2026-07-31,11,05R,4503,0.1018,4757,0.1353,4266,0.1409,4477,0.133,4886,0.146,4502,0.154
202607311106,2026-07-31,11,06R,5224,0.133,4980,0.1539,4760,0.1299,3941,0.1225,4719,0.1242,4075,0.1381
202607311107,2026-07-31,11,07R,4573,0.1468,4686,0.1182,3978,0.1752,4604,0.1358,4205,0.1307,4914,0.1449
202607311108,2026-07-31,11,08R,4682,0.1284,4371,0.1234,4262,0.127,3959,0.1393,4851,0.1269,3716,0.1412
202607311109,2026-07-31,11,09R,4166,0.1164,4848,0.1513,4030,0.1297,4590,0.1597,3415,0.1404,4266,0.1603
202607311110,2026-07-31,11,10R,4044,0.1258,5121,0.1447,4586,0.1171,3719,0.1404,4932,0.1473,4980,0.1673
