レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607240101,2026-07-24,01,01R,3889,0.1554,5086,0.1837,3797,0.1989,5378,0.2125,4588,0.142,3717,0.178
202607240102,2026-07-24,01,02R,4106,0.175,4952,0.1742,5053,0.1975,3659,0.1616,5411,0.1577,4949,0.1705
202607240103,2026-07-24,01,03R,3642,0.1886,4551,0.1643,3977,0.1512,4724,0.1714,5375,0.1811,3499,0.1722
202607240104,2026-07-24,01,04R,4458,0.1388,4743,0.1265,4864,0.1587,4649,0.1267,5371,0.191,4643,0.1464
202607240105,2026-07-24,01,05R,3664,0.1605,4397,0.1282,4241,0.1528,5312,0.199,3797,0.2048,4452,0.1779
202607240106,2026-07-24,01,06R,3737,0.1447,5053,0.2035,3889,0.1569,4449,0.1561,4863,0.1791,5301,0.1721
202607240107,2026-07-24,01,07R,4789,0.1693,5378,0.2155,4601,0.1174,5375,0.1782,4106,0.1824,3381,0.1524
202607240108,2026-07-24,01,08R,3659,0.1571,4864,0.1647,3642,0.1901,5086,0.1807,5126,0.1503,4632,0.1948
202607240109,2026-07-24,01,09R,4410,0.1509,3499,0.1588,4551,0.1583,4743,0.1235,4949,0.157,4203,0.1666
202607240110,2026-07-24,01,10R,4318,0.1614,4452,0.1645,5312,0.196,4073,0.1431,4948,0.1375,4588,0.1555
202607240111,2026-07-24,01,11R,4601,0.1159,3717,0.1646,3737,0.1462,5351,0.1589,4724,0.1743,4241,0.1722
202607240112,2026-07-24,01,12R,4397,0.1207,4643,0.133,5126,0.1444,4952,0.1712,4789,0.1767,4449,0.1725
202607240201,2026-07-24,02,01R,4258,0.161,4740,0.1708,5273,0.1676,3812,0.1603,4533,0.1811,5178,0.1927
202607240202,2026-07-24,02,02R,5033,0.1731,3963,0.1681,5152,0.2148,3745,0.1659,4058,0.1808,5007,0.218
202607240203,2026-07-24,02,03R,4231,0.157,5325,0.1456,4055,0.1515,5170,0.1415,4095,0.1386,5031,0.1747
202607240204,2026-07-24,02,04R,3538,0.2045,3743,0.1362,3202,0.1813,3502,0.1554,5138,0.1635,4054,0.1538
202607240205,2026-07-24,02,05R,4824,0.1077,3455,0.1572,3377,0.1983,3983,0.1384,5209,0.1842,5432,0.1682
202607240206,2026-07-24,02,06R,4651,0.1615,3419,0.2178,4702,0.1194,5178,0.1763,4172,0.1469,5385,0.1596
202607240207,2026-07-24,02,07R,4910,0.127,3745,0.1689,4740,0.1648,5031,0.1583,3647,0.1646,5433,0.2527
202607240208,2026-07-24,02,08R,3812,0.1558,5170,0.1445,5033,0.1746,3715,0.1573,3630,0.162,4704,0.1419
202607240209,2026-07-24,02,09R,4043,0.149,4054,0.1404,3963,0.1621,4911,0.1568,4231,0.1644,5273,0.187
202607240210,2026-07-24,02,10R,3502,0.1509,4533,0.1812,5007,0.1986,4122,0.1609,4055,0.1574,3455,0.1706
