レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607260101,2026-07-26,01,01R,4952,0.1674,3642,0.2031,5312,0.1941,4452,0.1662,4203,0.1618,5411,0.1706
202607260102,2026-07-26,01,02R,4724,0.1652,3381,0.1424,4458,0.1447,4949,0.1514,5126,0.1483,5053,0.2124
202607260103,2026-07-26,01,03R,5086,0.1868,3659,0.1615,4948,0.1313,4864,0.1649,4551,0.1635,3737,0.1627
202607260104,2026-07-26,01,04R,5351,0.148,3889,0.1677,4601,0.1231,3977,0.1568,5378,0.2161,3717,0.1748
202607260105,2026-07-26,01,05R,3499,0.1528,4649,0.1311,4643,0.127,4863,0.1763,5375,0.188,4397,0.1442
202607260106,2026-07-26,01,06R,4073,0.1403,4410,0.1613,4632,0.1831,5053,0.196,5411,0.1571,3797,0.2221
202607260107,2026-07-26,01,07R,4743,0.1197,3664,0.1696,4588,0.1353,4952,0.1719,5301,0.1593,3642,0.2165
202607260108,2026-07-26,01,08R,4318,0.1663,4106,0.1825,5086,0.1883,5371,0.1856,4241,0.157,5312,0.2135
202607260109,2026-07-26,01,09R,3717,0.1539,5126,0.1484,3381,0.1364,4601,0.1261,3659,0.1614,3499,0.1737
202607260110,2026-07-26,01,10R,3737,0.1418,4073,0.1478,4949,0.1484,4948,0.1343,5351,0.1554,4649,0.1445
202607260111,2026-07-26,01,11R,4397,0.1233,4551,0.1636,4743,0.1212,4643,0.13,4458,0.1506,3889,0.1811
202607260112,2026-07-26,01,12R,4864,0.1604,4863,0.1793,5301,0.1534,4632,0.1861,4318,0.1737,5378,0.2296
202607260201,2026-07-26,02,01R,4533,0.1704,3538,0.2151,5138,0.1591,3812,0.1619,4651,0.1752,5152,0.2308
202607260202,2026-07-26,02,02R,4054,0.1453,4910,0.1363,5033,0.1696,5433,0.2331,3377,0.1995,4122,0.1734
202607260203,2026-07-26,02,03R,5325,0.1391,5209,0.195,3983,0.1402,4043,0.1563,4740,0.1696,4172,0.1638
202607260204,2026-07-26,02,04R,5178,0.1737,3647,0.1673,3743,0.1362,3202,0.19,3502,0.1694,4911,0.173
202607260205,2026-07-26,02,05R,3963,0.1656,5007,0.2026,5385,0.1398,4702,0.1355,3455,0.1522,4651,0.1887
202607260206,2026-07-26,02,06R,5170,0.136,4258,0.186,4533,0.1719,5432,0.1569,3715,0.1606,4058,0.1994
202607260207,2026-07-26,02,07R,4704,0.1184,4231,0.1665,3812,0.1589,3419,0.2275,5433,0.236,4740,0.1831
202607260208,2026-07-26,02,08R,3377,0.1921,5138,0.1651,4095,0.1287,5273,0.1716,5325,0.1465,3502,0.1829
202607260209,2026-07-26,02,09R,5031,0.1575,4122,0.16,3202,0.187,3630,0.1593,4702,0.1384,4055,0.1754
202607260210,2026-07-26,02,10R,5007,0.1951,4043,0.1593,4058,0.18,3647,0.1643,4910,0.1362,3745,0.1809
202607260211,2026-07-26,02,11R,3715,0.1532,3983,0.1462,4231,0.1605,5033,0.1726,3963,0.173,3743,0.1556
202607260212,2026-07-26,02,12R,4095,0.1272,4911,0.1596,5209,0.189,3538,0.2121,4704,0.1258,4824,0.137
202607260301,2026-07-26,03,01R,4575,0.1455,4204,0.1781,4656,0.1434,4564,0.1722,3771,0.1297,3880,0.2079
202607260302,2026-07-26,03,02R,4395,0.1563,5038,0.1347,4270,0.1578,4335,0.1071,3527,0.1476,4474,0.2024
202607260303,2026-07-26,03,03R,4374,0.1345,5240,0.1815,4251,0.2006,3740,0.1512,4840,0.1637,3813,0.1814
202607260304,2026-07-26,03,04R,4432,0.1363,4472,0.1439,5083,0.1646,4345,0.1361,5107,0.1974,5047,0.1749
202607260305,2026-07-26,03,05R,4082,0.1874,4957,0.1527,4564,0.1692,4269,0.1415,4688,0.1259,4401,0.1553
202607260306,2026-07-26,03,06R,5311,0.1702,4907,0.1316,4227,0.1575,4204,0.1751,4474,0.1889,5096,0.1509
202607260307,2026-07-26,03,07R,4430,0.1522,3880,0.1945,3796,0.1525,4614,0.1327,3964,0.1957,3527,0.1611
202607260308,2026-07-26,03,08R,5207,0.1698,5083,0.1706,3946,0.1329,3771,0.1268,4270,0.1637,4645,0.1444
202607260309,2026-07-26,03,09R,4656,0.1419,5047,0.1615,4957,0.1467,3813,0.165,4395,0.1637,4711,0.1613
202607260310,2026-07-26,03,10R,3740,0.1467,5107,0.1975,4082,0.1889,4067,0.1572,4575,0.1529,4907,0.145
202607260311,2026-07-26,03,11R,4958,0.1327,5095,0.1511,4335,0.1041,4840,0.1608,3796,0.1584,4269,0.1579
202607260312,2026-07-26,03,12R,4297,0.1046,5036,0.1438,5311,0.1717,4472,0.1409,4430,0.1596,5038,0.1481
202607260401,2026-07-26,04,01R,5287,0.1786,5317,0.1515,4627,0.1388,5436,0.199,5347,0.1908,5194,0.1909
202607260402,2026-07-26,04,02R,4464,0.1759,5314,0.1711,4244,0.1423,5389,0.1834,4714,0.1737,5380,0.2777
202607260403,2026-07-26,04,03R,5165,0.167,4225,0.1495,4689,0.1524,5361,0.1984,5322,0.1717,4825,0.1552
202607260404,2026-07-26,04,04R,5297,0.1951,5231,0.1612,4680,0.1852,5174,0.186,5324,0.2068,4117,0.2084
202607260405,2026-07-26,04,05R,4569,0.1485,4765,0.1448,4845,0.1418,5251,0.1793,5326,0.1736,4893,0.1674
202607260406,2026-07-26,04,06R,4746,0.1872,4627,0.1448,5362,0.2205,4891,0.1539,5389,0.1863,4208,0.1717
202607260407,2026-07-26,04,07R,5241,0.1716,4123,0.1881,4225,0.1435,5380,0.2613,5194,0.1774,4853,0.2164
202607260408,2026-07-26,04,08R,4680,0.1837,5265,0.1545,5347,0.1849,4961,0.1504,4689,0.1583,5203,0.1669
202607260409,2026-07-26,04,09R,4765,0.1373,4825,0.1418,5324,0.2009,4190,0.1554,4244,0.1482,5436,0.2154
202607260410,2026-07-26,04,10R,5231,0.1537,5361,0.2014,4714,0.1678,4878,0.1726,4845,0.1477,4443,0.1885
202607260411,2026-07-26,04,11R,5174,0.1815,4746,0.1947,5326,0.1677,4464,0.1804,5165,0.1744,4546,0.1726
202607260412,2026-07-26,04,12R,4961,0.1459,4208,0.1583,4123,0.1821,4117,0.192,4286,0.1445,4419,0.1739
202607260601,2026-07-26,06,01R,3939,0.1375,3277,0.1816,4874,0.1531,5131,0.1716,3965,0.1552,3543,0.179
202607260602,2026-07-26,06,02R,4690,0.1634,4240,0.1537,3641,0.1573,5434,0.1416,4888,0.1699,3284,0.2172
202607260603,2026-07-26,06,03R,5104,0.1527,3811,0.1473,3503,0.1653,5382,0.18,5427,0.2105,3684,0.1973
202607260604,2026-07-26,06,04R,4000,0.1592,5076,0.1635,4414,0.1661,5332,0.1655,3391,0.2001,4778,0.1872
202607260605,2026-07-26,06,05R,5131,0.1671,3606,0.1592,4734,0.1385,4901,0.1529,3784,0.1511,4230,0.1644
