レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607300401,2026-07-30,04,01R,5265,0.1504,5317,0.1537,5203,0.1495,5436,0.1893,4225,0.1446,5380,0.2777
202607300402,2026-07-30,04,02R,5314,0.1624,4286,0.1457,5165,0.1591,5347,0.1847,5322,0.1643,5389,0.1905
202607300403,2026-07-30,04,03R,5361,0.1877,4546,0.1547,4893,0.1435,4746,0.1743,5362,0.2224,5231,0.1775
202607300404,2026-07-30,04,04R,4765,0.1372,5324,0.2023,5326,0.163,4891,0.147,4714,0.1725,4117,0.2124
202607300405,2026-07-30,04,05R,4853,0.1943,4244,0.1382,5194,0.167,5203,0.1525,5380,0.2642,4464,0.2073
202607300406,2026-07-30,04,06R,4190,0.1471,5241,0.1813,5251,0.166,5314,0.1669,5347,0.1876,4123,0.2072
202607300407,2026-07-30,04,07R,5362,0.215,4443,0.175,5265,0.1519,4680,0.1865,5389,0.177,4569,0.1844
202607300408,2026-07-30,04,08R,4714,0.1651,4893,0.1495,5322,0.1584,5324,0.1993,5436,0.1922,4845,0.1971
202607300409,2026-07-30,04,09R,5326,0.1615,4689,0.1544,4891,0.144,4225,0.1417,4853,0.2017,5361,0.2086
202607300410,2026-07-30,04,10R,4746,0.1698,5165,0.1651,4765,0.1387,4546,0.1517,4244,0.1381,4286,0.1591
202607300411,2026-07-30,04,11R,4680,0.182,5194,0.173,4190,0.1486,5241,0.1783,4443,0.1749,5317,0.1671
202607300412,2026-07-30,04,12R,4961,0.144,4825,0.1365,5174,0.1849,4208,0.148,4627,0.1489,4419,0.1685
202607300801,2026-07-30,08,01R,5137,0.1539,5288,0.1342,5282,0.1509,5253,0.2513,5404,0.1758,5175,0.1735
202607300802,2026-07-30,08,02R,5127,0.192,5352,0.1683,5222,0.1752,5197,0.1717,5145,0.1562,5368,0.1586
202607300803,2026-07-30,08,03R,5308,0.1471,5252,0.1358,5379,0.1631,5150,0.1499,5394,0.1743,5034,0.1443
202607300804,2026-07-30,08,04R,5271,0.1513,5300,0.1697,5134,0.1378,5092,0.1547,5135,0.1641,5066,0.1622
202607300805,2026-07-30,08,05R,5289,0.1469,5348,0.1412,5407,0.1688,5280,0.1521,5212,0.1288,5364,0.155
202607300806,2026-07-30,08,06R,5234,0.1212,5219,0.1681,5243,0.1463,5282,0.1539,5228,0.1485,5345,0.1919
202607300807,2026-07-30,08,07R,5352,0.1608,5226,0.144,5085,0.183,5432,0.1534,4983,0.1434,5288,0.1476
202607300808,2026-07-30,08,08R,5279,0.1482,5299,0.1306,5404,0.1699,5368,0.1422,5379,0.169,5132,0.1567
202607300809,2026-07-30,08,09R,5092,0.1502,5253,0.2543,5127,0.1935,5394,0.1714,5289,0.1543,5286,0.1614
202607300810,2026-07-30,08,10R,5212,0.1214,5175,0.1601,5197,0.1687,5228,0.1456,5308,0.1545,5300,0.1831
