レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607280301,2026-07-28,03,01R,5207,0.1718,3527,0.1451,4269,0.1397,3771,0.1238,4430,0.1649,5311,0.1877
202607280302,2026-07-28,03,02R,4401,0.1299,4204,0.1794,3964,0.1906,4564,0.1666,4270,0.1616,4345,0.1533
202607280303,2026-07-28,03,03R,3880,0.1857,4297,0.1148,5095,0.1436,4711,0.1454,4395,0.1708,4432,0.159
202607280304,2026-07-28,03,04R,4374,0.1347,4251,0.2015,5047,0.1531,4227,0.1569,3946,0.1357,4082,0.2083
202607280305,2026-07-28,03,05R,4840,0.1575,4957,0.1497,5036,0.1355,5107,0.2019,5096,0.1408,4645,0.1411
202607280306,2026-07-28,03,06R,4958,0.1326,3771,0.1268,5311,0.1683,3964,0.1936,4688,0.1243,4474,0.2085
202607280307,2026-07-28,03,07R,5083,0.1691,4432,0.1456,5207,0.1733,4575,0.1491,4204,0.1793,4269,0.1591
202607280308,2026-07-28,03,08R,4564,0.1621,4270,0.1617,3796,0.1536,4374,0.1392,4297,0.1147,4227,0.1733
202607280309,2026-07-28,03,09R,5107,0.1974,3946,0.1358,4430,0.159,5036,0.1385,4251,0.2014,4395,0.1843
202607280310,2026-07-28,03,10R,4345,0.1324,5096,0.1409,4711,0.1424,5047,0.1561,3527,0.145,4958,0.1535
202607280311,2026-07-28,03,11R,4082,0.1874,4688,0.1244,4575,0.1461,5095,0.1466,4957,0.1496,4401,0.1508
202607280312,2026-07-28,03,12R,4335,0.1029,4067,0.1582,5038,0.1247,4614,0.1373,4472,0.1423,3813,0.1805
202607280401,2026-07-28,04,01R,4893,0.1398,4190,0.1548,4117,0.1857,5347,0.1861,5241,0.1756,4714,0.1861
202607280402,2026-07-28,04,02R,4961,0.1434,5174,0.1891,4765,0.1374,4443,0.1718,5380,0.267,4689,0.1672
202607280403,2026-07-28,04,03R,5324,0.196,4225,0.1442,5265,0.1522,5322,0.1639,4419,0.1572,4569,0.1817
202607280404,2026-07-28,04,04R,5251,0.1679,4464,0.177,5361,0.1906,5165,0.1617,4627,0.1459,5362,0.2376
202607280405,2026-07-28,04,05R,5317,0.1459,5231,0.1561,4546,0.1489,5436,0.1913,5389,0.1781,4286,0.1577
202607280406,2026-07-28,04,06R,4117,0.1842,4746,0.1813,4853,0.2005,5314,0.1657,5203,0.1537,4845,0.1983
202607280407,2026-07-28,04,07R,4680,0.1864,4244,0.1433,5241,0.1697,5380,0.2641,5265,0.1581,4123,0.1961
202607280408,2026-07-28,04,08R,4225,0.1367,4689,0.1538,5347,0.1831,4208,0.1502,5361,0.1965,4891,0.165
202607280409,2026-07-28,04,09R,4464,0.1695,4419,0.1573,4893,0.1413,5194,0.1726,5436,0.1942,5174,0.2025
202607280410,2026-07-28,04,10R,5326,0.1628,4286,0.1443,4825,0.1317,4714,0.1697,5362,0.2241,5322,0.1803
202607280411,2026-07-28,04,11R,4190,0.1473,4961,0.1509,5317,0.1474,4244,0.1403,5314,0.1686,4627,0.1594
202607280412,2026-07-28,04,12R,4208,0.1457,5324,0.2035,4680,0.1879,5231,0.1531,4746,0.1812,4765,0.1568
202607280901,2026-07-28,09,01R,4434,0.1607,4068,0.1641,5185,0.1423,4837,0.1398,3637,0.1973,3497,0.182
202607280902,2026-07-28,09,02R,4340,0.1957,4151,0.1809,3475,0.1681,4293,0.1675,4023,0.1746,4723,0.1643
202607280903,2026-07-28,09,03R,5074,0.1789,3654,0.1552,4793,0.115,3602,0.1916,4489,0.1457,4500,0.1384
202607280904,2026-07-28,09,04R,4663,0.1538,3852,0.1849,4908,0.1225,3251,0.1892,3708,0.1508,4624,0.1877
202607280905,2026-07-28,09,05R,4514,0.1817,3752,0.1623,5321,0.1878,3663,0.1671,4491,0.1857,4811,0.1726
202607280906,2026-07-28,09,06R,4979,0.1478,4543,0.1942,4311,0.1541,5424,0.199,4470,0.1409,5185,0.1617
202607280907,2026-07-28,09,07R,4113,0.1662,4925,0.1391,3952,0.1226,3905,0.1419,4151,0.1808,4068,0.1775
202607280908,2026-07-28,09,08R,4489,0.1383,4364,0.128,3497,0.1626,4700,0.1495,4293,0.1704,3995,0.1348
202607280909,2026-07-28,09,09R,4793,0.1135,4074,0.134,4624,0.1683,4340,0.2002,4155,0.1472,4487,0.1777
202607280910,2026-07-28,09,10R,3251,0.1847,4500,0.125,3637,0.1914,3874,0.1488,3752,0.1622,4953,0.1621
202607280911,2026-07-28,09,11R,4543,0.1867,3708,0.1509,4434,0.1622,4514,0.1862,5074,0.1863,4925,0.1525
202607280912,2026-07-28,09,12R,3952,0.1211,4470,0.141,4837,0.1368,4908,0.1255,3654,0.1551,5321,0.2072
202607281001,2026-07-28,10,01R,4506,0.1237,5316,0.155,4766,0.1173,3943,0.1719,4664,0.1918,5461,0.2121
202607281002,2026-07-28,10,02R,3158,0.1398,4505,0.1497,4143,0.1484,4725,0.1621,5124,0.1482,4942,0.1589
202607281003,2026-07-28,10,03R,4308,0.1503,3722,0.1769,4974,0.1808,5144,0.1694,5048,0.1906,4104,0.1526
202607281004,2026-07-28,10,04R,4144,0.1506,4640,0.1314,3577,0.1535,5373,0.2081,3350,0.1543,4210,0.1702
202607281005,2026-07-28,10,05R,4077,0.1615,5154,0.1602,4695,0.1243,4744,0.2088,4926,0.1408,4380,0.1616
202607281006,2026-07-28,10,06R,4843,0.1571,4608,0.1449,3303,0.1813,4661,0.1694,4766,0.1232,4350,0.1433
202607281007,2026-07-28,10,07R,4664,0.1844,4895,0.1247,4942,0.1395,4974,0.1838,3576,0.1547,4461,0.1789
202607281008,2026-07-28,10,08R,3722,0.1694,4804,0.1876,4752,0.144,4640,0.1284,4143,0.1543,4415,0.1451
202607281009,2026-07-28,10,09R,4725,0.1576,4486,0.1518,4159,0.1432,4308,0.1548,4077,0.1689,5461,0.2121
202607281010,2026-07-28,10,10R,3581,0.1724,4744,0.2118,4210,0.1508,4506,0.1282,4608,0.1448,4769,0.1224
202607281011,2026-07-28,10,11R,5048,0.1832,4350,0.1299,4505,0.1437,3350,0.1514,4695,0.1302,4895,0.1381
202607281012,2026-07-28,10,12R,3576,0.1473,4104,0.1392,4415,0.1257,4144,0.1551,3158,0.1472,3303,0.2007
202607281101,2026-07-28,11,01R,3716,0.1148,3959,0.1373,4914,0.1262,4851,0.1235,4590,0.1636,4659,0.1481
202607281102,2026-07-28,11,02R,4980,0.1456,4205,0.1284,4075,0.1169,5224,0.1366,3783,0.1386,4044,0.15
202607281103,2026-07-28,11,03R,4456,0.1774,4344,0.1177,3719,0.1371,4262,0.1293,3779,0.1246,4932,0.1583
