レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202607270101,2026-07-27,01,01R,5312,0.1916,3797,0.2084,4203,0.1572,3977,0.1546,4106,0.1835,5375,0.2003
202607270102,2026-07-27,01,02R,5053,0.1914,5301,0.1616,3642,0.1962,4724,0.1662,4632,0.1876,4452,0.1834
202607270103,2026-07-27,01,03R,3889,0.1576,3499,0.1587,3664,0.1628,4952,0.1715,3381,0.1389,4864,0.1801
202607270104,2026-07-27,01,04R,5378,0.1986,4588,0.1406,5351,0.1446,5371,0.1817,4863,0.1791,4743,0.1417
202607270105,2026-07-27,01,05R,4649,0.1229,3717,0.1562,4106,0.1776,5375,0.1839,4410,0.1621,4073,0.1609
202607270106,2026-07-27,01,06R,4551,0.1558,4632,0.1877,5301,0.1556,5312,0.1961,4458,0.1499,5086,0.2098
202607270107,2026-07-27,01,07R,3659,0.1531,3642,0.2022,4949,0.1474,3797,0.2054,4864,0.1666,4724,0.1826
202607270108,2026-07-27,01,08R,4241,0.1473,3977,0.1576,4863,0.1732,5411,0.1577,4588,0.1405,4952,0.1879
202607270109,2026-07-27,01,09R,4452,0.1625,4318,0.1728,4410,0.1562,4203,0.1602,3664,0.1687,5371,0.1981
202607270110,2026-07-27,01,10R,4743,0.1208,3381,0.139,4649,0.1244,4551,0.1603,3717,0.1561,3889,0.1785
202607270111,2026-07-27,01,11R,4073,0.14,4458,0.15,3499,0.1527,4949,0.1504,3659,0.1605,5351,0.164
202607270112,2026-07-27,01,12R,4397,0.1233,3737,0.1478,5126,0.143,4601,0.1229,4948,0.137,4643,0.1459
202607270201,2026-07-27,02,01R,3377,0.1925,5178,0.1801,5385,0.1366,5432,0.1563,5031,0.1647,3647,0.1782
202607270202,2026-07-27,02,02R,5007,0.1834,5152,0.2183,3963,0.1642,4054,0.1491,3538,0.2124,3715,0.1711
202607270203,2026-07-27,02,03R,3455,0.1471,4533,0.1739,4172,0.1446,5209,0.1873,4058,0.1836,3419,0.2391
202607270204,2026-07-27,02,04R,4258,0.1767,3502,0.166,4231,0.1576,4651,0.1697,4043,0.1562,3630,0.1759
202607270205,2026-07-27,02,05R,4824,0.1159,5273,0.1746,5170,0.1367,3983,0.1402,3202,0.1902,5433,0.2471
202607270206,2026-07-27,02,06R,4740,0.1604,3812,0.1625,4054,0.1461,4055,0.1594,3743,0.1409,5385,0.156
202607270207,2026-07-27,02,07R,4911,0.1525,5033,0.1732,5031,0.1588,3455,0.1516,5152,0.2182,5432,0.1727
202607270208,2026-07-27,02,08R,5138,0.1603,3377,0.2,4258,0.1782,4533,0.1709,5178,0.18,4702,0.1535
202607270209,2026-07-27,02,09R,5209,0.1828,4651,0.1727,3715,0.1517,5170,0.1397,5273,0.1745,3502,0.1794
202607270210,2026-07-27,02,10R,3202,0.1828,4058,0.1837,4055,0.1564,3963,0.1672,4740,0.1678,4824,0.1368
202607270211,2026-07-27,02,11R,4043,0.1488,3743,0.141,3983,0.1372,4172,0.1476,5007,0.1908,4911,0.1734
202607270212,2026-07-27,02,12R,4095,0.1249,4704,0.1232,5325,0.14,3745,0.1633,4122,0.1617,4910,0.1493
202607270301,2026-07-27,03,01R,4645,0.1221,4251,0.2051,4395,0.1535,3527,0.1474,3771,0.1268,4564,0.1853
202607270302,2026-07-27,03,02R,4227,0.1545,4958,0.1388,4840,0.1583,3880,0.1911,5036,0.1422,4374,0.1551
202607270303,2026-07-27,03,03R,4957,0.1409,3964,0.198,4297,0.1058,4269,0.1431,4270,0.1595,5207,0.1891
202607270304,2026-07-27,03,04R,5047,0.1563,3796,0.1626,5095,0.1453,5311,0.1725,4204,0.1771,5107,0.2154
202607270305,2026-07-27,03,05R,4432,0.1365,4430,0.1624,3771,0.1209,4401,0.1373,4251,0.205,4474,0.2035
202607270306,2026-07-27,03,06R,3527,0.1429,4395,0.1595,4227,0.156,5083,0.1716,3946,0.137,4840,0.1777
202607270307,2026-07-27,03,07R,4269,0.1386,5036,0.1423,4564,0.1659,4645,0.1266,3964,0.1979,3880,0.2075
202607270308,2026-07-27,03,08R,5311,0.168,4204,0.1772,4374,0.1357,5207,0.1727,4958,0.1387,4297,0.1252
202607270309,2026-07-27,03,09R,5095,0.1438,4270,0.1596,5107,0.196,4432,0.141,4957,0.1483,4430,0.1758
202607270310,2026-07-27,03,10R,4401,0.1328,3946,0.1371,5047,0.1578,3796,0.1596,4474,0.19,5083,0.188
202607270311,2026-07-27,03,11R,5038,0.1234,4067,0.1587,4688,0.1196,4345,0.1366,4575,0.1511,3813,0.1795
202607270312,2026-07-27,03,12R,4335,0.1013,4472,0.1425,4614,0.1316,4711,0.1434,4082,0.1918,5096,0.1498
202607270401,2026-07-27,04,01R,5314,0.1627,4443,0.1763,5241,0.1723,5389,0.1802,5317,0.1555,4225,0.1608
202607270402,2026-07-27,04,02R,4825,0.1347,4878,0.1759,5194,0.176,5347,0.1907,4546,0.1581,5231,0.1727
202607270403,2026-07-27,04,03R,4689,0.1482,5203,0.1552,4419,0.1552,4286,0.1419,5287,0.185,4569,0.1816
202607270404,2026-07-27,04,04R,5265,0.1511,4627,0.1454,5297,0.1963,4853,0.2031,4208,0.1548,5165,0.1819
202607270405,2026-07-27,04,05R,4891,0.1469,5326,0.1715,4117,0.1883,5324,0.1985,5380,0.2658,5251,0.1894
202607270406,2026-07-27,04,06R,4714,0.167,4190,0.1577,5174,0.1836,4680,0.1931,5436,0.1976,4746,0.203
202607270407,2026-07-27,04,07R,5362,0.2169,4546,0.1582,4286,0.1389,4244,0.1424,4765,0.1424,4845,0.1936
202607270408,2026-07-27,04,08R,4419,0.1537,4893,0.1502,5322,0.1628,4123,0.1837,4443,0.1762,5361,0.2084
202607270409,2026-07-27,04,09R,4627,0.1379,5241,0.1783,4878,0.1699,5203,0.1522,4961,0.1531,5326,0.1849
202607270410,2026-07-27,04,10R,4117,0.1868,4853,0.2061,5231,0.1533,4689,0.1527,5389,0.1831,4464,0.1929
202607270411,2026-07-27,04,11R,4208,0.1474,5194,0.182,4190,0.1517,4225,0.1444,5251,0.1759,5287,0.1985
202607270412,2026-07-27,04,12R,4123,0.1792,5165,0.1685,4825,0.1362,4746,0.1866,4891,0.1543,4244,0.1588
202607270601,2026-07-27,06,01R,3391,0.184,3878,0.1602,5382,0.1803,4690,0.1713,5455,0.1841,5076,0.1784
202607270602,2026-07-27,06,02R,4000,0.1592,3965,0.1579,5341,0.1968,5153,0.1834,4347,0.1636,5427,0.2272
202607270603,2026-07-27,06,03R,4240,0.147,4901,0.1587,4560,0.1483,4888,0.1714,3811,0.1468,3277,0.1969
202607270604,2026-07-27,06,04R,3556,0.131,3503,0.1712,5131,0.1718,3687,0.1419,3939,0.1443,5434,0.1621
202607270605,2026-07-27,06,05R,3641,0.1578,3684,0.1868,3543,0.1583,3441,0.1825,4389,0.1785,5382,0.1997
202607270606,2026-07-27,06,06R,4042,0.1699,3284,0.2096,5153,0.1804,4230,0.1542,5341,0.2027,5455,0.1976
202607270607,2026-07-27,06,07R,4826,0.1211,4414,0.1708,4240,0.1485,5427,0.2108,3747,0.1548,4778,0.185
202607270608,2026-07-27,06,08R,4347,0.1562,5076,0.165,4690,0.1683,4560,0.1513,5434,0.1486,3503,0.1846
202607270609,2026-07-27,06,09R,3811,0.1394,3441,0.1855,3687,0.1389,3684,0.1838,3878,0.1601,3965,0.1713
202607270610,2026-07-27,06,10R,3939,0.1369,4042,0.1774,3284,0.2036,3641,0.1623,4000,0.1666,4901,0.1721
202607270611,2026-07-27,06,11R,3747,0.1474,3543,0.1643,4888,0.1684,3556,0.1355,4826,0.1285,4230,0.1706
202607270612,2026-07-27,06,12R,4772,0.1057,4734,0.1456,3606,0.1522,5104,0.156,5332,0.165,3784,0.1656
202607270901,2026-07-27,09,01R,4155,0.1354,3663,0.1661,4023,0.161,4663,0.1535,4723,0.1531,4491,0.201
202607270902,2026-07-27,09,02R,3852,0.1799,3497,0.1684,3752,0.1565,4113,0.1708,4811,0.1582,4837,0.1563
