レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202607272101,2026-07-27,21,01R,08:32,2026-07-27T08:22:25.451533+09:00,7.7,1.8,18.0,5.8,18.5,76.2,98.0,137.2,171.5,171.5,7.3,52.7,45.7,25.4,49.0,85.7,228.7,171.5,137.2,171.5,62.3,343.1,98.0,114.3,171.5,137.2,686.2,343.1,343.1,686.2,14.2,1.1,20.5,26.4,11.5,26.4,185.2,92.6,185.2,11.5,37.0,61.7,92.6,185.2,185.2
202607271001,2026-07-27,10,01R,08:39,2026-07-27T08:30:46.760816+09:00,1.9,3.5,19.8,6.5,68.5,15.0,61.6,51.3,102.7,308.2,32.4,205.5,154.1,205.5,616.5,26.8,47.4,77.0,51.3,308.2,61.6,102.7,77.0,61.6,102.7,154.1,0.0,0.0,616.5,0.0,2.2,5.2,5.9,11.1,6.8,22.3,44.6,29.7,89.2,6.8,89.2,0.0,89.2,89.2,0.0
202607271401,2026-07-27,14,01R,08:46,2026-07-27T08:36:23.876587+09:00,8.5,1.0,46.9,12.4,46.9,45.3,219.1,262.9,219.1,262.9,43.8,219.1,262.9,164.3,328.6,262.9,438.2,438.2,328.6,262.9,32.8,328.6,262.9,328.6,187.8,131.4,328.6,219.1,328.6,328.6,5.1,3.3,14.7,4.1,4.1,20.7,103.5,51.7,51.7,7.9,51.7,103.5,51.7,103.5,103.5
202607272102,2026-07-27,21,02R,08:58,2026-07-27T08:48:23.006490+09:00,8.0,5.2,2.9,9.3,23.2,58.1,116.2,116.2,232.5,116.2,58.1,33.2,58.1,38.7,46.5,5.5,25.8,46.5,46.5,33.2,38.7,232.5,116.2,38.7,116.2,0.0,0.0,0.0,0.0,0.0,8.3,33.3,1.5,22.2,0.0,16.6,6.0,66.7,0.0,13.3,22.2,0.0,9.5,22.2,0.0
202607271002,2026-07-27,10,02R,09:05,2026-07-27T08:56:24.174001+09:00,2.6,4.7,13.4,19.0,19.9,15.8,50.9,32.7,76.3,458.2,13.0,21.8,76.3,35.2,28.6,16.3,32.7,91.6,50.9,114.5,65.4,35.2,50.9,76.3,114.5,0.0,458.2,458.2,458.2,76.3,1.4,4.1,7.5,18.1,45.3,45.3,45.3,90.7,90.7,18.1,0.0,90.7,90.7,30.2,90.7
202607271402,2026-07-27,14,02R,09:12,2026-07-27T09:02:20.665989+09:00,23.5,39.2,78.5,39.2,33.6,29.4,39.2,29.4,117.7,39.2,19.6,39.2,21.4,47.1,21.4,33.6,29.4,26.1,78.5,26.1,47.1,78.5,78.5,117.7,117.7,6.7,8.1,6.7,6.9,10.2,31.5,63.0,31.5,63.0,1.1,15.7,31.5,0.0,21.0,21.0,0.0,12.6,0.0,21.0,31.5
202607272103,2026-07-27,21,03R,09:24,2026-07-27T09:14:20.414814+09:00,2.3,4.9,34.1,2.8,34.1,93.9,93.9,125.2,93.9,125.2,13.9,93.9,0.0,62.6,0.0,46.9,187.8,187.8,375.7,187.8,17.0,93.9,41.7,125.2,375.7,0.0,375.7,0.0,125.2,0.0,6.0,1.7,33.0,3.4,33.0,13.2,66.0,66.0,66.0,66.0,16.5,0.0,33.0,66.0,66.0
202607271003,2026-07-27,10,03R,09:31,2026-07-27T09:22:25.565829+09:00,13.5,1.6,5.0,38.2,130.0,46.4,108.3,72.2,108.3,0.0,12.7,29.5,27.0,29.5,108.3,28.2,54.1,40.6,43.3,65.0,162.5,65.0,108.3,162.5,650.2,0.0,0.0,325.1,0.0,0.0,4.3,2.0,3.3,24.7,74.2,12.3,24.7,37.1,0.0,18.5,37.1,0.0,74.2,74.2,0.0
202607271403,2026-07-27,14,03R,09:38,2026-07-27T09:28:24.081307+09:00,2.0,7.9,58.3,5.4,25.0,18.4,116.7,70.0,26.9,0.0,15.9,20.6,87.5,38.9,70.0,116.7,87.5,116.7,350.2,87.5,15.2,116.7,50.0,175.1,70.0,38.9,350.2,87.5,350.2,175.1,3.1,3.8,9.5,6.3,4.7,9.5,0.0,0.0,19.1,19.1,0.0,38.2,0.0,38.2,38.2
202607272104,2026-07-27,21,04R,09:50,2026-07-27T09:40:39.599045+09:00,2.1,2.5,22.8,15.2,7.5,50.2,125.6,251.2,251.2,125.6,17.3,83.7,0.0,251.2,62.8,125.6,167.5,167.5,125.6,251.2,83.7,100.5,251.2,167.5,251.2,41.8,125.6,100.5,0.0,502.5,1.8,3.3,19.2,14.4,8.2,14.4,0.0,0.0,19.2,57.7,28.8,28.8,0.0,28.8,57.7
202607271004,2026-07-27,10,04R,09:57,2026-07-27T09:48:23.758911+09:00,36.0,4.3,24.0,45.0,40.0,45.0,40.0,90.0,72.0,360.0,2.3,15.0,9.2,13.8,9.2,120.0,360.0,120.0,120.0,360.0,90.0,40.0,90.0,180.0,360.0,90.0,180.0,72.0,360.0,120.0,13.2,1.2,18.6,93.0,15.5,23.2,0.0,0.0,93.0,7.7,46.5,13.2,0.0,93.0,93.0
202607271404,2026-07-27,14,04R,10:04,2026-07-27T09:54:23.753814+09:00,10.1,2.9,13.2,7.7,29.4,44.1,132.3,52.9,52.9,132.3,6.1,18.9,37.8,16.5,88.2,132.3,52.9,88.2,88.2,132.3,13.2,37.8,20.3,66.1,66.1,88.2,264.7,264.7,264.7,88.2,6.8,2.1,12.0,4.0,16.0,24.0,0.0,48.0,48.0,48.0,6.0,48.0,0.0,0.0,24.0
202607272105,2026-07-27,21,05R,10:16,2026-07-27T10:06:23.069537+09:00,7.0,2.5,38.1,25.4,3.6,17.3,23.8,190.8,190.8,190.8,17.3,21.2,381.7,29.3,42.4,190.8,381.7,381.7,190.8,190.8,76.3,381.7,127.2,190.8,0.0,12.3,31.8,47.7,381.7,381.7,3.3,3.5,24.1,24.1,2.6,32.2,48.3,96.7,16.1,48.3,32.2,12.0,0.0,96.7,32.2
202607271005,2026-07-27,10,05R,10:23,2026-07-27T10:14:22.577426+09:00,11.3,5.2,5.1,4.5,8.2,34.8,52.3,104.6,52.3,139.5,27.9,41.8,83.7,32.1,104.6,14.9,69.7,46.5,24.6,69.7,24.6,46.5,83.7,46.5,38.0,83.7,418.5,83.7,139.5,209.2,5.5,6.6,3.6,3.1,4.7,33.0,66.0,66.0,0.0,66.0,0.0,0.0,22.0,16.5,66.0
202607271405,2026-07-27,14,05R,10:30,2026-07-27T10:20:39.829161+09:00,4.7,3.7,27.9,33.0,16.5,13.9,20.2,40.4,90.9,72.7,7.4,12.9,40.4,33.0,40.4,72.7,40.4,40.4,181.8,60.6,60.6,90.9,40.4,181.8,363.7,15.1,60.6,33.0,121.2,363.7,2.9,3.2,13.6,34.1,6.2,7.5,0.0,34.1,13.6,34.1,22.7,13.6,68.2,0.0,34.1
202607270901,2026-07-27,09,01R,10:40,2026-07-27T10:30:55.412017+09:00,3.2,6.2,5.5,12.0,35.0,6.3,32.1,42.8,55.0,385.5,13.7,38.5,128.5,55.0,128.5,25.7,38.5,0.0,48.1,77.1,48.1,35.0,64.2,64.2,192.7,192.7,192.7,128.5,385.5,0.0,2.5,3.3,3.9,5.0,30.2,15.1,45.3,45.3,90.7,90.7,0.0,90.7,90.7,90.7,0.0
