レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202607232101,2026-07-23,21,01R,08:32,2026-07-23T08:22:21.114115+09:00,5.6,2.1,8.7,7.0,15.5,60.1,84.1,120.2,168.3,168.3,12.7,120.2,22.1,93.5,29.0,18.7,420.7,84.1,140.2,280.5,76.5,841.5,84.1,420.7,168.3,84.1,280.5,210.3,841.5,168.3,5.6,1.6,7.2,8.8,5.6,39.7,39.7,0.0,0.0,0.0,26.5,79.5,0.0,79.5,0.0
202607232301,2026-07-23,23,01R,08:39,2026-07-23T08:30:31.045873+09:00,8.7,1.5,10.7,14.6,99.4,27.9,33.1,223.6,298.2,447.3,8.3,25.5,44.7,27.9,298.2,63.9,89.4,81.3,223.6,894.7,42.6,178.9,89.4,178.9,894.7,447.3,894.7,0.0,0.0,0.0,10.7,1.0,7.8,29.2,321.7,160.8,321.7,0.0,0.0,321.7,53.6,0.0,160.8,0.0,0.0
202607231401,2026-07-23,14,01R,08:46,2026-07-23T08:36:23.288455+09:00,3.7,4.1,3.8,6.5,20.7,26.3,82.9,72.5,193.5,580.5,13.8,22.3,52.7,82.9,193.5,19.3,72.5,64.5,82.9,116.1,96.7,290.2,193.5,96.7,580.5,580.5,290.2,290.2,0.0,0.0,1.6,4.3,4.6,12.5,23.0,11.5,19.7,0.0,0.0,69.0,0.0,0.0,138.0,138.0,0.0
202607232102,2026-07-23,21,02R,08:58,2026-07-23T08:48:22.497122+09:00,14.6,10.7,4.6,16.9,80.6,14.0,35.8,20.1,53.7,161.2,14.6,80.6,322.5,80.6,322.5,3.1,12.4,53.7,8.7,29.3,64.5,0.0,322.5,107.5,0.0,80.6,0.0,0.0,322.5,0.0,8.8,28.3,1.0,35.4,17.7,47.2,17.7,0.0,0.0,0.0,47.2,70.8,28.3,70.8,141.7
202607232302,2026-07-23,23,02R,09:05,2026-07-23T08:56:21.163402+09:00,1.7,38.7,29.7,27.6,129.0,2.6,29.7,13.8,38.7,77.4,64.5,193.5,64.5,193.5,0.0,43.0,38.7,129.0,43.0,129.0,193.5,0.0,387.0,0.0,0.0,193.5,0.0,0.0,0.0,387.0,1.0,61.1,30.5,61.1,122.2,40.7,20.3,61.1,122.2,0.0,122.2,122.2,122.2,122.2,122.2
202607231402,2026-07-23,14,02R,09:12,2026-07-23T09:02:22.125223+09:00,24.3,2.7,7.8,6.4,16.8,73.0,219.0,109.5,219.0,0.0,5.7,13.6,36.5,12.8,54.7,54.7,27.3,109.5,73.0,219.0,43.8,219.0,36.5,73.0,219.0,109.5,219.0,219.0,219.0,219.0,57.3,1.0,28.6,6.0,114.7,57.3,114.7,0.0,0.0,38.2,57.3,114.7,57.3,114.7,0.0
202607232103,2026-07-23,21,03R,09:24,2026-07-23T09:14:22.273412+09:00,29.5,5.5,19.6,6.8,29.5,29.5,35.4,88.5,59.0,88.5,7.6,25.2,35.4,16.0,44.2,29.5,22.1,25.2,13.6,88.5,17.7,44.2,16.0,29.5,35.4,35.4,59.0,59.0,44.2,88.5,33.0,1.6,5.0,13.2,22.0,16.5,0.0,0.0,0.0,22.0,8.2,11.0,33.0,33.0,66.0
202607232303,2026-07-23,23,03R,09:31,2026-07-23T09:22:22.713822+09:00,8.0,1.6,61.3,13.3,0.0,30.6,38.3,102.2,153.3,306.7,6.5,30.6,153.3,13.3,306.7,51.1,51.1,306.7,43.8,306.7,21.9,153.3,38.3,153.3,306.7,153.3,0.0,0.0,0.0,0.0,8.8,1.3,31.9,22.8,79.8,6.1,53.2,159.7,159.7,159.7,5.9,159.7,79.8,0.0,159.7
202607231403,2026-07-23,14,03R,09:38,2026-07-23T09:28:20.262398+09:00,2.5,9.7,5.1,19.5,39.1,14.1,88.1,29.3,117.5,176.2,22.0,16.7,117.5,32.0,352.5,11.7,19.5,50.3,22.0,58.7,88.1,352.5,176.2,50.3,0.0,176.2,88.1,352.5,176.2,117.5,2.6,4.1,2.6,9.7,29.2,0.0,7.3,0.0,0.0,0.0,0.0,0.0,29.2,29.2,0.0
202607232104,2026-07-23,21,04R,09:50,2026-07-23T09:40:27.257242+09:00,9.9,2.4,8.3,14.0,7.9,25.6,30.8,154.1,308.2,154.1,6.0,34.2,51.3,44.0,44.0,61.6,38.5,38.5,44.0,154.1,44.0,0.0,308.2,154.1,308.2,102.7,308.2,102.7,308.2,0.0,23.5,2.5,3.0,3.3,6.9,94.1,0.0,188.2,0.0,17.1,94.1,47.0,0.0,188.2,94.1
