レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202607201001,2026-07-20,10,01R,08:32,2026-07-20T08:22:21.919305+09:00,3.6,2.5,9.7,51.6,5.4,15.7,42.5,80.4,723.7,103.3,15.3,40.2,72.3,723.7,120.6,23.3,60.3,90.4,241.2,80.4,60.3,241.2,0.0,723.7,723.7,80.4,144.7,361.8,144.7,0.0,2.2,5.0,4.7,30.0,5.2,18.0,22.5,30.0,45.0,30.0,90.0,45.0,0.0,30.0,0.0
202607201801,2026-07-20,18,01R,08:44,2026-07-20T08:34:24.669280+09:00,4.9,2.4,7.9,6.2,35.4,27.7,49.2,80.5,110.8,886.5,10.6,26.0,46.6,29.5,443.2,40.2,73.8,73.8,88.6,177.3,32.8,110.8,73.8,98.5,295.5,295.5,886.5,443.2,443.2,886.5,5.7,1.3,10.5,7.5,52.5,21.8,131.2,37.5,131.2,26.2,23.8,262.5,52.5,262.5,0.0
202607201002,2026-07-20,10,02R,08:58,2026-07-20T08:48:23.897707+09:00,3.2,4.7,22.4,19.8,73.8,4.7,12.3,43.0,15.1,103.3,16.1,21.5,64.5,103.3,129.1,19.1,51.6,172.2,129.1,258.3,19.1,64.5,172.2,129.1,516.7,0.0,516.7,516.7,516.7,0.0,1.3,7.6,11.7,38.0,0.0,9.5,11.7,16.9,50.7,50.7,76.1,0.0,152.2,76.1,0.0
202607201802,2026-07-20,18,02R,09:10,2026-07-20T09:00:28.061974+09:00,8.5,1.7,12.4,15.8,43.0,27.6,64.5,86.0,193.6,0.0,8.5,23.4,21.5,35.2,387.3,17.2,110.6,40.7,193.6,154.9,40.7,129.1,96.8,193.6,193.6,0.0,774.7,0.0,387.3,0.0,5.2,1.7,8.4,4.4,55.1,22.0,110.2,110.2,110.2,15.7,27.5,0.0,55.1,110.2,0.0
202607201003,2026-07-20,10,03R,09:24,2026-07-20T09:14:25.104316+09:00,38.5,2.8,36.5,106.7,198.3,4.1,66.1,173.5,231.3,694.1,3.3,51.4,3.9,77.1,173.5,73.0,106.7,63.1,277.6,231.3,138.8,694.1,694.1,694.1,1388,0.0,1388,0.0,1388,0.0,9.9,1.8,5.8,33.0,0.0,11.0,33.0,99.0,33.0,6.1,9.9,49.5,49.5,49.5,99.0
202607201803,2026-07-20,18,03R,09:36,2026-07-20T09:26:27.106718+09:00,11.4,2.5,22.8,12.5,16.8,22.0,58.2,91.5,64.0,91.5,9.8,22.8,40.0,15.6,49.2,58.2,91.5,71.1,91.5,80.0,12.3,27.8,17.7,160.1,37.6,71.1,128.1,106.7,128.1,91.5,3.4,2.9,12.1,5.2,21.9,15.6,109.5,18.2,54.7,54.7,6.8,0.0,15.6,109.5,0.0
202607201004,2026-07-20,10,04R,09:50,2026-07-20T09:40:26.840070+09:00,7.2,10.1,18.4,9.6,22.5,8.1,22.5,203.2,25.4,0.0,10.1,22.5,40.6,33.8,40.6,12.7,40.6,40.6,40.6,67.7,7.2,18.4,40.6,33.8,40.6,0.0,203.2,0.0,203.2,67.7,4.2,2.8,14.2,6.1,42.7,0.0,21.3,14.2,21.3,21.3,21.3,21.3,10.6,21.3,21.3
202607201804,2026-07-20,18,04R,10:02,2026-07-20T09:52:20.180959+09:00,1.8,16.5,25.2,12.9,36.9,7.3,20.0,34.2,32.0,120.0,13.7,14.5,40.0,40.0,240.0,48.0,60.0,120.0,240.0,120.0,30.0,80.0,120.0,120.0,160.0,480.0,160.0,0.0,160.0,480.0,1.9,3.8,19.0,9.5,28.5,14.2,57.0,28.5,28.5,28.5,19.0,57.0,28.5,28.5,57.0
202607201005,2026-07-20,10,05R,10:18,2026-07-20T10:08:25.516841+09:00,14.8,8.2,3.1,15.6,21.6,29.6,70.3,62.5,80.3,140.6,14.0,93.7,43.2,140.6,140.6,4.4,29.6,29.6,13.0,14.0,35.1,281.2,281.2,46.8,562.5,562.5,281.2,0.0,93.7,0.0,13.1,10.6,2.2,10.6,9.5,42.7,15.5,171.0,85.5,10.0,24.4,34.2,6.5,12.2,57.0
202607201805,2026-07-20,18,05R,10:30,2026-07-20T10:20:21.049920+09:00,4.3,2.7,4.5,13.5,25.3,19.6,55.2,46.7,608.2,608.2,12.4,43.4,33.7,101.3,152.0,14.1,50.6,30.4,121.6,202.7,101.3,0.0,304.1,0.0,304.1,152.0,304.1,608.2,304.1,0.0,2.3,3.5,3.5,13.5,0.0,33.7,13.5,0.0,67.5,9.6,0.0,0.0,67.5,67.5,67.5
202607200901,2026-07-20,09,01R,10:33,2026-07-20T10:24:24.352637+09:00,21.8,7.5,20.3,20.0,63.1,50.0,26.6,30.7,41.3,133.3,14.6,24.0,8.3,8.0,22.2,28.5,40.0,22.2,18.7,30.7,22.6,44.4,19.0,16.6,19.6,63.1,80.0,38.7,57.1,40.0,12.0,4.9,8.0,8.0,24.0,12.4,13.7,18.3,24.0,12.8,5.2,20.2,12.0,20.2,16.7
202607201101,2026-07-20,11,01R,10:44,2026-07-20T10:34:26.997157+09:00,7.4,7.0,5.9,15.6,50.0,8.9,27.7,17.8,83.3,62.5,10.2,25.0,12.5,20.8,100.0,9.0,23.8,22.7,25.0,62.5,62.5,500.2,125.0,100.0,250.1,500.2,0.0,0.0,250.1,0.0,6.9,5.9,4.1,4.3,11.8,27.7,9.2,41.6,41.6,11.8,16.6,0.0,10.4,41.6,83.2
