レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607260101,2026-07-26,01,1R,daily,67.18,24.08,44.28,9.82,49.51,6.14,50.0,10.38,50.0,4.4,54.83,48.68,17.45,42.32,9.39,68.48,8.5,50.0,10.38,50.0,4.4,50.12,50.87,18.24,40.36,8.95,58.79,7.3,50.0,10.38,50.0,4.4,49.27,50.2,17.99,50.16,11.13,38.59,4.79,50.0,10.38,50.0,4.4,48.69,46.88,16.8,44.28,9.82,50.02,6.21,50.0,10.38,50.0,4.4,47.61,35.49,12.72,34.48,7.65,47.15,5.85,50.0,10.38,50.0,4.4,41.0
202607260102,2026-07-26,01,2R,daily,67.18,24.08,42.32,9.39,17.66,2.19,50.0,10.38,50.0,4.4,50.44,48.68,17.45,46.24,10.26,54.34,6.74,50.0,10.38,50.0,4.4,49.23,50.87,18.24,48.2,10.69,36.8,4.57,50.0,10.38,50.0,4.4,48.28,50.2,17.99,52.12,11.56,46.77,5.8,50.0,10.38,50.0,4.4,50.14,46.88,16.8,50.16,11.13,44.18,5.48,50.0,10.38,50.0,4.4,48.19,35.49,12.72,40.36,8.95,31.34,3.89,50.0,10.38,50.0,4.4,40.34
202607260103,2026-07-26,01,3R,daily,67.18,24.08,42.32,9.39,48.13,5.97,50.0,10.38,50.0,4.4,54.23,48.68,17.45,48.2,10.69,71.39,8.86,50.0,10.38,50.0,4.4,51.78,50.87,18.24,48.2,10.69,56.21,6.98,50.0,10.38,50.0,4.4,50.69,50.2,17.99,42.32,9.39,48.81,6.06,50.0,10.38,50.0,4.4,48.22,46.88,16.8,50.16,11.13,56.66,7.03,50.0,10.38,50.0,4.4,49.74,35.49,12.72,65.84,14.6,60.97,7.57,50.0,10.38,50.0,4.4,49.67
202607260104,2026-07-26,01,4R,daily,67.18,24.08,46.24,10.26,48.47,6.02,50.0,10.38,50.0,4.4,55.14,48.68,17.45,42.32,9.39,49.46,6.14,50.0,10.38,50.0,4.4,47.76,50.87,18.24,59.96,13.3,46.88,5.82,50.0,10.38,50.0,4.4,52.14,50.2,17.99,46.24,10.26,57.62,7.15,50.0,10.38,50.0,4.4,50.18,46.88,16.8,30.56,6.78,43.81,5.44,50.0,10.38,50.0,4.4,43.8,35.49,12.72,52.12,11.56,28.66,3.56,50.0,10.38,50.0,4.4,42.62
202607260105,2026-07-26,01,5R,daily,67.18,24.08,54.08,12.0,56.54,7.02,50.0,10.38,50.0,4.4,57.88,48.68,17.45,48.2,10.69,39.75,4.93,50.0,10.38,50.0,4.4,47.86,50.87,18.24,58.0,12.87,61.65,7.65,50.0,10.38,50.0,4.4,53.53,50.2,17.99,44.28,9.82,46.49,5.77,50.0,10.38,50.0,4.4,48.37,46.88,16.8,38.4,8.52,47.48,5.89,50.0,10.38,50.0,4.4,46.0,35.49,12.72,63.88,14.17,51.84,6.43,50.0,10.38,50.0,4.4,48.11
202607260106,2026-07-26,01,6R,daily,67.18,24.08,50.16,11.13,45.85,5.69,50.0,10.38,50.0,4.4,55.68,48.68,17.45,42.32,9.39,36.64,4.55,50.0,10.38,50.0,4.4,46.17,50.87,18.24,46.24,10.26,23.99,2.98,50.0,10.38,50.0,4.4,46.25,50.2,17.99,40.36,8.95,31.34,3.89,50.0,10.38,50.0,4.4,45.62,46.88,16.8,34.48,7.65,47.15,5.85,50.0,10.38,50.0,4.4,45.08,35.49,12.72,42.32,9.39,54.82,6.8,50.0,10.38,50.0,4.4,43.69
202607260107,2026-07-26,01,7R,daily,67.18,24.08,56.04,12.43,64.4,7.99,50.0,10.38,50.0,4.4,59.29,48.68,17.45,44.28,9.82,37.83,4.69,50.0,10.38,50.0,4.4,46.75,50.87,18.24,48.2,10.69,39.46,4.9,50.0,10.38,50.0,4.4,48.61,50.2,17.99,44.28,9.82,49.51,6.14,50.0,10.38,50.0,4.4,48.74,46.88,16.8,44.28,9.82,48.16,5.98,50.0,10.38,50.0,4.4,47.38,35.49,12.72,42.32,9.39,68.48,8.5,50.0,10.38,50.0,4.4,45.39
202607260108,2026-07-26,01,8R,daily,67.18,24.08,46.24,10.26,40.53,5.03,50.0,10.38,50.0,4.4,54.15,48.68,17.45,44.28,9.82,50.68,6.29,50.0,10.38,50.0,4.4,48.34,50.87,18.24,42.32,9.39,48.13,5.97,50.0,10.38,50.0,4.4,48.38,50.2,17.99,34.48,7.65,53.16,6.6,50.0,10.38,50.0,4.4,47.02,46.88,16.8,50.16,11.13,42.07,5.22,50.0,10.38,50.0,4.4,47.93,35.49,12.72,40.36,8.95,58.79,7.3,50.0,10.38,50.0,4.4,43.75
202607260109,2026-07-26,01,9R,daily,67.18,24.08,52.12,11.56,28.66,3.56,50.0,10.38,50.0,4.4,53.98,48.68,17.45,50.16,11.13,44.18,5.48,50.0,10.38,50.0,4.4,48.84,50.87,18.24,46.24,10.26,54.34,6.74,50.0,10.38,50.0,4.4,50.02,50.2,17.99,59.96,13.3,46.88,5.82,50.0,10.38,50.0,4.4,51.89,46.88,16.8,48.2,10.69,71.39,8.86,50.0,10.38,50.0,4.4,51.14,35.49,12.72,54.08,12.0,56.54,7.02,50.0,10.38,50.0,4.4,46.51
202607260110,2026-07-26,01,10R,daily,67.18,24.08,65.84,14.6,60.97,7.57,50.0,10.38,50.0,4.4,61.04,48.68,17.45,50.16,11.13,45.85,5.69,50.0,10.38,50.0,4.4,49.05,50.87,18.24,52.12,11.56,46.77,5.8,50.0,10.38,50.0,4.4,50.38,50.2,17.99,48.2,10.69,56.21,6.98,50.0,10.38,50.0,4.4,50.44,46.88,16.8,46.24,10.26,48.47,6.02,50.0,10.38,50.0,4.4,47.86,35.49,12.72,48.2,10.69,39.75,4.93,50.0,10.38,50.0,4.4,43.13
202607260111,2026-07-26,01,11R,daily,67.18,24.08,63.88,14.17,51.84,6.43,50.0,10.38,50.0,4.4,59.47,48.68,17.45,50.16,11.13,56.66,7.03,50.0,10.38,50.0,4.4,50.39,50.87,18.24,56.04,12.43,64.4,7.99,50.0,10.38,50.0,4.4,53.44,50.2,17.99,58.0,12.87,61.65,7.65,50.0,10.38,50.0,4.4,53.29,46.88,16.8,48.2,10.69,36.8,4.57,50.0,10.38,50.0,4.4,46.84,35.49,12.72,42.32,9.39,49.46,6.14,50.0,10.38,50.0,4.4,43.03
202607260112,2026-07-26,01,12R,daily,67.18,24.08,42.32,9.39,48.81,6.06,50.0,10.38,50.0,4.4,54.31,48.68,17.45,44.28,9.82,46.49,5.77,50.0,10.38,50.0,4.4,47.82,50.87,18.24,44.28,9.82,48.16,5.98,50.0,10.38,50.0,4.4,48.82,50.2,17.99,46.24,10.26,23.99,2.98,50.0,10.38,50.0,4.4,46.01,46.88,16.8,46.24,10.26,40.53,5.03,50.0,10.38,50.0,4.4,46.87,35.49,12.72,30.56,6.78,43.81,5.44,50.0,10.38,50.0,4.4,39.72
202607260201,2026-07-26,02,1R,daily,67.6,19.26,47.34,14.54,22.91,2.79,50.0,10.41,50.0,3.9,50.9,53.26,15.17,44.9,13.79,46.55,5.67,50.0,10.41,50.0,3.9,48.94,50.25,14.32,44.9,13.79,50.63,6.16,50.0,10.41,50.0,3.9,48.58,49.61,14.13,42.47,13.04,41.24,5.02,50.0,10.41,50.0,3.9,46.51,44.82,12.77,40.03,12.29,43.77,5.33,50.0,10.41,50.0,3.9,44.7,33.57,9.56,40.03,12.29,34.83,4.24,50.0,10.41,50.0,3.9,40.41
202607260201,2026-07-26,02,1R,realtime,67.6,19.26,47.34,14.54,19.84,2.42,66.16,13.77,54.82,4.28,54.26,53.26,15.17,44.9,13.79,47.84,5.83,56.15,11.69,8.26,0.64,47.12,50.25,14.32,44.9,13.79,53.03,6.46,53.83,11.21,39.93,3.12,48.89,49.61,14.13,42.47,13.04,33.01,4.02,42.83,8.92,84.45,6.59,46.7,44.82,12.77,40.03,12.29,46.29,5.64,35.63,7.42,57.49,4.49,42.6,33.57,9.56,40.03,12.29,33.89,4.13,45.4,9.45,54.88,4.28,39.72
202607260202,2026-07-26,02,2R,daily,67.6,19.26,44.9,13.79,57.42,6.99,50.0,10.41,50.0,3.9,54.35,53.26,15.17,59.52,18.28,57.4,6.99,50.0,10.41,50.0,3.9,54.75,50.25,14.32,44.9,13.79,44.7,5.44,50.0,10.41,50.0,3.9,47.86,49.61,14.13,35.16,10.8,50.56,6.16,50.0,10.41,50.0,3.9,45.4,44.82,12.77,47.34,14.54,49.62,6.04,50.0,10.41,50.0,3.9,47.66,33.57,9.56,49.77,15.29,76.49,9.31,50.0,10.41,50.0,3.9,48.48
202607260202,2026-07-26,02,2R,realtime,67.6,19.26,44.9,13.79,57.56,7.01,59.48,12.38,52.15,4.07,56.51,53.26,15.17,59.52,18.28,55.3,6.73,63.92,13.31,29.4,2.29,55.79,50.25,14.32,44.9,13.79,35.59,4.33,40.9,8.51,44.8,3.5,44.45,49.61,14.13,35.16,10.8,40.89,4.98,43.95,9.15,67.15,5.24,44.3,44.82,12.77,47.34,14.54,50.21,6.11,50.27,10.47,53.17,4.15,48.04,33.57,9.56,49.77,15.29,78.58,9.57,41.49,8.64,53.18,4.15,47.21
202607260203,2026-07-26,02,3R,daily,67.6,19.26,52.21,16.04,40.41,4.92,50.0,10.41,50.0,3.9,54.52,53.26,15.17,40.03,12.29,53.0,6.45,50.0,10.41,50.0,3.9,48.23,50.25,14.32,57.08,17.53,36.46,4.44,50.0,10.41,50.0,3.9,50.6,49.61,14.13,49.77,15.29,45.71,5.57,50.0,10.41,50.0,3.9,49.3,44.82,12.77,44.9,13.79,69.08,8.41,50.0,10.41,50.0,3.9,49.28,33.57,9.56,49.77,15.29,47.87,5.83,50.0,10.41,50.0,3.9,44.99
202607260203,2026-07-26,02,3R,realtime,67.6,19.26,52.21,16.04,31.66,3.85,68.81,14.33,53.93,4.21,57.68,53.26,15.17,40.03,12.29,59.59,7.26,37.54,7.82,9.35,0.73,43.27,50.25,14.32,57.08,17.53,29.74,3.62,50.69,10.55,37.36,2.92,48.94,49.61,14.13,49.77,15.29,41.46,5.05,53.6,11.16,82.61,6.45,52.08,44.82,12.77,44.9,13.79,71.56,8.71,36.5,7.6,61.04,4.76,47.64,33.57,9.56,49.77,15.29,51.63,6.29,52.86,11.0,55.55,4.34,46.48
202607260204,2026-07-26,02,4R,daily,67.6,19.26,42.47,13.04,42.64,5.19,50.0,10.41,50.0,3.9,51.8,53.26,15.17,42.47,13.04,44.59,5.43,50.0,10.41,50.0,3.9,47.96,50.25,14.32,54.65,16.78,67.64,8.24,50.0,10.41,50.0,3.9,53.65,49.61,14.13,44.9,13.79,49.5,6.03,50.0,10.41,50.0,3.9,48.26,44.82,12.77,49.77,15.29,27.31,3.33,50.0,10.41,50.0,3.9,45.69,33.57,9.56,40.03,12.29,55.35,6.74,50.0,10.41,50.0,3.9,42.91
202607260204,2026-07-26,02,4R,realtime,67.6,19.26,42.47,13.04,39.74,4.84,69.31,14.43,48.59,3.79,55.36,53.26,15.17,42.47,13.04,42.02,5.12,40.64,8.46,51.62,4.03,45.82,50.25,14.32,54.65,16.78,73.49,8.95,41.23,8.58,47.09,3.68,52.31,49.61,14.13,44.9,13.79,43.79,5.33,50.37,10.49,48.01,3.75,47.49,44.82,12.77,49.77,15.29,30.19,3.68,47.34,9.86,52.39,4.09,45.68,33.57,9.56,40.03,12.29,45.67,5.56,51.11,10.64,52.14,4.07,42.13
202607260205,2026-07-26,02,5R,daily,67.6,19.26,49.77,15.29,50.46,6.14,50.0,10.41,50.0,3.9,55.0,53.26,15.17,42.47,13.04,36.99,4.5,50.0,10.41,50.0,3.9,47.03,50.25,14.32,35.16,10.8,38.24,4.66,50.0,10.41,50.0,3.9,44.08,49.61,14.13,47.34,14.54,21.97,2.68,50.0,10.41,50.0,3.9,45.66,44.82,12.77,47.34,14.54,60.29,7.34,50.0,10.41,50.0,3.9,48.96,33.57,9.56,40.03,12.29,43.77,5.33,50.0,10.41,50.0,3.9,41.5
202607260205,2026-07-26,02,5R,realtime,67.6,19.26,49.77,15.29,49.85,6.07,57.28,11.93,48.42,3.78,56.32,53.26,15.17,42.47,13.04,42.88,5.22,53.89,11.22,49.82,3.89,48.54,50.25,14.32,35.16,10.8,32.92,4.01,43.99,9.16,47.55,3.71,41.99,49.61,14.13,47.34,14.54,26.82,3.27,41.77,8.7,48.65,3.8,44.43,44.82,12.77,47.34,14.54,59.9,7.29,60.22,12.54,53.86,4.2,51.34,33.57,9.56,40.03,12.29,46.29,5.64,42.85,8.92,51.55,4.02,40.44
202607260206,2026-07-26,02,6R,daily,67.6,19.26,47.34,14.54,57.63,7.02,50.0,10.41,50.0,3.9,55.12,53.26,15.17,47.34,14.54,54.3,6.61,50.0,10.41,50.0,3.9,50.63,50.25,14.32,47.34,14.54,22.91,2.79,50.0,10.41,50.0,3.9,45.96,49.61,14.13,35.16,10.8,39.9,4.86,50.0,10.41,50.0,3.9,44.1,44.82,12.77,49.77,15.29,36.56,4.45,50.0,10.41,50.0,3.9,46.82,33.57,9.56,47.34,14.54,51.82,6.31,50.0,10.41,50.0,3.9,44.72
202607260206,2026-07-26,02,6R,realtime,67.6,19.26,47.34,14.54,50.66,6.17,65.8,13.7,55.01,4.29,57.96,53.26,15.17,47.34,14.54,51.67,6.29,50.94,10.6,43.84,3.42,50.03,50.25,14.32,47.34,14.54,19.84,2.42,57.76,12.03,52.2,4.07,47.37,33.57,9.56,35.16,10.8,38.71,4.71,41.04,8.54,46.79,3.65,37.27,49.61,14.13,49.77,15.29,33.33,4.06,38.3,7.97,53.62,4.18,45.64,44.82,12.77,47.34,14.54,47.15,5.74,46.16,9.61,48.39,3.78,46.43
202607260207,2026-07-26,02,7R,daily,67.6,19.26,57.08,17.53,56.19,6.84,50.0,10.41,50.0,3.9,57.94,53.26,15.17,49.77,15.29,43.84,5.34,50.0,10.41,50.0,3.9,50.11,50.25,14.32,42.47,13.04,41.24,5.02,50.0,10.41,50.0,3.9,46.69,49.61,14.13,40.03,12.29,60.77,7.4,50.0,10.41,50.0,3.9,48.14,44.82,12.77,35.16,10.8,50.56,6.16,50.0,10.41,50.0,3.9,44.04,33.57,9.56,44.9,13.79,69.08,8.41,50.0,10.41,50.0,3.9,46.08
202607260207,2026-07-26,02,7R,realtime,67.6,19.26,57.08,17.53,54.06,6.58,68.82,14.33,54.24,4.23,61.93,53.26,15.17,49.77,15.29,42.97,5.23,49.77,10.36,47.24,3.69,49.74,50.25,14.32,42.47,13.04,33.01,4.02,48.68,10.13,51.29,4.0,45.52,49.61,14.13,40.03,12.29,60.8,7.4,42.69,8.89,53.45,4.17,46.89,44.82,12.77,35.16,10.8,40.89,4.98,45.22,9.42,46.87,3.66,41.62,33.57,9.56,44.9,13.79,71.56,8.71,44.83,9.33,46.76,3.65,45.05
202607260208,2026-07-26,02,8R,daily,67.6,19.26,47.34,14.54,49.62,6.04,50.0,10.41,50.0,3.9,54.15,53.26,15.17,44.9,13.79,50.63,6.16,50.0,10.41,50.0,3.9,49.44,50.25,14.32,71.7,22.02,42.31,5.15,50.0,10.41,50.0,3.9,55.8,49.61,14.13,44.9,13.79,38.55,4.69,50.0,10.41,50.0,3.9,46.93,44.82,12.77,52.21,16.04,40.41,4.92,50.0,10.41,50.0,3.9,48.04,33.57,9.56,49.77,15.29,27.31,3.33,50.0,10.41,50.0,3.9,42.49
202607260209,2026-07-26,02,9R,daily,67.6,19.26,44.9,13.79,60.3,7.34,50.0,10.41,50.0,3.9,54.7,53.26,15.17,49.77,15.29,76.49,9.31,50.0,10.41,50.0,3.9,54.08,50.25,14.32,44.9,13.79,49.5,6.03,50.0,10.41,50.0,3.9,48.45,49.61,14.13,42.47,13.04,39.63,4.83,50.0,10.41,50.0,3.9,46.31,44.82,12.77,47.34,14.54,21.97,2.68,50.0,10.41,50.0,3.9,44.29,33.57,9.56,59.52,18.28,49.61,6.04,50.0,10.41,50.0,3.9,48.2
202607260210,2026-07-26,02,10R,daily,67.6,19.26,42.47,13.04,36.99,4.5,50.0,10.41,50.0,3.9,51.11,53.26,15.17,49.77,15.29,45.71,5.57,50.0,10.41,50.0,3.9,50.34,50.25,14.32,47.34,14.54,51.82,6.31,50.0,10.41,50.0,3.9,49.48,49.61,14.13,42.47,13.04,44.59,5.43,50.0,10.41,50.0,3.9,46.92,44.82,12.77,59.52,18.28,57.4,6.99,50.0,10.41,50.0,3.9,52.35,33.57,9.56,47.34,14.54,69.66,8.48,50.0,10.41,50.0,3.9,46.9
202607260211,2026-07-26,02,11R,daily,67.6,19.26,49.77,15.29,36.56,4.45,50.0,10.41,50.0,3.9,53.31,53.26,15.17,57.08,17.53,36.46,4.44,50.0,10.41,50.0,3.9,51.46,50.25,14.32,49.77,15.29,43.84,5.34,50.0,10.41,50.0,3.9,49.25,49.61,14.13,44.9,13.79,44.7,5.44,50.0,10.41,50.0,3.9,47.68,44.82,12.77,49.77,15.29,50.46,6.14,50.0,10.41,50.0,3.9,48.51,33.57,9.56,54.65,16.78,67.64,8.24,50.0,10.41,50.0,3.9,48.89
202607260212,2026-07-26,02,12R,daily,67.6,19.26,71.7,22.02,42.31,5.15,50.0,10.41,50.0,3.9,60.74,53.26,15.17,40.03,12.29,55.35,6.74,50.0,10.41,50.0,3.9,48.52,50.25,14.32,40.03,12.29,53.0,6.45,50.0,10.41,50.0,3.9,47.38,49.61,14.13,44.9,13.79,46.55,5.67,50.0,10.41,50.0,3.9,47.9,44.82,12.77,57.08,17.53,56.19,6.84,50.0,10.41,50.0,3.9,51.45,33.57,9.56,54.65,16.78,35.4,4.31,50.0,10.41,50.0,3.9,44.97
202607260301,2026-07-26,03,1R,daily,67.0,31.26,53.78,12.64,54.09,6.03,50.0,3.4,50.0,5.95,59.28,55.59,25.93,49.1,11.54,50.38,5.61,50.0,3.4,50.0,5.95,52.44,50.17,23.4,49.1,11.54,50.74,5.65,50.0,3.4,50.0,5.95,49.95,48.14,22.46,46.75,10.99,54.14,6.03,50.0,3.4,50.0,5.95,48.83,42.82,19.98,49.1,11.54,39.66,4.42,50.0,3.4,50.0,5.95,45.29,34.71,16.19,44.41,10.44,51.05,5.69,50.0,3.4,50.0,5.95,41.67
202607260301,2026-07-26,03,1R,realtime,67.0,31.26,53.78,12.64,43.25,4.82,65.22,4.44,40.89,4.87,58.02,55.59,25.93,49.1,11.54,62.73,6.99,60.92,4.14,36.11,4.3,52.9,50.17,23.4,49.1,11.54,41.21,4.59,50.57,3.44,44.95,5.35,48.32,48.14,22.46,46.75,10.99,53.2,5.93,38.51,2.62,66.48,7.91,49.9,42.82,19.98,49.1,11.54,38.47,4.29,42.82,2.91,59.59,7.09,45.81,34.71,16.19,44.41,10.44,59.35,6.61,41.95,2.85,52.21,6.21,42.31
202607260302,2026-07-26,03,2R,daily,67.0,31.26,49.1,11.54,54.28,6.05,50.0,3.4,50.0,5.95,58.2,55.59,25.93,53.78,12.64,49.92,5.56,50.0,3.4,50.0,5.95,53.49,50.17,23.4,44.41,10.44,60.89,6.79,50.0,3.4,50.0,5.95,49.98,48.14,22.46,63.16,14.84,51.23,5.71,50.0,3.4,50.0,5.95,52.36,42.82,19.98,49.1,11.54,37.15,4.14,50.0,3.4,50.0,5.95,45.01,34.71,16.19,51.44,12.09,55.3,6.16,50.0,3.4,50.0,5.95,43.79
202607260302,2026-07-26,03,2R,realtime,67.0,31.26,49.1,11.54,54.99,6.13,37.9,2.58,40.89,4.87,56.37,55.59,25.93,53.78,12.64,50.99,5.68,58.01,3.95,36.11,4.3,52.5,50.17,23.4,44.41,10.44,57.34,6.39,66.93,4.55,44.95,5.35,50.13,48.14,22.46,63.16,14.84,57.49,6.41,40.13,2.73,66.48,7.91,54.35,42.82,19.98,49.1,11.54,56.29,6.27,49.07,3.34,59.59,7.09,48.22,34.71,16.19,51.44,12.09,49.77,5.55,47.95,3.26,52.21,6.21,43.3
202607260303,2026-07-26,03,3R,daily,67.0,31.26,46.75,10.99,44.74,4.98,50.0,3.4,50.0,5.95,56.58,55.59,25.93,44.41,10.44,42.78,4.77,50.0,3.4,50.0,5.95,50.49,50.17,23.4,46.75,10.99,56.09,6.25,50.0,3.4,50.0,5.95,49.99,48.14,22.46,53.78,12.64,55.82,6.22,50.0,3.4,50.0,5.95,50.67,42.82,19.98,46.75,10.99,27.68,3.08,50.0,3.4,50.0,5.95,43.4,34.71,16.19,53.78,12.64,59.18,6.59,50.0,3.4,50.0,5.95,44.78
202607260303,2026-07-26,03,3R,realtime,67.0,31.26,46.75,10.99,54.69,6.09,54.82,3.73,42.51,5.06,57.13,55.59,25.93,44.41,10.44,35.34,3.94,53.3,3.63,39.53,4.7,48.64,50.17,23.4,46.75,10.99,54.52,6.07,62.43,4.25,45.35,5.4,50.11,48.14,22.46,53.78,12.64,47.35,5.28,30.46,2.07,63.4,7.55,49.99,42.82,19.98,46.75,10.99,36.02,4.01,53.3,3.63,57.48,6.84,45.44,34.71,16.19,53.78,12.64,47.9,5.34,45.69,3.11,51.97,6.19,43.46
202607260304,2026-07-26,03,4R,daily,67.0,31.26,49.1,11.54,34.27,3.82,50.0,3.4,50.0,5.95,55.97,55.59,25.93,67.84,15.94,55.49,6.18,50.0,3.4,50.0,5.95,57.41,50.17,23.4,37.38,8.78,47.92,5.34,50.0,3.4,50.0,5.95,46.88,48.14,22.46,49.1,11.54,63.92,7.12,50.0,3.4,50.0,5.95,50.47,42.82,19.98,39.72,9.33,40.78,4.54,50.0,3.4,50.0,5.95,43.21,34.71,16.19,46.75,10.99,43.86,4.89,50.0,3.4,50.0,5.95,41.42
202607260304,2026-07-26,03,4R,realtime,67.0,31.26,49.1,11.54,45.07,5.02,47.15,3.21,42.51,5.06,56.08,55.59,25.93,67.84,15.94,69.86,7.78,58.02,3.95,39.53,4.7,58.31,50.17,23.4,37.38,8.78,45.96,5.12,64.22,4.37,45.35,5.4,47.08,48.14,22.46,49.1,11.54,58.04,6.47,39.39,2.68,63.4,7.55,50.69,42.82,19.98,39.72,9.33,27.85,3.1,36.28,2.47,57.48,6.84,41.72,34.71,16.19,46.75,10.99,39.18,4.37,54.92,3.74,51.97,6.19,41.47
202607260305,2026-07-26,03,5R,daily,67.0,31.26,49.1,11.54,67.94,7.57,50.0,3.4,50.0,5.95,59.72,55.59,25.93,49.1,11.54,48.5,5.4,50.0,3.4,50.0,5.95,52.23,50.17,23.4,46.75,10.99,54.14,6.03,50.0,3.4,50.0,5.95,49.78,48.14,22.46,63.16,14.84,51.23,5.71,50.0,3.4,50.0,5.95,52.36,42.82,19.98,74.87,17.6,58.55,6.52,50.0,3.4,50.0,5.95,53.45,34.71,16.19,53.78,12.64,39.05,4.35,50.0,3.4,50.0,5.95,42.53
202607260305,2026-07-26,03,5R,realtime,67.0,31.26,49.1,11.54,61.76,6.88,65.45,4.45,41.33,4.92,59.05,55.59,25.93,49.1,11.54,50.12,5.58,45.02,3.06,39.18,4.66,50.78,50.17,23.4,46.75,10.99,53.2,5.93,59.17,4.03,45.89,5.46,49.81,48.14,22.46,63.16,14.84,49.84,5.55,51.31,3.49,64.14,7.63,53.98,42.82,19.98,74.87,17.6,51.75,5.77,43.45,2.96,58.41,6.95,53.25,34.71,16.19,53.78,12.64,43.89,4.89,35.59,2.42,51.28,6.1,42.25
202607260306,2026-07-26,03,6R,daily,67.0,31.26,46.75,10.99,62.71,6.99,50.0,3.4,50.0,5.95,58.58,55.59,25.93,86.59,20.35,58.66,6.54,50.0,3.4,50.0,5.95,62.17,50.17,23.4,60.81,14.29,41.23,4.59,50.0,3.4,50.0,5.95,51.64,48.14,22.46,49.1,11.54,50.38,5.61,50.0,3.4,50.0,5.95,48.96,42.82,19.98,51.44,12.09,55.3,6.16,50.0,3.4,50.0,5.95,47.58,34.71,16.19,58.47,13.74,29.8,3.32,50.0,3.4,50.0,5.95,42.61
202607260306,2026-07-26,03,6R,realtime,67.0,31.26,46.75,10.99,57.51,6.41,70.77,4.82,37.48,4.46,57.93,55.59,25.93,86.59,20.35,70.06,7.81,51.43,3.5,20.04,2.38,59.97,50.17,23.4,60.81,14.29,44.58,4.97,48.21,3.28,65.78,7.83,53.77,48.14,22.46,49.1,11.54,62.73,6.99,40.68,2.77,72.45,8.62,52.38,42.82,19.98,51.44,12.09,49.77,5.55,41.76,2.84,62.68,7.46,47.91,34.71,16.19,58.47,13.74,39.91,4.45,47.13,3.21,41.8,4.97,42.56
202607260307,2026-07-26,03,7R,daily,67.0,31.26,56.13,13.19,38.6,4.3,50.0,3.4,50.0,5.95,58.1,55.59,25.93,44.41,10.44,51.05,5.69,50.0,3.4,50.0,5.95,51.41,50.17,23.4,49.1,11.54,64.71,7.21,50.0,3.4,50.0,5.95,51.51,48.14,22.46,58.47,13.74,46.62,5.19,50.0,3.4,50.0,5.95,50.74,42.82,19.98,42.07,9.89,52.64,5.87,50.0,3.4,50.0,5.95,45.08,34.71,16.19,49.1,11.54,37.15,4.14,50.0,3.4,50.0,5.95,41.22
