レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202601230101,2026-01-23,01,01R,1,3,半周ラップ,まわり足,直線,崎 利仁,18.69,5.12,7.54,川原 正明,18.47,4.63,7.69,森 照夫,18.76,4.89,7.63,三好 勇人,19.05,4.79,7.59,石渡 翔一郎,19.27,4.78,7.77,木下 虎之輔,18.95,4.66,7.7
202601230102,2026-01-23,01,02R,1,3,半周ラップ,まわり足,直線,渡辺 豊,18.82,4.61,7.64,大谷 健太,18.44,4.79,7.48,沼田 大都,18.81,4.66,7.62,松村 康太,19.1,4.53,7.66,草川 壮良,18.96,5.06,7.51,小林 一樹,18.79,4.85,7.67
202601230103,2026-01-23,01,03R,1,3,半周ラップ,まわり足,直線,田中 勇輔,18.42,4.66,7.49,大場 敏,18.36,4.95,7.52,杉山 喜一,18.6,5.31,7.61,荒川 健太,18.86,4.68,7.54,早川 颯太,18.66,4.9,7.61,安東 幸治,18.66,4.66,7.54
202601230104,2026-01-23,01,04R,1,3,半周ラップ,まわり足,直線,幸野 史明,18.57,4.84,7.31,椎名 豊,18.68,4.6,7.53,杉村 賢也,18.69,4.62,7.75,伏田 裕隆,18.58,4.66,7.66,吉田 一心,18.33,4.57,7.54,笠 雅雄,18.56,4.9,7.84
202601230105,2026-01-23,01,05R,1,3,半周ラップ,まわり足,直線,小野 信樹,18.5,4.57,7.6,寺田 祥,18.38,4.6,7.55,山ノ内 雅人,18.59,4.6,7.55,田中 孝明,18.71,4.66,7.6,桑原 将光,18.69,4.88,7.64,山田 晃大,18.69,4.7,7.55
202601230106,2026-01-23,01,06R,1,3,半周ラップ,まわり足,直線,松村 康太,18.48,4.59,7.59,堤 昇,18.57,4.71,7.61,橋本 久和,18.44,4.76,7.57,中北 将史,18.8,4.82,7.38,木下 虎之輔,18.58,4.79,7.42,佐藤 大騎,18.82,4.85,7.59
202601230107,2026-01-23,01,07R,1,3,半周ラップ,まわり足,直線,川原 正明,18.43,4.72,7.57,岡田 憲行,18.39,4.66,7.62,藤原 碧生,18.52,4.58,7.6,宮内 直哉,18.9,4.74,7.52,田中 勇輔,18.85,4.74,7.54,草川 壮良,18.5,4.99,7.66
202601230108,2026-01-23,01,08R,1,3,半周ラップ,まわり足,直線,杉村 賢也,18.53,4.54,7.42,齋藤 智裕,18.66,4.58,7.57,大谷 健太,18.54,4.73,7.46,森 照夫,18.85,4.63,7.44,木下 翔太,18.77,4.72,7.54,早川 颯太,18.54,4.74,7.62
202601230109,2026-01-23,01,09R,1,3,半周ラップ,まわり足,直線,竹間 隆晟,18.38,4.44,7.47,服部 幸男,18.59,4.74,7.6,渡辺 豊,18.62,4.82,7.62,山田 晃大,18.77,4.73,7.41,崎 利仁,18.7,4.94,7.65,荒川 健太,18.76,4.91,7.57
202601230110,2026-01-23,01,10R,1,3,半周ラップ,まわり足,直線,池永 太,18.59,4.62,7.37,近江 翔吾,18.02,4.46,7.33,吉田 一心,18.18,4.73,7.36,桑原 将光,18.98,4.88,7.42,小林 一樹,18.7,4.88,7.56,大場 敏,18.66,4.66,7.52
