レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202603292401,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,01R,予選,1800,晴,西,2,1,,1,190,1,100,6,130,1-6,780,4,1-6,500,2,1-6,160,2,1-3,100,1,3-6,200,4,1-6-3,1440,5,1-3-6,220,1,1,1,4164,岩 永 節 也,15,70,6.88,1,0.19,111.4,2,6,3860,松 本 浩 貴,48,47,6.85,4,0.13,112.8,3,3,5086,本 村 大,65,50,6.82,3,0.18,114.3,4,2,2538,高 橋 二 朗,18,23,6.94,2,0.37,114.9,5,5,5438,星 田 夢 結,14,15,6.89,6,0.04,,6,4,5409,宮 本 琉 正,50,61,6.88,5,0.02,
202603292402,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,02R,予選,1800,晴,西,2,1,まくり,3,270,3,120,1,100,3-1,770,3,1-3,300,1,1-3,150,1,3-4,310,5,1-4,370,6,3-1-4,2760,13,1-3-4,990,5,1,3,4345,西 舘 健,23,58,6.9,3,0.07,109.6,2,1,3776,横 井 健 太,12,75,6.91,1,0.2,111.8,3,4,4708,半 田 尚 也,30,41,6.96,4,0.16,113.1,4,2,4555,富 永 大 一,39,36,6.92,2,0.18,114.6,5,5,4782,浜 崎 準 也,27,51,6.9,5,0.19,,6,6,5342,原 村 百 那,47,62,6.87,6,0.17,
202603292403,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,03R,予選,1800,晴,西,2,1,逃げ,1,120,1,100,4,160,1-4,420,3,1-4,380,2,1-4,220,2,1-6,360,7,4-6,360,8,1-4-6,1450,6,1-4-6,780,5,1,1,4676,後 藤 隼 之,22,22,6.96,1,0.09,110.9,2,4,3848,川 上 聡 介,20,17,6.98,4,0.13,111.9,3,6,5049,松 井 友 汰,69,45,6.92,5,0.22,113.5,4,3,4895,門 間 雄 大,24,21,6.93,3,0.12,114.1,5,2,4329,小 松 卓 司,41,33,6.92,2,0.12,,6,5,5428,古園井 綾 南,44,77,6.86,6,0.33,
202603292404,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,04R,予選,1800,晴,西,2,1,逃げ,1,100,1,100,2,200,1-2,530,4,1-2,510,4,1-2,320,5,1-3,280,3,2-3,890,13,1-2-3,2030,10,1-2-3,1080,7,1,1,3629,浅 見 昌 克,43,63,6.89,1,0.1,110.0,2,2,5123,福 山 恵里奈,66,35,6.93,2,0.15,112.0,3,3,4023,柴 田 友 和,16,25,6.96,3,0.17,113.6,4,5,4949,横 田 貴 満,26,11,6.87,5,0.14,113.8,5,4,5376,吉 田 一 心,28,68,6.92,4,0.16,,6,6,3564,桑 原 啓,33,19,6.86,6,0.17,
202603292405,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,05R,予選,1800,晴,西,1,1,逃げ,4,300,4,100,3,170,4-3,400,1,3-4,280,1,3-4,160,1,1-4,170,2,1-3,210,4,4-3-1,2420,7,1-3-4,740,3,1,4,3473,石 川 真 二,35,24,6.93,1,0.07,109.2,2,3,4515,藤 田 浩 人,49,40,6.87,4,0.22,111.3,3,1,5310,土 屋 蘭,58,78,6.84,2,0.1,112.5,4,6,3352,小 川 晃 司,53,66,6.94,6,0.14,113.9,5,2,3843,上 之 晃 弘,64,55,6.96,3,0.17,,6,5,5291,三 嶌 こころ,40,49,6.89,5,0.27,
202603292406,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,06R,予選,1800,晴,西,1,1,まくり,3,300,3,220,5,270,3-5,1920,7,3-5,1220,4,3-5,250,4,2-3,360,6,2-5,250,5,3-5-2,6300,21,2-3-5,2350,7,1,3,3054,北 川 幸 典,38,54,6.83,3,0.13,109.1,2,5,5026,安河内 健,52,32,6.93,5,0.13,112.0,3,2,4164,岩 永 節 也,15,70,6.84,2,0.16,112.9,4,4,5342,原 村 百 那,47,62,6.83,4,0.11,114.4,5,1,4572,渡 部 悟,63,60,6.92,1,0.21,,6,6,4103,山 崎 善 庸,36,72,6.97,6,0.17,
202603292407,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,07R,予選  進入固定,1800,晴,北,2,1,逃げ,1,110,1,100,3,100,1-3,420,2,1-3,250,2,1-3,120,2,1-2,100,1,2-3,130,3,1-3-2,600,2,1-2-3,210,1,1,1,3822,平 尾 崇 典,25,53,6.8,1,0.14,109.8,2,3,4014,片 岡 恵 里,21,18,6.79,3,0.08,111.2,3,2,5054,佐々木 大 河,13,56,6.81,2,0.12,112.5,4,5,4895,門 間 雄 大,24,21,6.87,5,0.06,113.5,5,4,4782,浜 崎 準 也,27,51,6.83,4,0.05,,6,6,5438,星 田 夢 結,14,15,6.85,6,0.09,
202603292408,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,08R,予選,1800,晴,西,1,1,逃げ,1,300,1,140,3,300,1-3,2180,9,1-3,970,6,1-3,370,8,1-4,190,1,3-4,880,9,1-3-4,5240,21,1-3-4,1440,6,1,1,4152,深 水 慎一郎,62,30,6.84,1,0.07,110.2,2,3,3860,松 本 浩 貴,48,47,6.82,3,0.14,111.1,3,4,4958,溝 口 海義也,34,59,6.77,4,0.1,112.4,4,6,4535,北 山 康 介,74,52,6.85,6,0.15,113.4,5,2,4873,蒲 原 健 太,11,26,6.79,2,0.1,,6,5,5123,福 山 恵里奈,66,35,6.82,5,0.09,
202603292409,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,09R,予選特賞,1800,晴,北西,1,1,差し,6,220,6,100,1,100,6-1,530,2,1-6,170,1,1-6,120,1,4-6,160,2,1-4,180,3,6-1-4,1960,8,1-4-6,320,2,1,6,4503,上 野 真之介,17,27,6.83,5,0.08,109.7,2,1,3848,川 上 聡 介,20,17,6.82,1,0.13,111.0,3,4,5310,土 屋 蘭,58,78,6.82,4,0.1,112.6,4,3,3776,横 井 健 太,12,75,6.87,3,0.17,113.3,5,5,5409,宮 本 琉 正,50,61,6.85,6,0.07,,6,2,4023,柴 田 友 和,16,25,6.88,2,0.19,
202603292410,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,10R,予選特賞,1800,晴,北西,1,1,逃げ,1,120,1,120,2,130,1-2,230,1,1-2,280,1,1-2,130,1,1-3,210,4,2-3,260,5,1-2-3,830,2,1-2-3,330,1,1,1,5087,佐 藤 航,71,29,6.81,1,0.11,108.8,2,2,4994,山 本 梨 菜,59,69,6.77,2,0.15,110.3,3,3,3933,山 地 正 樹,60,43,6.85,3,0.16,111.2,4,5,5092,篠 原 晟 弥,29,12,6.82,4,0.17,113.4,5,6,3621,天 野 晶 夫,46,74,6.88,5,0.21,,6,4,5291,三 嶌 こころ,40,49,6.84,6,0.27,
202603292411,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,11R,予選特選,1800,晴,,0,1,差し,3,780,3,680,6,2730,3-6,9440,20,3-6,5700,12,3-6,940,12,3-4,480,7,4-6,680,10,3-6-4,51080,83,3-4-6,5340,13,1,3,4676,後 藤 隼 之,22,22,6.91,3,0.09,110.1,2,6,4345,西 舘 健,23,58,6.91,6,0.14,111.0,3,4,5086,本 村 大,65,50,6.76,4,0.12,112.6,4,1,3473,石 川 真 二,35,24,6.86,1,0.08,113.7,5,5,4572,渡 部 悟,63,60,6.9,5,0.11,,6,2,4949,横 田 貴 満,26,11,6.85,2,0.17,
202603292412,おおむら桜祭り競走　イオン大謝恩祭,第2日,2026/03/29,大村,12R,予選特選,1800,晴,北東,1,1,差し,2,1360,2,470,1,100,2-1,4240,12,1-2,420,2,1-2,280,4,2-6,2480,15,1-6,900,11,2-1-6,53140,77,1-2-6,3990,12,1,2,5049,松 井 友 汰,69,45,6.86,2,0.2,109.4,2,1,5026,安河内 健,52,32,6.84,1,0.17,111.1,3,6,4555,富 永 大 一,39,36,6.86,6,0.12,112.6,4,5,4515,藤 田 浩 人,49,40,6.83,5,0.09,113.9,5,3,3629,浅 見 昌 克,43,63,6.84,3,0.12,,6,4,4014,片 岡 恵 里,21,18,6.75,4,0.1,
202603292301,私のイケメン選手権,第2日,2026/03/29,唐津,01R,朝１戦,1800,曇り,西,2,2,逃げ,1,120,1,120,5,200,1-5,380,1,1-5,230,1,1-5,170,3,1-3,150,1,3-5,380,7,1-5-3,1730,8,1-3-5,510,2,1,1,3841,佐々木 和 伸,23,41,6.66,1,0.11,109.3,2,5,3838,伊 藤 啓 三,43,39,6.71,5,0.17,109.9,3,3,5219,森 口 和 紀,53,29,6.76,3,0.16,111.2,4,4,3615,横 田 茂,42,57,6.81,4,0.16,112.6,5,6,5261,岡 暢 祐,29,44,6.74,6,0.2,114.0,6,2,4565,西 村 豪 洋,56,25,6.72,2,0.11,114.2
202603292302,私のイケメン選手権,第2日,2026/03/29,唐津,02R,３ライズ戦,1800,晴,西,1,1,差し,4,1170,4,620,1,150,4-1,2000,7,1-4,500,2,1-4,200,4,2-4,300,5,1-2,120,1,4-1-2,10560,28,1-2-4,540,2,1,4,5417,小 柳 勝 希,59,43,6.69,4,0.14,108.9,2,1,3743,林 美 憲,57,48,6.73,1,0.16,110.6,3,2,3686,鳥居塚 孝 博,55,56,6.76,2,0.14,111.6,4,3,4081,樋 口 範 政,58,5,6.74,3,0.21,112.1,5,6,5270,小 玉 啓 太,36,12,6.68,6,0.04,114.0,6,5,4406,幸 野 史 明,33,46,6.74,5,0.07,115.3
202603292304,私のイケメン選手権,第2日,2026/03/29,唐津,04R,おは４戦,1800,晴,北,2,2,逃げ,1,200,1,180,2,140,1-2,900,6,1-2,620,5,1-2,320,5,1-5,230,3,2-5,340,6,1-2-5,3010,12,1-2-5,1080,4,1,1,3859,多羅尾 達 之,20,35,6.72,1,0.08,109.3,2,2,4652,酒 見 峻 介,51,58,6.73,2,0.11,110.5,3,5,4259,真 庭 明 志,32,36,6.71,5,0.15,111.7,4,4,3616,中 村 真,38,45,6.7,4,0.08,112.1,5,3,4052,興 津 藍,60,33,6.75,3,0.11,113.2,6,6,5404,内 田 壮,4,11,6.73,6,0.15,114.6
202603292305,私のイケメン選手権,第2日,2026/03/29,唐津,05R,レッツ５特賞,1800,晴,北,2,2,逃げ,1,190,1,110,3,190,1-3,1550,7,1-3,1190,6,1-3,400,7,1-2,150,1,2-3,790,10,1-3-2,3640,12,1-2-3,750,3,1,1,5234,塚 越 海 斗,24,1,6.69,1,0.1,109.0,2,3,5261,岡 暢 祐,29,44,6.79,3,0.13,110.1,3,2,3961,谷 村 一 哉,54,53,6.76,2,0.1,111.5,4,4,4330,奈 須 啓 太,25,40,6.75,4,0.15,112.4,5,6,4598,加 藤 政 彦,47,19,6.72,6,0.21,114.2,6,5,3478,嶋 田 貴 支,50,4,6.83,5,0.18,116.3
202603292306,私のイケメン選手権,第2日,2026/03/29,唐津,06R,予選,1800,晴,北,3,3,差し,2,480,2,330,4,110,2-4,2220,12,2-4,450,2,2-4,220,4,1-2,170,1,1-4,220,5,2-4-1,5270,26,1-2-4,540,1,1,2,4521,小 池 公 生,30,42,6.8,2,0.25,108.9,2,4,4953,尾 上 雅 也,39,14,6.72,4,0.19,110.6,3,1,4565,西 村 豪 洋,56,25,6.77,1,0.22,111.7,4,6,4607,鶴 田 勇 雄,26,6,6.74,6,0.27,112.4,5,3,4648,木 村 亮 太,22,23,6.71,3,0.22,113.5,6,5,5417,小 柳 勝 希,59,43,6.69,5,0.26,115.9
202603292307,私のイケメン選手権,第2日,2026/03/29,唐津,07R,８っぴータイ,1800,晴,北,4,4,差し,2,260,2,130,1,100,2-1,310,1,1-2,230,1,1-2,100,1,2-5,150,2,1-5,230,5,2-1-5,880,2,1-2-5,350,2,1,2,4529,嶋 義 信,18,50,6.7,2,0.05,108.8,2,1,3615,横 田 茂,42,57,6.76,1,0.08,110.6,3,5,5081,篠 原 飛 翔,31,32,6.78,5,0.11,112.0,4,3,3784,中 島 友 和,14,37,6.79,3,0.1,112.6,5,4,4081,樋 口 範 政,58,5,6.77,4,0.14,112.9,6,6,3535,渡 修 平,44,15,6.72,6,0.18,114.9
