レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608160101,2026-08-16,01,1R,daily,67.48,24.37,48.41,10.87,54.77,6.56,50.0,10.57,50.0,4.15,56.53,48.7,17.59,46.39,10.42,61.66,7.39,50.0,10.57,50.0,4.15,50.12,50.93,18.39,48.41,10.87,47.8,5.73,50.0,10.57,50.0,4.15,49.71,50.24,18.14,48.41,10.87,54.25,6.5,50.0,10.57,50.0,4.15,50.24,46.87,16.93,44.38,9.97,41.79,5.01,50.0,10.57,50.0,4.15,46.62,35.31,12.75,46.39,10.42,48.3,5.79,50.0,10.57,50.0,4.15,43.68
202608160101,2026-08-16,01,1R,realtime,67.48,24.37,48.41,10.87,55.32,6.63,61.55,13.02,45.38,3.77,58.65,48.7,17.59,46.39,10.42,49.58,5.94,59.88,12.66,53.43,4.43,51.04,50.93,18.39,48.41,10.87,41.78,5.0,46.69,9.87,45.79,3.8,47.94,50.24,18.14,48.41,10.87,57.25,6.86,53.6,11.34,53.75,4.46,51.67,46.87,16.93,44.38,9.97,33.59,4.02,35.31,7.47,50.54,4.19,42.58,35.31,12.75,46.39,10.42,46.09,5.52,42.97,9.09,51.1,4.24,42.02
202608160102,2026-08-16,01,2R,daily,67.48,24.37,50.43,11.33,58.46,7.0,50.0,10.57,50.0,4.15,57.42,48.7,17.59,38.32,8.61,52.06,6.24,50.0,10.57,50.0,4.15,47.16,50.93,18.39,46.39,10.42,66.23,7.93,50.0,10.57,50.0,4.15,51.47,50.24,18.14,36.31,8.15,59.74,7.16,50.0,10.57,50.0,4.15,48.18,46.87,16.93,44.38,9.97,50.84,6.09,50.0,10.57,50.0,4.15,47.71,35.31,12.75,48.41,10.87,42.78,5.12,50.0,10.57,50.0,4.15,43.47
202608160102,2026-08-16,01,2R,realtime,67.48,24.37,50.43,11.33,64.49,7.72,56.32,11.91,45.38,3.77,59.1,48.7,17.59,38.32,8.61,69.36,8.31,49.02,10.37,53.43,4.43,49.3,50.93,18.39,46.39,10.42,56.2,6.73,49.1,10.38,45.79,3.8,49.73,35.31,12.75,36.31,8.15,56.01,6.71,51.81,10.96,51.1,4.24,42.81,50.24,18.14,44.38,9.97,61.09,7.32,54.57,11.54,53.75,4.46,51.43,46.87,16.93,48.41,10.87,36.7,4.4,39.18,8.29,50.54,4.19,44.68
202608160103,2026-08-16,01,3R,daily,67.48,24.37,46.39,10.42,67.5,8.09,50.0,10.57,50.0,4.15,57.6,48.7,17.59,46.39,10.42,60.17,7.21,50.0,10.57,50.0,4.15,49.94,50.93,18.39,48.41,10.87,34.99,4.19,50.0,10.57,50.0,4.15,48.18,50.24,18.14,44.38,9.97,41.71,5.0,50.0,10.57,50.0,4.15,47.83,46.87,16.93,44.38,9.97,43.62,5.23,50.0,10.57,50.0,4.15,46.84,35.31,12.75,52.44,11.78,50.67,6.07,50.0,10.57,50.0,4.15,45.32
202608160103,2026-08-16,01,3R,realtime,67.48,24.37,46.39,10.42,63.18,7.57,70.5,14.91,45.38,3.77,61.03,48.7,17.59,46.39,10.42,61.75,7.4,66.47,14.06,53.43,4.43,53.89,50.93,18.39,48.41,10.87,38.8,4.65,44.27,9.36,45.79,3.8,47.08,50.24,18.14,44.38,9.97,44.51,5.33,24.11,5.1,53.75,4.46,43.0,46.87,16.93,44.38,9.97,42.14,5.05,40.92,8.65,50.54,4.19,44.79,35.31,12.75,52.44,11.78,51.19,6.13,53.7,11.36,51.1,4.24,46.26
202608160104,2026-08-16,01,4R,daily,67.48,24.37,44.38,9.97,57.68,6.91,50.0,10.57,50.0,4.15,55.97,48.7,17.59,40.34,9.06,56.01,6.71,50.0,10.57,50.0,4.15,48.08,50.93,18.39,70.6,15.86,44.39,5.32,50.0,10.57,50.0,4.15,54.29,50.24,18.14,48.41,10.87,59.3,7.1,50.0,10.57,50.0,4.15,50.84,46.87,16.93,42.36,9.51,53.34,6.39,50.0,10.57,50.0,4.15,47.55,35.31,12.75,34.29,7.7,51.34,6.15,50.0,10.57,50.0,4.15,41.33
202608160104,2026-08-16,01,4R,realtime,67.48,24.37,44.38,9.97,61.1,7.32,65.11,13.77,48.23,4.0,59.43,50.93,18.39,40.34,9.06,44.23,5.3,52.79,11.16,46.92,3.89,47.81,48.7,17.59,70.6,15.86,52.55,6.3,53.38,11.29,53.71,4.46,55.49,50.24,18.14,48.41,10.87,66.24,7.93,38.44,8.13,52.42,4.35,49.43,46.87,16.93,42.36,9.51,47.66,5.71,38.79,8.2,49.94,4.14,44.5,35.31,12.75,34.29,7.7,54.53,6.53,51.46,10.88,48.76,4.05,41.92
202608160105,2026-08-16,01,5R,daily,67.48,24.37,52.44,11.78,35.64,4.27,50.0,10.57,50.0,4.15,55.14,48.7,17.59,46.39,10.42,64.01,7.67,50.0,10.57,50.0,4.15,50.4,50.93,18.39,46.39,10.42,58.75,7.04,50.0,10.57,50.0,4.15,50.57,50.24,18.14,52.44,11.78,53.16,6.37,50.0,10.57,50.0,4.15,51.01,46.87,16.93,46.39,10.42,61.66,7.39,50.0,10.57,50.0,4.15,49.46,35.31,12.75,50.43,11.33,43.23,5.18,50.0,10.57,50.0,4.15,43.98
202608160106,2026-08-16,01,6R,daily,67.48,24.37,48.41,10.87,59.45,7.12,50.0,10.57,50.0,4.15,57.09,48.7,17.59,42.36,9.51,41.12,4.93,50.0,10.57,50.0,4.15,46.75,50.93,18.39,40.34,9.06,43.93,5.26,50.0,10.57,50.0,4.15,47.44,50.24,18.14,38.32,8.61,43.19,5.17,50.0,10.57,50.0,4.15,46.65,46.87,16.93,38.32,8.61,52.06,6.24,50.0,10.57,50.0,4.15,46.49,35.31,12.75,36.31,8.15,59.74,7.16,50.0,10.57,50.0,4.15,42.79
