記録日,場コード,モーター番号,節,節最終日,走行日,日次,走,級別,グレード分類,進入,着順,生得点,セルμ,セルσ,残差z,減衰重み
2026-08-28,01,11,3,2026-07-27,2026-07-26,4,1,A2,G2_G3_一般,6,4,30,26.1786,22.3987,0.170611,0.68302
2026-08-28,01,11,3,2026-07-27,2026-07-26,4,2,A2,G2_G3_一般,2,5,15,45.0675,23.9232,-1.256837,0.68302
2026-08-28,01,11,4,2026-07-19,2026-07-14,1,1,A1,G2_G3_一般,5,2,40,27.3848,16.4572,0.766546,0.594604
2026-08-28,01,11,4,2026-07-19,2026-07-14,1,2,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.594604
2026-08-28,01,11,4,2026-07-19,2026-07-15,2,1,A1,G2_G3_一般,6,2,40,21.699,16.3851,1.116926,0.601513
2026-08-28,01,11,4,2026-07-19,2026-07-15,2,2,A1,G2_G3_一般,3,1,50,32.148,17.4979,1.020235,0.601513
2026-08-28,01,11,4,2026-07-19,2026-07-16,3,2,A1,G2_G3_一般,3,1,50,32.148,17.4979,1.020235,0.608502
2026-08-28,01,11,4,2026-07-19,2026-07-17,4,1,A1,G2_G3_一般,2,2,40,33.4861,16.0292,0.406377,0.615572
2026-08-28,01,11,4,2026-07-19,2026-07-18,5,1,A1,G2_G3_一般,6,3,30,21.699,16.3851,0.506616,0.622725
2026-08-28,01,11,4,2026-07-19,2026-07-18,5,2,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.622725
2026-08-28,01,11,5,2026-06-30,2026-06-25,1,2,A2,G2_G3_一般,1,3,45,61.8497,20.6182,-0.817227,0.477421
2026-08-28,01,11,5,2026-06-30,2026-06-26,2,1,A2,G2_G3_一般,2,4,30,45.0675,23.9232,-0.629829,0.482968
2026-08-28,01,11,5,2026-06-30,2026-06-26,2,2,A2,G2_G3_一般,6,6,0,26.1786,22.3987,-1.168755,0.482968
2026-08-28,01,11,5,2026-06-30,2026-06-27,3,1,A2,G2_G3_一般,4,5,15,39.8171,23.7344,-1.04562,0.48858
2026-08-28,01,11,5,2026-06-30,2026-06-28,4,1,A2,G2_G3_一般,3,4,30,43.9987,25.1654,-0.556267,0.494257
2026-08-28,01,11,5,2026-06-30,2026-06-28,4,2,A2,G2_G3_一般,5,3,45,34.4482,22.2747,0.473712,0.494257
2026-08-28,01,11,5,2026-06-30,2026-06-29,5,1,A2,G2_G3_一般,6,4,30,26.1786,22.3987,0.170611,0.5
2026-08-28,01,12,0,2026-08-27,2026-08-25,1,2,A1,SG_G1,4,5,20,44.5299,31.6767,-0.774384,0.965936
2026-08-28,01,12,0,2026-08-27,2026-08-26,2,1,A1,SG_G1,5,6,0,42.1849,29.6523,-1.42265,0.97716
2026-08-28,01,12,1,2026-08-16,2026-08-11,1,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.82169
2026-08-28,01,12,1,2026-08-16,2026-08-11,1,2,B1,全,5,5,20,35.7113,30.1411,-0.521257,0.82169
2026-08-28,01,12,1,2026-08-16,2026-08-12,2,2,B1,全,6,6,0,25.1216,25.8142,-0.973168,0.831238
2026-08-28,01,12,1,2026-08-16,2026-08-13,3,2,B1,全,4,4,40,40.1963,32.2931,-0.006078,0.840896
2026-08-28,01,12,1,2026-08-16,2026-08-14,4,1,B1,全,3,3,60,44.9188,33.2545,0.453508,0.850667
2026-08-28,01,12,1,2026-08-16,2026-08-14,4,2,B1,全,2,2,80,47.2448,32.6163,1.004258,0.850667
2026-08-28,01,12,1,2026-08-16,2026-08-15,5,1,B1,全,5,4,40,35.7113,30.1411,0.142289,0.860551
2026-08-28,01,12,1,2026-08-16,2026-08-15,5,2,B1,全,4,1,100,40.1963,32.2931,1.851902,0.860551
2026-08-28,01,12,2,2026-08-05,2026-07-31,1,1,B1,全,5,3,60,35.7113,30.1411,0.805835,0.723635
2026-08-28,01,12,2,2026-08-05,2026-07-31,1,2,B1,全,3,3,60,44.9188,33.2545,0.453508,0.723635
2026-08-28,01,12,2,2026-08-05,2026-08-01,2,2,B1,全,6,3,60,25.1216,25.8142,1.351131,0.732043
2026-08-28,01,12,2,2026-08-05,2026-08-02,3,1,B1,全,2,2,80,47.2448,32.6163,1.004258,0.740549
2026-08-28,01,12,2,2026-08-05,2026-08-02,3,2,B1,全,4,4,40,40.1963,32.2931,-0.006078,0.740549
2026-08-28,01,12,2,2026-08-05,2026-08-03,4,1,B1,全,1,2,80,69.731,32.9422,0.311727,0.749154
2026-08-28,01,12,2,2026-08-05,2026-08-04,5,1,B1,全,3,3,60,44.9188,33.2545,0.453508,0.757858
2026-08-28,01,12,2,2026-08-05,2026-08-04,5,2,B1,全,4,2,80,40.1963,32.2931,1.232575,0.757858
2026-08-28,01,12,3,2026-07-19,2026-07-14,1,2,B1,全,3,3,60,44.9188,33.2545,0.453508,0.594604
2026-08-28,01,12,3,2026-07-19,2026-07-15,2,1,B1,全,1,4,40,69.731,32.9422,-0.902521,0.601513
2026-08-28,01,12,3,2026-07-19,2026-07-15,2,2,B1,全,2,6,0,47.2448,32.6163,-1.448501,0.601513
2026-08-28,01,12,3,2026-07-19,2026-07-16,3,1,B1,全,2,3,60,47.2448,32.6163,0.391068,0.608502
2026-08-28,01,12,3,2026-07-19,2026-07-17,4,1,B1,全,2,3,60,47.2448,32.6163,0.391068,0.615572
2026-08-28,01,12,3,2026-07-19,2026-07-17,4,2,B1,全,2,5,20,47.2448,32.6163,-0.835311,0.615572
2026-08-28,01,12,3,2026-07-19,2026-07-18,5,2,B1,全,2,3,60,47.2448,32.6163,0.391068,0.622725
2026-08-28,01,12,4,2026-06-30,2026-06-25,1,1,B1,全,1,2,80,69.731,32.9422,0.311727,0.477421
2026-08-28,01,12,4,2026-06-30,2026-06-26,2,1,B1,全,2,4,40,47.2448,32.6163,-0.222121,0.482968
2026-08-28,01,12,4,2026-06-30,2026-06-26,2,2,B1,全,6,6,0,25.1216,25.8142,-0.973168,0.482968
2026-08-28,01,12,4,2026-06-30,2026-06-27,3,1,B1,全,3,6,0,44.9188,33.2545,-1.350759,0.48858
2026-08-28,01,12,4,2026-06-30,2026-06-28,4,1,B1,全,6,3,60,25.1216,25.8142,1.351131,0.494257
2026-08-28,01,12,4,2026-06-30,2026-06-28,4,2,B1,全,4,5,20,40.1963,32.2931,-0.625405,0.494257
2026-08-28,01,12,4,2026-06-30,2026-06-29,5,1,B1,全,4,3,60,40.1963,32.2931,0.613249,0.5
2026-08-28,01,12,5,2026-06-10,2026-06-05,1,1,A2,G2_G3_一般,4,1,75,39.8171,23.7344,1.482359,0.378929
2026-08-28,01,12,5,2026-06-10,2026-06-05,1,2,A2,G2_G3_一般,1,3,45,61.8497,20.6182,-0.817227,0.378929
2026-08-28,01,12,5,2026-06-10,2026-06-06,2,2,A2,G2_G3_一般,6,4,30,26.1786,22.3987,0.170611,0.383332
2026-08-28,01,12,5,2026-06-10,2026-06-07,3,1,A2,G2_G3_一般,4,3,45,39.8171,23.7344,0.21837,0.387786
2026-08-28,01,12,5,2026-06-10,2026-06-07,3,2,A2,G2_G3_一般,2,3,45,45.0675,23.9232,-0.002822,0.387786
2026-08-28,01,12,5,2026-06-10,2026-06-08,4,2,A2,G2_G3_一般,4,4,30,39.8171,23.7344,-0.413625,0.392292
2026-08-28,01,12,5,2026-06-10,2026-06-09,5,1,A2,G2_G3_一般,1,1,75,61.8497,20.6182,0.637801,0.39685
2026-08-28,01,12,5,2026-06-10,2026-06-09,5,2,A2,G2_G3_一般,5,5,15,34.4482,22.2747,-0.873108,0.39685
2026-08-28,01,13,0,2026-08-27,2026-08-25,1,1,A1,SG_G1,5,5,20,42.1849,29.6523,-0.748167,0.965936
2026-08-28,01,13,0,2026-08-27,2026-08-25,1,2,A1,SG_G1,4,5,20,44.5299,31.6767,-0.774384,0.965936
2026-08-28,01,13,0,2026-08-27,2026-08-26,2,1,A1,SG_G1,1,1,100,84.9153,24.8298,0.607526,0.97716
2026-08-28,01,13,1,2026-08-16,2026-08-11,1,1,B1,全,4,4,40,40.1963,32.2931,-0.006078,0.82169
2026-08-28,01,13,1,2026-08-16,2026-08-11,1,2,B1,全,2,6,0,47.2448,32.6163,-1.448501,0.82169
2026-08-28,01,13,1,2026-08-16,2026-08-12,2,1,B1,全,3,6,0,44.9188,33.2545,-1.350759,0.831238
2026-08-28,01,13,1,2026-08-16,2026-08-13,3,1,B1,全,1,2,80,69.731,32.9422,0.311727,0.840896
2026-08-28,01,13,1,2026-08-16,2026-08-14,4,1,B1,全,6,5,20,25.1216,25.8142,-0.198402,0.850667
2026-08-28,01,13,1,2026-08-16,2026-08-14,4,2,B1,全,5,3,60,35.7113,30.1411,0.805835,0.850667
2026-08-28,01,13,1,2026-08-16,2026-08-15,5,1,B1,全,1,2,80,69.731,32.9422,0.311727,0.860551
2026-08-28,01,13,2,2026-08-05,2026-07-31,1,1,B1,全,3,2,80,44.9188,33.2545,1.05493,0.723635
2026-08-28,01,13,2,2026-08-05,2026-07-31,1,2,B1,全,1,1,100,69.731,32.9422,0.918851,0.723635
2026-08-28,01,13,2,2026-08-05,2026-08-01,2,1,B1,全,4,6,0,40.1963,32.2931,-1.244732,0.732043
2026-08-28,01,13,2,2026-08-05,2026-08-01,2,2,B1,全,6,6,0,25.1216,25.8142,-0.973168,0.732043
2026-08-28,01,13,2,2026-08-05,2026-08-02,3,1,B1,全,5,3,60,35.7113,30.1411,0.805835,0.740549
2026-08-28,01,13,2,2026-08-05,2026-08-03,4,1,B1,全,2,4,40,47.2448,32.6163,-0.222121,0.749154
2026-08-28,01,13,2,2026-08-05,2026-08-03,4,2,B1,全,5,4,40,35.7113,30.1411,0.142289,0.749154
2026-08-28,01,13,2,2026-08-05,2026-08-04,5,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.757858
2026-08-28,01,13,2,2026-08-05,2026-08-04,5,2,B1,全,6,6,0,25.1216,25.8142,-0.973168,0.757858
2026-08-28,01,13,3,2026-07-27,2026-07-23,1,1,A1,G2_G3_一般,3,3,30,32.148,17.4979,-0.122757,0.659754
2026-08-28,01,13,3,2026-07-27,2026-07-23,1,2,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.659754
2026-08-28,01,13,3,2026-07-27,2026-07-24,2,2,A1,G2_G3_一般,4,3,30,30.8278,16.3849,-0.05052,0.66742
2026-08-28,01,13,3,2026-07-27,2026-07-25,3,1,A1,G2_G3_一般,2,2,40,33.4861,16.0292,0.406377,0.675175
2026-08-28,01,13,3,2026-07-27,2026-07-25,3,2,A1,G2_G3_一般,6,2,40,21.699,16.3851,1.116926,0.675175
2026-08-28,01,13,3,2026-07-27,2026-07-26,4,1,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.68302
2026-08-28,01,13,3,2026-07-27,2026-07-26,4,2,A1,G2_G3_一般,2,3,30,33.4861,16.0292,-0.217485,0.68302
2026-08-28,01,13,4,2026-07-09,2026-07-04,1,1,B1,全,2,5,20,47.2448,32.6163,-0.835311,0.529732
2026-08-28,01,13,4,2026-07-09,2026-07-04,1,2,B1,全,5,4,40,35.7113,30.1411,0.142289,0.529732
2026-08-28,01,13,4,2026-07-09,2026-07-05,2,1,B1,全,6,5,20,25.1216,25.8142,-0.198402,0.535887
2026-08-28,01,13,4,2026-07-09,2026-07-06,3,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.542113
2026-08-28,01,13,4,2026-07-09,2026-07-06,3,2,B1,全,4,3,60,40.1963,32.2931,0.613249,0.542113
2026-08-28,01,13,4,2026-07-09,2026-07-07,4,2,B1,全,4,5,20,40.1963,32.2931,-0.625405,0.548412
2026-08-28,01,13,4,2026-07-09,2026-07-08,5,1,B1,全,5,6,0,35.7113,30.1411,-1.184803,0.554785
2026-08-28,01,13,5,2026-06-18,2026-06-18,1,2,A2,G2_G3_一般,6,6,0,26.1786,22.3987,-1.168755,0.440333
2026-08-28,01,13,5,2026-06-18,2026-06-18,2,1,A2,G2_G3_一般,3,1,75,43.9987,25.1654,1.231901,0.440333
2026-08-28,01,13,5,2026-06-18,2026-06-18,2,2,A2,G2_G3_一般,2,3,45,45.0675,23.9232,-0.002822,0.440333
2026-08-28,01,13,5,2026-06-18,2026-06-18,3,1,A2,G2_G3_一般,6,4,30,26.1786,22.3987,0.170611,0.440333
2026-08-28,01,13,5,2026-06-18,2026-06-18,3,2,A2,G2_G3_一般,1,1,75,61.8497,20.6182,0.637801,0.440333
2026-08-28,01,13,5,2026-06-18,2026-06-18,4,1,A2,G2_G3_一般,3,6,0,43.9987,25.1654,-1.748379,0.440333
2026-08-28,01,13,5,2026-06-18,2026-06-18,4,2,A2,G2_G3_一般,5,4,30,34.4482,22.2747,-0.199698,0.440333
2026-08-28,01,14,0,2026-08-27,2026-08-25,1,1,A1,SG_G1,3,3,60,48.0498,34.9501,0.341922,0.965936
2026-08-28,01,14,0,2026-08-27,2026-08-26,2,2,A1,SG_G1,5,5,20,42.1849,29.6523,-0.748167,0.97716
2026-08-28,01,14,1,2026-08-16,2026-08-11,1,1,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.82169
2026-08-28,01,14,1,2026-08-16,2026-08-11,1,2,A1,G2_G3_一般,2,2,40,33.4861,16.0292,0.406377,0.82169
2026-08-28,01,14,1,2026-08-16,2026-08-12,2,1,A1,G2_G3_一般,6,1,50,21.699,16.3851,1.727235,0.831238
2026-08-28,01,14,1,2026-08-16,2026-08-12,2,2,A1,G2_G3_一般,3,1,50,32.148,17.4979,1.020235,0.831238
2026-08-28,01,14,1,2026-08-16,2026-08-13,3,2,A1,G2_G3_一般,5,1,50,27.3848,16.4572,1.374183,0.840896
2026-08-28,01,14,1,2026-08-16,2026-08-14,4,1,A1,G2_G3_一般,4,2,40,30.8278,16.3849,0.559797,0.850667
2026-08-28,01,14,1,2026-08-16,2026-08-14,4,2,A1,G2_G3_一般,2,2,40,33.4861,16.0292,0.406377,0.850667
2026-08-28,01,14,1,2026-08-16,2026-08-15,5,2,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.860551
2026-08-28,01,14,2,2026-08-05,2026-07-31,1,1,A2,G2_G3_一般,4,3,45,39.8171,23.7344,0.21837,0.723635
2026-08-28,01,14,2,2026-08-05,2026-07-31,1,2,A2,G2_G3_一般,6,4,30,26.1786,22.3987,0.170611,0.723635
2026-08-28,01,14,2,2026-08-05,2026-08-01,2,2,A2,G2_G3_一般,3,3,45,43.9987,25.1654,0.039789,0.732043
2026-08-28,01,14,2,2026-08-05,2026-08-02,3,1,A2,G2_G3_一般,1,1,75,61.8497,20.6182,0.637801,0.740549
2026-08-28,01,14,2,2026-08-05,2026-08-02,3,2,A2,G2_G3_一般,5,1,75,34.4482,22.2747,1.820532,0.740549
2026-08-28,01,14,2,2026-08-05,2026-08-03,4,1,A2,G2_G3_一般,2,1,75,45.0675,23.9232,1.251193,0.749154
2026-08-28,01,14,2,2026-08-05,2026-08-03,4,2,A2,G2_G3_一般,6,4,30,26.1786,22.3987,0.170611,0.749154
2026-08-28,01,14,2,2026-08-05,2026-08-04,5,1,A2,G2_G3_一般,3,2,60,43.9987,25.1654,0.635845,0.757858
2026-08-28,01,14,2,2026-08-05,2026-08-04,5,2,A2,G2_G3_一般,1,1,75,61.8497,20.6182,0.637801,0.757858
2026-08-28,01,14,3,2026-07-19,2026-07-14,1,1,B1,全,2,3,60,47.2448,32.6163,0.391068,0.594604
2026-08-28,01,14,3,2026-07-19,2026-07-14,1,2,B1,全,5,6,0,35.7113,30.1411,-1.184803,0.594604
2026-08-28,01,14,3,2026-07-19,2026-07-15,2,1,B1,全,4,1,100,40.1963,32.2931,1.851902,0.601513
2026-08-28,01,14,3,2026-07-19,2026-07-16,3,1,B1,全,3,3,60,44.9188,33.2545,0.453508,0.608502
2026-08-28,01,14,3,2026-07-19,2026-07-16,3,2,B1,全,6,4,40,25.1216,25.8142,0.576365,0.608502
2026-08-28,01,14,3,2026-07-19,2026-07-17,4,2,B1,全,1,2,80,69.731,32.9422,0.311727,0.615572
2026-08-28,01,14,3,2026-07-19,2026-07-18,5,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.622725
2026-08-28,01,14,3,2026-07-19,2026-07-18,5,2,B1,全,6,4,40,25.1216,25.8142,0.576365,0.622725
2026-08-28,01,14,4,2026-07-09,2026-07-04,1,1,A2,G2_G3_一般,3,2,60,43.9987,25.1654,0.635845,0.529732
2026-08-28,01,14,4,2026-07-09,2026-07-04,1,2,A2,G2_G3_一般,5,4,30,34.4482,22.2747,-0.199698,0.529732
2026-08-28,01,14,4,2026-07-09,2026-07-05,2,1,A2,G2_G3_一般,1,1,75,61.8497,20.6182,0.637801,0.535887
2026-08-28,01,14,4,2026-07-09,2026-07-05,2,2,A2,G2_G3_一般,4,4,30,39.8171,23.7344,-0.413625,0.535887
2026-08-28,01,14,4,2026-07-09,2026-07-06,3,2,A2,G2_G3_一般,6,1,75,26.1786,22.3987,2.179659,0.542113
2026-08-28,01,14,4,2026-07-09,2026-07-07,4,1,A2,G2_G3_一般,2,1,75,45.0675,23.9232,1.251193,0.548412
2026-08-28,01,14,4,2026-07-09,2026-07-07,4,2,A2,G2_G3_一般,3,1,75,43.9987,25.1654,1.231901,0.548412
2026-08-28,01,14,4,2026-07-09,2026-07-08,5,1,A2,G2_G3_一般,6,5,15,26.1786,22.3987,-0.499072,0.554785
2026-08-28,01,14,4,2026-07-09,2026-07-08,5,2,A2,G2_G3_一般,2,3,45,45.0675,23.9232,-0.002822,0.554785
2026-08-28,01,14,5,2026-06-30,2026-06-25,1,2,A1,G2_G3_一般,4,1,50,30.8278,16.3849,1.170113,0.477421
2026-08-28,01,14,5,2026-06-30,2026-06-26,2,1,A1,G2_G3_一般,6,3,30,21.699,16.3851,0.506616,0.482968
2026-08-28,01,14,5,2026-06-30,2026-06-26,2,2,A1,G2_G3_一般,2,1,50,33.4861,16.0292,1.030238,0.482968
2026-08-28,01,14,5,2026-06-30,2026-06-27,3,1,A1,G2_G3_一般,5,4,20,27.3848,16.4572,-0.448727,0.48858
2026-08-28,01,14,5,2026-06-30,2026-06-27,3,2,A1,G2_G3_一般,3,2,40,32.148,17.4979,0.448739,0.48858
2026-08-28,01,14,5,2026-06-30,2026-06-28,4,1,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.494257
2026-08-28,01,14,5,2026-06-30,2026-06-28,4,2,A1,G2_G3_一般,3,4,20,32.148,17.4979,-0.694253,0.494257
2026-08-28,01,14,5,2026-06-30,2026-06-29,5,1,A1,G2_G3_一般,6,2,40,21.699,16.3851,1.116926,0.5
2026-08-28,01,14,5,2026-06-30,2026-06-29,5,2,A1,G2_G3_一般,1,1,50,44.4265,12.4439,0.447889,0.5
2026-08-28,01,15,0,2026-08-27,2026-08-25,1,2,A1,SG_G1,5,5,20,42.1849,29.6523,-0.748167,0.965936
2026-08-28,01,15,0,2026-08-27,2026-08-26,2,1,A1,SG_G1,4,4,40,44.5299,31.6767,-0.143005,0.97716
2026-08-28,01,15,0,2026-08-27,2026-08-26,2,2,A1,SG_G1,3,2,80,48.0498,34.9501,0.914167,0.97716
2026-08-28,01,15,1,2026-08-16,2026-08-11,1,1,B1,全,4,3,60,40.1963,32.2931,0.613249,0.82169
2026-08-28,01,15,1,2026-08-16,2026-08-11,1,2,B1,全,3,2,80,44.9188,33.2545,1.05493,0.82169
2026-08-28,01,15,1,2026-08-16,2026-08-12,2,1,B1,全,5,エ,-100,35.7113,30.1411,-4.502532,0.831238
2026-08-28,01,15,1,2026-08-16,2026-08-13,3,1,B1,全,2,1,100,47.2448,32.6163,1.617448,0.840896
2026-08-28,01,15,1,2026-08-16,2026-08-13,3,2,B1,全,1,4,40,69.731,32.9422,-0.902521,0.840896
2026-08-28,01,15,1,2026-08-16,2026-08-14,4,1,B1,全,6,3,60,25.1216,25.8142,1.351131,0.850667
2026-08-28,01,15,1,2026-08-16,2026-08-15,5,1,B1,全,3,1,100,44.9188,33.2545,1.656352,0.860551
2026-08-28,01,15,1,2026-08-16,2026-08-15,5,2,B1,全,2,4,40,47.2448,32.6163,-0.222121,0.860551
2026-08-28,01,15,2,2026-07-19,2026-07-14,1,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.594604
2026-08-28,01,15,2,2026-07-19,2026-07-14,1,2,B1,全,4,3,60,40.1963,32.2931,0.613249,0.594604
2026-08-28,01,15,2,2026-07-19,2026-07-15,2,1,B1,全,3,2,80,44.9188,33.2545,1.05493,0.601513
2026-08-28,01,15,2,2026-07-19,2026-07-15,2,2,B1,全,6,4,40,25.1216,25.8142,0.576365,0.601513
2026-08-28,01,15,2,2026-07-19,2026-07-16,3,2,B1,全,5,3,60,35.7113,30.1411,0.805835,0.608502
2026-08-28,01,15,2,2026-07-19,2026-07-17,4,1,B1,全,2,6,0,47.2448,32.6163,-1.448501,0.615572
2026-08-28,01,15,2,2026-07-19,2026-07-18,5,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.622725
2026-08-28,01,15,2,2026-07-19,2026-07-18,5,2,B1,全,6,5,20,25.1216,25.8142,-0.198402,0.622725
2026-08-28,01,15,3,2026-06-30,2026-06-25,1,1,B1,全,4,4,40,40.1963,32.2931,-0.006078,0.477421
2026-08-28,01,15,3,2026-06-30,2026-06-25,1,2,B1,全,1,2,80,69.731,32.9422,0.311727,0.477421
2026-08-28,01,15,3,2026-06-30,2026-06-26,2,2,B1,全,4,4,40,40.1963,32.2931,-0.006078,0.482968
2026-08-28,01,15,3,2026-06-30,2026-06-27,3,2,B1,全,6,6,0,25.1216,25.8142,-0.973168,0.48858
2026-08-28,01,15,3,2026-06-30,2026-06-28,4,1,B1,全,2,4,40,47.2448,32.6163,-0.222121,0.494257
2026-08-28,01,15,3,2026-06-30,2026-06-28,4,2,B1,全,5,6,0,35.7113,30.1411,-1.184803,0.494257
2026-08-28,01,15,3,2026-06-30,2026-06-29,5,1,B1,全,4,3,60,40.1963,32.2931,0.613249,0.5
2026-08-28,01,17,0,2026-08-27,2026-08-25,1,2,A1,SG_G1,3,1,100,48.0498,34.9501,1.486412,0.965936
2026-08-28,01,17,0,2026-08-27,2026-08-26,2,2,A1,SG_G1,6,6,0,30.795,27.546,-1.117947,0.97716
2026-08-28,01,17,1,2026-08-16,2026-08-11,1,1,B1,全,2,1,100,47.2448,32.6163,1.617448,0.82169
2026-08-28,01,17,1,2026-08-16,2026-08-12,2,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.831238
2026-08-28,01,17,1,2026-08-16,2026-08-12,2,2,B1,全,5,6,0,35.7113,30.1411,-1.184803,0.831238
2026-08-28,01,17,1,2026-08-16,2026-08-13,3,1,B1,全,5,5,20,35.7113,30.1411,-0.521257,0.840896
2026-08-28,01,17,1,2026-08-16,2026-08-14,4,1,B1,全,3,1,100,44.9188,33.2545,1.656352,0.850667
2026-08-28,01,17,1,2026-08-16,2026-08-14,4,2,B1,全,6,6,0,25.1216,25.8142,-0.973168,0.850667
2026-08-28,01,17,1,2026-08-16,2026-08-15,5,2,B1,全,6,5,20,25.1216,25.8142,-0.198402,0.860551
2026-08-28,01,17,2,2026-08-05,2026-07-31,1,1,B1,全,2,3,60,47.2448,32.6163,0.391068,0.723635
2026-08-28,01,17,2,2026-08-05,2026-07-31,1,2,B1,全,4,5,20,40.1963,32.2931,-0.625405,0.723635
2026-08-28,01,17,2,2026-08-05,2026-08-01,2,1,B1,全,3,3,60,44.9188,33.2545,0.453508,0.732043
2026-08-28,01,17,2,2026-08-05,2026-08-02,3,1,B1,全,1,1,100,69.731,32.9422,0.918851,0.740549
2026-08-28,01,17,2,2026-08-05,2026-08-02,3,2,B1,全,5,2,80,35.7113,30.1411,1.469381,0.740549
2026-08-28,01,17,2,2026-08-05,2026-08-03,4,1,B1,全,5,2,80,35.7113,30.1411,1.469381,0.749154
2026-08-28,01,17,2,2026-08-05,2026-08-04,5,1,B1,全,4,2,80,40.1963,32.2931,1.232575,0.757858
2026-08-28,01,17,2,2026-08-05,2026-08-04,5,2,B1,全,3,6,0,44.9188,33.2545,-1.350759,0.757858
2026-08-28,01,17,3,2026-07-27,2026-07-23,1,1,A2,G2_G3_一般,4,2,60,39.8171,23.7344,0.850364,0.659754
2026-08-28,01,17,3,2026-07-27,2026-07-23,1,2,A2,G2_G3_一般,1,3,45,61.8497,20.6182,-0.817227,0.659754
