レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608070201,2026-08-07,02,1R,daily,68.9,19.09,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,53.85,51.16,14.18,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,48.41,48.07,13.32,40.82,10.87,50.0,6.98,50.0,11.41,50.0,4.44,47.02,49.45,13.7,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,48.46,43.05,11.93,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,47.74,39.22,10.87,34.86,9.28,50.0,6.98,50.0,11.41,50.0,4.44,42.98
202608070201,2026-08-07,02,1R,realtime,68.9,19.09,44.79,11.92,50.0,6.98,72.72,16.6,56.65,5.03,59.63,51.16,14.18,42.8,11.4,50.0,6.98,56.86,12.98,3.62,0.32,45.85,48.07,13.32,40.82,10.87,50.0,6.98,29.42,6.72,39.28,3.49,41.37,49.45,13.7,44.79,11.92,50.0,6.98,56.4,12.87,87.23,7.75,53.23,43.05,11.93,48.76,12.98,50.0,6.98,35.68,8.14,58.44,5.19,45.22,39.22,10.87,34.86,9.28,50.0,6.98,48.9,11.16,54.63,4.85,43.14
202608070202,2026-08-07,02,2R,daily,65.73,18.22,50.75,13.51,50.0,6.98,50.0,11.41,50.0,4.44,54.56,54.32,15.05,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,50.34,50.44,13.98,66.63,17.74,50.0,6.98,50.0,11.41,50.0,4.44,54.55,46.69,12.94,34.86,9.28,50.0,6.98,50.0,11.41,50.0,4.44,45.05,43.44,12.04,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,47.32,39.22,10.87,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,45.1
202608070202,2026-08-07,02,2R,realtime,65.73,18.22,50.75,13.51,50.0,6.98,63.94,14.59,54.7,4.86,58.16,54.32,15.05,46.78,12.45,50.0,6.98,58.9,13.44,19.12,1.7,49.63,50.44,13.98,66.63,17.74,50.0,6.98,64.3,14.68,42.85,3.81,57.18,39.22,10.87,34.86,9.28,50.0,6.98,30.31,6.92,53.37,4.74,38.79,46.69,12.94,46.78,12.45,50.0,6.98,47.62,10.87,74.54,6.62,49.86,43.44,12.04,42.8,11.4,50.0,6.98,34.9,7.97,55.27,4.91,43.29
202608070203,2026-08-07,02,3R,daily,61.92,17.16,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,52.44,50.84,14.09,50.75,13.51,50.0,6.98,50.0,11.41,50.0,4.44,50.43,52.89,14.66,66.63,17.74,50.0,6.98,50.0,11.41,50.0,4.44,55.23,51.1,14.16,40.82,10.87,50.0,6.98,50.0,11.41,50.0,4.44,47.86,43.87,12.16,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,46.39,39.22,10.87,34.86,9.28,50.0,6.98,50.0,11.41,50.0,4.44,42.98
202608070203,2026-08-07,02,3R,realtime,61.92,17.16,46.78,12.45,50.0,6.98,56.49,12.89,54.7,4.86,54.34,50.84,14.09,50.75,13.51,50.0,6.98,52.89,12.07,19.12,1.7,48.35,52.89,14.66,66.63,17.74,50.0,6.98,45.73,10.44,42.85,3.81,53.62,51.1,14.16,40.82,10.87,50.0,6.98,38.49,8.78,74.54,6.62,47.41,43.87,12.16,42.8,11.4,50.0,6.98,53.41,12.19,55.27,4.91,47.63,39.22,10.87,34.86,9.28,50.0,6.98,52.97,12.09,53.37,4.74,43.96
202608070204,2026-08-07,02,4R,daily,61.52,17.05,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,51.28,54.02,14.97,62.66,16.68,50.0,6.98,50.0,11.41,50.0,4.44,54.48,52.5,14.55,80.54,21.44,50.0,6.98,50.0,11.41,50.0,4.44,58.82,52.29,14.49,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,50.31,41.09,11.39,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,47.2,38.43,10.65,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,45.93
202608070204,2026-08-07,02,4R,realtime,61.52,17.05,42.8,11.4,50.0,6.98,31.83,7.27,55.28,4.91,47.6,54.02,14.97,62.66,16.68,50.0,6.98,66.63,15.21,18.99,1.69,55.52,52.5,14.55,80.54,21.44,50.0,6.98,51.81,11.82,42.96,3.82,58.61,52.29,14.49,48.76,12.98,50.0,6.98,57.96,13.23,74.19,6.59,54.27,41.09,11.39,48.76,12.98,50.0,6.98,41.95,9.57,55.17,4.9,45.82,38.43,10.65,46.78,12.45,50.0,6.98,49.8,11.37,53.27,4.73,46.18
202608070205,2026-08-07,02,5R,daily,69.06,19.14,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,53.37,47.66,13.21,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,47.44,50.51,14.0,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,48.23,52.69,14.6,76.56,20.38,50.0,6.98,50.0,11.41,50.0,4.44,57.82,41.49,11.5,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,45.73,38.43,10.65,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,44.88
202608070205,2026-08-07,02,5R,realtime,69.06,19.14,42.8,11.4,50.0,6.98,64.67,14.76,56.65,5.03,57.31,47.66,13.21,42.8,11.4,50.0,6.98,48.54,11.08,3.62,0.32,42.98,50.51,14.0,42.8,11.4,50.0,6.98,59.22,13.52,39.28,3.49,49.38,52.69,14.6,76.56,20.38,50.0,6.98,50.29,11.48,87.23,7.75,61.19,41.49,11.5,42.8,11.4,50.0,6.98,31.94,7.29,58.44,5.19,42.35,38.43,10.65,42.8,11.4,50.0,6.98,45.29,10.34,54.63,4.85,44.21
202608070206,2026-08-07,02,6R,daily,62.71,17.38,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,53.19,54.41,15.08,70.61,18.8,50.0,6.98,50.0,11.41,50.0,4.44,56.71,50.51,14.0,34.86,9.28,50.0,6.98,50.0,11.41,50.0,4.44,46.11,49.52,13.72,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,49.01,43.87,12.16,40.82,10.87,50.0,6.98,50.0,11.41,50.0,4.44,45.86,38.82,10.76,58.69,15.63,50.0,6.98,50.0,11.41,50.0,4.44,49.22
202608070206,2026-08-07,02,6R,realtime,62.71,17.38,48.76,12.98,50.0,6.98,54.91,12.53,57.89,5.14,55.01,54.41,15.08,70.61,18.8,50.0,6.98,67.03,15.3,-11.06,-0.98,55.17,50.51,14.0,34.86,9.28,50.0,6.98,41.45,9.46,35.26,3.13,42.85,49.52,13.72,46.78,12.45,50.0,6.98,50.01,11.41,99.73,8.86,53.43,43.87,12.16,40.82,10.87,50.0,6.98,37.96,8.66,59.96,5.33,43.99,38.82,10.76,58.69,15.63,50.0,6.98,48.62,11.1,58.07,5.16,49.62
202608070207,2026-08-07,02,7R,daily,80.81,22.39,66.63,17.74,50.0,6.98,50.0,11.41,50.0,4.44,62.97,46.52,12.89,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,47.65,46.99,13.02,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,48.31,44.38,12.3,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,47.06,41.5,11.5,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,46.79,39.63,10.98,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,45.74
202608070207,2026-08-07,02,7R,realtime,80.81,22.39,66.63,17.74,50.0,6.98,70.75,16.15,58.25,5.17,68.43,46.52,12.89,44.79,11.92,50.0,6.98,48.96,11.18,-11.47,-1.02,41.95,46.99,13.02,46.78,12.45,50.0,6.98,51.64,11.79,35.48,3.15,47.39,44.38,12.3,44.79,11.92,50.0,6.98,51.43,11.74,99.83,8.87,51.81,41.5,11.5,46.78,12.45,50.0,6.98,40.38,9.22,60.79,5.4,45.55,39.63,10.98,44.79,11.92,50.0,6.98,36.82,8.4,56.97,5.06,43.35
202608070208,2026-08-07,02,8R,daily,65.73,18.22,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,54.03,49.98,13.85,52.73,14.04,50.0,6.98,50.0,11.41,50.0,4.44,50.72,52.42,14.53,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,48.75,47.87,13.26,34.86,9.28,50.0,6.98,50.0,11.41,50.0,4.44,45.38,44.62,12.37,50.75,13.51,50.0,6.98,50.0,11.41,50.0,4.44,48.71,39.22,10.87,56.71,15.1,50.0,6.98,50.0,11.41,50.0,4.44,48.8
202608070208,2026-08-07,02,8R,realtime,65.73,18.22,48.76,12.98,50.0,6.98,54.41,12.42,56.29,5.0,55.6,49.98,13.85,52.73,14.04,50.0,6.98,61.45,14.03,4.03,0.36,49.25,52.42,14.53,42.8,11.4,50.0,6.98,34.68,7.91,39.05,3.47,44.28,47.87,13.26,34.86,9.28,50.0,6.98,39.88,9.1,87.14,7.74,46.37,44.62,12.37,50.75,13.51,50.0,6.98,55.1,12.58,57.62,5.12,50.55,39.22,10.87,56.71,15.1,50.0,6.98,54.46,12.43,55.72,4.95,50.32
202608070209,2026-08-07,02,9R,daily,67.87,18.81,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,54.62,48.85,13.54,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,47.77,54.09,14.99,52.73,14.04,50.0,6.98,50.0,11.41,50.0,4.44,51.86,46.34,12.84,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,48.66,43.47,12.05,34.86,9.28,50.0,6.98,50.0,11.41,50.0,4.44,44.16,39.22,10.87,80.54,21.44,50.0,6.98,50.0,11.41,50.0,4.44,55.14
202608070209,2026-08-07,02,9R,realtime,67.87,18.81,48.76,12.98,50.0,6.98,58.03,13.24,58.25,5.17,57.19,48.85,13.54,42.8,11.4,50.0,6.98,49.07,11.2,-11.47,-1.02,42.1,54.09,14.99,52.73,14.04,50.0,6.98,43.21,9.86,35.48,3.15,49.02,46.34,12.84,48.76,12.98,50.0,6.98,44.63,10.19,99.83,8.87,51.86,39.22,10.87,34.86,9.28,50.0,6.98,50.32,11.48,56.97,5.06,43.68,43.47,12.05,80.54,21.44,50.0,6.98,54.7,12.48,60.79,5.4,58.35
202608070210,2026-08-07,02,10R,daily,68.9,19.09,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,54.91,51.16,14.18,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,48.94,49.66,13.76,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,47.99,47.87,13.26,58.69,15.63,50.0,6.98,50.0,11.41,50.0,4.44,51.72,41.07,11.38,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,45.61,41.19,11.41,50.75,13.51,50.0,6.98,50.0,11.41,50.0,4.44,47.76
202608070210,2026-08-07,02,10R,realtime,68.9,19.09,48.76,12.98,50.0,6.98,61.99,14.15,59.85,5.32,58.52,51.16,14.18,44.79,11.92,50.0,6.98,51.89,11.84,-26.56,-2.36,42.57,49.66,13.76,42.8,11.4,50.0,6.98,56.61,12.92,31.69,2.81,47.87,47.87,13.26,58.69,15.63,50.0,6.98,43.77,9.99,112.42,9.98,55.85,41.07,11.38,42.8,11.4,50.0,6.98,42.74,9.75,63.13,5.61,45.12,41.19,11.41,50.75,13.51,50.0,6.98,42.97,9.81,59.32,5.27,46.98
202608070211,2026-08-07,02,11R,daily,79.56,22.05,62.66,16.68,50.0,6.98,50.0,11.41,50.0,4.44,61.56,45.24,12.54,52.73,14.04,50.0,6.98,50.0,11.41,50.0,4.44,49.41,46.89,12.99,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,47.22,44.32,12.28,42.8,11.4,50.0,6.98,50.0,11.41,50.0,4.44,46.51,45.02,12.48,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,47.76,38.81,10.76,66.63,17.74,50.0,6.98,50.0,11.41,50.0,4.44,51.33
202608070211,2026-08-07,02,11R,realtime,79.56,22.05,62.66,16.68,50.0,6.98,71.88,16.41,59.27,5.26,67.38,45.24,12.54,52.73,14.04,50.0,6.98,53.75,12.27,-26.42,-2.35,43.48,46.89,12.99,42.8,11.4,50.0,6.98,36.58,8.35,31.57,2.8,42.52,44.32,12.28,42.8,11.4,50.0,6.98,33.27,7.59,112.78,10.02,48.27,45.02,12.48,46.78,12.45,50.0,6.98,50.38,11.5,63.24,5.62,49.03,38.81,10.76,66.63,17.74,50.0,6.98,54.12,12.35,59.43,5.28,53.11
202608070212,2026-08-07,02,12R,daily,77.01,21.34,76.56,20.38,50.0,6.98,50.0,11.41,50.0,4.44,64.56,45.68,12.66,46.78,12.45,50.0,6.98,50.0,11.41,50.0,4.44,47.94,48.13,13.34,44.79,11.92,50.0,6.98,50.0,11.41,50.0,4.44,48.09,43.56,12.07,48.76,12.98,50.0,6.98,50.0,11.41,50.0,4.44,47.89,46.25,12.82,52.73,14.04,50.0,6.98,50.0,11.41,50.0,4.44,49.69,39.22,10.87,70.61,18.8,50.0,6.98,50.0,11.41,50.0,4.44,52.5
202608070401,2026-08-07,04,1R,daily,62.71,19.04,42.74,12.35,50.28,6.32,50.0,10.67,50.0,3.41,51.8,49.52,15.04,47.53,13.74,41.14,5.17,50.0,10.67,50.0,3.41,48.03,50.96,15.48,49.93,14.43,46.68,5.87,50.0,10.67,50.0,3.41,49.85,50.3,15.28,47.53,13.74,51.17,6.44,50.0,10.67,50.0,3.41,49.53,45.42,13.79,52.33,15.12,69.19,8.7,50.0,10.67,50.0,3.41,51.7,41.13,12.49,47.53,13.74,43.06,5.42,50.0,10.67,50.0,3.41,45.72
202608070401,2026-08-07,04,1R,realtime,62.71,19.04,42.74,12.35,34.95,4.4,68.32,14.58,57.7,3.93,54.3,49.52,15.04,47.53,13.74,50.97,6.41,34.74,7.41,46.78,3.19,45.79,50.96,15.48,49.93,14.43,46.08,5.79,43.35,9.25,51.66,3.52,48.47,50.3,15.28,47.53,13.74,48.49,6.1,49.51,10.57,50.73,3.46,49.13,45.42,13.79,52.33,15.12,39.25,4.94,55.39,11.82,57.33,3.91,49.58,41.13,12.49,47.53,13.74,35.36,4.45,48.77,10.41,35.53,2.42,43.5
202608070402,2026-08-07,04,2R,daily,66.4,20.17,42.74,12.35,58.01,7.29,50.0,10.67,50.0,3.41,53.89,47.89,14.54,45.13,13.04,52.74,6.63,50.0,10.67,50.0,3.41,48.3,53.01,16.1,47.53,13.74,48.13,6.05,50.0,10.67,50.0,3.41,49.97,48.66,14.78,45.13,13.04,52.11,6.55,50.0,10.67,50.0,3.41,48.45,43.37,13.17,54.73,15.82,88.24,11.1,50.0,10.67,50.0,3.41,54.16,40.72,12.37,45.13,13.04,48.99,6.16,50.0,10.67,50.0,3.41,45.65
202608070402,2026-08-07,04,2R,realtime,66.4,20.17,42.74,12.35,50.86,6.4,44.28,9.45,57.7,3.93,52.29,47.89,14.54,45.13,13.04,49.29,6.2,54.3,11.59,46.78,3.19,48.56,53.01,16.1,47.53,13.74,37.76,4.75,47.71,10.18,51.66,3.52,48.28,48.66,14.78,45.13,13.04,45.5,5.72,48.86,10.43,50.73,3.46,47.43,43.37,13.17,54.73,15.82,36.54,4.6,65.6,14.0,57.33,3.91,51.49,40.72,12.37,45.13,13.04,51.53,6.48,39.31,8.39,35.53,2.42,42.7
202608070403,2026-08-07,04,3R,daily,61.07,18.55,49.93,14.43,53.72,6.76,50.0,10.67,50.0,3.41,53.81,51.58,15.66,47.53,13.74,44.95,5.65,50.0,10.67,50.0,3.41,49.13,53.01,16.1,52.33,15.12,57.51,7.23,50.0,10.67,50.0,3.41,52.53,49.07,14.9,47.53,13.74,55.15,6.94,50.0,10.67,50.0,3.41,49.65,45.01,13.67,47.53,13.74,38.21,4.8,50.0,10.67,50.0,3.41,46.29,40.31,12.24,73.92,21.36,64.83,8.15,50.0,10.67,50.0,3.41,55.83
202608070403,2026-08-07,04,3R,realtime,61.07,18.55,49.93,14.43,43.8,5.51,62.86,13.42,57.7,3.93,55.83,51.58,15.66,47.53,13.74,42.99,5.41,54.29,11.59,46.78,3.19,49.58,53.01,16.1,52.33,15.12,58.65,7.37,47.23,10.08,51.66,3.52,52.2,49.07,14.9,47.53,13.74,55.55,6.99,54.79,11.69,50.73,3.46,50.78,45.01,13.67,47.53,13.74,48.15,6.05,34.85,7.44,57.33,3.91,44.8,40.31,12.24,73.92,21.36,61.65,7.75,46.04,9.82,35.53,2.42,53.6
202608070404,2026-08-07,04,4R,daily,65.99,20.04,49.93,14.43,62.32,7.84,50.0,10.67,50.0,3.41,56.39,50.75,15.41,49.93,14.43,53.74,6.76,50.0,10.67,50.0,3.41,50.68,52.18,15.85,71.52,20.67,54.56,6.86,50.0,10.67,50.0,3.41,57.46,47.02,14.28,52.33,15.12,65.74,8.27,50.0,10.67,50.0,3.41,51.75,42.55,12.92,59.53,17.2,59.42,7.47,50.0,10.67,50.0,3.41,51.67,41.54,12.62,45.13,13.04,41.38,5.2,50.0,10.67,50.0,3.41,44.94
202608070404,2026-08-07,04,4R,realtime,65.99,20.04,49.93,14.43,59.11,7.43,50.2,10.71,57.7,3.93,56.55,50.75,15.41,49.93,14.43,54.57,6.86,50.68,10.81,46.78,3.19,50.71,52.18,15.85,71.52,20.67,44.61,5.61,54.7,11.67,51.66,3.52,57.32,47.02,14.28,52.33,15.12,52.68,6.62,65.65,14.01,50.73,3.46,53.5,42.55,12.92,59.53,17.2,49.31,6.2,42.52,9.07,57.33,3.91,49.31,41.54,12.62,45.13,13.04,42.95,5.4,36.33,7.75,35.53,2.42,41.24
202608070405,2026-08-07,04,5R,daily,78.05,23.7,45.13,13.04,39.47,4.96,50.0,10.67,50.0,3.41,55.79,46.2,14.03,47.53,13.74,48.94,6.15,50.0,10.67,50.0,3.41,48.0,46.0,13.97,47.53,13.74,63.97,8.04,50.0,10.67,50.0,3.41,49.83,49.01,14.88,66.72,19.28,60.57,7.62,50.0,10.67,50.0,3.41,55.86,40.89,12.42,64.33,18.59,55.09,6.93,50.0,10.67,50.0,3.41,52.01,39.89,12.12,61.93,17.89,52.94,6.66,50.0,10.67,50.0,3.41,50.75
202608070405,2026-08-07,04,5R,realtime,78.05,23.7,45.13,13.04,55.18,6.94,45.36,9.68,57.7,3.93,57.3,46.2,14.03,47.53,13.74,51.13,6.43,58.17,12.41,46.78,3.19,49.8,46.0,13.97,47.53,13.74,58.86,7.4,41.06,8.76,51.66,3.52,47.39,49.01,14.88,66.72,19.28,45.97,5.78,48.89,10.43,50.73,3.46,53.84,40.89,12.42,64.33,18.59,56.67,7.13,50.93,10.87,57.33,3.91,52.91,39.89,12.12,61.93,17.89,60.41,7.6,55.66,11.88,35.53,2.42,51.91
202608070406,2026-08-07,04,6R,daily,67.04,20.36,49.93,14.43,41.16,5.18,50.0,10.67,50.0,3.41,54.04,50.28,15.27,71.52,20.67,38.86,4.89,50.0,10.67,50.0,3.41,54.9,50.07,15.21,57.13,16.51,49.65,6.24,50.0,10.67,50.0,3.41,52.04,47.38,14.39,49.93,14.43,46.68,5.87,50.0,10.67,50.0,3.41,48.77,44.97,13.66,49.93,14.43,74.35,9.35,50.0,10.67,50.0,3.41,51.52,40.3,12.24,45.13,13.04,47.98,6.03,50.0,10.67,50.0,3.41,45.4
202608070406,2026-08-07,04,6R,realtime,67.04,20.36,49.93,14.43,49.53,6.23,65.05,13.88,58.35,3.98,58.88,50.28,15.27,71.52,20.67,45.58,5.73,56.45,12.05,45.86,3.13,56.84,50.07,15.21,57.13,16.51,57.06,7.18,63.76,13.61,51.77,3.53,56.03,47.38,14.39,49.93,14.43,46.08,5.79,37.01,7.9,50.71,3.46,45.97,44.97,13.66,49.93,14.43,67.86,8.53,36.95,7.88,61.79,4.21,48.72,40.3,12.24,45.13,13.04,40.8,5.13,40.86,8.72,31.25,2.13,41.26
