レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608090201,2026-08-09,02,1R,daily,68.9,19.09,42.8,11.4,53.05,7.41,50.0,11.41,50.0,4.44,53.75,51.16,14.18,44.79,11.92,55.93,7.81,50.0,11.41,50.0,4.44,49.76,48.07,13.32,48.76,12.98,44.54,6.22,50.0,11.41,50.0,4.44,48.37,49.45,13.7,48.76,12.98,41.62,5.81,50.0,11.41,50.0,4.44,48.35,43.05,11.93,34.86,9.28,43.04,6.01,50.0,11.41,50.0,4.44,43.07,39.22,10.87,50.75,13.51,45.6,6.37,50.0,11.41,50.0,4.44,46.6
202608090201,2026-08-09,02,1R,realtime,68.9,19.09,42.8,11.4,53.56,7.48,56.17,12.82,49.49,4.4,55.18,51.16,14.18,44.79,11.92,57.44,8.02,60.06,13.71,49.07,4.36,52.19,48.07,13.32,48.76,12.98,44.28,6.18,44.89,10.25,50.08,4.45,47.18,49.45,13.7,48.76,12.98,42.1,5.88,50.19,11.46,50.35,4.47,48.49,39.22,10.87,34.86,9.28,42.75,5.97,40.88,9.33,50.64,4.5,39.94,43.05,11.93,50.75,13.51,44.98,6.28,47.78,10.91,50.23,4.46,47.09
202608090202,2026-08-09,02,2R,daily,65.73,18.22,42.8,11.4,48.04,6.71,50.0,11.41,50.0,4.44,52.17,54.32,15.05,76.56,20.38,35.69,4.98,50.0,11.41,50.0,4.44,56.27,50.44,13.98,42.8,11.4,47.18,6.59,50.0,11.41,50.0,4.44,47.81,46.69,12.94,34.86,9.28,41.76,5.83,50.0,11.41,50.0,4.44,43.9,43.44,12.04,40.82,10.87,41.52,5.8,50.0,11.41,50.0,4.44,44.55,39.22,10.87,40.82,10.87,55.33,7.72,50.0,11.41,50.0,4.44,45.31
202608090202,2026-08-09,02,2R,realtime,65.73,18.22,42.8,11.4,49.06,6.85,60.1,13.72,49.37,4.38,54.56,54.32,15.05,76.56,20.38,36.09,5.04,51.82,11.83,47.75,4.24,56.54,50.44,13.98,42.8,11.4,47.27,6.6,42.72,9.75,50.41,4.48,46.2,43.44,12.04,34.86,9.28,41.6,5.81,55.6,12.69,51.3,4.56,44.37,39.22,10.87,40.82,10.87,41.52,5.8,58.8,13.42,50.21,4.46,45.41,46.69,12.94,40.82,10.87,55.88,7.8,30.93,7.06,50.81,4.51,43.18
202608090203,2026-08-09,02,3R,daily,61.92,17.16,42.8,11.4,41.55,5.8,50.0,11.41,50.0,4.44,50.21,50.84,14.09,42.8,11.4,61.34,8.56,50.0,11.41,50.0,4.44,49.9,52.89,14.66,48.76,12.98,42.73,5.96,50.0,11.41,50.0,4.44,49.46,51.1,14.16,48.76,12.98,65.14,9.09,50.0,11.41,50.0,4.44,52.09,43.87,12.16,46.78,12.45,43.19,6.03,50.0,11.41,50.0,4.44,46.49,39.22,10.87,48.76,12.98,34.8,4.86,50.0,11.41,50.0,4.44,44.56
202608090203,2026-08-09,02,3R,realtime,61.92,17.16,42.8,11.4,41.88,5.85,53.99,12.32,50.56,4.49,51.21,50.84,14.09,42.8,11.4,62.33,8.7,58.04,13.25,49.84,4.43,51.86,52.89,14.66,48.76,12.98,43.57,6.08,47.17,10.77,50.09,4.45,48.94,51.1,14.16,48.76,12.98,66.47,9.28,36.21,8.26,49.62,4.41,49.09,43.87,12.16,46.78,12.45,43.38,6.06,40.72,9.29,49.87,4.43,44.39,39.22,10.87,48.76,12.98,34.69,4.84,63.85,14.57,49.88,4.43,47.7
202608090204,2026-08-09,02,4R,daily,61.52,17.05,44.79,11.92,55.53,7.75,50.0,11.41,50.0,4.44,52.58,54.02,14.97,52.73,14.04,42.04,5.87,50.0,11.41,50.0,4.44,50.73,52.5,14.55,42.8,11.4,47.47,6.63,50.0,11.41,50.0,4.44,48.42,52.29,14.49,46.78,12.45,69.21,9.66,50.0,11.41,50.0,4.44,52.46,41.09,11.39,46.78,12.45,40.89,5.71,50.0,11.41,50.0,4.44,45.4,38.43,10.65,34.86,9.28,47.06,6.57,50.0,11.41,50.0,4.44,42.35
202608090204,2026-08-09,02,4R,realtime,61.52,17.05,44.79,11.92,55.97,7.81,63.76,14.55,49.95,4.44,55.78,54.02,14.97,52.73,14.04,41.81,5.84,50.06,11.43,47.62,4.23,50.5,52.5,14.55,42.8,11.4,47.97,6.7,52.94,12.08,50.53,4.49,49.21,52.29,14.49,46.78,12.45,69.43,9.69,44.48,10.15,50.46,4.48,51.27,41.09,11.39,46.78,12.45,41.52,5.8,49.43,11.28,51.2,4.55,45.46,38.43,10.65,34.86,9.28,46.45,6.48,39.3,8.97,50.11,4.45,39.83
202608090205,2026-08-09,02,5R,daily,69.06,19.14,58.69,15.63,33.46,4.67,50.0,11.41,50.0,4.44,55.29,47.66,13.21,42.8,11.4,49.23,6.87,50.0,11.41,50.0,4.44,47.33,50.51,14.0,44.79,11.92,44.93,6.27,50.0,11.41,50.0,4.44,48.05,52.69,14.6,80.54,21.44,53.52,7.47,50.0,11.41,50.0,4.44,59.37,41.49,11.5,46.78,12.45,41.74,5.83,50.0,11.41,50.0,4.44,45.63,38.43,10.65,34.86,9.28,43.04,6.01,50.0,11.41,50.0,4.44,41.79
202608090205,2026-08-09,02,5R,realtime,69.06,19.14,58.69,15.63,33.2,4.63,52.48,11.98,49.95,4.44,55.81,47.66,13.21,42.8,11.4,49.31,6.88,44.82,10.23,47.62,4.23,45.95,50.51,14.0,44.79,11.92,44.68,6.24,44.4,10.13,50.53,4.49,46.78,52.69,14.6,80.54,21.44,53.47,7.46,50.45,11.51,50.46,4.48,59.5,41.49,11.5,46.78,12.45,41.84,5.84,55.88,12.75,51.2,4.55,47.09,38.43,10.65,34.86,9.28,42.75,5.97,51.94,11.85,50.11,4.45,42.2
202608090206,2026-08-09,02,6R,daily,62.71,17.38,48.76,12.98,43.7,6.1,50.0,11.41,50.0,4.44,52.31,54.41,15.08,52.73,14.04,44.5,6.21,50.0,11.41,50.0,4.44,51.18,50.51,14.0,48.76,12.98,41.62,5.81,50.0,11.41,50.0,4.44,48.64,49.52,13.72,48.76,12.98,54.38,7.59,50.0,11.41,50.0,4.44,50.15,43.87,12.16,34.86,9.28,41.76,5.83,50.0,11.41,50.0,4.44,43.12,38.82,10.76,46.78,12.45,59.19,8.26,50.0,11.41,50.0,4.44,47.33
202608090206,2026-08-09,02,6R,realtime,62.71,17.38,48.76,12.98,44.65,6.23,60.56,13.82,50.56,4.49,54.91,54.41,15.08,52.73,14.04,44.22,6.17,59.06,13.48,49.84,4.43,53.2,50.51,14.0,48.76,12.98,42.1,5.88,46.47,10.61,50.09,4.45,47.91,49.52,13.72,48.76,12.98,53.95,7.53,48.56,11.08,49.62,4.41,49.72,43.87,12.16,34.86,9.28,41.6,5.81,39.38,8.99,49.87,4.43,40.66,38.82,10.76,46.78,12.45,59.48,8.3,45.92,10.48,49.88,4.43,46.43
202608090207,2026-08-09,02,7R,daily,80.81,22.39,50.75,13.51,47.68,6.66,50.0,11.41,50.0,4.44,58.41,46.52,12.89,48.76,12.98,44.54,6.22,50.0,11.41,50.0,4.44,47.94,46.99,13.02,46.78,12.45,43.19,6.03,50.0,11.41,50.0,4.44,47.36,44.38,12.3,42.8,11.4,47.18,6.59,50.0,11.41,50.0,4.44,46.13,41.5,11.5,48.76,12.98,42.73,5.96,50.0,11.41,50.0,4.44,46.3,39.63,10.98,40.82,10.87,41.52,5.8,50.0,11.41,50.0,4.44,43.5
202608090207,2026-08-09,02,7R,realtime,80.81,22.39,50.75,13.51,46.7,6.52,72.77,16.61,50.2,4.46,63.49,46.52,12.89,48.76,12.98,44.28,6.18,44.44,10.14,50.25,4.46,46.66,46.99,13.02,46.78,12.45,43.38,6.06,44.58,10.18,49.86,4.43,46.14,44.38,12.3,42.8,11.4,47.27,6.6,40.02,9.14,49.53,4.4,43.83,41.5,11.5,48.76,12.98,43.57,6.08,51.32,11.71,49.04,4.36,46.63,39.63,10.98,40.82,10.87,41.52,5.8,46.84,10.69,50.97,4.53,42.86
202608090208,2026-08-09,02,8R,daily,65.73,18.22,48.76,12.98,34.8,4.86,50.0,11.41,50.0,4.44,51.91,49.98,13.85,40.82,10.87,55.33,7.72,50.0,11.41,50.0,4.44,48.29,52.42,14.53,44.79,11.92,55.93,7.81,50.0,11.41,50.0,4.44,50.11,47.87,13.26,42.8,11.4,47.47,6.63,50.0,11.41,50.0,4.44,47.14,44.62,12.37,42.8,11.4,53.05,7.41,50.0,11.41,50.0,4.44,47.02,39.22,10.87,52.73,14.04,46.58,6.5,50.0,11.41,50.0,4.44,47.26
202608090209,2026-08-09,02,9R,daily,67.87,18.81,46.78,12.45,40.89,5.71,50.0,11.41,50.0,4.44,52.82,48.85,13.54,44.79,11.92,44.93,6.27,50.0,11.41,50.0,4.44,47.59,54.09,14.99,46.78,12.45,41.74,5.83,50.0,11.41,50.0,4.44,49.12,46.34,12.84,52.73,14.04,42.04,5.87,50.0,11.41,50.0,4.44,48.6,43.47,12.05,42.8,11.4,41.55,5.8,50.0,11.41,50.0,4.44,45.1,39.22,10.87,42.8,11.4,48.04,6.71,50.0,11.41,50.0,4.44,44.82
