レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202607011001,2026-07-01,10,01R,08:32,2026-07-01T08:22:21.881271+09:00,0759,1.0,4,1.0,2,23.0,25.0
202607012301,2026-07-01,23,01R,08:44,2026-07-01T08:34:20.902801+09:00,0800,4.0,6,4.0,3,23.0,25.0
202607011002,2026-07-01,10,02R,08:58,2026-07-01T08:48:19.933122+09:00,0759,1.0,4,1.0,2,23.0,25.0
202607012302,2026-07-01,23,02R,09:10,2026-07-01T09:00:43.751797+09:00,0848,5.0,6,5.0,3,24.0,25.0
202607011003,2026-07-01,10,03R,09:24,2026-07-01T09:14:25.621599+09:00,0835,1.0,4,1.0,2,24.0,25.0
202607012303,2026-07-01,23,03R,09:38,2026-07-01T09:28:21.293029+09:00,0848,5.0,6,5.0,3,24.0,25.0
202607011004,2026-07-01,10,04R,09:50,2026-07-01T09:40:27.097123+09:00,0927,1.0,4,1.0,2,24.0,25.0
202607012304,2026-07-01,23,04R,10:04,2026-07-01T09:54:24.674379+09:00,0942,5.0,6,5.0,3,25.0,25.0
202607011005,2026-07-01,10,05R,10:18,2026-07-01T10:08:22.272794+09:00,0953,0.0,,0.0,2,25.0,25.0
202607012305,2026-07-01,23,05R,10:31,2026-07-01T10:22:25.079170+09:00,1008,5.0,6,5.0,3,25.0,25.0
202607011101,2026-07-01,11,01R,10:34,2026-07-01T10:24:19.995575+09:00,0955,2.0,2,2.0,2,23.0,25.0
202607010801,2026-07-01,08,01R,10:38,2026-07-01T10:28:18.844761+09:00,0950,1.0,5,1.0,2,24.0,27.0
202607011601,2026-07-01,16,01R,10:41,2026-07-01T10:32:19.631635+09:00,0953,1.0,4,1.0,2,23.0,23.0
202607011006,2026-07-01,10,06R,10:44,2026-07-01T10:34:20.883384+09:00,0953,0.0,,0.0,2,25.0,25.0
202607010201,2026-07-01,02,01R,10:47,2026-07-01T10:38:23.501937+09:00,1029,0.0,,0.0,2,26.0,25.0
202607011701,2026-07-01,17,01R,10:57,2026-07-01T10:48:20.443789+09:00,1003,1.0,3,1.0,3,22.0,23.0
202607012306,2026-07-01,23,06R,10:59,2026-07-01T10:50:27.366360+09:00,1035,5.0,6,5.0,3,25.0,25.0
202607011102,2026-07-01,11,02R,11:01,2026-07-01T10:52:19.878321+09:00,1037,1.0,2,1.0,2,24.0,25.0
202607010802,2026-07-01,08,02R,11:05,2026-07-01T10:56:22.211198+09:00,1042,2.0,6,1.0,2,25.0,27.0
202607011602,2026-07-01,16,02R,11:10,2026-07-01T11:00:36.932286+09:00,1045,2.0,4,3.0,2,23.0,23.0
202607011007,2026-07-01,10,07R,11:13,2026-07-01T11:04:21.528229+09:00,1047,1.0,1,1.0,2,25.0,25.0
202607010202,2026-07-01,02,02R,11:16,2026-07-01T11:06:19.585124+09:00,1050,2.0,3,1.0,2,26.0,25.0
202607011702,2026-07-01,17,02R,11:23,2026-07-01T11:14:24.748345+09:00,1100,1.0,2,1.0,3,22.0,23.0
202607011103,2026-07-01,11,03R,11:26,2026-07-01T11:16:25.156530+09:00,1037,1.0,2,1.0,2,24.0,25.0
202607012307,2026-07-01,23,07R,11:29,2026-07-01T11:20:22.460014+09:00,1103,5.0,6,5.0,3,25.0,25.0
202607010803,2026-07-01,08,03R,11:31,2026-07-01T11:22:26.022107+09:00,1042,2.0,6,1.0,2,25.0,27.0
202607010501,2026-07-01,05,01R,11:33,2026-07-01T11:24:26.288944+09:00,1020,1.0,8,2.0,2,26.0,24.0
202607010601,2026-07-01,06,01R,11:36,2026-07-01T11:26:18.683495+09:00,0940,3.0,5,1.0,2,24.0,24.0
202607011603,2026-07-01,16,03R,11:40,2026-07-01T11:30:26.554482+09:00,1114,2.0,4,3.0,3,23.0,23.0
202607011008,2026-07-01,10,08R,11:43,2026-07-01T11:34:20.955681+09:00,1116,1.0,8,1.0,2,24.0,25.0
202607010203,2026-07-01,02,03R,11:45,2026-07-01T11:36:25.386564+09:00,1119,1.0,3,1.0,2,26.0,25.0
202607011703,2026-07-01,17,03R,11:50,2026-07-01T11:40:27.813668+09:00,1126,1.0,2,1.0,3,22.0,23.0
202607011104,2026-07-01,11,04R,11:56,2026-07-01T11:46:26.036351+09:00,1129,1.0,2,1.0,2,24.0,25.0
202607012308,2026-07-01,23,08R,11:59,2026-07-01T11:50:19.023330+09:00,1133,5.0,6,5.0,3,25.0,25.0
202607010502,2026-07-01,05,02R,12:02,2026-07-01T11:52:25.575659+09:00,1137,3.0,4,2.0,2,27.0,24.0
202607010804,2026-07-01,08,04R,12:06,2026-07-01T11:56:23.136531+09:00,1135,2.0,4,1.0,2,25.0,27.0
202607010602,2026-07-01,06,02R,12:08,2026-07-01T11:58:22.624921+09:00,1140,3.0,5,2.0,2,24.0,24.0
202607011604,2026-07-01,16,04R,12:11,2026-07-01T12:02:24.156440+09:00,1144,2.0,4,3.0,3,23.0,23.0
202607010204,2026-07-01,02,04R,12:14,2026-07-01T12:04:23.183628+09:00,1148,1.0,4,1.0,2,27.0,25.0
202607012201,2026-07-01,22,01R,12:15,2026-07-01T12:06:20.731183+09:00,1135,4.0,5,4.0,3,26.0,23.0
202607011009,2026-07-01,10,09R,12:17,2026-07-01T12:08:22.949101+09:00,1146,1.0,1,1.0,2,24.0,25.0
202607011704,2026-07-01,17,04R,12:21,2026-07-01T12:12:19.874135+09:00,1153,1.0,2,1.0,3,22.0,23.0
202607011105,2026-07-01,11,05R,12:25,2026-07-01T12:16:20.077831+09:00,1159,0.0,,1.0,3,24.0,25.0
202607012309,2026-07-01,23,09R,12:28,2026-07-01T12:18:26.385576+09:00,1203,5.0,6,5.0,3,25.0,25.0
202607010503,2026-07-01,05,03R,12:30,2026-07-01T12:20:25.805219+09:00,1206,2.0,5,2.0,2,27.0,24.0
202607010805,2026-07-01,08,05R,12:35,2026-07-01T12:26:20.751219+09:00,1210,2.0,5,1.0,2,25.0,27.0
202607010603,2026-07-01,06,03R,12:39,2026-07-01T12:30:24.953707+09:00,1212,3.0,5,2.0,2,24.0,24.0
202607010205,2026-07-01,02,05R,12:44,2026-07-01T12:34:23.453750+09:00,1217,2.0,3,1.0,2,27.0,25.0
202607011605,2026-07-01,16,05R,12:43,2026-07-01T12:34:23.453750+09:00,1215,1.0,4,1.0,3,23.0,23.0
202607012202,2026-07-01,22,02R,12:46,2026-07-01T12:36:22.112226+09:00,1218,3.0,5,3.0,3,26.0,23.0
202607011010,2026-07-01,10,10R,12:48,2026-07-01T12:38:20.556141+09:00,1220,2.0,8,2.0,2,25.0,25.0
202607011705,2026-07-01,17,05R,12:52,2026-07-01T12:42:23.607156+09:00,1224,1.0,2,1.0,3,22.0,23.0
202607011106,2026-07-01,11,06R,13:00,2026-07-01T12:50:22.374981+09:00,1228,0.0,,1.0,2,24.0,25.0
202607010504,2026-07-01,05,04R,13:03,2026-07-01T12:54:23.127963+09:00,1234,2.0,5,2.0,2,27.0,24.0
202607012310,2026-07-01,23,10R,13:05,2026-07-01T12:56:27.068076+09:00,1232,6.0,6,6.0,3,25.0,25.0
