レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604172201,6,4,5,,1,2,3,4,5,6,0.103,0.067,0.118,0.115,0.082,0.109
202604172202,5,2,6,,1,2,3,4,5,6,0.1,0.165,0.149,0.064,0.171,0.161
202604172203,6,2,3,,1,2,3,4,5,6,0.095,0.199,0.078,0.07,0.101,0.151
202604172204,6,5,4,,1,2,3,4,5,6,0.209,0.039,0.123,0.114,0.128,0.188
202604172205,6,4,5,,1,2,3,4,5,6,0.098,0.163,0.094,0.081,0.071,0.052
202604172206,6,5,4,,1,2,3,4,5,6,0.152,0.147,0.169,0.149,0.097,0.065
202604172207,6,5,4,,1,2,3,4,5,6,0.081,0.071,0.109,0.155,0.165,0.199
202604172209,6,5,4,,1,2,3,4,5,6,0.188,0.101,0.083,0.172,0.029,0.107
202604172210,5,4,6,,1,2,3,4,5,6,0.172,0.122,0.042,0.176,0.152,0.094
202604172211,6,5,4,,1,2,3,4,5,6,0.146,0.081,0.152,0.104,0.209,0.112
202604172212,6,3,5,,1,2,3,4,5,6,0.07,0.052,0.154,0.123,0.105,0.097
202604172111,5,6,4,,1,2,3,4,5,6,0.214,0.113,0.125,0.174,0.131,0.134
202604172112,6,5,4,,1,2,3,4,5,6,0.103,0.218,0.188,0.156,0.156,0.117
202604172001,6,5,3,,1,2,3,4,5,6,0.057,0.05,0.073,0.051,0.124,0.122
202604172002,6,5,2,,1,2,3,4,5,6,0.075,0.063,0.054,0.06,0.066,0.145
202604172003,6,4,5,,1,2,3,4,5,6,0.055,0.073,0.044,0.11,0.129,0.089
202604172004,6,5,3,,1,2,3,4,5,6,-0.017,0.062,0.089,0.042,0.084,0.081
202604172005,6,5,4,,1,2,3,4,5,6,0.104,0.12,0.069,0.064,0.068,0.115
202604172006,6,2,5,,1,2,3,4,5,6,0.047,0.042,0.062,0.063,0.054,0.096
202604172007,6,3,4,,1,2,3,4,5,6,0.045,0.042,0.098,0.097,0.063,0.075
202604172008,6,3,4,,1,2,3,4,5,6,0.055,0.053,0.043,0.055,0.054,0.049
202604172009,6,5,4,,1,2,3,4,5,6,0.118,0.04,0.044,0.123,0.076,0.096
202604172010,5,6,2,,1,2,3,4,5,6,0.041,0.068,0.045,0.047,0.075,0.043
202604172011,6,2,4,,1,2,3,4,5,6,0.041,0.064,0.093,0.035,0.044,0.102
202604172012,6,5,3,,1,2,3,4,5,6,0.133,0.051,0.106,0.049,-0.033,0.065
