レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604282401,5,6,3,,1,2,3,4,5,6,0.107,0.003,0.015,0.029,0.051,0.151
202604282402,3,6,5,,1,2,3,4,5,6,0.063,-0.035,0.135,0.068,0.039,0.103
202604282403,6,4,5,,1,2,3,4,5,6,-0.05,0.052,-0.01,-0.004,-0.002,-0.013
202604282404,2,6,5,,1,2,3,4,5,6,0.097,-0.008,-0.045,0.013,0.033,-0.017
202604282405,6,2,4,,1,2,3,4,5,6,0.066,0.128,-0.014,0.15,-0.06,0.035
202604282406,6,5,2,,1,2,3,4,5,6,0.023,0.048,-0.011,0.002,-0.031,-0.059
202604282407,6,5,2,,1,2,3,4,5,6,0.031,0.079,-0.003,-0.032,-0.041,0.131
202604282408,4,3,5,,1,2,3,4,5,6,0.006,-0.009,0.052,0.124,-0.001,-0.023
202604282409,5,4,2,,1,2,3,4,5,6,-0.079,0.088,-0.028,0.06,0.068,0.028
202604282410,5,6,3,,1,2,3,4,5,6,-0.01,-0.019,0.154,0.015,0.012,0.003
202604282411,6,5,4,,1,2,3,4,5,6,0.005,0.151,0.002,0.004,0.082,0.161
202604282412,6,4,3,,1,2,3,4,5,6,-0.008,0.009,0.056,0.004,0.003,0.116
202604282301,6,2,4,,1,2,3,4,5,6,-0.021,0.043,0.037,-0.0,-0.008,0.012
202604282302,6,5,2,,1,2,3,4,5,6,0.011,0.089,0.045,0.078,0.02,0.013
202604282303,6,2,4,,1,2,3,4,5,6,0.036,0.048,0.006,-0.014,0.044,0.014
202604282304,6,3,5,,1,2,3,4,5,6,-0.024,0.014,0.113,0.072,0.012,-0.028
202604282305,4,3,2,,1,2,3,4,5,6,0.039,-0.052,0.07,0.043,0.083,0.032
202604282306,5,4,6,,1,2,3,4,5,6,0.022,-0.013,0.118,0.067,-0.017,0.016
202604282307,6,5,4,,1,2,3,4,5,6,0.047,0.065,-0.008,0.086,0.048,0.075
202604282308,6,3,5,,1,2,3,4,5,6,0.003,0.028,-0.0,0.046,0.012,-0.007
202604282309,6,4,5,,1,2,3,4,5,6,0.072,0.078,0.021,0.037,-0.031,0.053
202604282310,6,5,4,,1,2,3,4,5,6,0.067,0.061,-0.021,0.021,0.113,-0.014
202604282311,5,6,4,,1,2,3,4,5,6,0.007,0.049,-0.004,0.063,0.088,0.05
202604282312,6,5,2,,1,2,3,4,5,6,0.043,0.02,0.038,0.022,-0.006,0.134
202604282101,6,5,3,,1,2,3,4,5,6,0.178,0.065,0.083,0.14,0.078,0.152
202604282102,6,5,4,,1,2,3,4,5,6,0.125,0.16,0.229,0.222,0.141,0.158
202604282103,6,5,4,,1,2,3,4,5,6,0.135,0.142,0.168,0.122,0.155,0.131
202604282105,6,5,2,,1,2,3,4,5,6,0.163,0.257,0.148,0.076,0.081,0.125
202604282106,6,5,4,,1,2,3,4,5,6,0.19,0.178,0.127,0.098,0.15,0.152
202604282108,6,5,4,,1,2,3,4,5,6,0.102,0.14,0.139,0.081,0.09,0.088
202604282109,6,5,3,,1,2,3,4,5,6,0.187,0.126,0.173,0.14,0.165,0.103
202604282110,6,5,4,,1,2,3,4,5,6,0.094,0.104,0.126,0.159,0.08,0.153
202604282111,6,5,4,,1,2,3,4,5,6,0.124,0.156,0.124,0.16,0.137,0.084
202604282112,6,5,4,,1,2,3,4,5,6,0.152,0.14,0.132,0.084,0.176,0.073
202604282001,6,5,4,,1,2,3,4,5,6,0.122,0.073,0.065,0.028,0.083,0.09
202604282002,6,5,4,,1,2,3,4,5,6,0.039,0.079,0.1,0.066,0.048,0.085
202604282003,6,5,4,,1,2,3,4,5,6,0.1,0.099,0.035,0.096,0.101,0.131
202604282004,6,3,5,,1,2,3,4,5,6,0.048,0.05,0.084,0.183,0.038,0.08
202604282005,6,3,2,,1,2,3,4,5,6,0.077,0.101,0.047,0.073,0.065,0.107
202604282006,6,5,2,,1,2,3,4,5,6,0.053,0.088,0.08,0.083,0.088,0.1
202604282007,6,5,2,,1,2,3,4,5,6,0.092,0.028,0.066,0.09,0.128,0.079
202604282008,6,5,2,,1,2,3,4,5,6,0.114,0.078,0.101,0.122,0.05,0.096
202604282009,6,5,3,,1,2,3,4,5,6,0.129,0.09,0.107,0.084,0.025,0.183
202604282010,6,2,4,,1,2,3,4,5,6,0.086,0.039,0.078,0.102,0.103,0.095
202604282011,6,5,4,,1,2,3,4,5,6,0.043,0.097,0.113,0.044,0.074,0.051
202604282012,6,5,4,,1,2,3,4,5,6,0.105,0.141,0.125,0.143,0.127,0.05
202604281801,6,5,4,,1,2,3,4,5,6,0.029,-0.029,0.0,-0.021,0.078,0.067
202604281802,6,5,4,,1,2,3,4,5,6,0.004,0.007,-0.022,-0.012,0.053,0.053
202604281803,6,5,4,,1,2,3,4,5,6,0.002,0.018,0.019,-0.006,0.007,0.002
202604281804,6,5,3,,1,2,3,4,5,6,0.033,0.015,0.007,0.032,0.019,-0.021
202604281805,6,5,4,,1,2,3,4,5,6,0.014,0.045,0.052,0.052,0.0,-0.004
202604281806,6,5,4,,1,2,3,4,5,6,0.008,0.007,0.026,0.031,0.003,0.087
202604281807,6,5,3,,1,2,3,4,5,6,0.05,0.029,-0.006,0.011,0.038,0.031
202604281808,6,5,3,,1,2,3,4,5,6,0.014,0.062,0.012,0.012,0.101,0.016
202604281809,6,5,4,,1,2,3,4,5,6,0.029,0.006,0.049,0.03,0.035,0.006
202604281810,6,5,4,,1,2,3,4,5,6,0.012,0.029,0.061,0.02,0.009,0.022
202604281811,6,5,3,,1,2,3,4,5,6,-0.037,0.086,-0.016,0.013,0.02,0.015
202604281812,6,5,4,,1,2,3,4,5,6,-0.009,-0.006,0.004,0.022,0.003,0.043
202604281601,6,5,4,,1,2,3,4,5,6,0.005,0.064,-0.018,-0.011,-0.002,-0.0
202604281602,6,5,3,,1,2,3,4,5,6,0.037,-0.048,0.014,-0.012,-0.008,0.041
202604281603,6,5,4,,1,2,3,4,5,6,0.004,0.018,-0.027,-0.013,0.01,0.013
202604281604,6,5,4,,1,2,3,4,5,6,-0.055,-0.011,-0.014,-0.023,0.029,-0.001
202604281605,5,6,3,,1,2,3,4,5,6,0.025,-0.042,0.048,0.019,0.039,0.042
202604281606,6,5,4,,1,2,3,4,5,6,-0.02,0.017,0.018,-0.055,-0.004,0.025
202604281607,6,2,5,,1,2,3,4,5,6,0.058,0.031,-0.013,0.022,0.035,0.02
202604281608,6,5,4,,1,2,3,4,5,6,-0.022,-0.02,0.043,-0.003,0.044,0.02
202604281609,6,5,3,,1,2,3,4,5,6,-0.043,-0.014,0.021,0.024,-0.055,-0.035
202604281610,6,5,3,,1,2,3,4,5,6,0.05,-0.004,-0.017,-0.03,0.023,0.025
202604281611,6,5,4,,1,2,3,4,5,6,0.007,0.021,0.011,0.045,-0.011,0.047
202604281612,6,5,4,,1,2,3,4,5,6,0.027,0.011,0.018,0.012,-0.018,-0.027
202604281501,6,5,3,,1,2,3,4,5,6,0.058,0.132,0.108,0.09,0.065,0.095
202604281502,6,3,5,,1,2,3,4,5,6,0.107,0.092,0.104,0.089,0.03,0.069
202604281503,6,3,5,,1,2,3,4,5,6,0.048,0.091,0.147,0.114,0.083,0.086
202604281504,6,5,4,,1,2,3,4,5,6,0.093,0.137,0.151,0.12,0.133,0.096
202604281505,6,5,2,,1,2,3,4,5,6,0.081,0.143,0.075,0.114,0.063,0.126
202604281506,6,5,2,,1,2,3,4,5,6,0.094,0.211,0.101,0.073,0.189,0.083
202604281507,6,5,3,,1,2,3,4,5,6,0.164,0.093,0.061,0.072,0.11,0.046
202604281508,6,4,5,,1,2,3,4,5,6,0.087,0.086,0.109,0.12,0.079,0.143
202604281509,6,5,2,,1,2,3,4,5,6,0.142,0.112,0.083,0.139,0.09,0.085
202604281510,6,5,2,,1,2,3,4,5,6,0.109,0.099,0.127,0.112,0.091,0.136
202604281511,6,5,4,,1,2,3,4,5,6,0.127,0.11,0.085,0.108,0.087,0.131
202604281512,6,5,3,,1,2,3,4,5,6,0.08,0.106,0.085,0.096,0.114,0.08
202604281301,4,6,5,,1,2,3,4,5,6,0.021,0.016,0.069,0.031,0.047,0.09
202604281302,6,5,4,,1,2,3,4,5,6,0.163,0.059,0.055,0.01,-0.008,0.006
202604281303,6,5,4,,1,2,3,4,5,6,-0.002,0.059,0.035,0.065,0.09,0.016
