レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604112401,6,5,2,,1,2,3,4,5,6,-0.008,0.053,0.028,0.001,0.104,0.124
202604112402,6,5,4,,1,2,3,4,5,6,0.021,0.042,0.022,0.025,0.073,0.133
202604112403,5,6,3,,1,2,3,4,5,6,-0.018,0.005,0.103,-0.043,-0.006,0.029
202604112404,4,6,5,,1,2,3,4,5,6,0.013,0.032,-0.008,0.048,0.042,0.052
202604112405,5,6,2,,1,2,3,4,5,6,-0.025,0.049,-0.027,0.033,0.042,-0.018
202604112406,6,1,3,,1,2,3,4,5,6,0.138,-0.012,0.158,-0.035,0.035,0.025
202604112407,6,5,2,,1,2,3,4,5,6,0.025,0.002,-0.06,0.018,0.051,0.065
202604112408,6,2,4,,1,2,3,4,5,6,0.032,0.113,-0.054,0.073,-0.029,-0.009
202604112409,6,5,4,,1,2,3,4,5,6,0.013,-0.035,0.053,0.003,-0.032,0.051
202604112410,2,6,5,,1,2,3,4,5,6,0.034,-0.001,0.041,0.018,0.025,-0.011
202604112411,5,4,6,,1,2,3,4,5,6,-0.032,0.044,-0.013,0.06,0.059,0.01
202604112412,6,5,3,,1,2,3,4,5,6,-0.036,-0.011,0.024,0.021,0.053,0.104
202604112301,6,5,3,,1,2,3,4,5,6,0.062,0.041,0.033,0.048,0.036,0.083
202604112302,6,5,4,,1,2,3,4,5,6,0.04,0.041,0.022,0.052,0.033,0.068
202604112303,3,6,5,,1,2,3,4,5,6,0.014,0.031,0.049,0.024,0.035,0.033
202604112304,6,5,1,,1,2,3,4,5,6,0.102,0.055,0.045,0.022,0.009,0.098
202604112305,3,6,4,,1,2,3,4,5,6,0.004,0.028,0.029,0.057,0.056,0.023
202604112306,5,3,1,,1,2,3,4,5,6,0.068,0.024,0.086,0.083,0.083,0.044
202604112307,5,6,3,,1,2,3,4,5,6,0.136,0.046,0.066,0.113,0.053,0.042
202604112308,6,4,5,,1,2,3,4,5,6,0.073,0.033,0.109,0.068,0.021,0.081
202604112309,6,4,2,,1,2,3,4,5,6,0.06,0.055,0.04,0.032,0.034,0.04
202604112310,1,6,2,,1,2,3,4,5,6,0.046,0.026,0.025,0.042,0.031,0.036
202604112311,6,5,4,,1,2,3,4,5,6,0.035,0.025,0.036,0.029,0.062,0.047
202604112312,3,6,5,,1,2,3,4,5,6,0.031,-0.004,0.024,0.029,0.017,0.113
202604111701,6,5,4,,1,2,3,4,5,6,-0.003,0.001,0.003,0.106,-0.029,0.022
202604111702,6,5,3,,1,2,3,4,5,6,0.009,-0.054,-0.034,-0.027,-0.024,-0.017
202604111703,6,5,4,,1,2,3,4,5,6,0.005,-0.017,-0.014,-0.037,0.01,0.044
202604111704,6,5,4,,1,2,3,4,5,6,0.016,-0.002,-0.001,0.042,0.005,-0.016
202604111705,6,5,4,,1,2,3,4,5,6,-0.015,0.052,0.01,0.026,-0.029,0.059
