レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604232401,6,4,5,,1,2,3,4,5,6,0.021,0.002,0.056,0.086,0.105,0.093
202604232402,3,4,6,,1,2,3,4,5,6,0.049,0.057,0.087,0.041,0.05,0.016
202604232403,4,6,2,,1,2,3,4,5,6,0.029,0.014,-0.009,0.008,-0.014,0.126
202604232404,3,2,6,,1,2,3,4,5,6,0.061,0.034,0.046,-0.012,0.007,0.063
202604232405,6,4,3,,1,2,3,4,5,6,-0.014,0.033,0.01,0.048,-0.041,0.086
202604232406,4,2,6,,1,2,3,4,5,6,0.022,0.04,0.005,0.079,-0.003,0.039
202604232407,2,3,5,,1,2,3,4,5,6,-0.015,0.05,0.127,0.08,0.044,0.027
202604232408,2,5,6,,1,2,3,4,5,6,0.049,0.028,0.036,0.079,0.063,0.062
202604232409,3,6,4,,1,2,3,4,5,6,-0.014,-0.019,0.05,0.026,0.034,0.061
202604232410,6,5,4,,1,2,3,4,5,6,-0.043,0.022,0.004,-0.006,0.077,0.021
202604232411,6,4,5,,1,2,3,4,5,6,-0.0,0.052,0.033,0.056,-0.01,0.004
202604232412,5,4,1,,1,2,3,4,5,6,0.04,0.079,0.044,0.091,0.046,0.002
202604232202,6,5,3,,1,2,3,4,5,6,0.18,0.121,0.138,0.16,0.099,0.144
202604232203,6,5,4,,1,2,3,4,5,6,0.109,0.099,0.062,0.189,0.196,0.2
202604232204,6,2,5,,1,2,3,4,5,6,0.131,0.08,0.089,0.089,0.049,0.245
202604232206,6,5,3,,1,2,3,4,5,6,0.112,0.105,0.087,0.102,0.169,0.186
202604232207,6,5,2,,1,2,3,4,5,6,0.177,0.149,0.077,0.088,0.095,0.124
202604232208,6,5,2,,1,2,3,4,5,6,0.087,0.066,0.066,0.061,0.166,0.163
202604232209,5,4,6,,1,2,3,4,5,6,0.093,0.162,0.096,0.18,0.222,0.109
202604232210,6,4,5,,1,2,3,4,5,6,0.127,0.096,0.189,0.09,0.071,0.127
202604232211,6,5,2,,1,2,3,4,5,6,0.059,0.062,0.11,0.14,0.069,0.133
202604232212,6,5,4,,1,2,3,4,5,6,0.112,0.109,0.1,0.12,0.13,0.14
