レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604062201,6,3,5,,1,2,6,3,5,4,0.113,0.145,0.133,0.138,0.197,0.145
202604062202,3,4,1,,5,2,6,4,1,3,0.154,0.067,0.102,0.194,0.143,0.209
202604062203,4,5,1,,2,3,1,6,5,4,0.134,0.163,0.139,0.201,0.188,0.163
202604062204,6,4,2,,2,5,1,3,4,6,0.172,0.108,0.06,0.068,0.187,0.208
202604062205,6,5,3,,4,1,2,3,5,6,0.164,0.153,0.046,0.138,0.128,0.201
202604062206,6,3,5,,1,5,3,4,2,6,0.077,0.119,0.119,0.186,0.179,0.143
202604062207,6,2,4,,1,3,2,4,5,6,0.129,0.092,0.214,0.089,0.146,0.19
202604062208,4,5,1,,5,4,1,6,3,2,0.154,0.092,0.106,0.172,0.196,0.115
202604062209,3,1,4,,4,5,6,3,1,2,0.178,0.146,0.15,0.04,0.085,0.105
202604062210,4,6,3,,4,1,5,6,2,3,0.118,0.164,0.145,0.102,0.14,0.186
202604062211,3,1,6,,6,1,3,4,2,5,0.18,0.144,0.058,0.107,0.159,0.142
202604062212,2,5,4,,4,6,3,2,5,1,0.204,0.067,0.147,0.095,0.159,0.055
202604062102,1,6,3,,6,1,2,3,4,5,0.088,0.076,0.074,0.149,0.316,0.206
202604062104,5,4,6,,3,1,4,5,6,2,0.121,0.147,0.132,0.263,0.056,0.068
202604062105,4,5,2,,4,2,3,6,5,1,0.177,0.142,0.137,0.115,0.081,0.05
202604062110,1,6,3,,6,4,5,1,3,2,0.077,0.175,0.088,0.123,0.124,0.145
202604062112,5,6,3,,3,2,4,1,6,5,0.151,0.088,0.098,0.11,0.143,0.142
202604061801,3,2,4,,2,5,6,3,4,1,-0.029,-0.011,0.018,0.053,0.07,-0.022
202604061802,4,2,1,,4,5,3,6,1,2,0.07,0.012,0.067,0.066,0.011,-0.013
202604061803,5,6,2,,4,3,2,1,6,5,0.001,0.081,-0.035,-0.012,0.026,-0.004
202604061804,2,6,3,,1,6,4,2,3,5,0.019,0.017,-0.041,-0.001,0.05,-0.006
202604061805,4,5,2,,1,4,2,6,5,3,0.037,-0.027,-0.019,0.018,-0.03,0.022
202604061806,3,4,2,,4,2,6,5,3,1,-0.022,0.055,0.066,0.014,0.067,0.02
202604061807,1,6,3,,6,4,3,2,1,5,-0.013,0.026,0.053,-0.035,0.012,-0.011
202604061808,5,3,6,,1,3,5,4,6,2,-0.03,0.05,-0.023,0.07,0.017,0.024
202604061809,2,1,4,,5,6,1,3,2,4,0.014,-0.012,-0.004,-0.027,-0.001,-0.041
202604061810,5,3,2,,3,4,5,2,6,1,-0.004,-0.001,0.014,0.073,0.026,-0.016
202604061811,5,3,4,,2,1,5,3,6,4,0.022,0.019,0.003,0.055,0.068,-0.03
202604061812,2,3,4,,3,6,5,4,1,2,0.032,0.034,0.013,0.008,0.008,0.028
202604061701,4,3,5,,4,1,5,6,2,3,0.007,0.021,-0.008,0.008,-0.06,-0.013
202604061702,4,2,5,,3,5,1,6,4,2,0.013,0.005,-0.037,0.005,0.018,-0.067
202604061703,4,5,6,,3,1,2,6,5,4,-0.014,-0.015,-0.058,0.012,-0.052,-0.018
202604061704,5,1,2,,2,5,3,4,6,1,-0.006,-0.047,0.021,0.037,0.022,0.004
202604061705,6,2,5,,1,5,3,2,4,6,-0.005,-0.009,-0.021,-0.101,-0.015,0.001
202604061706,2,1,6,,5,6,3,1,2,4,-0.001,0.026,0.034,-0.022,0.028,-0.029
202604061707,6,5,4,,3,2,1,5,4,6,-0.049,0.045,-0.051,-0.037,0.009,-0.036
202604061708,2,3,4,,2,6,5,4,3,1,-0.004,0.012,-0.041,0.069,-0.002,0.006
202604061709,6,4,2,,1,4,2,5,3,6,-0.072,0.07,-0.06,0.017,0.005,-0.029
202604061710,1,3,5,,6,4,5,3,2,1,0.006,-0.016,0.031,-0.028,0.004,0.021
202604061711,3,4,2,,4,2,6,5,1,3,0.041,0.011,-0.032,0.004,0.009,0.009
202604061712,5,3,4,,1,3,4,5,6,2,-0.052,-0.066,0.006,-0.02,-0.02,-0.034
202604061601,2,3,5,,1,6,3,2,5,4,0.007,0.074,0.009,0.023,0.028,0.058
202604061602,5,4,6,,3,4,1,5,6,2,0.019,0.044,0.009,0.023,0.041,0.018
202604061603,3,6,4,,1,3,6,4,2,5,0.055,0.043,0.021,-0.018,0.02,-0.007
202604061604,1,6,2,,6,5,4,1,2,3,0.053,0.034,0.02,0.02,-0.013,0.006
202604061605,3,2,4,,3,5,6,2,1,4,0.004,0.052,0.005,-0.004,0.032,0.048
