レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604202401,3,2,4,,1,2,3,4,5,6,0.08,-0.019,0.01,0.183,0.072,-0.04
202604202402,6,5,3,,1,2,3,4,5,6,0.073,0.009,0.075,0.029,0.022,0.028
202604202403,6,4,5,,1,2,3,4,5,6,0.024,0.135,0.042,0.037,0.087,0.139
202604202404,4,5,6,,1,2,3,4,5,6,0.169,0.023,-0.047,0.049,0.121,-0.019
202604202405,6,5,1,,1,2,3,4,5,6,0.009,0.054,-0.001,-0.006,-0.024,0.061
202604202406,6,2,5,,1,2,3,4,5,6,-0.052,0.051,-0.014,0.008,0.07,0.044
202604202407,5,6,1,,1,2,3,4,5,6,0.033,0.07,0.02,-0.041,0.152,0.017
202604202408,5,4,3,,1,2,3,4,5,6,-0.005,-0.009,0.13,0.162,0.103,-0.014
202604202409,4,2,5,,1,2,3,4,5,6,0.011,0.125,0.073,0.117,0.005,-0.057
202604202410,5,3,4,,1,2,3,4,5,6,0.042,0.044,0.036,0.009,0.07,0.005
202604202411,4,5,6,,1,2,3,4,5,6,0.016,-0.04,0.051,0.07,0.05,0.038
202604202412,3,6,4,,1,2,3,4,5,6,-0.023,0.057,0.074,0.05,0.035,0.062
202604202301,6,5,2,,1,2,3,4,5,6,0.049,0.039,0.04,0.069,0.029,0.063
202604202302,6,5,4,,1,2,3,4,5,6,0.048,0.048,0.114,0.015,0.096,0.087
202604202303,6,2,3,,1,2,3,4,5,6,0.092,0.043,0.03,0.09,0.04,0.037
202604202304,5,4,6,,1,2,3,4,5,6,0.043,0.064,0.032,0.066,0.047,0.149
202604202305,6,3,5,,1,2,3,4,5,6,0.003,0.065,0.063,-0.008,0.019,0.033
202604202306,2,3,4,,1,2,3,4,5,6,0.032,0.035,0.046,0.052,0.053,0.092
202604202307,3,5,4,,1,2,3,4,5,6,0.03,0.046,0.035,0.12,0.098,0.046
202604202308,2,5,3,,1,2,3,4,5,6,0.042,0.045,0.044,0.042,0.006,0.03
202604202309,6,3,4,,1,2,3,4,5,6,0.037,-0.014,0.103,0.019,0.018,0.049
202604202310,5,6,2,,1,2,3,4,5,6,0.139,0.007,0.045,0.017,0.05,-0.01
202604202311,6,4,5,,1,2,3,4,5,6,0.076,0.025,0.051,0.047,0.055,0.012
202604202312,6,5,4,,1,2,3,4,5,6,0.03,0.041,0.02,0.04,0.041,0.053
202604202101,6,5,2,,1,2,3,4,5,6,0.115,0.111,0.17,0.126,0.134,0.211
202604202102,6,5,4,,1,2,3,4,5,6,0.093,0.129,0.17,0.162,0.108,0.245
202604202104,6,5,4,,1,2,3,4,5,6,0.142,0.098,0.076,0.187,0.053,0.053
202604202105,6,5,4,,1,2,3,4,5,6,0.1,0.12,0.154,0.093,0.163,0.149
202604202106,6,5,4,,1,2,3,4,5,6,0.08,0.109,0.072,0.168,0.214,0.138
202604202107,6,5,3,,1,2,3,4,5,6,0.164,0.091,0.224,0.233,0.104,0.15
202604202108,6,5,4,,1,2,3,4,5,6,0.143,0.142,0.052,0.19,0.191,0.133
202604202109,6,5,4,,1,2,3,4,5,6,0.094,0.128,0.228,0.248,0.171,0.085
202604202110,6,5,4,,1,2,3,4,5,6,0.102,0.126,0.126,0.136,0.105,0.102
202604202111,5,6,4,,1,2,3,4,5,6,0.18,0.144,0.186,0.256,0.099,0.129
202604202112,6,5,2,,1,2,3,4,5,6,0.101,0.077,0.146,0.119,0.147,0.086
202604202001,6,4,5,,1,2,3,4,5,6,0.121,0.045,0.114,0.111,0.065,0.158
202604202002,6,5,4,,1,2,3,4,5,6,0.049,0.11,0.039,0.065,0.058,0.168
202604202003,6,2,3,,1,2,3,4,5,6,0.112,0.094,-0.013,0.043,0.045,0.05
202604202004,6,2,5,,1,2,3,4,5,6,0.045,0.037,0.078,0.078,0.022,0.107
202604202005,6,3,5,,1,2,3,4,5,6,0.076,0.119,0.111,0.08,0.057,0.045
202604202006,6,5,4,,1,2,3,4,5,6,0.062,0.065,0.045,0.11,0.065,0.092
202604202007,6,3,4,,1,2,3,4,5,6,0.063,0.045,0.094,0.039,0.05,0.075
202604202008,6,5,4,,1,2,3,4,5,6,0.027,0.058,0.034,0.05,0.037,0.168
202604202009,6,5,2,,1,2,3,4,5,6,0.059,0.038,0.063,0.107,0.14,0.158
202604202010,6,2,4,,1,2,3,4,5,6,0.08,0.119,0.062,0.045,0.049,0.076
202604202011,6,5,3,,1,2,3,4,5,6,0.079,0.041,0.02,0.069,0.119,0.114
202604202012,6,4,3,,1,2,3,4,5,6,0.054,0.102,0.12,0.15,0.067,0.091
202604201501,6,5,2,,1,2,3,4,5,6,0.138,0.073,0.076,0.134,0.075,0.099
202604201502,6,5,2,,1,2,3,4,5,6,0.078,0.085,0.108,0.126,0.043,0.106
202604201503,6,5,2,,1,2,3,4,5,6,0.067,0.142,0.054,0.142,0.141,0.188
202604201504,6,2,4,,1,2,3,4,5,6,0.066,0.179,0.044,0.131,0.065,0.143
202604201505,6,5,2,,1,2,3,4,5,6,0.127,0.23,0.064,0.09,0.217,0.163
202604201506,6,5,2,,1,2,3,4,5,6,0.066,0.078,0.139,0.229,0.043,0.048
202604201507,6,5,2,,1,2,3,4,5,6,0.093,0.142,0.104,0.114,0.153,0.114
202604201508,6,5,3,,1,2,3,4,5,6,0.051,0.105,0.121,0.179,0.08,0.054
202604201509,6,5,3,,1,2,3,4,5,6,0.163,0.136,0.131,0.089,0.041,0.096
202604201510,6,5,2,,1,2,3,4,5,6,0.038,0.061,0.139,0.076,0.128,0.222
202604201511,6,5,2,,1,2,3,4,5,6,0.059,0.05,0.088,0.1,0.09,0.059
202604201512,6,3,5,,1,2,3,4,5,6,0.162,0.065,0.155,0.076,0.174,0.091
202604201301,6,5,3,,1,2,3,4,5,6,0.034,0.034,0.049,0.144,0.042,0.08
202604201302,6,5,3,,1,2,3,4,5,6,-0.029,0.055,0.018,0.012,0.061,0.086
202604201303,6,5,4,,1,2,3,4,5,6,-0.002,0.015,0.042,0.081,-0.014,0.099
202604201304,6,5,4,,1,2,3,4,5,6,0.077,0.096,0.036,-0.017,0.048,0.049
202604201305,5,6,3,,1,2,3,4,5,6,0.062,0.026,0.032,0.105,0.046,0.061
202604201306,5,6,3,,1,2,3,4,5,6,0.072,0.048,-0.004,0.041,0.098,0.005
202604201307,6,3,4,,1,2,3,4,5,6,0.035,0.069,-0.039,0.074,0.128,0.086
202604201308,6,3,5,,1,2,3,4,5,6,0.097,-0.02,0.069,0.063,0.072,0.004
202604201309,6,5,4,,1,2,3,4,5,6,0.039,0.042,0.055,0.137,0.098,0.003
202604201310,6,5,2,,1,2,3,4,5,6,0.062,0.072,0.072,0.037,0.02,0.065
202604201311,5,6,3,,1,2,3,4,5,6,0.066,0.023,-0.013,0.086,0.086,0.039
202604201312,5,6,3,,1,2,3,4,5,6,0.068,-0.014,-0.019,0.057,0.067,0.006
202604201201,6,1,5,,1,2,3,4,5,6,-0.036,-0.071,-0.021,-0.062,-0.108,0.046
202604201202,5,6,2,,1,2,3,4,5,6,-0.043,-0.067,-0.061,-0.041,-0.017,-0.033
202604201203,6,2,4,,1,2,3,4,5,6,-0.081,-0.006,-0.054,-0.059,-0.011,0.012
202604201204,6,5,4,,1,2,3,4,5,6,-0.034,-0.02,-0.075,-0.03,-0.01,-0.059
202604201205,4,5,6,,1,2,3,4,5,6,-0.116,-0.067,-0.098,-0.036,-0.052,-0.031
202604201206,4,6,5,,1,2,3,4,5,6,-0.018,-0.108,-0.058,-0.025,-0.002,-0.081
202604201207,5,2,6,,1,2,3,4,5,6,-0.03,-0.089,-0.051,-0.098,-0.06,-0.044
202604201208,6,4,3,,1,2,3,4,5,6,-0.036,-0.036,-0.032,-0.067,-0.044,0.03
202604201209,3,5,6,,1,2,3,4,5,6,-0.017,-0.019,0.022,-0.012,-0.06,-0.055
202604201210,6,5,4,,1,2,3,4,5,6,-0.076,-0.11,-0.025,-0.048,-0.076,-0.051
202604201211,6,5,3,,1,2,3,4,5,6,-0.039,-0.031,0.006,-0.08,-0.079,-0.035
202604201212,6,3,5,,1,2,3,4,5,6,-0.084,-0.098,-0.024,-0.01,-0.037,-0.025
202604201001,6,5,4,,1,2,3,4,5,6,-0.053,-0.028,-0.052,-0.043,-0.043,0.025
202604201002,5,6,4,,1,2,3,4,5,6,0.008,-0.061,0.078,-0.009,0.02,-0.041
202604201003,6,5,4,,1,2,3,4,5,6,-0.073,-0.037,-0.008,-0.022,0.023,-0.038
202604201004,6,5,4,,1,2,3,4,5,6,-0.065,-0.049,-0.039,-0.036,-0.023,-0.025
202604201005,6,4,3,,1,2,3,4,5,6,-0.002,-0.021,-0.02,-0.052,-0.022,-0.033
202604201006,6,5,3,,1,2,3,4,5,6,-0.059,-0.057,-0.043,0.008,-0.007,-0.057
202604201007,6,3,5,,1,2,3,4,5,6,-0.056,-0.043,-0.038,0.078,-0.037,-0.061
202604201008,5,6,2,,1,2,3,4,5,6,-0.025,0.02,-0.009,-0.039,0.025,-0.073
202604201009,4,6,3,,1,2,3,4,5,6,-0.006,-0.022,-0.036,0.023,-0.028,-0.065
