レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202604302401,6,5,4,,1,2,3,4,5,6,0.074,-0.012,-0.017,0.108,0.157,0.079
202604302402,6,5,4,,1,2,3,4,5,6,-0.006,0.076,-0.002,0.052,0.103,0.067
202604302403,6,4,3,,1,2,3,4,5,6,-0.005,0.009,-0.033,-0.067,-0.034,0.116
202604302404,6,4,5,,1,2,3,4,5,6,0.006,-0.019,-0.042,0.083,-0.01,0.054
202604302405,6,1,3,,1,2,3,4,5,6,0.1,0.044,0.013,0.001,0.003,-0.017
202604302406,2,5,6,,1,2,3,4,5,6,0.088,0.064,-0.021,0.005,0.008,0.023
202604302407,5,6,4,,1,2,3,4,5,6,-0.027,0.067,0.134,0.032,0.01,0.161
202604302408,6,5,3,,1,2,3,4,5,6,-0.013,-0.033,0.068,0.006,-0.024,0.072
202604302409,5,6,2,,1,2,3,4,5,6,0.102,0.012,-0.011,-0.005,0.116,0.004
202604302410,5,6,4,,1,2,3,4,5,6,-0.04,0.014,-0.001,0.099,0.054,0.012
202604302411,5,6,2,,1,2,3,4,5,6,-0.038,0.047,0.01,-0.031,0.044,0.039
202604302412,5,6,4,,1,2,3,4,5,6,-0.009,-0.012,-0.007,0.013,0.103,0.078
202604302212,6,5,4,,1,2,3,4,5,6,0.146,0.125,0.152,0.104,0.114,0.117
202604302103,6,4,5,,1,2,3,4,5,6,0.116,0.102,0.147,0.156,0.123,0.121
202604302104,6,5,4,,1,2,3,4,5,6,0.144,0.151,0.164,0.198,0.094,0.146
202604302105,6,5,4,,1,2,3,4,5,6,0.143,0.053,0.074,0.16,0.153,0.091
202604302106,6,5,2,,1,2,3,4,5,6,0.085,0.078,0.095,0.071,0.057,0.155
202604302107,6,5,3,,1,2,3,4,5,6,0.064,0.167,0.23,0.07,0.083,0.091
202604302108,6,5,4,,1,2,3,4,5,6,0.14,0.144,0.124,0.206,0.147,0.061
202604302109,6,5,4,,1,2,3,4,5,6,0.149,0.069,0.135,0.146,0.14,0.155
202604302110,6,5,4,,1,2,3,4,5,6,0.146,0.151,0.166,0.085,0.116,0.143
202604302111,6,5,4,,1,2,3,4,5,6,0.145,0.113,0.201,0.136,0.106,0.063
202604302112,6,5,3,,1,2,3,4,5,6,0.133,0.127,0.133,0.165,0.064,0.098
202604301901,6,5,4,,1,2,3,4,5,6,-0.008,0.032,0.086,0.09,0.124,0.046
202604301902,6,3,5,,1,2,3,4,5,6,0.109,0.073,0.032,0.036,0.062,0.061
202604301903,6,4,5,,1,2,3,4,5,6,0.037,0.024,0.035,0.02,0.126,0.062
202604301904,6,5,3,,1,2,3,4,5,6,0.025,0.076,0.023,0.051,0.0,0.036
