レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202609031001,2026-09-03,10,01R,08:32,2026-09-03T08:22:28.378259+09:00,3,一周,まわり足,直線,島村 隆幸,37.03,5.55,6.77,竹腰 正樹,37.52,5.87,6.67,熊本 英一,38.32,6.13,6.8,井上 茂,37.02,5.65,6.63,中岡 健人,37.3,5.62,6.77,中村 将隆,37.33,5.63,6.75
202609031801,2026-09-03,18,01R,08:44,2026-09-03T08:34:29.934604+09:00,2,一周,まわり足,,島川 光男,37.61,11.71,,福田 理,37.92,11.78,,本吉 正樹,37.77,11.82,,幸田 智裕,38.04,11.8,,鈴木 雄登,37.98,11.84,,池田 雷太,38.15,11.8,
202609031002,2026-09-03,10,02R,08:58,2026-09-03T08:48:21.784902+09:00,3,一周,まわり足,直線,吉島 祥之,37.53,5.75,6.82,石野 貴之,36.97,5.57,6.67,川口 貴久,38.25,6.0,6.82,杉山 勝匡,37.83,5.95,6.77,松下 哲也,38.33,6.55,6.68,土性 雅也,37.72,5.93,6.78
202609031802,2026-09-03,18,02R,09:10,2026-09-03T09:02:37.164613+09:00,2,一周,まわり足,,里岡 右貴,37.38,11.61,,原田 秀弥,38.11,11.74,,妻鳥 晋也,37.91,11.84,,吉村 誠,38.13,11.96,,高橋 勲,38.03,11.94,,坂元 浩仁,38.2,11.94,
202609031003,2026-09-03,10,03R,09:24,2026-09-03T09:14:20.122961+09:00,3,一周,まわり足,直線,百武 翔,37.1,5.8,6.63,塩崎 優司,38.38,6.07,6.88,萩原 秀人,38.13,5.88,6.73,前田 健太郎,38.27,6.03,6.87,多田 有佑,37.55,5.77,6.77,坂口 諒宗,37.53,5.95,6.8
202609031803,2026-09-03,18,03R,09:39,2026-09-03T09:30:27.670391+09:00,2,一周,まわり足,,安河内 将,37.63,11.73,,山田 丈,,,,牧村 俊輝,38.04,11.79,,長岡 良也,38.39,11.93,,高村 諒,37.78,11.83,,三浦 洋次朗,38.5,12.13,
202609031004,2026-09-03,10,04R,09:50,2026-09-03T09:40:28.069762+09:00,3,一周,まわり足,直線,森 智也,37.35,5.77,6.73,山崎 鉄平,37.95,5.87,6.87,戸塚 邦好,37.38,5.72,6.75,片岡 秀樹,37.97,5.85,6.8,重冨 勇哉,38.05,6.27,6.73,平見 真彦,37.43,5.72,6.73
202609031804,2026-09-03,18,04R,10:05,2026-09-03T09:56:26.452043+09:00,2,一周,まわり足,,三好 勇人,37.83,11.8,,佐藤 大佑,38.64,12.04,,大西 隆洋,38.73,11.92,,藤森 拓海,38.05,11.95,,沼田 大都,38.16,11.83,,山田 真聖,38.15,11.75,
202609031005,2026-09-03,10,05R,10:18,2026-09-03T10:08:26.860310+09:00,3,一周,まわり足,直線,香川 颯太,37.22,5.73,6.65,山崎 聖司,38.2,6.03,6.75,間野 兼礼,38.1,6.4,6.68,北川 太一,38.08,6.0,6.67,中渡 修作,37.8,5.92,6.65,板橋 侑我,37.78,5.85,6.7
202609031805,2026-09-03,18,05R,10:31,2026-09-03T10:22:22.416715+09:00,2,一周,まわり足,,古澤 光紀,37.36,11.56,,蒲原 健太,37.62,11.7,,内田 圭,38.02,11.77,,岡村 慶太,38.06,11.58,,深川 和仁,37.97,11.77,,藤田 浩人,38.2,11.98,
202609031301,2026-09-03,13,01R,10:34,2026-09-03T10:24:30.012537+09:00,2,一周,まわり足,,乃村 康友,37.35,11.66,,西川 真人,37.79,11.68,,平田 忠則,37.24,11.65,,柴田 直哉,37.2,11.6,,中島 友和,37.75,11.72,,峰重 侑治,38.08,11.82,
202609030901,2026-09-03,09,01R,10:42,2026-09-03T10:32:27.688279+09:00,3,一周,まわり足,直線,春園 功太,37.41,4.5,8.44,平本 真之,37.5,4.8,8.63,砂長 知輝,37.6,4.57,8.37,福島 勇樹,36.97,4.73,8.4,柳生 泰二,37.73,4.8,8.48,井上 一輝,37.43,4.83,8.46
202609030201,2026-09-03,02,01R,10:47,2026-09-03T10:38:20.690904+09:00,3,一周,まわり足,直線,山崎 善庸,37.22,5.95,7.04,川添 英正,37.15,6.05,7.13,木幡 純也,37.86,5.74,7.27,金子 怜央,37.93,5.81,7.13,田邉 亮蔵,37.73,5.67,7.24,小川 晃司,37.07,5.83,7.09
202609031701,2026-09-03,17,01R,10:57,2026-09-03T10:48:27.335359+09:00,3,一周,まわり足,直線,峰重 力也,37.13,5.84,7.17,山本 光雄,37.68,5.75,7.24,越智 照浩,38.03,5.87,7.25,山本 景士郎,37.67,5.73,7.3,吉田 和仁,37.42,5.43,7.35,佐竹 太一,37.69,5.59,7.29
202609031806,2026-09-03,18,06R,11:00,2026-09-03T10:50:28.388602+09:00,2,一周,まわり足,,都築 正治,38.14,11.9,,西丸 侑太朗,37.83,11.85,,嶋田 貴支,38.19,11.82,,島川 光男,38.23,11.84,,柘植 政浩,38.03,11.81,,花田 和明,38.46,11.98,
202609031006,2026-09-03,10,06R,11:02,2026-09-03T10:52:29.356717+09:00,3,一周,まわり足,直線,岩川 仁士,37.37,5.55,6.73,田中 太一郎,38.03,5.88,6.73,東口 晃,37.7,5.85,6.78,大橋 純一郎,37.72,5.75,6.83,田頭 虎親,37.52,5.73,6.72,岡村 将也,37.38,5.67,6.87
202609031302,2026-09-03,13,02R,11:07,2026-09-03T10:58:29.307406+09:00,2,一周,まわり足,,樅山 拓馬,37.52,11.58,,角山 雄哉,37.34,11.48,,茶谷 信次,37.51,11.63,,栗山 繁洋,37.82,11.74,,小山 勉,37.44,11.77,,一ノ木 匠,37.7,11.8,
