レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202608151001,2026-08-15,10,01R,08:32,2026-08-15T08:22:26.803531+09:00,0759,1.0,4,1.0,2,26.0,27.0
202608152101,2026-08-15,21,01R,08:40,2026-08-15T08:30:31.238495+09:00,0755,1.0,4,1.0,1,27.7,29.9
202608151801,2026-08-15,18,01R,08:48,2026-08-15T08:38:27.746215+09:00,0805,3.0,5,3.0,1,27.0,28.0
202608151002,2026-08-15,10,02R,08:58,2026-08-15T08:48:34.716683+09:00,0835,1.0,4,1.0,1,27.0,27.0
202608152102,2026-08-15,21,02R,09:06,2026-08-15T08:56:35.077076+09:00,0843,1.0,5,1.0,1,29.7,30.1
202608151802,2026-08-15,18,02R,09:14,2026-08-15T09:04:31.652320+09:00,0805,3.0,5,3.0,1,27.0,28.0
202608151003,2026-08-15,10,03R,09:24,2026-08-15T09:14:33.453976+09:00,0835,1.0,4,1.0,1,27.0,27.0
202608152103,2026-08-15,21,03R,09:32,2026-08-15T09:22:33.437372+09:00,0843,1.0,5,1.0,1,29.7,30.1
202608151803,2026-08-15,18,03R,09:40,2026-08-15T09:30:27.542310+09:00,0851,3.0,5,3.0,1,28.0,28.0
202608151004,2026-08-15,10,04R,09:50,2026-08-15T09:40:29.356746+09:00,0927,1.0,1,1.0,1,28.0,27.0
202608152104,2026-08-15,21,04R,09:58,2026-08-15T09:48:37.663350+09:00,0935,2.0,4,2.0,1,30.4,30.2
202608151804,2026-08-15,18,04R,10:06,2026-08-15T09:56:28.844147+09:00,0917,4.0,4,4.0,1,28.0,28.0
202608151005,2026-08-15,10,05R,10:20,2026-08-15T10:10:31.484640+09:00,0953,1.0,2,1.0,1,29.0,27.0
202608152105,2026-08-15,21,05R,10:25,2026-08-15T10:16:31.682842+09:00,1001,1.0,4,1.0,1,31.0,30.2
202608150901,2026-08-15,09,01R,10:28,2026-08-15T10:18:23.098003+09:00,0930,4.0,3,2.0,1,28.0,27.0
202608151101,2026-08-15,11,01R,10:31,2026-08-15T10:22:34.360247+09:00,0955,0.0,,1.0,3,24.0,28.0
202608151805,2026-08-15,18,05R,10:34,2026-08-15T10:24:22.721260+09:00,0943,3.0,5,3.0,1,29.0,28.0
202608150801,2026-08-15,08,01R,10:40,2026-08-15T10:30:33.289152+09:00,0950,2.0,4,1.0,1,28.0,29.0
202608151701,2026-08-15,17,01R,10:45,2026-08-15T10:36:23.497932+09:00,1000,2.0,3,2.0,1,26.0,25.0
202608150201,2026-08-15,02,01R,10:47,2026-08-15T10:38:27.625831+09:00,1029,0.0,,0.0,2,28.0,28.0
202608151006,2026-08-15,10,06R,10:50,2026-08-15T10:40:23.690005+09:00,1023,3.0,1,3.0,1,29.0,27.0
202608150902,2026-08-15,09,02R,10:56,2026-08-15T10:46:27.245014+09:00,0930,4.0,3,2.0,1,28.0,27.0
202608152106,2026-08-15,21,06R,10:59,2026-08-15T10:50:26.127491+09:00,1028,1.0,3,1.0,1,32.1,30.3
202608151102,2026-08-15,11,02R,11:02,2026-08-15T10:52:33.635804+09:00,1034,1.0,1,1.0,1,25.0,28.0
202608151806,2026-08-15,18,06R,11:04,2026-08-15T10:54:22.160574+09:00,1009,4.0,5,4.0,1,29.0,28.0
202608150802,2026-08-15,08,02R,11:10,2026-08-15T11:00:48.278682+09:00,1044,3.0,4,1.0,1,29.0,29.0
202608150301,2026-08-15,03,01R,11:14,2026-08-15T11:04:36.334220+09:00,1100,2.0,2,5.0,2,25.0,27.0
202608151702,2026-08-15,17,02R,11:14,2026-08-15T11:04:36.334220+09:00,1048,0.0,,1.0,1,28.0,25.0
202608150202,2026-08-15,02,02R,11:16,2026-08-15T11:06:29.545185+09:00,1050,3.0,3,2.0,2,28.0,28.0
202608151007,2026-08-15,10,07R,11:20,2026-08-15T11:10:30.039946+09:00,1053,2.0,8,2.0,1,30.0,28.0
202608150903,2026-08-15,09,03R,11:24,2026-08-15T11:14:22.938479+09:00,1100,6.0,4,5.0,1,29.0,27.0
